author_id,text,class
2938835816,RT @AlaRiani: This is feminism. The revolution in Kurdistan and Iran is historic for the Kurdish movement. https://t.co/wRNDWlQDs6,0
2938835816,"RT @kshahrooz: You know the system is collapsing when the princelings feel the need to become ""revolutionaries"" https://t.co/P2r9eKDEUB",0
2938835816,"A fantastic speech by Reggie Martin MLC in the SA Parliament last night in support of the women’s revolution. Full speech here: https://t.co/CTFEN8JhZN 

Jin, Jiyan, Azadi! ❤️☀️💚 #JinaAmini #Kurdistan #TwitterKurds #IranRevolution #IranRevoIution2022 #JinJiyanAzadi https://t.co/6b2WLiesAj",0
2938835816,RT @PDKIenglish: Demonstrators have set fire on a Basij paramilitary forces base in the city of Sine tonight. #Kurdistan #Rojhelat #Twitter…,0
2938835816,"RT @PDKIenglish: Demonstrators this evening in the Kurdish city of Bokan are chanting “Ghassmlou, Ghassmlou, your path continues” and “Deat…",0
2938835816,RT @JasonMBrodsky: Disturbing footage of #Iran regime suppression forces physically assaulting a woman in Tehran. #MahsaAmini  https://t.co…,0
2938835816,"RT @PDKIenglish: ""Kurdistan, Kurdistan, the graveyard of fascists""

#JinaAmini #KurdistanProtests #IranProtests #Rojhelat https://t.co/PrIA…",0
2938835816,RT @PDKIenglish: Kurdish women are in the forefront of  today's demostrations in the Kurdish city of Kamyaran. Demonstrators chant: “Mother…,0
2938835816,Thank you Tammy for your warm words of support and solidarity and for understanding the unique experience of Jina Amini and the Kurdish people. 💚,0
2938835816,"Here is a snippet of @TammyMLC's  incredible speech in the South Australian Parliament last night about what is happening in Iran and Kurdistan. Full speech here: https://t.co/Tl1amhbftm 

#JinaAmini #Kurdistan #IranRevolution #IranRevolution2022 #IranProtests #TwitterKurds https://t.co/M2yu9EOhuR",0
2938835816,RT @PDKIenglish: Moments ago in the Kurdish city of Mahabad. Demonstrators have taken control over several streets. #Kurdistan #Iran #IranR…,0
2938835816,RT @PDKIenglish: Demonstrators have gathered outside Salar Majawer’s home chanting “Martyrs never die”. Salar was killed in Bokan earlier t…,0
2938835816,"RT @Hengaw_English: Mohamad Hosain Zadeh, 28, from Bukan, was shot and killed by repressive forces during the popular resistance in Bukan o…",0
2938835816,RT @PDKIenglish: Another Kurdish demonstrator by the name of Salar Majawer was killed in Bokan this evening. #Kurdistan #Iran #IranRevoIuti…,0
2938835816,RT @PDKIenglish: Cooperation Center of Iranian Kurdistan’s Political Parties: The main base of the Kurdish political parties is located in…,0
2938835816,"RT @iAmHaks: Uprising in multiple cities across Eastern Kurdistan and Iran tonight. Kurdistanî cities such as: Sine, Bokan, Mahabad, Kamyar…",0
2938835816,"RT @Samira_Ghaderi: Mohamad Hassanzadeh—from Kurdish city of Bokan—shot &amp; killed today by Islamic Regime’s forces. 

In his last IG story,…",0
2938835816,RT @RamyarHassani: Kurdish human rights group Hengaw reported that 3 male protesters were killed by direct fire from security forces in nor…,0
2938835816,"A special mention to @TammyMLC and Reggie Martin MLC for highlighting the struggle and oppression of the Kurdish people in Iran. A special mention also to Nadia Clancy MP and Minister Hon Zoe Bettison, for initially introducing the motion into the lower house. #JinaAmini",0
2938835816,Last night we joined the South Australian Parliament as they spoke &amp; voted unanimously for this motion in support &amp; solidarity with the protests happening in Iran. Thank you to all the MPs who spoke in support and shared warm words with the community. #JinaAmini #IranRevolution https://t.co/GR4ymaxiWm,0
2938835816,"RT @Hengaw_English: An Image of revolution in Sanandaj

November 16, 2022

#IranRevolution2022 
#MahsaAmini 
#JinaAmini https://t.co/GvF8md…",0
2938835816,RT @PDKIenglish: Video of when Burhan Kerimi gets shot by #Iran’s #IRGC in the Kurdish city of Kamyaran. According to eyewitnesses IRGC sni…,0
2938835816,"RT @BeriShalmashi: Burhan Karami, murdered by Islamic Republic of Iran’s forces today in the Kurdish city of Kamyaran. Killed at 30. Anothe…",0
2938835816,"RT @PDKIenglish: Medical students in the Kurdish city of Sanandaj are chanting “women, life, freedom” and “I swear by the blood of my frien…",0
2938835816,"RT @Hengaw_English: The government forces have attacked the ""Shahid Gholi Pur"" Hospital in Bukan and are trying to steal the bodies of thos…",0
2938835816,"RT @Halmatkurd: Protesters in #Kurdish #Bokan control the city for 2 nights now, says Hengaw.   The regime has tried 2 missle attacks to pr…",0
2938835816,RT @PDKIenglish: #Iran’s terrorist #IRGC is shooting at people in the Kurdish city of Sanandaj. People are still chanting slogans against t…,0
2938835816,"RT @1500tasvir_en: Nov. 16, Tehran. The brutes of the Islamic Republic attacked a woman while she was shopping at a mall.
She says “I am ju…",0
2938835816,"RT @PDKIenglish: People have gathered to burry Burhan Kerimi, who was killed earlier today in Kamyaran, they are chanting “Ghassmlou, Ghass…",0
2938835816,RT @PollaGarmiany: In a meeting with French President @EmmanuelMacron Roya Piraei from the Kurdish city of Kirmashan speaks about the killi…,0
2938835816,RT @FazelHawramy: This is what is happening in the streets of #Iran these days: state violence against it’s own citizens  #MahsaAmini #مهسا…,0
2938835816,RT @BeriShalmashi: The Kurdish city of Mahabad tonight. Home to historical revolutionaries. While we watch the fall of the Islamic Republic…,0
2938835816,"RT @PDKIenglish: In the Kurdish city of Mahabad, the Kurdish flag is distributed among people. 
#JinaAmini #KurdistanProtests #IranProtests…",0
2938835816,RT @PDKIenglish: #Iran’s terrorist #IRGC is shooting at demonstrators in the Kurdish city of Bokan. At least one demonstrator have been kil…,0
2938835816,"RT @PDKIenglish: Demonstrators in the Kurdish city of Saqez, Jina Amini’s hometown, are chanting “Death to the dictator” and “death to Kham…",0
2938835816,RT @PDKIenglish: Demonstration in the Kurdish town of Qorveh. #Iran #Kurdistan #JinaAmini #JinJiyanAzadi #WomenLifeFreedom https://t.co/4Xx…,0
2938835816,"RT @PDKIenglish: Demonstrators in Kurdish city of Bokan urge people to come out from their homes and join the demonstrations. 
#JinaAmini #…",0
2938835816,RT @BillClinton: My message in support of the Iranian people. https://t.co/hSjqgQXCSp,0
2938835816,"RT @PDKIenglish: Demonstrators in the Kurdish city of Sanandaj are chanting “Kurdistan, Kurdistan, graveyard for fascists” and “death to Kh…",0
2938835816,"RT @PDKIenglish: Activists fly a balloons with the Kurdish flag and slogans “Woman, Life, Freedom” in support for Kurdish rapper Saman Yasi…",0
2938835816,"RT @1500tasvir_en: Tehran:
“Mullah must get lost!”
Mullah asked “must get lost?”
Woman replied “yeah”
#WomanLifeFreedom
#MahsaAmini
https:/…",0
2938835816,"RT @PDKIenglish: Demonstration continues in the Kurdish city of Bokan, demonstrators have reportedly burned down the regime’s municipality…",0
2938835816,"RT @1500tasvir_en: Nov. 15, Shiraz:
The Islamic Republic has shot who is said is a 14 y.o child in this video 
#MahsaAmini
https://t.co/XAX…",0
