,user_id,location
672,"[""181273031',""]",🇳🇬🇧🇪'}
673,"[""5990782',""]",National'}
674,"[""1214407152896368640',""]",
675,"[""759306719658905600',""]",
676,"[""2654733439',""]",
677,"[""550529753',""]",Wherever I please.'}
678,"[""1278053956330180608',""]","Bronx, NY'}"
679,"[""1204304699354169344',""]",
680,"[""1364565322158772226',""]",
681,"[""875111535517028357',""]","§207, Fraser Field, Lynn MA'}"
682,"[""1586225935350566917',""]",Commie CA'}
683,"[""1584128472003362816',""]",
684,"[""1586554752325877761',""]","Southlake, TX'}"
685,"[""1514555159355011079',""]",
686,"[""1549685438742286343',""]",
687,"[""1584129678465343488',""]",
688,"[""1217401920450711554',""]",Akwa Ibom
689,"[""1248711076092485634',""]",
690,"[""1346224063098839041',""]",
691,"[""1335696404145201156',""]",
692,"[""1428723245323223051',""]",
693,"[""1586154852085907456',""]",
694,"[""1519451268770578436',""]",
695,"[""351555541',""]",Dhaka'}
696,"[""1523768092568219648',""]",
697,"[""1481358156156608512',""]","Kano, Nigeria'}"
698,"[""4229242453',""]",
699,"[""1386465604538826752',""]",
700,"[""1543356473966731266',""]",USA - Mexico
701,"[""1088508978013921281',""]",Universe'}
702,"[""1258143912071487490',""]",
703,"[""1482371015866990592',""]",
704,"[""1587322645846319105',""]",
705,"[""1420154147375038467',""]",
706,"[""2224934922',""]",Lagos nigeria'}
707,"[""1587026687476244483',""]",
708,"[""1570833157892571137',""]","Lagos, Nigeria'}"
709,"[""16224305',""]","Washington, D.C.'}"
710,"[""3320981290',""]",
711,"[""1587538569219956740',""]",
712,"[""1212573770059091969',""]",United States'}
713,"[""939206867267608577',""]",
714,"[""1584531',""]",
715,"[""520980995',""]",
716,"[""1555961851',""]",
717,"[""300454955',""]","Plymouth, England'}"
718,"[""2204577584',""]",
719,"[""1348347374',""]",
720,"[""505201800',""]",
721,"[""801539772',""]",
722,"[""141096421',""]",
723,"[""1068688459953565701',""]",
724,"[""241640955',""]",🇨🇦🇺🇸🏳️\u200d🌈'}
725,"[""3008237368',""]",
726,"[""2603541862',""]","Kerry, Ireland'}"
727,"[""1178686607626575873',""]","Tallahassee, FL'}"
728,"[""107549814',""]","Ontario, Canada'}"
729,"[""815236992174882816',""]","Wandsworth, London'}"
730,"[""1593722096240271366',""]",
731,"[""265079836',""]","KTH, Sweden"
732,"[""1425028237365858304',""]",
733,"[""96117406',""]","Federal Capital Territory, Nig'}"
734,"[""55093719',""]","Portland, OR'}"
735,"[""1510398232274386950',""]",The South
736,"[""1430722187028217862',""]",
737,"[""1559571085041238016',""]","North-East Region, Singapore'}"
738,"[""1126416164412960769',""]",
739,"[""1545255271663996928',""]","Houston, TX'}"
740,"[""2209735878',""]",
741,"[""1131422382047014912',""]","Daytona Beach, FL'}"
742,"[""1873520106',""]","Abuja, Nigeria'}"
743,"[""1182617460924653568',""]",
744,"[""1283613212647329792',""]","Massachusetts, USA'}"
745,"[""1499940957751595010',""]",
746,"[""1091462350971064322',""]",Michigan'}
747,"[""1191121433784705024',""]",
748,"[""299976467',""]",
749,"[""47442324',""]",
750,"[""1221547385735696384',""]",
751,"[""936638847991115781',""]","London, England',"
752,"[""472898734',""]","UK only',"
753,"[""766540285220298752',""]","Cardiff, Wales',"
754,"[""1341853956146868224',""]",
755,"[""36856173',""]","New Zealand',"
756,"[""1312726427452747777',""]",Canberra
757,"[""16401325',""]","Europe',"
758,"[""1582412125502414849',""]","⋆˚ఎ ♡\u2060 ໒˚⋆',"
759,"[""1096566492',""]",Bharat
760,"[""703981256338440192',""]",
761,"[""355898383',""]","United States',"
762,"[""888057374795321346',""]",Cornwall UK
763,"[""1442783542212059142',""]","Kiwi',"
764,"[""879545393209458688',""]",
765,"[""1481051503632822272',""]","Tampa Bay',"
766,"[""937230148201574400',""]","Hampton, VA',"
767,"[""846832581790371840',""]","Tampa, FL',"
768,"[""104070846',""]","Here and there',"
769,"[""1428464014561054721',""]",
770,"[""1004740825799188480',""]","A dystopia if you can keep it.',"
771,"[""1570079732548485120',""]",
772,"[""1668942228',""]",
773,"[""808557457',""]","London, England',"
774,"[""51151463',""]",
775,"[""1571248590781022209',""]","c - RIIK | she / they | 18+',"
776,"[""24190155',""]","Florida, USA',"
777,"[""2201720923',""]","New Zealand',"
778,"[""1254327621581787136',""]",
779,"[""2356485277',""]",
780,"[""251815423',""]","Sevilla, Andalucía libre',"
781,"[""1192184406',""]",
782,"[""1532758644365877251',""]",
783,"[""1255598162590535680',""]",
784,"[""1592984506696433668',""]",
785,"[""1483598467670888456',""]","Dallas, TX',"
786,"[""50427352',""]","Washington DC/Tampa Bay',"
787,"[""58874851',""]","dublin',"
788,"[""1516312445089980420',""]","Nanyuki, Kenya',"
789,"[""909189696814813184',""]","North Carolina',"
790,"[""101528015',""]",
791,"[""1085068428451315712',""]",
792,"[""1371652329469001728',""]","Hamilton, Ontario',"
793,"[""1191855827667128320',""]","Melbourne, Victoria, Australia',"
794,"[""1412776024962654208',""]","Geiranger  🇳🇴 No to the EU',"
795,"[""701432497',""]","Mumbai, India',"
796,"[""1545654395031146496',""]",
797,"[""1295040849311670278',""]","Kwanhliziyo ngise',"
798,"[""981477744868560898',""]",
799,"[""1031623485242699776',""]","Nigeria',"
800,"[""1245069918',""]","Minnesota, USA',"
801,"[""110256969',""]","United States',"
802,"[""912511169704943616',""]","21 she/they',"
803,"[""2724754114',""]","Virginia, USA',"
804,"[""1541431159258750977',""]","N364 Section 7, Madadeni, 2951',"
805,"[""2241393780',""]","Scotland, United Kingdom',"
806,"[""1529868658167754752',""]",
807,"[""1448860779877445659',""]",
808,"[""1587632987591655426',""]",
809,"[""1105954613855948808',""]","Selçuklu, Türkiye',"
810,"[""166385684',""]","Caracas',"
811,"[""702319204679024642',""]","the Overlook hotel,Ballaarat.',"
812,"[""1452758113',""]","Baltimore, MD',"
813,"[""2546596742',""]","Seattle, WA',"
814,"[""1500897722576084995',""]",
815,"[""868057575249588224',""]",
816,"[""4063745781',""]",
817,"[""4629327852',""]",
818,"[""1490206638736912386',""]",
819,"[""2320907478',""]","England, United Kingdom',"
820,"[""18840896',""]","LA via NYC',"
821,"[""1444830645054758914',""]",
822,"[""27620289',""]","East Haddam, CT',"
823,"[""1577549888790925316',""]",
824,"[""1293496585964400640',""]","UK',"
825,"[""1569754137641771010',""]","Wordley, VVA',"
826,"[""1586057075846782978',""]",
827,"[""1194273301377568769',""]","Planet 3 in the Nature Reserve',"
828,"[""270921976',""]","CANADA',"
829,"[""1469266580639002629',""]","@home',"
830,"[""796217742059655168',""]",
831,"[""1586255909050793985',""]",
832,"[""2842118875',""]",New York & Worldwide'}
833,"[""1476328426080391171',""]",
834,"[""969393454349537280',""]",he/they - 20'}
835,"[""1419421881896214535',""]","Indiana, PA'}"
836,"[""1452359254749421569',""]",Republic of Slovenia'}
837,"[""1550548664208470016',""]",Germany'}
838,"[""2240437938',""]",3831 Lee Road Suite A • 44128'}
839,"[""1351987570155155457',""]",Twice✨'}
840,"[""3315577930',""]",Adu'}
841,"[""1230059272484028416',""]",
842,"[""1457110764523712516',""]",
843,"[""1043219626228899840',""]",
844,"[""104583131',""]",India'}
845,"[""1508630229018894340',""]",
846,"[""204176679',""]",The state with shuttered blackjack and brothels due to Corona-chan.'}
847,"[""994680142906773505',""]",
848,"[""964314207633031169',""]",EXO PLANET'}
849,"[""3325037237',""]",
850,"[""1333894090992226305',""]",the footstool'}
851,"[""1287057413753929734',""]",Juja'}
852,"[""1524856167981367312',""]",
853,"[""17967721',""]",
854,"[""764798817493540864',""]",
855,"[""739804397669076992',""]",
856,"[""2888120350',""]",
857,"[""1652141011',""]",
858,"[""953129239',""]",
859,"[""200092299',""]","Fairmont, WV'}"
860,"[""235771543',""]",
861,"[""765952694112641024',""]",
862,"[""1097320512835936256',""]",
863,"[""1211400095649808384',""]","Hamilton, Ontario"
864,"[""4008948664',""]","Henley-in-Arden, England'}"
865,"[""745732018013614080',""]","Chardon, OH'}"
866,"[""1475926454592360452',""]",
867,"[""2957294627',""]","14 BROOKWOOD CLOSE, NEWCASTLE,'}"
868,"[""29552203',""]",Trinidad & Tobago'}
869,"[""1329127115317456897',""]","Kew Gardens Hills, Queens'}"
870,"[""2937643116',""]",
871,"[""238770782',""]",
872,"[""1582564658912690176',""]",
873,"[""895199049673883649',""]",
874,"[""1572345663106465792',""]",
875,"[""1584209005328695297',""]",
876,"[""1471841960948236293',""]",
877,"[""360930955',""]",
878,"[""1003736769777553409',""]","Berlin, Allemagne'}"
879,"[""1972889712',""]",
880,"[""1428048511547973636',""]",
881,"[""880551935102857217',""]",Abuja.'}
882,"[""1519208355822141443',""]","Antioch, CA'}"
883,"[""1592129484572225537',""]",
884,"[""2561605512',""]",
885,"[""2563020348',""]",
886,"[""1501316774008172551',""]",he ic:aozoraescapes'}
887,"[""1388347897750573058',""]",
888,"[""1583878659441655808',""]",Δ Hidden Forbidden Holy Ground'}
889,"[""2549530633',""]",
890,"[""2548727845',""]",
891,"[""18178388',""]","San Diego, CA'}"
892,"[""1195526787389890561',""]",
893,"[""222289436',""]",Fife / Edinburgh'}
894,"[""2517890894',""]",
895,"[""1235999811188535296',""]","Scotland,but born in England'}"
896,"[""414898511',""]","Somewhere between, Oh. & Chi.!'}"
897,"[""18651120',""]",Göteborg'}
898,"[""1362548856995667971',""]",Nigeria'}
899,"[""224912478',""]",
900,"[""1587518950178291712',""]",
901,"[""2909370496',""]",
902,"[""347826181',""]",
903,"[""1028672285010526209',""]",
904,"[""1355326106623213574',""]","Albuquerque, NM'}"
905,"[""397444405',""]",
906,"[""1519773701180432384',""]",Cardano'}
907,"[""1360919323678830593',""]",every 30'}
908,"[""336635626',""]",Lancashire'}
909,"[""1168915182581686278',""]","Lagos, Nigeria'}"
910,"[""1391765435671064576',""]","Mumbai, India'}"
911,"[""31396223',""]","London , and Surrey'}"
912,"[""947550264596336641',""]",
913,"[""363470669',""]","Pittsburgh, PA'}"
914,"[""1348635828889804804',""]","Brooklyn, NY'}"
915,"[""753238093579165700',""]","Klamath Falls, OR'}"
916,"[""1055802081938944003',""]",
917,"[""1006207993699098624',""]","Buenos Aires, Argentine'}"
918,"[""950315011372716033',""]",
919,"[""1563301712039149570',""]",
920,"[""1473956304863457282',""]",
921,"[""826105154139254784',""]",Germany'}
922,"[""1595114871779201027',""]",
923,"[""1276635852463058945',""]","Kempton Park, South Africa'}"
924,"[""1505901446',""]","Paris, France'}"
925,"[""858351500896108545',""]",Somewhere'}
926,"[""1318404994584866816',""]",He/him'}
927,"[""892779626640150530',""]","Worthing, England',"
928,"[""1116404889553387520',""]",the edge
929,"[""1411271485675782148',""]","Rhode Island, USA',"
930,"[""286045555',""]","Federal Capital Territory, Nig',"
931,"[""2238696475',""]",
932,"[""1550538127495790592',""]",
933,"[""497200393',""]","United States',"
934,"[""1594712701590175745',""]",
935,"[""3185795263',""]",
936,"[""1193317118642708482',""]",
937,"[""1378758158903078917',""]",
938,"[""26514883',""]","Delaware County PA',"
939,"[""6424562',""]","Scottsdale, AZ',"
940,"[""1433156690581626887',""]",Central Kentucky
941,"[""1348270800063889408',""]","kookies planet 🐇',"
942,"[""366315497',""]","Europe',"
943,"[""838006664',""]","Near Charlottetown, PE, Canada',"
944,"[""940705970451288067',""]","Ealing, London',"
945,"[""3774260352',""]",
946,"[""841728096231395328',""]","Atlantic Canada',"
947,"[""147463326',""]","Tokyo, Japan',"
948,"[""17449331',""]","Oregon',"
949,"[""865672527569354753',""]","North Carolina, USA',"
950,"[""1520222745723904000',""]",
951,"[""1312401872',""]","Los Angeles, CA',"
952,"[""1461408454514548744',""]","Uk',"
953,"[""247642500',""]",
954,"[""1486375058499117057',""]",
955,"[""1500490506127691783',""]",
956,"[""1403798356770516992',""]",
957,"[""514778091',""]","Wisconsin',"
958,"[""1587147499726426114',""]",
959,"[""3461610993',""]",
960,"[""890290830082277379',""]","Ohio, 🇺🇸 🇺🇦',"
961,"[""836630818781024256',""]",
962,"[""1098362225302093824',""]",
963,"[""1066110653386100737',""]",
964,"[""15971503',""]","central Kentucky',"
965,"[""1332455317427380225',""]",
966,"[""824279619603939328',""]",
967,"[""1437103205909995527',""]",Pakistan
968,"[""75730979',""]","Pacific Northwest',"
969,"[""1467997698020331521',""]",
970,"[""1523299191082131457',""]","Turkiye',"
971,"[""1596269375945834496',""]",
972,"[""4092277175',""]",
973,"[""1293615639576416262',""]",
974,"[""2984280598',""]","England, United Kingdom',"
975,"[""1491882053029310471',""]","Decentraland',"
976,"[""3853775741',""]","England, United Kingdom',"
977,"[""15355274',""]","Chicago',"
978,"[""602406823',""]",
979,"[""88462663',""]","Bailiwick of Jersey',"
980,"[""1529199947194765312',""]","Cum',"
981,"[""1201800572988473344',""]","Around the World',"
982,"[""1450977022591729664',""]",
983,"[""3429129995',""]",
984,"[""2905863387',""]","NEW YORK',"
985,"[""208700525',""]","Cheshire',"
986,"[""1093025302517813248',""]","Support-A-Creator Code: ETPS',"
987,"[""871799716798910464',""]","they/them | level 21',"
988,"[""16521206',""]","Providence, Rhode Island',"
989,"[""3044186809',""]","Portland, OR',"
990,"[""47133990',""]","Virginia, USA',"
991,"[""1072238947',""]",
992,"[""18957880',""]","Central Florida USA',"
993,"[""82663278',""]",
994,"[""50706690',""]","New York State',"
995,"[""783323412634669056',""]",
996,"[""52272942',""]","New York City',"
997,"[""985335193',""]","Chester, England',"
998,"[""1305705838158532608',""]","Green Hill Zone, CA',"
999,"[""1323363032806772736',""]","Arizona, USA',"
1000,"[""1431511671181303809',""]","Montana, USA',"
1001,"[""762479876431425540',""]","Mesa, AZ',"
1002,"[""740612361132871681',""]",
1003,"[""1613712481',""]","Seattle, WA',"
1004,"[""526101087',""]","California Republic',"
1005,"[""478138750',""]","Toronto and surrounding GTA',"
1006,"[""1178686607626575873',""]","Tallahassee, FL',"
1007,"[""1093271893589671938',""]",
1008,"[""1413709147703500800',""]",
1009,"[""1587932666942427136',""]",
1010,"[""170779243',""]","see',"
1011,"[""764451495555244033',""]","Canada',"
1012,"[""348312090',""]","Northern,Ca.',"
1013,"[""927238507772252160',""]","太陽系第3惑星、日本、千葉県',"
1014,"[""316053545',""]","Galaxy',"
1015,"[""1501824937476206593',""]","Whipped Or Blended',"
1016,"[""protected': False}""]",
1017,"[""20681628',""]","New York, NY',"
1018,"[""1483102366262247425',""]",
1019,"[""229428955',""]",Abuja
1020,"[""26635386',""]","San Anselmo, CA',"
1021,"[""488282592',""]","Rim Country Arizona USA',"
1022,"[""932508774698504192',""]",
1023,"[""918480689376518144',""]","Ankara, Türkiye',"
1024,"[""1284226142610874369',""]",
1025,"[""1586459453121040386',""]",
1026,"[""1264454189565882370',""]",
1027,"[""1106217972522049536',""]",
1028,"[""1350346296528408576',""]",
1029,"[""1528218013639516161',""]",
1030,"[""3147275346',""]","官方网站→',"
1031,"[""1466576222687838210',""]",
1032,"[""1182087034506072064',""]","ryn any 16',"
1033,"[""1571708607879684097',""]","GA',"
1034,"[""1401794091147538437',""]",
1035,"[""1116524902725582853',""]","Salvador, Ba',"
1036,"[""1586158259752378368',""]",
1037,"[""715941386193907712',""]",
1038,"[""4906021990',""]","Walton, KY',"
1039,"[""443972506',""]","NY',"
1040,"[""1214628008',""]","Detroit',"
1041,"[""1024604431',""]","New York, NY',"
1042,"[""1501805805162663943',""]",
1043,"[""1555455728722362373',""]",
1044,"[""53119816',""]","Texas',"
1045,"[""25846227',""]", Somewhere in the Universe
1046,"[""1583595330712621057',""]","Chicago, IL',"
1047,"[""1584159824102629377',""]",
1048,"[""1280316023879671810',""]",
1049,"[""1192609329234534401',""]",any pronouns 🇲🇽
1050,"[""30365182',""]","South Jersey 🛫 Miami, FL"
1051,"[""1552715085059178497',""]","Somewhere MD',"
1052,"[""1486931010',""]","California, USA',"
1053,"[""1449796374363574277',""]","nowhere, oklahoma',"
1054,"[""735892470',""]","Southaven, Ms',"
1055,"[""1584144944851480578',""]",
1056,"[""805306498968670208',""]","New Orleans, LA',"
1057,"[""16537596',""]","Home Of The Terrapins 🐢',"
1058,"[""3720042855',""]",
1059,"[""890863857203384320',""]","Nantes, France',"
1060,"[""2605958124',""]","Kensington, London',"
1061,"[""46935565',""]","Sequatchie',"
1062,"[""1065381865610047488',""]","BTS Village Hall • she/her',"
1063,"[""1500149582474498049',""]",
1064,"[""2897809235',""]","Gruesome Twosome Tuesday',"
1065,"[""1587740533220597761',""]",
1066,"[""1529618963939872769',""]",
1067,"[""2833087014',""]","Michigan, USA',"
1068,"[""939698158543794176',""]",
1069,"[""1869523958',""]","Brokedown Palace',"
1070,"[""4009266073',""]","California, USA',"
1071,"[""1380375492499435521',""]","in the vents',"
1072,"[""1398262541277712388',""]",
1073,"[""1301371088195276800',""]","Nashville, TN',"
1074,"[""1426601164703997956',""]","Union County, New Jersey"
1075,"[""294371597',""]","Louisville, KY',"
1076,"[""1594054049241960453',""]",
1077,"[""708857250404765698',""]","Crystal Lake, IL',"
1078,"[""1358687416786313216',""]",
1079,"[""1298051569171050496',""]","univ of delaware / they/them',"
1080,"[""191662582',""]","Charlotte, NC',"
1081,"[""760477413176250368',""]","BAY AREA, CA NorCal',"
1082,"[""26144406',""]",Virginia
1083,"[""702324010118463489',""]","Cincinnati, OH',"
1084,"[""1057381542404734978',""]","Warren of Chaos',"
1085,"[""1586988705654312961',""]",
1086,"[""1402944160991154185',""]","Tampa Bay',"
1087,"[""1573367434228080647',""]",
1088,"[""934860376046473216',""]","Panamá',"
1089,"[""1584139345698516993',""]",
1090,"[""27038076',""]","Gallifrey',"
1091,"[""845484648',""]","Henderson, NV',"
1092,"[""1423201635791085569',""]",
1093,"[""1373348508',""]",
1094,"[""1513745388305453057',""]",
1095,"[""105910684',""]","New Orleans, LA🛬Houston, TX"
1096,"[""91650974',""]","Atlanta, GA',"
1097,"[""119613547',""]","Indianapolis, IN',"
1098,"[""348832724',""]",
1099,"[""611249510',""]",
1100,"[""20646382',""]","USA',"
1101,"[""936005204',""]",
1102,"[""1596634051259023364',""]",
1103,"[""789397585',""]","WI',"
1104,"[""334920737',""]","🇺🇸',"
1105,"[""1007083909',""]",
1106,"[""759008838678814720',""]",
1107,"[""2786326915',""]","Lagos, Nigeria',"
1108,"[""1388880066168475652',""]","The Bank',"
1109,"[""221114461',""]","Courtice, Ontario, Canada',"
1110,"[""1005824782829543424',""]","Clinton, IL',"
1111,"[""855061400401596418',""]","#Excellence. #BeUncommon',"
1112,"[""1501479434846556166',""]",
1113,"[""840540316407017476',""]","Virginia Beach',"
1114,"[""287373494',""]",Your Aunties House!
1115,"[""932077034498437120',""]",
1116,"[""1568244916224159744',""]","Cần Thơ, Viêtnam',"
1117,"[""1345801876692819968',""]","Rancho Cordova, CA',"
1118,"[""459578223',""]","Manhattan, NY',"
1119,"[""1346260764999475203',""]","Buies Creek, NC',"
1120,"[""1271544854418513920',""]",
1121,"[""1206772219038224385',""]",
1122,"[""1027636374692917254',""]","Madrid, Espagne',"
1123,"[""1580226530101313536',""]",
1124,"[""1339528917867229185',""]","She/They',"
1125,"[""843329439362502656',""]","No longer in red state!',"
1126,"[""1589773765566660609',""]","Ks',"
1127,"[""1704831342',""]",
1128,"[""79053827',""]","Chicago 60666',"
1129,"[""2255830052',""]",
1130,"[""1544352414030970882',""]",
1131,"[""1410918030',""]",
1132,"[""1040056240813092865',""]","LocatedInPartsUnknown',"
1133,"[""882537511062568960',""]",
1134,"[""1523725217062920193',""]",
1135,"[""703045753506291712',""]",
1136,"[""1572322413341282304',""]",کوچه های شهر خون.
1137,"[""1403763517728112650',""]","Misguided Ghosts',"
1138,"[""3734283509',""]",
1139,"[""151500509',""]","Kansas City',"
1140,"[""1587467928886190081',""]","London, England',"
1141,"[""963089418138484736',""]","日本 愛媛',"
1142,"[""1461412110433406986',""]","Kentucky, USA',"
1143,"[""857370869609504768',""]","USA',"
1144,"[""1041399391687532544',""]","dream',"
1145,"[""1069355548120895488',""]",
1146,"[""2789879229',""]","Philadelphia, PA',"
1147,"[""1448011310688612354',""]",
1148,"[""49196274',""]","Worldwide',"
1149,"[""1445808129187319811',""]",
1150,"[""1532819858034937856',""]",
1151,"[""249109479',""]",
1152,"[""1573907765587808258',""]","Southgate, MI',"
1153,"[""949379533',""]",
1154,"[""419829241',""]","Rakuen',"
1155,"[""1527172763110236161',""]",
1156,"[""1297608319750660101',""]",
1157,"[""1281264048957534210',""]","throne.me/u/amai_umimaru',"
1158,"[""896487913168547840',""]",
1159,"[""1301136445613244416',""]",
1160,"[""1093983194955870210',""]","Pennsylvania, USA',"
1161,"[""1262811335647256576',""]",
1162,"[""910659767428726784',""]","Houston, TX',"
1163,"[""1386120198802092032',""]","Lorain, OH',"
1164,"[""956188420455436289',""]","Grantham, England',"
1165,"[""1257920924541521920',""]","Pacific Ocean',"
1166,"[""714485038591696896',""]","Spring Shadows, Houston',"
1167,"[""1585437809002762240',""]",
1168,"[""1583871756426690562',""]",
1169,"[""1113000662',""]","San Francisco, CA',"
1170,"[""85612050',""]","Boston, MA',"
1171,"[""1587872391212015617',""]","Frederick, MD',"
1172,"[""1591331822771789824',""]",
1173,"[""1588452439564423168',""]",
1174,"[""1593747137862443009',""]",Everywhere
1175,"[""15445237',""]","Lancashire',"
1176,"[""937187357505175552',""]",
1177,"[""1593961441790394368',""]",
1178,"[""1416096951829889024',""]","Z City',"
1179,"[""722741909115035648',""]",Dublin
1180,"[""1185245214635675649',""]","Moscow, Russia',"
1181,"[""1065856542191173632',""]","Los Angeles, CA',"
1182,"[""1488256602444546061',""]","Grenoble',"
1183,"[""455118725',""]","Atlanta',"
1184,"[""6073052',""]","🇮🇪🇪🇺🇺🇦🎮',"
1185,"[""1319289352623513603',""]","Bangor, Wales',"
1186,"[""851298991614693376',""]","United States',"
1187,"[""3998419396',""]","Argentina',"
1188,"[""1590305610192543752',""]",
1189,"[""963190169074466816',""]","Westhampton Beach, NY',"
1190,"[""977204844',""]",@Merlin@MSTDN.Ca
1191,"[""246887575',""]",
1192,"[""1132336349258891265',""]",
1193,"[""1470785107665502221',""]",
1194,"[""1572361515826642945',""]",
1195,"[""38692839',""]",
1196,"[""1423674520267747330',""]",
1197,"[""1515615307183833094',""]","mystic falls',"
1198,"[""1404589702280265728',""]",
1199,"[""97470066',""]","New York, NY',"
1200,"[""551153971',""]","South West England',"
1201,"[""1000013469368946691',""]","Portugal, gondomar"
1202,"[""1440540252842594304',""]",
1203,"[""800457783220924416',""]","Montana & Pennsylvania',"
1204,"[""253306038',""]",
1205,"[""1306643166',""]","San Diego, California',"
1206,"[""68820341',""]","Caddebostan, Istanbul',"
1207,"[""285246000',""]","Philadelphia, PA',"
1208,"[""1519814336486780928',""]",
1209,"[""1336036407949684737',""]",
1210,"[""1044251308323229696',""]",
1211,"[""1527407386155175947',""]",
1212,"[""631993565',""]",
1213,"[""1458479950365868033',""]",
1214,"[""1512388539060998151',""]",
1215,"[""1628206670',""]","London',"
1216,"[""1575244640315445255',""]",
1217,"[""1587019803042238464',""]",
1218,"[""388166761',""]",
1219,"[""903671927478263809',""]",
1220,"[""709943923972513792',""]",
1221,"[""1587103842948112385',""]",
1222,"[""2462802087',""]","South East, England',"
1223,"[""1592567384728125443',""]",
1224,"[""1549559422900490241',""]","Oklahoma City, OK',"
1225,"[""1535438798405808129',""]","Thousand Palms, CA',"
1226,"[""875038949986762752',""]",
1227,"[""1104758124',""]","Milton, Fl.',"
1228,"[""1570669579214671873',""]","Hilo, HI',"
1229,"[""371075039',""]","Jos, Nigeria',"
1230,"[""12371172',""]","Southwest Florida',"
1231,"[""1309062311294967808',""]",
1232,"[""1019253416',""]","Bracknell, England',"
1233,"[""1587609175911178241',""]",
1234,"[""1587505558051078148',""]",
1235,"[""3169348830',""]",
1236,"[""1587470861161865216',""]",
1237,"[""1583186736762462226',""]","𝓗𝓸𝓾𝓼𝓮 𝓸𝓯 𝓪𝓻𝓶𝔂💜',"
1238,"[""1587133629980876808',""]",
1239,"[""45106947',""]","Germany',"
1240,"[""1587477151720169473',""]",
1241,"[""1293277850913722374',""]","public_metrics': {'followers_count': 121,"
1242,"[""1143193731660681216',""]","Ohio, USA',"
1243,"[""1587281576060391425',""]",
1244,"[""1587760744019693572',""]",
1245,"[""1260555995853586432',""]","Nnewi, Anambra state, Nigeria',"
1246,"[""1587095788684984320',""]",
1247,"[""1587830179220672512',""]",
1248,"[""112225417',""]","Upstate South Carolina',"
1249,"[""1709794771',""]","Aberdeen',"
1250,"[""1324421729142345728',""]",
1251,"[""1117369610',""]","Abuja, Nigeria',"
1252,"[""1326282649946742784',""]",
1253,"[""1205894557',""]","Morristown, NJ',"
1254,"[""1587383514172891137',""]",
1255,"[""1584167770924945413',""]",
1256,"[""1587161678416080897',""]",
1257,"[""1394976663633645571',""]",
1258,"[""1143699739403333632',""]",
1259,"[""1139296858801680386',""]","North Yorkshire',"
1260,"[""1078176518780596224',""]","Indianapolis, IN',"
1261,"[""28969084',""]","Australia & UK',"
1262,"[""1569530826521722886',""]",
1263,"[""715037899167776768',""]",
1264,"[""1523243540226383872',""]",
1265,"[""739470297468940288',""]",
1266,"[""1504792824960761866',""]",
1267,"[""834474696460558336',""]","India',"
1268,"[""1430190893479469058',""]","greece',"
1269,"[""1047945288',""]",dove si balla
1270,"[""818073288681390080',""]",
1271,"[""506230666',""]","Oxford, MS',"
1272,"[""1587331742540890112',""]",
1273,"[""1587503097579978752',""]",
1274,"[""540465387',""]","Burlington. Ontario.',"
1275,"[""1579506226009776128',""]",
1276,"[""1341392460',""]",
1277,"[""816036380904017920',""]","The Streets',"
1278,"[""1587149413054570497',""]",
1279,"[""2211464678',""]","Switzerland',"
1280,"[""1573927378228740096',""]",
1281,"[""1081765278',""]","Houston, TX',"
1282,"[""1007618375516815360',""]","Hamburg-Germany',"
1283,"[""1587289417496285186',""]",
1284,"[""1584152865467117568',""]",
1285,"[""1356263613384839169',""]",
1286,"[""1587075487889002496',""]",
1287,"[""714781575183998980',""]",
1288,"[""322889065',""]",
1289,"[""139369036',""]",
1290,"[""1583471941406498817',""]","PortofReykjavik',"
1291,"[""13891402',""]","Philadelphia, PA',"
1292,"[""1228150388173524993',""]",
1293,"[""1528779146868015106',""]",
1294,"[""843434629994635265',""]",
1295,"[""1587689118363893760',""]",
1296,"[""851457878229647361',""]",
1297,"[""1053449786777460736',""]","自助网址:',"
1298,"[""1583871756426690562',""]",
1299,"[""1587535233552977920',""]",
1300,"[""1103918941',""]","public_metrics': {'followers_count': 294,"
1301,"[""1314660206597595140',""]","Ontario',"
1302,"[""1168035229371551744',""]",btspopper / / asian
1303,"[""1558663162253217793',""]",
1304,"[""1549438598860214274',""]",
1305,"[""1587634609176858624',""]",
1306,"[""1594461015776772096',""]",
1307,"[""34817173',""]","United States of Gods America',"
1308,"[""23922042',""]","Southern California',"
1309,"[""2710379976',""]","Knoxville, Tennessee USA',"
1310,"[""35692915',""]","New Songhees (Esquimalt) BC',"
1311,"[""122532349',""]",
1312,"[""1584127535729836032',""]",
1313,"[""114599599',""]","New York, New York',"
1314,"[""868964369605967872',""]",
1315,"[""627524667',""]","Saskatchewan, Canada',"
1316,"[""1034262957893595137',""]","Bogalusa, LA',"
1317,"[""1101485903518859264',""]","Mandi Bahauddin, Pakistan',"
1318,"[""1387016339601121282',""]","Gundabad',"
1319,"[""739502431189405697',""]","Austin, TX',"
1320,"[""759994712384217088',""]","lagos Nigeria',"
1321,"[""3461528356',""]","Metaverse',"
1322,"[""1578431701788893184',""]","Abuja, Nigeria',"
1323,"[""1572704538620219392',""]","world',"
1324,"[""4327577173',""]","Lethbridge, Alberta',"
1325,"[""315436946',""]","Chapel Hill, NC',"
1326,"[""1216412352633016322',""]",
