author_id,lang,id,created_at,edit_history_tweet_ids,text
994068783106019328,en,1595134546563174400,2022-11-22T19:18:06.000Z,['1595134546563174400'],"RT @bigeasy_mag: https://t.co/k8qfeNEiUy

The Darryl Chappell Foundation and Ogden Museum of Southern Art are pleased to announce a public…"
994068783106019328,en,1595134518800748546,2022-11-22T19:18:00.000Z,['1595134518800748546'],"https://t.co/k8qfeNEiUy

The Darryl Chappell Foundation and Ogden Museum of Southern Art are pleased to announce a public exhibition of photographer-in-residence, Aaron Turner, Black Alchemy: Remembering Fazendeville, the culmination of a ten-week residency."
994068783106019328,en,1594925068190089217,2022-11-22T05:25:43.000Z,['1594925068190089217'],"RT @bigeasy_mag: https://t.co/osO16edybq

On Friday, Gov. John Bel Edwards announced that he accepted the resignation of William Sommers, D…"
994068783106019328,en,1594925027862142977,2022-11-22T05:25:33.000Z,['1594925027862142977'],"https://t.co/osO16edybq

On Friday, Gov. John Bel Edwards announced that he accepted the resignation of William Sommers, Deputy Secretary for youth Services, and head of Louisiana’s Office of Juvenile Justice."
994068783106019328,en,1594078968600068099,2022-11-19T21:23:37.000Z,['1594078968600068099'],RT @bigeasy_mag: There is still time to vote no.
994068783106019328,en,1594078873049657344,2022-11-19T21:23:14.000Z,['1594078873049657344'],There is still time to vote no. https://t.co/Gx75ljkNCo
994068783106019328,en,1594031712866275329,2022-11-19T18:15:50.000Z,['1594031712866275329'],"RT @bigeasy_mag: https://t.co/1sPmbV1cy0

Believe it or not, Thanksgiving is right around the corner. If you don’t feel like cooking this y…"
994068783106019328,en,1594031682000400384,2022-11-19T18:15:43.000Z,['1594031682000400384'],"https://t.co/1sPmbV1cy0

Believe it or not, Thanksgiving is right around the corner. If you don’t feel like cooking this year, here are a few local restaurants that will be offering special menus for the big day."
994068783106019328,en,1593671969182040066,2022-11-18T18:26:21.000Z,['1593671969182040066'],"RT @bigeasy_mag: https://t.co/1sPmbV0EIs

Believe it or not, Thanksgiving is right around the corner. If you don’t feel like cooking this y…"
994068783106019328,en,1593671911225135109,2022-11-18T18:26:07.000Z,['1593671911225135109'],"https://t.co/1sPmbV0EIs

Believe it or not, Thanksgiving is right around the corner. If you don’t feel like cooking this year, here are a few local restaurants that will be offering special menus for the big day."
994068783106019328,en,1593464051195076609,2022-11-18T04:40:09.000Z,['1593464051195076609'],"RT @bigeasy_mag: https://t.co/nC0YQpwdcv

WVUE-TV broke a story on Wednesday, November 16 that the FBI is investigating a number of purchas…"
994068783106019328,en,1593464027040169984,2022-11-18T04:40:03.000Z,['1593464027040169984'],"https://t.co/nC0YQpwdcv

WVUE-TV broke a story on Wednesday, November 16 that the FBI is investigating a number of purchases by salon owner Tanya Blunt-Haynes, who has served as a well-paid stylist and image consultant for Mayor LaToya Cantrell for at least six years."
994068783106019328,en,1593305950810775556,2022-11-17T18:11:55.000Z,['1593305950810775556'],"RT @TheNolaChick: Can you believe Thanksgiving is in a week?? If you don't feel like cooking, here are a few restaurants that will be servi…"
994068783106019328,en,1593094593809350656,2022-11-17T04:12:04.000Z,['1593094593809350656'],"RT @bigeasy_mag: https://t.co/1sPmbV1cy0

Believe it or not, Thanksgiving is right around the corner. If you don’t feel like cooking this y…"
994068783106019328,en,1593094565703331840,2022-11-17T04:11:57.000Z,['1593094565703331840'],"https://t.co/1sPmbV1cy0

Believe it or not, Thanksgiving is right around the corner. If you don’t feel like cooking this year, here are a few local restaurants that will be offering special menus for the big day."
994068783106019328,en,1592734474907029506,2022-11-16T04:21:05.000Z,['1592734474907029506'],"RT @bigeasy_mag: https://t.co/b6XAMWakSM

A cohesive coalition of young and progressive voters, voters of color and Independents gave Democ…"
994068783106019328,en,1592734447807651845,2022-11-16T04:20:58.000Z,['1592734447807651845'],"https://t.co/b6XAMWakSM

A cohesive coalition of young and progressive voters, voters of color and Independents gave Democrats the edge that ensured a healthy balance remains in the U.S. government."
994068783106019328,en,1592615250511429632,2022-11-15T20:27:19.000Z,['1592615250511429632'],Breaking: https://t.co/yJOhWpUKOc
994068783106019328,en,1592615201853288448,2022-11-15T20:27:08.000Z,['1592615201853288448'],"https://t.co/phhveV1b5o

During a Russian missile barrage across Ukraine, two missiles crossed into NATO member Poland, killing two people and cutting electricity to much of nearby nation Moldova."
994068783106019328,en,1592368878851887105,2022-11-15T04:08:20.000Z,['1592368878851887105'],"RT @Liz_Cheney: You’re welcome, @KariLake."
994068783106019328,en,1592342736333832192,2022-11-15T02:24:27.000Z,['1592342736333832192'],"RT @bigeasy_mag: https://t.co/MHnkDnsxcZ

New Orleans City Council members J.P. Morrell and Joe Giarrusso have asked Federal Judge Susie Mo…"
994068783106019328,en,1592342708886331392,2022-11-15T02:24:20.000Z,['1592342708886331392'],"https://t.co/MHnkDnsxcZ

New Orleans City Council members J.P. Morrell and Joe Giarrusso have asked Federal Judge Susie Morgan, who is overseeing the NOPD consent decree reform program to open an independent investigation."
994068783106019328,en,1592279819785744385,2022-11-14T22:14:26.000Z,['1592279819785744385'],"RT @bigeasy_mag: https://t.co/JCuwfM024Q

The proliferation of liquefied natural gas (LNG) export terminals across the state has been haile…"
994068783106019328,en,1592279761866592257,2022-11-14T22:14:13.000Z,['1592279761866592257'],"https://t.co/JCuwfM024Q

The proliferation of liquefied natural gas (LNG) export terminals across the state has been hailed by the state’s Republican leaders and Gov. John Bel Edwards as an excellent economic opportunity for the state."
994068783106019328,en,1591688554115391489,2022-11-13T07:04:58.000Z,['1591688554115391489'],"RT @bigeasy_mag: https://t.co/rnOlWEOfkl

Louisiana Department of Children and Family Services Secretary Marketa Walters resigned on Thursd…"
994068783106019328,en,1591688515418730496,2022-11-13T07:04:48.000Z,['1591688515418730496'],"https://t.co/rnOlWEOfkl

Louisiana Department of Children and Family Services Secretary Marketa Walters resigned on Thursday following multiple agency failures that may have contributed to the death of 1-year-old Jahrei Paul."
994068783106019328,en,1591177492433633281,2022-11-11T21:14:11.000Z,['1591177492433633281'],"RT @bigeasy_mag: https://t.co/pBfZJ1jxED

According to a report from the Louisiana Legislative Auditor, Louisiana requires less evidence be…"
994068783106019328,en,1591177467326509057,2022-11-11T21:14:05.000Z,['1591177467326509057'],"https://t.co/pBfZJ1jxED

According to a report from the Louisiana Legislative Auditor, Louisiana requires less evidence before placing someone’s name on a state registry of alleged child abusers."
994068783106019328,en,1590918568174325761,2022-11-11T04:05:19.000Z,['1590918568174325761'],"RT @bigeasy_mag: https://t.co/V8gXRBwxEy

While several reports have touted Louisiana’s improvement in fourth-grade reading scores, most ha…"
994068783106019328,en,1590918562579099648,2022-11-11T04:05:17.000Z,['1590918562579099648'],"RT @bigeasy_mag: https://t.co/8oSvRXN02q

Newswire: Senate Control Still Up For Grabs; Racist Tweets Surge Following Takeover; Alex Jones O…"
994068783106019328,en,1590918522569383936,2022-11-11T04:05:08.000Z,['1590918522569383936'],"https://t.co/8oSvRXN02q

Newswire: Senate Control Still Up For Grabs; Racist Tweets Surge Following Takeover; Alex Jones Ordered to Pay $473M More to Sandy Hook Families"
994068783106019328,en,1590918297255657472,2022-11-11T04:04:14.000Z,['1590918297255657472'],"https://t.co/V8gXRBwxEy

While several reports have touted Louisiana’s improvement in fourth-grade reading scores, most have blasted the state’s poor performance overall."
994068783106019328,en,1590511543548272640,2022-11-10T01:07:56.000Z,['1590511543548272640'],"RT @TheNolaChick: Jonathan Floyd founded Box of Care, a gift box packed with goods from local New Orleans vendors. I love this idea! Learn…"
994068783106019328,en,1590408179070164992,2022-11-09T18:17:12.000Z,['1590408179070164992'],Georgia’s US Senate race will head to runoff between Ralphael Warnock and Herschel Walker. Thanks third party candidate — said no one ever.
994068783106019328,en,1590393120700923905,2022-11-09T17:17:22.000Z,['1590393120700923905'],"https://t.co/3LNHSFW8tn

Box of Care is a local gift box company that adds a local twist to gift giving."
994068783106019328,en,1590193180594819075,2022-11-09T04:02:53.000Z,['1590193180594819075'],RT @DashDobrofsky: New: Governor Greg Abbott — who virtually attended the NRA Conference instead of the Uvalde funeral — has won re-electio…
994068783106019328,en,1590192671448240128,2022-11-09T04:00:51.000Z,['1590192671448240128'],"RT @WGNOtv: It's time. See live Louisiana election results throughout the night here: https://t.co/uyMqLZeY1w

#YourLocalElectionHeadquarte…"
994068783106019328,en,1590192615773081601,2022-11-09T04:00:38.000Z,['1590192615773081601'],"RT @WWNO: Bookmark this page to get election results in Louisiana. 

https://t.co/ZLj8D5hBWp

And tune in to NPR's special coverage. We'll…"
994068783106019328,en,1590192574286901249,2022-11-09T04:00:28.000Z,['1590192574286901249'],"RT @devinbartolotta: JUST IN: @clancygambit calls the race for Louisiana Republican incumbent @SenJohnKennedy. 

More election results roll…"
994068783106019328,en,1590192516804272128,2022-11-09T04:00:15.000Z,['1590192516804272128'],RT @FOX8NOLA: Fox 8 projects Congresswoman Julia Letlow to win re-election in Louisiana's 5th Congressional District: https://t.co/0r7A4wUA…
994068783106019328,en,1590192504988913664,2022-11-09T04:00:12.000Z,['1590192504988913664'],"RT @wdsu: U.S. Rep. Steve Scalise has easily secured his bid to keep his congressional seat representing suburban New Orleans, according to…"
994068783106019328,en,1590192496675807232,2022-11-09T04:00:10.000Z,['1590192496675807232'],RT @PiperHutchBR: Keep forgetting I’m supposed to be watching Louisiana election results and refreshing Georgia on repeat 👀
994068783106019328,en,1590192484029673474,2022-11-09T04:00:07.000Z,['1590192484029673474'],RT @WAFB: Officials in West Baton Rouge Parish made a second attempt to get voters to renew a property tax after it was originally shot dow…
994068783106019328,en,1590192449577635840,2022-11-09T03:59:58.000Z,['1590192449577635840'],RT @WesleySMuller: Louisiana voters not liking the slavery prohibition amendment: 61% saying no (2760 of 3937 precincts reporting)
994068783106019328,en,1590192441742995459,2022-11-09T03:59:57.000Z,['1590192441742995459'],"RT @KPLC7News: U.S. Sen. John Kennedy is the projected winner in the Louisiana Senate race.
 https://t.co/JwuIrUOq45"
994068783106019328,en,1589790376793354240,2022-11-08T01:22:17.000Z,['1589790376793354240'],RT @bigeasy_mag: We strongly endorse voting yes on Amendment 2 to approve the property tax exemptions for Veterans. Also we support voting…
994068783106019328,en,1589789940967034881,2022-11-08T01:20:33.000Z,['1589789940967034881'],"For more of our takes, read more here https://t.co/zPemK7ysJn"
994068783106019328,en,1589789939121946624,2022-11-08T01:20:33.000Z,['1589789939121946624'],We strongly endorse voting yes on Amendment 2 to approve the property tax exemptions for Veterans. Also we support voting yes on Amendment 4 to waive charges for water use if infrastructure is damaged. Too many anomalous water bills are because of damaged infrastructure.
994068783106019328,en,1589778789978222593,2022-11-08T00:36:14.000Z,['1589778789978222593'],"https://t.co/bRW6oNuxXq

As charter schools continue to grow in popularity, education advocates and researchers have become increasingly concerned about how these schools may affect their students and the public school system in general."
994068783106019328,en,1589733108798353408,2022-11-07T21:34:43.000Z,['1589733108798353408'],"Local election overview, Judge Laurie White retiring, and local businesses spotlight! - https://t.co/AFExPZ1sJF"
994068783106019328,en,1589387711752065024,2022-11-06T22:42:14.000Z,['1589387711752065024'],"RT @bigeasy_mag: https://t.co/zPemK7QBXv

Will a blue wave blow through Louisiana on Election Day? Check out our take on the local election…"
994068783106019328,en,1589387682907815936,2022-11-06T22:42:07.000Z,['1589387682907815936'],"https://t.co/zPemK7QBXv

Will a blue wave blow through Louisiana on Election Day? Check out our take on the local elections — from judicial, municipal, congressional, and more — coming Tuesday."
994068783106019328,en,1588934870050344967,2022-11-05T16:42:48.000Z,['1588934870050344967'],"https://t.co/8ghLsOXNwh

Vino Fine Wine and Spirits is owned by the husband-and-wife team, Milton and Allyson Hernandez. Their goal is to offer world-class wine at great value."
994068783106019328,en,1588299058807873536,2022-11-03T22:36:19.000Z,['1588299058807873536'],"https://t.co/D66hja3ghl

Saints star Michael Thomas to miss rest of the season"
994068783106019328,en,1588228260969816067,2022-11-03T17:54:59.000Z,['1588228260969816067'],We are looking for an entry level freelance political writer  with progressive political leanings. Must have some experience in writing and be familiar with local and national politics.
994068783106019328,en,1587964448186040320,2022-11-03T00:26:42.000Z,['1587964448186040320'],"RT @bigeasy_mag: https://t.co/qy9nxirXZf

It is unknown if White’s decision to retire was based in part her purchase of property in St. Tam…"
994068783106019328,en,1587964382838915073,2022-11-03T00:26:26.000Z,['1587964382838915073'],"https://t.co/qy9nxirXZf

It is unknown if White’s decision to retire was based in part her purchase of property in St. Tammany Parish and the sale of her family residence in the French Quarter in August 2022."
