text,author_id,lang,created_at,id,edit_history_tweet_ids
RT @zandatoto: Electoral Amendment Bill was Ok until I got to Page 9 https://t.co/lFKuRnThVF,2857918185,en,2022-11-22T20:22:48.000Z,1595150828784189440,['1595150828784189440']
RT @Dr_DanielShumba: I got it from a friend that works for ADRA. Since the beginning of the year World Food Program has been distributing f…,2857918185,en,2022-11-22T20:22:19.000Z,1595150706121375745,['1595150706121375745']
"RT @SOneblow: Bishop Nehemiah Mutendi was the biggest beneficiary US$271,000.00 &amp; US$315,600.00 for a grand total of US$586,600.00None of t…",2857918185,en,2022-11-22T20:22:06.000Z,1595150652917047296,['1595150652917047296']
"RT @RFKHumanRights: @SAHRDNetwork, @ICJ_org, @ICJ_Africa, @AcdhrsOrg, @ISHRglobal, @PI_AfricaHub, @ZLHRLawyers, @ZimHRNGOForum",2857918185,qam,2022-11-22T20:21:08.000Z,1595150409722900480,['1595150409722900480']
RT @RFKHumanRights: We call on the Government of #Zimbabwe to desist from attacking CSOs in the country and promote the full enjoyment of t…,2857918185,en,2022-11-22T20:21:03.000Z,1595150387434393600,['1595150387434393600']
RT @NdawanaI: @ZECzim what is your delimitation formula ?. I am comparing Zengeza East with 30 770 registered voters but has got 5 wards wh…,2857918185,en,2022-11-22T20:20:39.000Z,1595150286573957120,['1595150286573957120']
"Nomatter what the situation is,  register your family members to vote.",2857918185,en,2022-11-22T19:21:02.000Z,1595135283334291458,['1595135283334291458']
"RT @Laque_davis: 22. @nelsonchamisa:

""I look at 2023 as the year of the citizens' victory. Its possible. It has been done b4. Key thing is…",2857918185,en,2022-11-22T19:19:50.000Z,1595134980086435840,['1595134980086435840']
"RT @Laque_davis: 21. @nelsonchamisa:

""We are excited about building a new Great Zimbabwe. We're excited because the citizens have embraced…",2857918185,en,2022-11-22T19:19:47.000Z,1595134969705553920,['1595134969705553920']
"RT @Laque_davis: 20. @nelsonchamisa:

""In 2023, we are looking at +65% win.We don't want to repeat past mistakes of winning by small margin…",2857918185,en,2022-11-22T19:19:45.000Z,1595134960159305729,['1595134960159305729']
"RT @Laque_davis: 19. @nelsonchamisa:

""We did very well in the by-elections. For a party formed in Jan to hit close to 80% was huge. Its an…",2857918185,en,2022-11-22T19:19:42.000Z,1595134949581258752,['1595134949581258752']
"RT @Laque_davis: 18. @nelsonchamisa:

""I'm more humbled because it's not very often that you would have a single individual being able to s…",2857918185,en,2022-11-22T19:19:37.000Z,1595134927414398976,['1595134927414398976']
"RT @Laque_davis: 17. @nelsonchamisa

(reflection on political journey)

""It has been very humbling. We've moved a very long road, but there…",2857918185,en,2022-11-22T19:19:35.000Z,1595134917398396928,['1595134917398396928']
"RT @Laque_davis: 16. @nelsonchamisa:

""The determination of young people, the determination of older people, the determination of pensioner…",2857918185,en,2022-11-22T19:19:32.000Z,1595134907432333313,['1595134907432333313']
"RT @Laque_davis: 15. @nelsonchamisa:

""We are still laying the foundation, the grassroots, making sure we are grounded in the communities i…",2857918185,en,2022-11-22T19:19:30.000Z,1595134898368495616,['1595134898368495616']
"RT @Laque_davis: 14. @nelsonchamisa:

""All our rallies have been fantastic, whether in rural or urban areas, yet this was just a by-electio…",2857918185,en,2022-11-22T19:19:28.000Z,1595134888273137664,['1595134888273137664']
"RT @Laque_davis: 13. @nelsonchamisa:

""The huge attendance at Zimbabwe Grounds (maiden rally) was exciting, but also humbling &amp; emboldening…",2857918185,en,2022-11-22T19:19:25.000Z,1595134878764630016,['1595134878764630016']
"RT @Laque_davis: 12. @nelsonchamisa:

""(attendance at maiden rally) was a confirmation that God Is In It. We had no resources, police tried…",2857918185,en,2022-11-22T19:19:23.000Z,1595134868522164224,['1595134868522164224']
"RT @Laque_davis: 11. @nelsonchamisa:

""We've found a new way of structuring ourselves and we are very happy. We are dealing with a guerrill…",2857918185,en,2022-11-22T19:19:21.000Z,1595134858111905793,['1595134858111905793']
"RT @Laque_davis: 10. @nelsonchamisa:

""They'll be talking about so called structures in the old scheme of how structures were designed. We'…",2857918185,en,2022-11-22T19:19:18.000Z,1595134849030885377,['1595134849030885377']
"RT @Laque_davis: 9. @nelsonchamisa:

""I'm so happy that the progress (building CCC institution) has been fantastic. Colleagues in ZanuPF ar…",2857918185,en,2022-11-22T19:19:15.000Z,1595134836288913408,['1595134836288913408']
"RT @Laque_davis: 8. @nelsonchamisa:

""We need a transformation of the heart &amp; mind, to have a new politics of engagement, politics of issue…",2857918185,en,2022-11-22T19:19:13.000Z,1595134825576685569,['1595134825576685569']
"RT @Laque_davis: 7. @nelsonchamisa:

""Anything new is bound to be resisted, to be fought. Taking people out of Egypt is easier than taking…",2857918185,en,2022-11-22T19:19:10.000Z,1595134815032201216,['1595134815032201216']
"RT @Laque_davis: 6. @nelsonchamisa:

""In CCC, there's no cockpit of the elite. We're all driving this important machine. We're all drivers.…",2857918185,en,2022-11-22T19:19:08.000Z,1595134805553065985,['1595134805553065985']
"RT @Laque_davis: 5. @nelsonchamisa:

""Citizens must be at the center in decision making; policy making, budgeting; in elections; in forming…",2857918185,en,2022-11-22T19:19:06.000Z,1595134795465756672,['1595134795465756672']
"RT @Laque_davis: 4. @nelsonchamisa:

""CCC is a response to what's broken about our politics; an embodiment of that answer to the call for d…",2857918185,en,2022-11-22T19:19:03.000Z,1595134784568954880,['1595134784568954880']
"RT @Laque_davis: 3. @nelsonchamisa:

""(people said)..they needed a new vehicle, new substance, new politics, new software in politics. That…",2857918185,en,2022-11-22T19:19:00.000Z,1595134772224806912,['1595134772224806912']
"RT @Laque_davis: 2. @nelsonchamisa:

""CCC was a product of a lot of inspiration, revelation &amp; consultation. We spent the last quarter of 20…",2857918185,en,2022-11-22T19:18:58.000Z,1595134762192371714,['1595134762192371714']
"RT @Laque_davis: 1. @nelsonchamisa:

""Many don't understand that CCC project is a people's project &amp; that God is in it. It has a God elemen…",2857918185,en,2022-11-22T19:18:53.000Z,1595134740730105856,['1595134740730105856']
"RT @PacheduZW: The Github account of Kudzanai Machemedze shows that in March 2019, he created a repository for a Court Case Management Syst…",2857918185,en,2022-11-22T19:18:08.000Z,1595134554947190785,['1595134554947190785']
"RT @ProjectVote263: Current settings at Makombe Building, Young people have come in numbers to register to vote. We have been there since m…",2857918185,en,2022-11-22T19:17:53.000Z,1595134490565042176,['1595134490565042176']
"RT @PacheduZW: @mangwana_jasper @ZECzim Being biometric, duplicates should NEVER exist.

Why are you allowing people to register twice usin…",2857918185,en,2022-11-22T19:16:51.000Z,1595134229209579522,['1595134229209579522']
"RT @PacheduZW: What we exposed at JSC has been in the public domain since 2021.

It's unfortunate to see a whole Judicial Commission claimi…",2857918185,en,2022-11-22T19:15:29.000Z,1595133888816631808,['1595133888816631808']
"RT @cohsunshinecity: Mayor Jacob Mafume has commissioned 20 Nissan NP200 trucks, two Navara single cab trucks, one front end loader,  one e…",2857918185,en,2022-11-22T19:15:23.000Z,1595133859913695232,['1595133859913695232']
"RT @PacheduZW: Here are the issues that ZANU-PF did not agree on in the Electoral Amendment Bill:

- Diaspora vote
- ZEC independence
- Rol…",2857918185,en,2022-11-22T19:15:06.000Z,1595133791030640640,['1595133791030640640']
@OppaMuchinguri Zvamunotaura munozviwanepi,2857918185,cs,2022-11-22T19:14:19.000Z,1595133593059483649,['1595133593059483649']
"RT @daddyhope: Good evening good people

Let us not forget these University students who were injured in an accident coming from registerin…",2857918185,en,2022-11-22T12:47:01.000Z,1595036127026892800,['1595036127026892800']
RT @daddyhope: 9 years ago I reported on the killing of Zimbabwe’s elephants using cyanide for their ivory tusks by poachers working with p…,2857918185,en,2022-11-22T12:46:25.000Z,1595035974127751170,['1595035974127751170']
"RT @PacheduZW: There is a lot of rich intel on GVT servers that is publicly accessible.

ZEC tried to accuse us of hacking, but we proved h…",2857918185,en,2022-11-22T12:45:44.000Z,1595035804812054529,['1595035804812054529']
RT @begottensun: Jesus!!!!,2857918185,en,2022-11-22T07:51:49.000Z,1594961836155494400,['1594961836155494400']
@PacheduZW @JSCZim @mangwana_jasper Famba @PacheduZW,2857918185,es,2022-11-22T07:51:44.000Z,1594961813812424704,['1594961813812424704']
RT @PacheduZW: @williamzambezi @JSCZim @mangwana_jasper @ZACConline @PoliceZimbabwe These guys were even selling Mi-fis to JSC for almost U…,2857918185,en,2022-11-22T07:51:22.000Z,1594961725455011840,['1594961725455011840']
"RT @PacheduZW: 3/3 Despite these crazy billings for IT security, they failed to secure even their own bank files on the JSC server and thes…",2857918185,en,2022-11-22T07:51:11.000Z,1594961678227177472,['1594961678227177472']
"RT @PacheduZW: 2/3 The services charged above fall under Kudzanai's formal duty, and can be done in a few hours, but instead, he billed JSC…",2857918185,en,2022-11-22T07:50:57.000Z,1594961617078439937,['1594961617078439937']
"RT @PacheduZW: 1/3 Corruption at Judicial Service Commission

Yesterday, we exposed how insecure the JSC server was, but this has opened a…",2857918185,en,2022-11-22T07:49:33.000Z,1594961267126669312,['1594961267126669312']
"RT @PacheduZW: Kudzanai Machemedze enrolled at MSU in 2015 and in 2019, he said he had graduated.

How was he on attachment at JSC in 2021?…",2857918185,en,2022-11-22T07:48:10.000Z,1594960917829410816,['1594960917829410816']
RT @joseph_kalimbwe: Newly constructed houses for the Zambia Police officers. All those who wear the uniform of our country; in the Police…,2857918185,en,2022-11-21T19:23:22.000Z,1594773485242523649,['1594773485242523649']
"RT @PacheduZW: JSC Lies Exposed, Part 4

JSC claims that the quotations and invoices were uploaded by hackers.

Below is the evidence which…",2857918185,en,2022-11-21T19:22:51.000Z,1594773351758966784,['1594773351758966784']
RT @DarkForceGirl01: FREE JOB “wiwa” SIKHALA !!!!,2857918185,tl,2022-11-21T19:22:27.000Z,1594773252408229888,['1594773252408229888']
"RT @daddyhope: Yesterday I posted a ZIMRA newspaper cutting showing that they are paying US$30 941 for a solar borehole pump kit.

Today on…",2857918185,en,2022-11-21T19:22:07.000Z,1594773169952460812,['1594773169952460812']
