created_at,author_id,edit_history_tweet_ids,lang,text,id
2022-11-22T19:57:16.000Z,1267308655428472834,['1595144400229007361'],en,RT @PeteButtigieg: If you’re a politician or media figure who sets up the LGBTQ community to be hated and feared - not because any of us ev…,1595144400229007361
2022-11-22T19:54:05.000Z,1267308655428472834,['1595143602035752960'],en,"RT @crosado1968: Hey Kyle Rittenhouse, meet Richard Fierro, a real hero. He and a trans woman took down a six and half foot man, firing an…",1595143602035752960
2022-11-22T19:53:52.000Z,1267308655428472834,['1595143548470718465'],en,RT @aintscarylarry: Kyle Rittenhouse is a hero to republicans because he literally got away with murdering people who they don’t like with…,1595143548470718465
2022-11-22T19:53:20.000Z,1267308655428472834,['1595143412663349248'],en,RT @DmitrysPlane: @mattyglesias Remember when Ashley was fake outraged about lack of press access to Robert Trump’s private family funeral…,1595143412663349248
2022-11-22T19:52:39.000Z,1267308655428472834,['1595143240574828545'],en,"RT @Angry_Staffer: The right is losing their minds about this clip. 

I say good for @PressSec — I understand the Daily Caller needs to yel…",1595143240574828545
2022-11-22T19:49:35.000Z,1267308655428472834,['1595142466583527426'],en,"RT @marceelias: One of the places we all need to be focused on is Cochise County, AZ. When they wanted to do an illegal hand count, we sued…",1595142466583527426
2022-11-22T19:49:09.000Z,1267308655428472834,['1595142359632998401'],en,"RT @DemocracyDocket: 🚨ALERT: After the supervisors of Cochise County, Arizona voted to delay certifying election results, Secretary of Stat…",1595142359632998401
2022-11-22T19:16:01.000Z,1267308655428472834,['1595134020639424512'],en,"RT @KareBearScare: @NBCNews The crazy thing is that Gates is a lifelong Republican. He just refuses to lie about elections, that’s his sin…",1595134020639424512
2022-11-22T19:15:22.000Z,1267308655428472834,['1595133856549859330'],en,"RT @BlackKnight10k: Breaking: A top election official in Maricopa County, Arizona has been moved to undisclosed location after death threat…",1595133856549859330
2022-11-22T19:15:03.000Z,1267308655428472834,['1595133777701146630'],en,RT @MikeSington: Kari Lake finally presents her evidence of voter fraud. She retweeted this video of an Info Wars conspiracy theorist speak…,1595133777701146630
2022-11-22T19:14:51.000Z,1267308655428472834,['1595133726375424001'],en,"RT @MikeSington: CNN Contributor Scott Jennings to Kari Lake: “If you have something, go to court. If you don’t, shut up.”",1595133726375424001
2022-11-22T19:14:03.000Z,1267308655428472834,['1595133526466527232'],en,"RT @shannonrwatts: Kobe Bryant's daughter Natalia, 19, asked a court for a restraining order against a stalker with a criminal history invo…",1595133526466527232
2022-11-22T19:05:49.000Z,1267308655428472834,['1595131453893144583'],en,"RT @oneunderscore__: I talked this morning about an inflection point in this country right now, specifically for reporters:

What are you m…",1595131453893144583
2022-11-22T12:23:55.000Z,1267308655428472834,['1595030312169635840'],en,RT @N8_Draws: The biggest danger of taking your child to a drag show is that a Christian could show up with a gun.,1595030312169635840
2022-11-22T12:22:21.000Z,1267308655428472834,['1595029919007969281'],en,"RT @FirstShane: @BlackKnight10k Churches, grocery stores, walking or jogging down the street. Everywhere, everyday. Not always in crowds. S…",1595029919007969281
2022-11-22T09:13:42.000Z,1267308655428472834,['1594982445233090560'],en,"RT @Em_El_Gee_Pro: @mattxiv A short list of conservative arguments that should never be taken at face value: ""Protecting children,"" ""pro-li…",1594982445233090560
2022-11-22T09:13:03.000Z,1267308655428472834,['1594982280245792769'],en,RT @mattxiv: don’t bring your kids to drag shows bring them to church https://t.co/16IVyHJl4h,1594982280245792769
2022-11-22T09:12:17.000Z,1267308655428472834,['1594982085655433218'],en,RT @madmaxbeach: @patriottakes Seriously. https://t.co/oPWlKuYhve,1594982085655433218
2022-11-22T09:11:34.000Z,1267308655428472834,['1594981905979547649'],qme,RT @AuntiePho88: @patriottakes https://t.co/ucjHn0sp64,1594981905979547649
