text,lang,id,author_id,edit_history_tweet_ids,created_at
@nathaliejacoby1 Yes! Report them Nathalie!,en,1595144303159914496,1479300232487657475,['1595144303159914496'],2022-11-22T19:56:52.000Z
@diana_platts @AWeissmann_ @nytimes Thanks!,en,1595139151271440387,1479300232487657475,['1595139151271440387'],2022-11-22T19:36:24.000Z
"RT @diana_platts: Check out this article by @AWeissmann_  from @nytimes. Because I'm a subscriber, you can read it through this gift link w…",en,1595139116622311424,1479300232487657475,['1595139116622311424'],2022-11-22T19:36:16.000Z
@WagerWire Browns,en,1595133832256450561,1479300232487657475,['1595133832256450561'],2022-11-22T19:15:16.000Z
"RT @Inventingdreams: @WagerWire The Cleveland browns! That's not the real Cleveland browns, the real Browns are now the Baltimore Ravens! H…",en,1595133773699424256,1479300232487657475,['1595133773699424256'],2022-11-22T19:15:02.000Z
"RT @itsJeffTiedrich: holy fucking shit, it's Tuesday and right now in four separate courtrooms across the country, Trump lawyers are pleadi…",en,1595132775039836160,1479300232487657475,['1595132775039836160'],2022-11-22T19:11:04.000Z
"@JackPosobiec Who would ever want this wench as a Governor?! He did not insult her, she chose to bully. She spent a couple days with tRump, she learned his nasty tactics well. SO glad you lost moron. But here’s the end result! https://t.co/VjCa5WpUYP",en,1595082438849355776,1479300232487657475,['1595082438849355776'],2022-11-22T15:51:03.000Z
@822fu1 @clegg1776 @KariLake And the people in hell need ice water. https://t.co/KlhrkhullH,en,1594938035472420865,1479300232487657475,['1594938035472420865'],2022-11-22T06:17:14.000Z
@SenatorHerpes @KariLakeWarRoom @CarolineWren Go Chris!!,en,1594936227228110848,1479300232487657475,['1594936227228110848'],2022-11-22T06:10:03.000Z
RT @SenatorHerpes: @KariLakeWarRoom @CarolineWren 😂 bwaaaa,und,1594936134987137025,1479300232487657475,['1594936134987137025'],2022-11-22T06:09:41.000Z
@KariLakeWarRoom @CarolineWren Jesus STFU you give me a headache. https://t.co/oeUPAcupjB,en,1594935862248484864,1479300232487657475,['1594935862248484864'],2022-11-22T06:08:36.000Z
RT @TeamWarnock: A reminder of how Herschel Walker treats veterans https://t.co/mkxjRAiYtH,en,1594931887092355072,1479300232487657475,['1594931887092355072'],2022-11-22T05:52:48.000Z
"RT @ReverendWarnock: I gotta give credit where it’s due: @HerschelWalker used to dazzle on the football field.

But the people of Georgia d…",en,1594931520027836416,1479300232487657475,['1594931520027836416'],2022-11-22T05:51:21.000Z
RT @ReverendWarnock: The job of a Senator is to bring folks together 😉 https://t.co/DVH0wIxuYc,en,1594930822980636677,1479300232487657475,['1594930822980636677'],2022-11-22T05:48:35.000Z
"RT @GangGreenNYjets: NFL And NBA FOLLOW TRAIN TIME
✈️FOLLOW EVERYONE WHO LIKES THIS TWEET
✈️LIKE THIS TWEET
✈️RT FOR MORE AUDIENCES
✈️FOLLO…",en,1594930542826643457,1479300232487657475,['1594930542826643457'],2022-11-22T05:47:28.000Z
@Patrick43044950 @KariLake https://t.co/qRVRSHttND,qme,1594926757865754624,1479300232487657475,['1594926757865754624'],2022-11-22T05:32:26.000Z
"@groeblbubble @KariLake Don’t laugh, that’s exactly what she’s trying to do.",en,1594926589447639041,1479300232487657475,['1594926589447639041'],2022-11-22T05:31:45.000Z
"@wokesocieties @KariLake It’s over, she lost! https://t.co/Ssf2XVOyYc",en,1594925921395347456,1479300232487657475,['1594925921395347456'],2022-11-22T05:29:06.000Z
@Jerrycrowell3 @KariLake https://t.co/cpaXzIV3dV,qme,1594925473146048512,1479300232487657475,['1594925473146048512'],2022-11-22T05:27:19.000Z
@Fatfartrunning @KariLake https://t.co/Bqhuf8d1B9,qme,1594925207608733696,1479300232487657475,['1594925207608733696'],2022-11-22T05:26:16.000Z
@PaulSGundlach @gemstone1952 @nathaliejacoby1 https://t.co/Ja3LQ0TXPb,qme,1594922621808017410,1479300232487657475,['1594922621808017410'],2022-11-22T05:15:59.000Z
@nathaliejacoby1 Sweet potatoes/yams,en,1594921940413992960,1479300232487657475,['1594921940413992960'],2022-11-22T05:13:17.000Z
@PorothyD @KariLakeWarRoom https://t.co/3wQCrXTy6w,qme,1594918408516083713,1479300232487657475,['1594918408516083713'],2022-11-22T04:59:15.000Z
@JaguarPirate46 @KariLakeWarRoom https://t.co/dYDPuHrNTH,qme,1594918249283653633,1479300232487657475,['1594918249283653633'],2022-11-22T04:58:37.000Z
RT @allogovnah: Would ya look at that?!? https://t.co/rtbQ4MEYcx,en,1594917518220480512,1479300232487657475,['1594917518220480512'],2022-11-22T04:55:43.000Z
@MeidasTouch @IAmPoliticsGirl is awesome!,en,1594902463853006849,1479300232487657475,['1594902463853006849'],2022-11-22T03:55:53.000Z
RT @MeidasTouch: We’re not done till we get 51. https://t.co/hSLXG7GZiM,en,1594902283720216577,1479300232487657475,['1594902283720216577'],2022-11-22T03:55:10.000Z
@j9az @1otterlaughing @CalltoActivism @joncoopertweets https://t.co/XpRLxCr5KD,qme,1594900755374284801,1479300232487657475,['1594900755374284801'],2022-11-22T03:49:06.000Z
"RT @j9az: @CalltoActivism @joncoopertweets I live in Arizona and asked her about this. She called me Pal, said not her sign. Like who would…",en,1594900714253389826,1479300232487657475,['1594900714253389826'],2022-11-22T03:48:56.000Z
"RT @MiskanisMary: @CalltoActivism This was a plan notice, ALL the election deniers are Trump supported and did what Trump did. Interesting…",en,1594900559353458693,1479300232487657475,['1594900559353458693'],2022-11-22T03:48:19.000Z
RT @highbrow_nobrow: This is defamation.,en,1594900210886627331,1479300232487657475,['1594900210886627331'],2022-11-22T03:46:56.000Z
@4AnimalLife @marceelias @ReverendWarnock @dscc @GeorgiaDemocrat @EliasLawGroup Exactly!,en,1594897708317286402,1479300232487657475,['1594897708317286402'],2022-11-22T03:37:00.000Z
"RT @marceelias: 🚨BREAKING: Georgia Court of Appeals DENIES Republican motion to halt counties from offering early voting on Saturday, Nov.…",en,1594897541858197504,1479300232487657475,['1594897541858197504'],2022-11-22T03:36:20.000Z
@UnseenMonkeyFu @AdamInHTownTX @mmpadellan https://t.co/0eL8biKxwl,qme,1594897318834216964,1479300232487657475,['1594897318834216964'],2022-11-22T03:35:27.000Z
@watsbell @AdamInHTownTX @mmpadellan Exactly like tRump taught them! https://t.co/42491hPGSd,en,1594895940569432065,1479300232487657475,['1594895940569432065'],2022-11-22T03:29:58.000Z
"RT @Victorshi2020: The Georgia run-off election is in 15 days. And just like in 2020, young voters in Georgia are going to turn out in reco…",en,1594894929318535169,1479300232487657475,['1594894929318535169'],2022-11-22T03:25:57.000Z
RT @ReverendWarnock: Let's show up and win this thing again!!! https://t.co/X5FDqEdSOB,en,1594894138989838337,1479300232487657475,['1594894138989838337'],2022-11-22T03:22:49.000Z
"RT @ReverendWarnock: Team, don't forget to defrost the turkey. 

And ALSO don't forget to make a plan to vote early in the Dec 6th runoff. 🦃",en,1594893052438405120,1479300232487657475,['1594893052438405120'],2022-11-22T03:18:30.000Z
@mmpadellan https://t.co/f9Zt2SpLzy,qme,1594884944954028032,1479300232487657475,['1594884944954028032'],2022-11-22T02:46:17.000Z
"RT @mmpadellan: @ItsTomorroww Oh, are you talking about the tax cut that gave trillions to the wealthy and large corporations that middle c…",en,1594884671065980929,1479300232487657475,['1594884671065980929'],2022-11-22T02:45:11.000Z
@mmpadellan @bameado1 Not one!,en,1594884135578787841,1479300232487657475,['1594884135578787841'],2022-11-22T02:43:04.000Z
"RT @mmpadellan: I still haven't seen ONE Republican plan for dealing with inflation.

Have you?",en,1594884098094501888,1479300232487657475,['1594884098094501888'],2022-11-22T02:42:55.000Z
RT @Laurieluvsmolly: @NoLieWithBTC @kdw_8437 Club Q…two friends…two bartenders…two murdered humans…Derrick Rump and Daniel Aston won’t be c…,en,1594881064341602304,1479300232487657475,['1594881064341602304'],2022-11-22T02:30:51.000Z
@0644labella @SenatorWarnock But this ignorant fool is?! Get a clue. https://t.co/H0BSYz2eLB,en,1594873480247668736,1479300232487657475,['1594873480247668736'],2022-11-22T02:00:43.000Z
"RT @SenatorWarnock: When jobs were threatened in Commerce, I brought folks back to the table— helping save thousands of jobs in the short t…",en,1594872597539332097,1479300232487657475,['1594872597539332097'],2022-11-22T01:57:13.000Z
@ramiejlavergne @DonHuffines https://t.co/1kn3hlOe8q,qme,1594870500974469120,1479300232487657475,['1594870500974469120'],2022-11-22T01:48:53.000Z
RT @_johnny_cakes__: @NicoleSGrigg This is bannon and lake.  No doubt about it. This has bannon written all over it.  He said this was the…,en,1594865007233495040,1479300232487657475,['1594865007233495040'],2022-11-22T01:27:03.000Z
"RT @WSJ: The startup is launching in California, one of the states trying to boost its housing supply.",en,1594863014003769345,1479300232487657475,['1594863014003769345'],2022-11-22T01:19:08.000Z
@CalltoActivism @KariLake https://t.co/3K97mdNMdQ,qme,1594862791219085312,1479300232487657475,['1594862791219085312'],2022-11-22T01:18:15.000Z
@lululemon2022 @hug2_mc @cathy_greenman @BlackKnight10k https://t.co/4acuK56gGv,qme,1594850263369625600,1479300232487657475,['1594850263369625600'],2022-11-22T00:28:28.000Z
RT @lululemon2022: @cathy_greenman @BlackKnight10k https://t.co/knf9vRe6Wo,qme,1594850134331985925,1479300232487657475,['1594850134331985925'],2022-11-22T00:27:57.000Z
@RalphGarcia305 @patrickpucci2 https://t.co/1ZuuuhoV7I,qme,1594848101575307264,1479300232487657475,['1594848101575307264'],2022-11-22T00:19:52.000Z
@patrickpucci2 @SpoonOfZeke @Jones25Frank Thank you!,en,1594844847781064704,1479300232487657475,['1594844847781064704'],2022-11-22T00:06:57.000Z
"@0liviajulianna Julianna, if you are ever in Phoenix, Thanksgiving or not, you are always welcome. You are loved. #blessings",en,1594844640175587328,1479300232487657475,['1594844640175587328'],2022-11-22T00:06:07.000Z
"RT @Leslieoo7: Gay people aren't shooting up straight night clubs. 

Black people aren't shooting up white grocery stores.

Latinos are not…",en,1594844060157624320,1479300232487657475,['1594844060157624320'],2022-11-22T00:03:49.000Z
RT @0liviajulianna: Was told that I’m not welcome at a family thanksgiving celebration. Whether it’s because I’m queer or an abortion right…,en,1594837879615762432,1479300232487657475,['1594837879615762432'],2022-11-21T23:39:15.000Z
"@TMSMpodcast @ChasingKensho I’ll go for Cardinals 38, 49ers 35 👍🏼",en,1594837117473263623,1479300232487657475,['1594837117473263623'],2022-11-21T23:36:14.000Z
"@OccupyDemocrats WTF Sue him now! This man is unhinged and quite frankly dangerous, please stop him. https://t.co/6RkK0DfpkI",en,1594834912347029504,1479300232487657475,['1594834912347029504'],2022-11-21T23:27:28.000Z
"RT @OccupyDemocrats: BREAKING: The Manhattan D.A. is looking into rebooting a criminal investigation into Donald Trump over the $130,000 in…",en,1594833233333698560,1479300232487657475,['1594833233333698560'],2022-11-21T23:20:48.000Z
"@rbergin @KariLakeWarRoom @MitchellAdams90 @marceelias @KariLake That’s not true, she also lies…a lot.

https://t.co/krwdDqcuyI",en,1594826933497470981,1479300232487657475,['1594826933497470981'],2022-11-21T22:55:46.000Z
"RT @rbergin: @KariLakeWarRoom @MitchellAdams90 @marceelias All he does is win. 

All @KariLake does is lose. https://t.co/WV8pblprMa",en,1594818706827145216,1479300232487657475,['1594818706827145216'],2022-11-21T22:23:04.000Z
"RT @marceelias: NEW: As a result of our lawsuit, at least nine Georgia counties--both Dem and GOP--plan to offer early voting this upcoming…",en,1594818295999664128,1479300232487657475,['1594818295999664128'],2022-11-21T22:21:26.000Z
@SpoonOfZeke @Jones25Frank Good afternoon! I have 87 followers. 🤦🏻‍♂️,en,1594817970513010688,1479300232487657475,['1594817970513010688'],2022-11-21T22:20:09.000Z
"RT @SpoonOfZeke: To celebrate meeting 55k amazing ppl, I’m giving a boost to the community! Comment how many followers you have and I’ll se…",en,1594817782600065024,1479300232487657475,['1594817782600065024'],2022-11-21T22:19:24.000Z
@ArtistAJ17 @warren_Meidas Nice!! 🙌🏼,en,1594804012406153224,1479300232487657475,['1594804012406153224'],2022-11-21T21:24:41.000Z
RT @ArtistAJ17: Today is the day that I became a man. A real man. Not a Don. Jr. man or any of that nonsense. I just came back from grocery…,en,1594803676849504257,1479300232487657475,['1594803676849504257'],2022-11-21T21:23:21.000Z
@irishrygirl @kellydearly As it should be. We love our children unconditionally. There’s nothing they can say or do that will change that. Good on you! 😊,en,1594803528433688577,1479300232487657475,['1594803528433688577'],2022-11-21T21:22:45.000Z
"RT @irishrygirl: I always told my daughter growing up, that if she ever came out as gay I’d ask her what she wanted for dinner, bc it would…",en,1594802572191502336,1479300232487657475,['1594802572191502336'],2022-11-21T21:18:57.000Z
"RT @OccupyDemocrats: No one knows Jack, but hopefully Trump will soon enough.
https://t.co/ejLZYrZXFa",en,1594802393325117477,1479300232487657475,['1594802393325117477'],2022-11-21T21:18:15.000Z
"RT @filibadger: when republicans lose, they just change the rules. it started in wisconsin and now it’s coming to ohio

reminder: in 2010,…",en,1594800844192772096,1479300232487657475,['1594800844192772096'],2022-11-21T21:12:05.000Z
