created_at,id,author_id,lang,text,edit_history_tweet_ids
2022-11-22T19:20:47.000Z,1595135220365549568,1590697729356972033,en,"@PragmatismTK He didn't mention anything about gays, just groomers. Groomer is not a sexual orientation, gender or race...",['1595135220365549568']
2022-11-22T19:17:33.000Z,1595134408667049985,1590697729356972033,en,"@LakotaMan1 I am not sure why there aren't more ""natives"" leaving the reservations to make their way in the world... probably a very naïve question, but I honestly don't know.",['1595134408667049985']
2022-11-22T18:37:55.000Z,1595124432401756160,1590697729356972033,en,"Nothing about the shooter which means one of these is almost certainly true:

1) He's a POC
2) He's no longer a he
3) He had an argument with his boyfriend at the club
4) He's a follower of a certain Abrahamic religion
5) He's just a whack-a-doodle a nut job",['1595124432401756160']
2022-11-22T18:35:50.000Z,1595123910915547136,1590697729356972033,en,@tekov_yahoser @JackJjr1640 @chadfelixg Almost certainly 3... but we'll see.,['1595123910915547136']
2022-11-22T18:33:33.000Z,1595123332609110017,1590697729356972033,en,"@RepMTG @RepThomasMassie @GOPLeader 

Y'all gonna just let this shit slide?

https://t.co/tDCnjvDdoG",['1595123332609110017']
2022-11-22T18:32:25.000Z,1595123047228268544,1590697729356972033,en,@OllyBush @SenatorBraun Laws are only for citizens - and laws were made to be broken. Both apply.,['1595123047228268544']
2022-11-22T18:30:36.000Z,1595122591953739778,1590697729356972033,en,"Which was the biggest lie ever told: 

1) ""We just want to get married and be left alone""
2) ""If you like your Doctor you can keep your doctor""",['1595122591953739778']
2022-11-22T18:24:58.000Z,1595121174983643136,1590697729356972033,en,"@JGreenblattADL @elonmusk Whew! I was scared until I realized that we are a CONSTITUTIONAL REPUBLIC, not a Democracy. So I guess Twitter's gonna be fine. 👍",['1595121174983643136']
2022-11-22T18:23:07.000Z,1595120707499077632,1590697729356972033,en,"RT @XAVIAERD: I’ve never been one to “cancel” but fashion brand Balenciaga needs to be shut down.

They used a CHILD in a BDSM themed photo…",['1595120707499077632']
2022-11-22T17:50:27.000Z,1595112485853757440,1590697729356972033,en,@RedgemTree @anacottsteel @greg_price11 ...then it ain't a vaccine.,['1595112485853757440']
2022-11-22T17:43:16.000Z,1595110680314511361,1590697729356972033,qme,@JustinMcCarthee @ChewySmith4 @Timcast https://t.co/WWI2p2PzFV,['1595110680314511361']
2022-11-22T17:08:16.000Z,1595101872897007620,1590697729356972033,en,"Bring back Katie Hopkins. 

@elonmusk",['1595101872897007620']
2022-11-22T17:07:24.000Z,1595101654847832069,1590697729356972033,en,RT @SaraGonzalesTX: Will the @cityofplanotx put a stop to the sexual abuse of children? https://t.co/A14BPCPQiq,['1595101654847832069']
2022-11-22T17:03:45.000Z,1595100735464767488,1590697729356972033,en,@realjoeymUS Not sworn in yet.,['1595100735464767488']
2022-11-22T17:01:44.000Z,1595100226259501058,1590697729356972033,en,"@EuphoriTori You can call conservatives 'fascists', but that doesn't make it true. You can believe we are a 'democracy', but that doesn't make it true. And - I just can't resist - if you don't like it, go build your OWN platform (or go to Mastodon where the REAL racists and skin-heads are).",['1595100226259501058']
2022-11-22T16:22:23.000Z,1595090323067359239,1590697729356972033,und,@TPostMillennial 🤡🌎,['1595090323067359239']
2022-11-22T16:20:00.000Z,1595089723378503683,1590697729356972033,en,"RT @JesseKellyDC: I used to judge other countries hard when I saw things like intolerance.

Then I woke up one day and saw this on Good Mor…",['1595089723378503683']
2022-11-22T16:19:28.000Z,1595089589567459328,1590697729356972033,en,@Radio_ActiveMI Hate the sin but love the sinner. Agreed.,['1595089589567459328']
2022-11-22T16:01:38.000Z,1595085103511773184,1590697729356972033,en,"@SeanFoxontheroa @mtgreenee Yeah... but you know what happens when you assume, right?",['1595085103511773184']
2022-11-22T15:53:17.000Z,1595083003599929351,1590697729356972033,en,BREAKING: @CBSNews has confirmed the Allies have defeated the Axis powers to win WWII.,['1595083003599929351']
2022-11-22T15:38:57.000Z,1595079393801654272,1590697729356972033,en,@djdjsprat @atensnut Excellent! Thank you for acknowledging that we are NOT a Democracy and you are correct - the FBI agents were as unsuccessful in inciting a real insurrection as they were a kidnapping of Whitmer. 👍,['1595079393801654272']
2022-11-22T15:31:38.000Z,1595077552753762304,1590697729356972033,en,Looks like you called it. @atensnut https://t.co/pOPkBkjgwK,['1595077552753762304']
2022-11-22T15:29:20.000Z,1595076972862140416,1590697729356972033,en,@CalifornianInAR @TheLeoTerrell MTG was removed from her committee assignments for 'controversial statements'. It's it not good for the gander if it was good for the goose?,['1595076972862140416']
2022-11-22T15:28:27.000Z,1595076753969618944,1590697729356972033,en,"@TheLeoTerrell Excellent. Swing that big nut sack dude, but be ready - if you do your name will be demonized right up there with Trump. If you're willing to put yourself on the line to save our Constitutional Republic, I will support you.",['1595076753969618944']
2022-11-22T15:22:17.000Z,1595075202349678594,1590697729356972033,en,"@djdjsprat @atensnut Here. Learn something today. 

https://t.co/mZn0G3O506",['1595075202349678594']
2022-11-22T15:17:59.000Z,1595074116515946498,1590697729356972033,en,@StephenKing Just STFU and write another book dude. No one cares about your TDS or hatred of all things wholesome and decent.,['1595074116515946498']
2022-11-22T15:13:35.000Z,1595073012386385924,1590697729356972033,en,@William54586115 @catturd2 Horribly underrated comment. Well done.,['1595073012386385924']
2022-11-22T15:12:18.000Z,1595072686186708992,1590697729356972033,en,@catturd2 Going to have to show this to the chicks at the bar down the street and tell 'em it's time to step up their game.,['1595072686186708992']
2022-11-22T15:10:43.000Z,1595072289259024384,1590697729356972033,en,@Viking_veteran @DNR914 @JohnFetterman Brutal - but more frequent than mass shootings. Too bad the media don't consider it worth talking about.,['1595072289259024384']
2022-11-22T15:02:01.000Z,1595070100092162049,1590697729356972033,en,"@TPostMillennial Very disappointed in this headline - Saudi ≠ OPEC, and nothing in the article indicates that the Saudi's introduced the discussion point in to their agenda for the 12/4 meeting.",['1595070100092162049']
2022-11-22T14:51:31.000Z,1595067458695868416,1590697729356972033,en,@TRyderwood @honestsportz @DonaldJTrumpJr Proof? Videos? Transcriptions? Anything?,['1595067458695868416']
2022-11-22T14:49:24.000Z,1595066926669377537,1590697729356972033,en,"@djdjsprat @atensnut Whatever you call it? Hah! What YOU call it has no transfer of power and there's no such thing as insurrection because there's nothing to 'overthrow'. Yes, it matters that you understand what kind of government you are under, and we are lucky that we are not a democracy.",['1595066926669377537']
2022-11-22T14:43:21.000Z,1595065402874368006,1590697729356972033,en,"@djdjsprat @atensnut I'm a real person. Does it really matter how many 'followers' I have, or are you just looking for a way to avoid admitting I am right?",['1595065402874368006']
2022-11-22T14:31:44.000Z,1595062477385072641,1590697729356972033,en,@djdjsprat @atensnut You never had a democracy. Do you even know the difference between what the US government is and democracy?,['1595062477385072641']
