id,created_at,text,lang,author_id,edit_history_tweet_ids
1595132925439545344,2022-11-22T19:11:40.000Z,"On Friday we welcomed friends and members for the opening reception of “Paradise: Patterns of Shofuso”, an exhibition of Shofuso-inspired illustrations by our artist-in-residence Oluwafemi. The exhibition will be open to the public on weekends until the end of the season, https://t.co/KT66bsn2DY",en,50713155,['1595132925439545344']
1594764866640052224,2022-11-21T18:49:08.000Z,Your membership supports our mission. Join our vision for a more inclusive and vibrant future between the U.S. and Japan. Your contribution make our programs happen. Read more and join at https://t.co/f2IANgy16P https://t.co/2vbFdNHL8s,en,50713155,['1594764866640052224']
1593329593607651328,2022-11-17T19:45:52.000Z,"Then, with a damp unbleached cotton cloth, staff uses circular motions to delicately remove any leftover paper and shoji glue from the frame.
Next steps coming soon 😉 Thank you to Candice Graham, Shofuso Site Manager, for documenting this preservation work! (Part 2/2) https://t.co/Fh45mHqumT",en,50713155,['1593329593607651328']
1593329332717600770,2022-11-17T19:44:50.000Z,"Shoji screen paper is fragile and easily damaged. Curious to know how we replace it every year for the new season? First, the old paper is carefully peeled off to reveal the frame of the shoji screen. Pieces of paper still on the frame are removed by hand (Part 1/2) https://t.co/cuAzeSM9e6",en,50713155,['1593329332717600770']
1591479891492769792,2022-11-12T17:15:49.000Z,"It may be warm outside, but fall is here! 🍁 Don't forget that we are open this weekend from 10 AM to 4 PM. Enjoy a framed view of the garden from inside the tea house. https://t.co/jnlqv5gxW1",en,50713155,['1591479891492769792']
1591213360192049153,2022-11-11T23:36:43.000Z,"As the culmination of his tenure, artist-in-residence Oluwafemi presents ""Paradise: Patterns of Shofuso,"" an exhibition of drawings inspired by the Japanese House and Gardens. Open to the public on weekends from Saturday, November 19, until Sunday, December 11. https://t.co/rxRZNwhG5H",en,50713155,['1591213360192049153']
1590449239334653953,2022-11-09T21:00:22.000Z,The holiday season is just around the corner! Do you have a family member who’s passionate about #JapaneseCulture? A friend looking to start their #JapaneseLanguage journey? Someone who believes in our mission? Gift your loved ones a membership with JASGP https://t.co/LdjK4H2zMd https://t.co/WTKz4Zv0nD,en,50713155,['1590449239334653953']
1588198336745672705,2022-11-03T15:56:05.000Z,"If you missed out on the previous ones, now is your chance to get tickets for the last tea demonstrations of the year, Sunday, November 20 1PM or 2:30PM. Visit https://t.co/fgspzqD6f8 https://t.co/hEtnMgFInA",en,50713155,['1588198336745672705']
1587897513709039616,2022-11-02T20:00:43.000Z,"As we shift into off-season mode, our amazing staff keeps working on-site behind the scenes, carrying out routine maintenance and preservation works at Shofuso. We kicked it off yesterday with a thorough Clean Up Day 🕸️🧹 https://t.co/3Utl8myiS4",en,50713155,['1587897513709039616']
1587444459071049728,2022-11-01T14:00:26.000Z,"Winter hours begin this week ⏰☃️

Shofuso’s winter hours will go into effect from November 5th to December 11th. Visit us on Saturday &amp; Sunday 10:00 AM - 4:00 PM, and get your tickets in advance at https://t.co/sA8QWQ0ay0 https://t.co/ZGorYOThl6",en,50713155,['1587444459071049728']
