text,lang,author_id,created_at,id,edit_history_tweet_ids
@LH44Tobeyy @Verstaguero @Immmanuel11 Wobey🐐,ht,1232350075621462018,2022-11-22T21:38:23.000Z,1595169850623725594,['1595169850623725594']
@fastpitstop you have been ratioed by speed 😭😭😭😭 https://t.co/U7Jct2ba3S,en,1232350075621462018,2022-11-22T19:23:39.000Z,1595135943220289536,['1595135943220289536']
@superIicense Imagine Argentina and France out of the world cup in the group stage,en,1232350075621462018,2022-11-22T19:17:33.000Z,1595134408587370496,['1595134408587370496']
@roccoleclerc I'm happy but we are at home so i shouldn't talk,en,1232350075621462018,2022-11-22T19:13:15.000Z,1595133324502003712,['1595133324502003712']
@pierrellis It's only the world cup curse,en,1232350075621462018,2022-11-22T19:12:07.000Z,1595133038866092033,['1595133038866092033']
@roccoleclerc The WC curse is real,en,1232350075621462018,2022-11-22T19:11:48.000Z,1595132960856211456,['1595132960856211456']
This shit was lit asf https://t.co/5pBg0h8SRc,en,1232350075621462018,2022-11-21T22:50:44.000Z,1594825670190067712,['1594825670190067712']
Jack harlow in Milan 🔥 🔥 https://t.co/pLvuPGOlSW,en,1232350075621462018,2022-11-21T22:01:41.000Z,1594813325933936641,['1594813325933936641']
https://t.co/zLflrG5ChU,zxx,1232350075621462018,2022-11-21T19:51:50.000Z,1594780645988962312,['1594780645988962312']
@FormulaDino W imo,pl,1232350075621462018,2022-11-21T14:57:54.000Z,1594706677504278528,['1594706677504278528']
https://t.co/3tRyHJuEup,zxx,1232350075621462018,2022-11-21T12:13:49.000Z,1594665384715735040,['1594665384715735040']
I'm in Milan after 8 hours of traveling,en,1232350075621462018,2022-11-21T09:18:20.000Z,1594621222343639043,['1594621222343639043']
@LH44Tobeyy I blame costcappen for this,en,1232350075621462018,2022-11-21T09:17:54.000Z,1594621112981372931,['1594621112981372931']
@f1d1ni Followed 🐐🤝,en,1232350075621462018,2022-11-20T23:11:55.000Z,1594468611556577280,['1594468611556577280']
@FraudmulaSem Wem,und,1232350075621462018,2022-11-20T22:53:05.000Z,1594463873155100673,['1594463873155100673']
@totalcristiano Most influent person in the world,en,1232350075621462018,2022-11-20T22:14:54.000Z,1594454264335986688,['1594454264335986688']
And they remained in two https://t.co/NijM0afstc,en,1232350075621462018,2022-11-20T20:52:30.000Z,1594433525402345472,['1594433525402345472']
@LH44Tobeyy The important thing is don't change the pfp 🗿,en,1232350075621462018,2022-11-20T20:51:09.000Z,1594433185064321025,['1594433185064321025']
@Tim22Lucas @PrinceYet1 @ElPredestinato Wim,und,1232350075621462018,2022-11-20T20:50:11.000Z,1594432941442179072,['1594432941442179072']
@formulamatt3316 Yeah,en,1232350075621462018,2022-11-20T20:31:42.000Z,1594428292660068352,['1594428292660068352']
