lang,edit_history_tweet_ids,author_id,created_at,text,id
en,['1595134173349830656'],900253552463032320,2022-11-22T19:16:37.000Z,RT @wheat_biology: Happy to be part of this study revealing the genetic determinants of high-grain iron in hexaploid wheat. The identified…,1595134173349830656
de,['1594779722382249988'],900253552463032320,2022-11-21T19:48:10.000Z,RT @teambuergeruni: Ein #Bürgeruni Citizen Science Projekt untersucht einen kleinen Star der #Pflanzenwissenschaften: die Ackerschmalwand o…,1594779722382249988
en,['1593744461158293511'],900253552463032320,2022-11-18T23:14:24.000Z,One of my favorite topics Better life with healthy plants https://t.co/Bp1fMl9J7F,1593744461158293511
en,['1593013967634722816'],900253552463032320,2022-11-16T22:51:41.000Z,RT @MiguelBotella4: Peripheral membrane proteins modulate stress tolerance by safeguarding cellulose synthases https://t.co/1iT72wSOPg,1593013967634722816
de,['1593009970840502272'],900253552463032320,2022-11-16T22:35:48.000Z,Ganz bestimmt macht es Frauen große Freude bei solchen Arbeitgebern einen Job zu beginnen … https://t.co/2UFcDlhR2d,1593009970840502272
en,['1592770853938528262'],900253552463032320,2022-11-16T06:45:38.000Z,RT @JXBot: Effects of nutrient heterogeneity on root foraging and plant growth at the individual and community level https://t.co/7dJrNyuA7…,1592770853938528262
en,['1591532100582531072'],900253552463032320,2022-11-12T20:43:16.000Z,"@PlantTeaching So true and we have a great story coming up in Plant Phys on events going on at the membrane in the context of iron, ROS, vitamin E and a SEC14 protein 🍀",1591532100582531072
en,['1591529572562083843'],900253552463032320,2022-11-12T20:33:13.000Z,"@PlantTeaching Great, the Assistant features, First author profiles and ASPB initiatives are for me the best reasons why I love publishing there",1591529572562083843
de,['1590630248961388544'],900253552463032320,2022-11-10T08:59:38.000Z,Bedenkliche Ergebnisse. „Die traditionelle Frauenrolle“ gibts nicht und Frauendasein war von Steinzeit bis Globalisierung mit härtester Schwerstarbeit verknüpft. Gemütliches Hausfrauendaheimsein mit wenigen Kindern funktioniert mit parallelem Billiglohnsektor. https://t.co/PAuKCFjkLt,1590630248961388544
en,['1590065300799893504'],900253552463032320,2022-11-08T19:34:44.000Z,"RT @IPB_Halle: The application deadline for the #JobOpening as Head of Metabolomics Facility has been extended until Dec 1, 2022. 
Please s…",1590065300799893504
en,['1587118790847897605'],900253552463032320,2022-10-31T16:26:21.000Z,"RT @SaleemBokhari1: 1. How to write your First Research Article &amp; get it published (Everything you need to know) 🧾🖋
📖 A 14 points detailed…",1587118790847897605
en,['1586385501950513153'],900253552463032320,2022-10-29T15:52:31.000Z,RT @CristobalUauy: Great initiative to promote and develop the visibility of women as role models in the crop science community. Join the n…,1586385501950513153
en,['1586273482299813889'],900253552463032320,2022-10-29T08:27:24.000Z,"RT @khanmather: Wonderful opportunity! Fully funded @ceplas_1  Ph.D. program for https://t.co/p5orwn5DUm. graduates in plant sciences, biol…",1586273482299813889
de,['1585362562727780352'],900253552463032320,2022-10-26T20:07:44.000Z,"Lust auf Gärtnern für bessere Versorgung mit wichtigem Eisen - Auftakt zu „Pflanzenforschung für urbanes Gärtnern“ im Rahmen von Bürgeruni in der Lehre @HHU_de ⁦@teambuergeruni⁩ -
Zusammen mit keep it grün https://t.co/eHJTGnsGKR",1585362562727780352
en,['1585148102599933952'],900253552463032320,2022-10-26T05:55:32.000Z,RT @AnnaMatuszynska: excellent PhD program for BSc holders! Application deadline : 12 Dec 2022,1585148102599933952
en,['1584962326410985472'],900253552463032320,2022-10-25T17:37:20.000Z,"RT @UniCologneNY: Do you hold a PhD or master's degree in #informatics, #bioinformatics, or #naturalsciences? The team at the @UniCologne R…",1584962326410985472
en,['1584201748381462528'],900253552463032320,2022-10-23T15:15:04.000Z,"RT @scientistswrite: There are a lot of small mistakes you can make when writing a paper, but these are the ones I see done most frequently…",1584201748381462528
en,['1584201115163570177'],900253552463032320,2022-10-23T15:12:33.000Z,"RT @hasthiram: NIPGR is recruiting Scientists at different levels. Additionally, our lab also has a vacancy for JRF/Project Associate-I for…",1584201115163570177
en,['1583518047645491200'],900253552463032320,2022-10-21T17:58:17.000Z,"RT @drdevangm: Here's what @eLife's new process means for you as an author: 
➡️You decide whether to respond to reviewers
➡️You decide whet…",1583518047645491200
en,['1583368959713153025'],900253552463032320,2022-10-21T08:05:52.000Z,"Transparency is great, but to really understand and judge the quality of reviews background is informative, hence names, specialization and position of reviewers. As of now, leaving the option for anonymous reviews still shadows that. https://t.co/1XDEgCAr14",1583368959713153025
