lang,edit_history_tweet_ids,author_id,created_at,text,id
en,['1595134510072729600'],786436129406930944,2022-11-22T19:17:58.000Z,@PederMannerfelt Devious Machines Texture is on my radar. Morph looks cool but doesn’t seem to run on M1.,1595134510072729600
qst,['1595116600604364800'],786436129406930944,2022-11-22T18:06:48.000Z,221122,1595116600604364800
eu,['1595093175529521152'],786436129406930944,2022-11-22T16:33:43.000Z,Listen to Zero Origin here: https://t.co/8rlhW2NSTO,1595093175529521152
en,['1595093171192889349'],786436129406930944,2022-11-22T16:33:42.000Z,"This photo is a part of the nightscape series commissioned by @sapatrylo for the album’s release. It is a collaboration in an attempt to visualize the cold and surreal world of Zero Origin.

GROUND ZERO https://t.co/2iux6cr0P4",1595093171192889349
en,['1595093163366309890'],786436129406930944,2022-11-22T16:33:40.000Z,"Combined with the broken rhythm and bowed guitar, this track creates an inexplicable feeling of something futuristic yet primal.",1595093163366309890
en,['1595093160899887106'],786436129406930944,2022-11-22T16:33:39.000Z,"GROUND ZERO
The opening track of Zero Origin lit the path for the rest tone- and timbre-wise. It is built around the recording of the particular effects chain that transformed a simple sine wave into an animated abstract robotic bassline.

https://t.co/YOAnIqRkcY",1595093160899887106
en,['1594398188999426062'],786436129406930944,2022-11-20T18:32:05.000Z,@williampalmer27 @RyuSoundworks Sounds like a Remission. Once More ‘Round The Sun I guess,1594398188999426062
en,['1594397610370113540'],786436129406930944,2022-11-20T18:29:47.000Z,@RyuSoundworks Tumblr is alive?,1594397610370113540
en,['1594396876761079811'],786436129406930944,2022-11-20T18:26:52.000Z,@RyuSoundworks I hope Elon won’t buy it🤞,1594396876761079811
en,['1593735064315109376'],786436129406930944,2022-11-18T22:37:04.000Z,@Behringer @elonmusk buy Behringer please,1593735064315109376
en,['1593734814720565249'],786436129406930944,2022-11-18T22:36:04.000Z,"And yeah, @stonefromthesky@sonomu.club *wink-wink*",1593734814720565249
en,['1593734473694285825'],786436129406930944,2022-11-18T22:34:43.000Z,"@SitkaConnected Star Wars’ Empire seems like the good guys comparing to the Soviet Union, am I right?",1593734473694285825
en,['1593595636322078720'],786436129406930944,2022-11-18T13:23:01.000Z,There's no borscht on the menu. https://t.co/Z4EUGPrGO9,1593595636322078720
uk,['1593594984011382784'],786436129406930944,2022-11-18T13:20:26.000Z,"Дав інтерв'ю @Neformatcomua з приводу мого нового альбому, війни та української культури:

https://t.co/5aYyJ6UDUu",1593594984011382784
en,['1593590390434643968'],786436129406930944,2022-11-18T13:02:11.000Z,@peterkirn @francispreve The thing sounds phat on videos,1593590390434643968
en,['1593545356003926017'],786436129406930944,2022-11-18T10:03:14.000Z,@Behringer @moogmusicinc relax @Behringer you’ve already stolen this one,1593545356003926017
en,['1593544081908563968'],786436129406930944,2022-11-18T09:58:10.000Z,@muddyravine thank you very much!,1593544081908563968
en,['1593508600739205123'],786436129406930944,2022-11-18T07:37:11.000Z,My new album Zero Origin is out today. Put it on and turn it up to 11: https://t.co/8rlhW2NSTO,1593508600739205123
en,['1593504945210269700'],786436129406930944,2022-11-18T07:22:39.000Z,@valhalladsp @sequentialLLC @moogmusicinc Mastodon all the way.,1593504945210269700
en,['1593343327923015680'],786436129406930944,2022-11-17T20:40:26.000Z,"@TheCinesthetic Taxi Driver, Raging Bull, Casino",1593343327923015680
en,['1593302860405641216'],786436129406930944,2022-11-17T17:59:38.000Z,My new album Zero Origin will be out tomorrow. https://t.co/tvuj5bcbTO,1593302860405641216
und,['1592555161956003840'],786436129406930944,2022-11-15T16:28:33.000Z,@bshoup Yes.,1592555161956003840
en,['1592554384436920320'],786436129406930944,2022-11-15T16:25:28.000Z,RT @SitkaConnected: another reminder that #russiaIsATerroristState,1592554384436920320
en,['1592554223518224384'],786436129406930944,2022-11-15T16:24:49.000Z,"As a fellow music composer, this is physically painful to read. Much love and support to @Mick_Gordon for exercising his right to defend himself: https://t.co/z9CVggmNEs",1592554223518224384
en,['1592551540728156163'],786436129406930944,2022-11-15T16:14:10.000Z,Massive missile attack on Ukraine today. Approximately 100 missiles. #RussiaIsATerroristState,1592551540728156163
en,['1591768210839568385'],786436129406930944,2022-11-13T12:21:29.000Z,@buitengebieden this gives me flashbacks from The Hangover Part III,1591768210839568385
en,['1591463085847584770'],786436129406930944,2022-11-12T16:09:02.000Z,@Kablooski1 fingers crossed,1591463085847584770
ca,['1591329555570106368'],786436129406930944,2022-11-12T07:18:26.000Z,@bennjordan Valhalla Supermassive,1591329555570106368
en,['1591318903288131585'],786436129406930944,2022-11-12T06:36:06.000Z,Zero Origin will be out in a week.,1591318903288131585
en,['1591318762698833921'],786436129406930944,2022-11-12T06:35:32.000Z,Kherson is back 🇺🇦,1591318762698833921
und,['1591150167339958272'],786436129406930944,2022-11-11T19:25:36.000Z,@_loscil_ 11.11.22,1591150167339958272
en,['1591148846494715910'],786436129406930944,2022-11-11T19:20:21.000Z,@lukaseder @elonmusk proper twittering,1591148846494715910
en,['1589866683468247041'],786436129406930944,2022-11-08T06:25:30.000Z,@tomhallsonics such a bummer,1589866683468247041
en,['1589567125555150848'],786436129406930944,2022-11-07T10:35:10.000Z,"@SitkaConnected Yeah, sorry about that 😅",1589567125555150848
en,['1589355876057747456'],786436129406930944,2022-11-06T20:35:44.000Z,@lowtheband So sorry for your loss.,1589355876057747456
en,['1588825155547312130'],786436129406930944,2022-11-05T09:26:50.000Z,You can get Soundtoys Little Radiator free at the moment: https://t.co/iqhRYa9t4O,1588825155547312130
