author_id,lang,id,created_at,edit_history_tweet_ids,text,geo
830048982,en,1595132336655708160,2022-11-22T19:09:19.000Z,['1595132336655708160'],"Emotional moment speaking with Gabrielle Boulianne-Tremblay about Colorado Springs. Hear why she believes @interligne_ is more important than ever, saving lives and supporting Quebec's LGBTQ2S+ community : #TransRightsAreHumanRights https://t.co/kHQUJmj4su",{'place_id': '23b629b33fba1676'}
830048982,en,1595131166210002944,2022-11-22T19:04:40.000Z,['1595131166210002944'],RT @RebeccaZandberg: When Jenny Medd spotted these 8-inch angry-faced figurines at a Salvation Army on Dundas Street and Clarke Road in Lon…,
830048982,en,1595131120412397569,2022-11-22T19:04:29.000Z,['1595131120412397569'],RT @asimakoaa: How 2 university students are fitting in at Quebec City seniors' residence | CBC News https://t.co/NvAHJ0cH5f,
830048982,en,1595090799858958337,2022-11-22T16:24:16.000Z,['1595090799858958337'],Have a listen: https://t.co/TJSeNY00Yw,
830048982,en,1595057717638569985,2022-11-22T14:12:49.000Z,['1595057717638569985'],"RT @nikostratis: going to correct everyone on this very publicly available information: it wasn't a drag performer, it was a trans woman.",
830048982,fr,1595057603696115712,2022-11-22T14:12:22.000Z,['1595057603696115712'],@manuel_candre Mais WOW. Quelle lumière!,{'place_id': '23b629b33fba1676'}
830048982,en,1595056253155381249,2022-11-22T14:07:00.000Z,['1595056253155381249'],RT @Snellk: This is wild - this old Victorian home has a secret: it's part of the Montreal Metro system | CBC News https://t.co/KvBOCHIVKZ,
830048982,en,1595027636706836481,2022-11-22T12:13:17.000Z,['1595027636706836481'],"RT @Acyn: “Therefore, we will be identifying the victims by how they identified themselves and how their families have loved and identified…",
830048982,en,1595027599247515648,2022-11-22T12:13:08.000Z,['1595027599247515648'],"RT @blprnt: The dude who took down the Colorado shooter owns a brewery.

His wife is the brewmaster.

They have merch: https://t.co/3EgtLOh…",
830048982,zxx,1595027558097383425,2022-11-22T12:12:58.000Z,['1595027558097383425'],RT @Steverukavina: https://t.co/mCLF6YvCko,
830048982,en,1594884770047180801,2022-11-22T02:45:35.000Z,['1594884770047180801'],"Yousra’s message of acceptance, peace and diversity was warmly welcomed by the enthusiastic audience. Headbanging to Gnawa music! On a Monday night! 😄 https://t.co/YGOZdr9zIB",{'place_id': '07d9d256d2481003'}
830048982,fr,1594864249318383616,2022-11-22T01:24:02.000Z,['1594864249318383616'],"“On est ici pour un peu de plaisir, loin des conflits, la peur de la différence … on sens votre curiosité, mais aussi votre bienveillance” Bab l’Bluz entrancing audiences on a Monday night https://t.co/w8feC4nLtV",{'place_id': '07d9d256d2481003'}
830048982,en,1594779197096198144,2022-11-21T19:46:04.000Z,['1594779197096198144'],"RT @asimakoaa: Don't put back toppled John A. Macdonald statue, Montreal commitee advises | CBC News https://t.co/i6xeFdrinv",
830048982,en,1594715514794045445,2022-11-21T15:33:01.000Z,['1594715514794045445'],File under: amazing things I get to do as a radio host. Meeting Yousra of Bab L' Bluz as they tour Quebec. Can't wait to share this conversation with you all. https://t.co/8oIWFcoU6z,
830048982,en,1594714383241953280,2022-11-21T15:28:31.000Z,['1594714383241953280'],RT @totalvibration: It's @bjork's birthday and this essay from @sashageffen is such a gift. https://t.co/3HPVq9OcSc,
830048982,en,1594713855934042119,2022-11-21T15:26:26.000Z,['1594713855934042119'],"@waub I was so close to 3k! Dwindling by the day. 
And I even noticed, on your pinned tweet? 
Friday when I saw it, there were well over 1000 likes.",
830048982,en,1594699573821411330,2022-11-21T14:29:41.000Z,['1594699573821411330'],@NavNanwa @Manchester_Buzz @WindsorMorning Amazing!,{'place_id': '23b629b33fba1676'}
830048982,fr,1594672514982379523,2022-11-21T12:42:09.000Z,['1594672514982379523'],"RT @duchp: La belle ville de #Québec illuminée par sa première neige : ❄️❄️❄️
Via @JiscaQc https://t.co/X0UTm3Lx8i",
830048982,en,1594657757860446208,2022-11-21T11:43:31.000Z,['1594657757860446208'],Good morning from our Quebec City studios! 📻🌨 https://t.co/osdGKUAqyr https://t.co/r38jbWV2hW,
830048982,en,1594657347661709317,2022-11-21T11:41:53.000Z,['1594657347661709317'],RT @asimakoaa: Why 'stay home when sick' matters so much right now | CBC News https://t.co/mAgV6iG4hp,
830048982,en,1594405562753613824,2022-11-20T19:01:23.000Z,['1594405562753613824'],@Snellk AMAZING!,{'place_id': '23b629b33fba1676'}
830048982,en,1594376333060194305,2022-11-20T17:05:14.000Z,['1594376333060194305'],"Want to see our talk? Luckily for you, la @litteratureqc streamed it on Facebook! I'd love to know which part resonates with you: https://t.co/tQhQ0ioppO",
830048982,en,1594361221582569474,2022-11-20T16:05:11.000Z,['1594361221582569474'],"Can you tell we had fun? 
An honour to talk about writing, the blurred lines between fact and fiction, and storytelling with @waub as part of le Salon du Livre des Premières Nations. Check it out online here: https://t.co/CuxYuK3pkW https://t.co/36nrT88nnj",
