edit_history_tweet_ids,author_id,lang,text,id,created_at
['1595184454280044544'],3316357393,en,RT @petergyang: An advertiser explains why they’re pausing their Twitter ads campaigns: https://t.co/jc0hBGzO4P,1595184454280044544,2022-11-22T22:36:25.000Z
['1595183599417888768'],3316357393,en,RT @StephenKing: Sorry. That one was pretty bad.,1595183599417888768,2022-11-22T22:33:01.000Z
['1595183593382621185'],3316357393,en,"RT @StephenKing: Speaking of bad jokes, Elon Musk says Trump can get back on Twitter.",1595183593382621185,2022-11-22T22:33:00.000Z
['1595183513615347712'],3316357393,en,"RT @StephenKing: If you are interested in filmmaking, this is worth your time:
https://t.co/R1cCBrH3AU",1595183513615347712,2022-11-22T22:32:41.000Z
['1595183471873478656'],3316357393,en,"RT @StephenKing: The honor is ours, Mr. Barclay.",1595183471873478656,2022-11-22T22:32:31.000Z
['1595183462163644417'],3316357393,en,RT @StephenKing: Pretty soon the only advertiser left on Twitter will be My Pillow.,1595183462163644417,2022-11-22T22:32:29.000Z
['1595183374490009603'],3316357393,en,RT @StephenKing: Maybe we should start calling GOPers RepublicGuns.,1595183374490009603,2022-11-22T22:32:08.000Z
['1595146096975790090'],3316357393,zxx,https://t.co/EcLwFQL87W,1595146096975790090,2022-11-22T20:04:00.000Z
['1595143231892688896'],3316357393,en,RT @mspopok: 11th Circuit Mar a Lago Panel terrible for Trump. 2/3 of bench (although trump appointees) ruled against him &amp; judge cannon on…,1595143231892688896,2022-11-22T19:52:37.000Z
['1595143191371472896'],3316357393,en,RT @Adam_Son242659: @mspopok All eyes on Clarence Thomas. We're about to find out just how deeply involved he and his sweetheart wife  is.,1595143191371472896,2022-11-22T19:52:27.000Z
['1595143060391743488'],3316357393,en,RT @mspopok: Don’t be fooled by Chief Judge Pryor’s genteel manner. This was a VERY HOT BENCH today against Trump’s lawyer led by Pryor and…,1595143060391743488,2022-11-22T19:51:56.000Z
['1595142882553659392'],3316357393,en,RT @hugolowell: WASHINGTON (AP) — Supreme Court clears way for handover of Trump tax returns to congressional committee after 3-year legal…,1595142882553659392,2022-11-22T19:51:14.000Z
['1595142789490421762'],3316357393,en,RT @RBReich: There is no such thing as a “lone wolf” shooter. The horrific acts of violence against marginalized communities are inextricab…,1595142789490421762,2022-11-22T19:50:51.000Z
['1595142733190299649'],3316357393,en,"RT @RBReich: We need to either regulate or bust up corporations (like Ticketmaster) that corner markets. But to do so, we must get big mone…",1595142733190299649,2022-11-22T19:50:38.000Z
['1595142639577616384'],3316357393,en,"RT @RBReich: A record $16.7 billion was spent on the midterms.

Billionaires like Peter Thiel made up a huge chunk of that spending.

Be wa…",1595142639577616384,2022-11-22T19:50:16.000Z
