created_at,text,author_id,id,edit_history_tweet_ids,lang
2022-11-22T19:15:44.000Z,"Stop by any ImagineIF location this week, grab a book and cozy up with a warm beverage on us. While you're here, answer our prompt, or tell us here:
What made you smile today?
What do you like about our town?
Which accomplishment are you most proud of? https://t.co/L0Tizrr8Bx",892527331650056192,1595133949097000960,['1595133949097000960'],en
2022-11-18T21:01:49.000Z,"The ImagineIF Library Foundation's ""Read Between the Wines"" fundraiser for the new Bigfork Library was a success last night. 
Thanks to journalist and award winning Author Abe Streep for a powerful talk that included the importance of libraries. #librariesmatter https://t.co/77MLYXhhzz",892527331650056192,1593711094140260352,['1593711094140260352'],en
2022-11-18T00:30:45.000Z,Throwback to our #Firefighter Storytime last month in Columbia Falls. Kids got to see real fire engines and firefighters. Special thanks to Columbia Falls Fire Department. https://t.co/fTnuBZzzD8,892527331650056192,1593401289089630209,['1593401289089630209'],en
2022-11-15T23:10:24.000Z,"RT @goodreads: The 2022 #GoodreadsChoice Awards are here! Support your favorite books during the opening round! 

https://t.co/i5DvNZzZdl h…",892527331650056192,1592656290505187329,['1592656290505187329'],en
2022-11-15T23:01:45.000Z,Looking for an easy creative project you can do at home? Try this Salt Dough Ornament tutorial using common kitchen ingredients at https://t.co/mWBNWsUkWw. Use your library card number to create an account at: https://t.co/BNOtXrltWX #creativebug #DIYornaments https://t.co/fMgSkFyDGZ,892527331650056192,1592654113744904193,['1592654113744904193'],en
2022-11-10T01:30:56.000Z,"Have you heard about LVL-Up for #Teens? We combine gaming, cooking, and tech! Teens can game on our Nintendo Switch, cook something new, and explore art in the Teen Zone from 3:30-5pm. 
Kalispell: 2nd Wed of the month
CFalls: 3rd Friday of the month https://t.co/ZrnNJVwIrm",892527331650056192,1590517328181137409,['1590517328181137409'],en
2022-11-03T23:30:42.000Z,"Don't miss Read Between the Wines, a fundraiser for the new Bigfork Library. Join us for an evening with 2021 Montana Book of the Year Author, Abe Streep. At the Ark Building (Future Home of ImagineIF Bigfork): November 17, 6-9pm. Tickets: https://t.co/aMtLxZHZOJ https://t.co/07XaIHJuUv",892527331650056192,1588312745858011136,['1588312745858011136'],en
2022-11-02T00:29:51.000Z,"Join us for new fall events and activities this November! Lego club expands to all locations, join us for a gallery walk with watercolor artist Keri Keefe, and don't miss ""Read Between the Wines"" fundraiser. Find out more our eNewsletter.  https://t.co/Gfg9DjLB86 https://t.co/HaVMQZoVvw",892527331650056192,1587602856521129990,['1587602856521129990'],en
2022-11-01T20:02:07.000Z,"We had some special visitors stop by the library today and they did all the things while they were here, like checking out a book, playing in the children's section, accessing the internet, and reading a newspaper. What's your favorite part of visiting the library? https://t.co/CzfwSYrWeL",892527331650056192,1587535476239568903,['1587535476239568903'],en
2022-10-29T16:02:21.000Z,Take a tour of the gallery at ImagineIF Columbia Falls with watercolor artist Keri Keefe and view her “The Road Unmarked” exhibit on Nov 5 from 12-1pm. All of Keri’s artwork is 30% off in November. https://t.co/wWc6lhZh63,892527331650056192,1586387974622744576,['1586387974622744576'],en
