author_id,text,created_at,lang,edit_history_tweet_ids,id
1483764595655430145,RT @IdlemanShane: Why did I say the names of the 12 Republican senators who voted for the Respect for Marriage act? Take a listen and find…,2022-11-22T21:56:19.000Z,en,['1595174360087949312'],1595174360087949312
1483764595655430145,"RT @ProjectBubbly: Bubbly &amp; Friends 🫧 x Hey! Reap3r💀
2 WL Spots Giveaway (Free Mint)

To Enter👇
✅Follow @Hey_Reap3r &amp; @ProjectBubbly &amp; @Ice…",2022-11-22T20:30:33.000Z,en,['1595152777738883072'],1595152777738883072
1483764595655430145,"RT @moyo_world: We're moving our manufacturing plant 🏭👩‍🏭👨‍🏭!
Shenzhen is too nice of a city not to have a factory there!  #Shenzhen   #ele…",2022-11-22T19:14:01.000Z,en,['1595133516999987200'],1595133516999987200
1483764595655430145,"RT @winwinbank: 🏆Dünya Kupasında Da Güvenin Adresi #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/oUiDnuefFE",2022-11-22T16:54:51.000Z,tr,['1595098494842605569'],1595098494842605569
1483764595655430145,"RT @NFT_SalesRoom: The four mining consensus mechanisms of global blockchain will officially launch the online voting activities (POW, POS,…",2022-11-22T15:05:24.000Z,en,['1595070952047808512'],1595070952047808512
1483764595655430145,"RT @icbexchange: 🔹Cryptocurrency just got even better and its value keeps on increasing even more.

Buy and sell crypto with ICBROKER and e…",2022-11-22T14:02:45.000Z,en,['1595055183364771841'],1595055183364771841
1483764595655430145,RT @kaiyun830: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐   Just because someone doesn‘t love you the way you want them to， doesn’t mean they don‘t lo…,2022-11-22T13:09:34.000Z,en,['1595041803065233409'],1595041803065233409
1483764595655430145,"RT @jianyingzhina: I want to see you, not far from Wan Li.＼(`Δ’)／
🐧：3039442071
#江阴
#江阴市 https://t.co/J4mj5FbQFW",2022-11-22T12:17:37.000Z,en,['1595028727226052609'],1595028727226052609
1483764595655430145,"RT @NakamotoGames: We have tournaments like this taking place almost every week 🎉

Some with a prize pool as high as 10K $USD 💰

Test your…",2022-11-22T11:31:54.000Z,en,['1595017221537140736'],1595017221537140736
1483764595655430145,"RT @esw0_: رامي الاسطورة 

مشاهدة مباراة السعوديه والارجنتين بث مباشر 

البث المباشر هنا : https://t.co/UE4PULls3k

البث المباشر هنا : http…",2022-11-22T10:43:31.000Z,ar,['1595005048228306945'],1595005048228306945
1483764595655430145,RT @NOSAFunder: The NOSA Funder European Community is discussing the launch of PancakeSwap https://t.co/EvfrtIfbSM via @YouTube,2022-11-22T09:18:29.000Z,en,['1594983646620188673'],1594983646620188673
1483764595655430145,"RT @Desire04540897: I love every word in your name.🫦🫦🫦🫦🫦
#西安 https://t.co/2JidoZJOxq",2022-11-22T06:55:02.000Z,en,['1594947545763319808'],1594947545763319808
1483764595655430145,RT @yule886: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划   The longest day has an end。 https://t.co/ylKHIQFlgN,2022-11-22T05:41:38.000Z,en,['1594929074103025665'],1594929074103025665
1483764595655430145,"RT @thekubieth: 🎁 AMAZING WL GIVEAWAY 🎁

🏆 20x Winner WL

Own your football museum ⚽️ 

To Enter🎫

1️⃣ RT + Like
2️⃣ Follow me &amp; @GolGoals…",2022-11-22T04:47:51.000Z,en,['1594915540795281408'],1594915540795281408
