created_at,author_id,edit_history_tweet_ids,lang,text,id
2022-11-22T22:48:46.000Z,66686733,['1595187561986760704'],en,@AOluwaseyi62 @OlaseniFeyisayo Which link?,1595187561986760704
2022-11-22T22:28:07.000Z,66686733,['1595182365789372419'],en,"@JoshuaAchuzia @LOdogwu1 @hesvado1 @OlaseniFeyisayo It's N10k + N2k tfare to your location and back, that's N12k on the lowest subsidized rate possible",1595182365789372419
2022-11-22T22:26:44.000Z,66686733,['1595182015409786889'],en,"@JoshuaAchuzia @OlaseniFeyisayo I get someone who want to buy active Upwork account for N20k, should be in case you want to sell yours",1595182015409786889
2022-11-22T22:08:54.000Z,66686733,['1595177527374405635'],en,"@Ciana4 @OlaseniFeyisayo Please read my response on other people's comment to follow up.

The training is N12k for a one on one training if you're within Abuja or N15K for online training for those outside Abuja. It's not free",1595177527374405635
2022-11-22T22:07:58.000Z,66686733,['1595177293084856322'],en,"@Agaruwa7 @OlaseniFeyisayo That's Fiverr for you, but then, with the right training as a web developer he should be getting order in queue",1595177293084856322
2022-11-22T22:00:41.000Z,66686733,['1595175460459220992'],en,"@zhixaa_ @Yteepondeck @OlaseniFeyisayo Please read my response on other people's comment to follow up.

The training is N12k for a one on one training if you're within Abuja or N15K for online training for those outside Abuja. It's not free",1595175460459220992
2022-11-22T21:59:38.000Z,66686733,['1595175197606350851'],en,@Agaruwa7 @OlaseniFeyisayo Fiverr is another platform to provide your skill and get paid,1595175197606350851
2022-11-22T21:58:07.000Z,66686733,['1595174816549855233'],en,"@SauceEstates @OlaseniFeyisayo Please read my response on other people's comment to follow up.

The training is N12k for a one on one training if you're within Abuja or N15K for online training for those outside Abuja. It's not free",1595174816549855233
2022-11-22T21:57:36.000Z,66686733,['1595174684752023553'],en,@SauceEstates @kingsvag @OlaseniFeyisayo Please read my response on other people's comment to follow up. The training is N12k for a one on one training if you're within Abuja or N15K for online training for those outside Abuja. It's not free,1595174684752023553
2022-11-22T21:55:54.000Z,66686733,['1595174256756854799'],en,"@CHINOMSOCOLLINS @OlaseniFeyisayo No Bro, the training is for every interested person, N12k for a one on one training if you're within Abuja, or N15K for online training for those outside Abuja",1595174256756854799
2022-11-22T21:54:38.000Z,66686733,['1595173938933469191'],en,"@LOdogwu1 @hesvado1 @OlaseniFeyisayo Bro, the training is N12k for a one on one training if you're within Abuja or N15K for online training",1595173938933469191
