edit_history_tweet_ids,author_id,lang,text,id,created_at
['1595180263306395649'],1572502848222396417,und,@Naija_PR 5,1595180263306395649,2022-11-22T22:19:46.000Z
['1595172961916489739'],1572502848222396417,en,"RT @Mbahdeyforyou: When life show your pepper, carry the pepper do pepper soup",1595172961916489739,2022-11-22T21:50:45.000Z
['1595171102225010706'],1572502848222396417,hi,RT @dannygram_: Qatar Boy @KizzDaniel 🤩❤️🔥 https://t.co/qWiugbJgBd,1595171102225010706,2022-11-22T21:43:22.000Z
['1595165777346412546'],1572502848222396417,en,"RT @AdeForex01: Interested in joining an active RT GC? 

Follow me +@coffee4comfy , Retweet this and send your handles to my DM now, make s…",1595165777346412546,2022-11-22T21:22:12.000Z
['1595161181660262400'],1572502848222396417,qam,@fineboytunde_ @dannygram_,1595161181660262400,2022-11-22T21:03:57.000Z
['1595160689240592384'],1572502848222396417,en,@archetype094 @Naija_PR I don't see any reason blocking you when I don't know you. But like I said man up!,1595160689240592384,2022-11-22T21:01:59.000Z
['1595156875930394624'],1572502848222396417,und,@yellowwinsh 😂,1595156875930394624,2022-11-22T20:46:50.000Z
['1595156615782895616'],1572502848222396417,en,"@archetype094 @Naija_PR Lol offended for someone I don't even know? All I see you're trying to do is to get attention, because how the hell first of all will you say such meaningless, senseless things that aren't even true? What concerns my profile with being single and losing friends now?🤦Man up!",1595156615782895616,2022-11-22T20:45:48.000Z
['1595154500959944704'],1572502848222396417,en,@archetype094 @Naija_PR Is everything okay in the family?,1595154500959944704,2022-11-22T20:37:24.000Z
['1595154199008141313'],1572502848222396417,en,@sojourner000 Don Jazzy cos he's oroboto make he no go break chair😂,1595154199008141313,2022-11-22T20:36:12.000Z
['1595153529660145664'],1572502848222396417,qam,@Grachidex @dannygram_,1595153529660145664,2022-11-22T20:33:32.000Z
['1595153455454511105'],1572502848222396417,qme,@jovita_uba @Naija_PR https://t.co/n0DnstRpPp,1595153455454511105,2022-11-22T20:33:14.000Z
['1595153151723679748'],1572502848222396417,en,"@QueenOfLoveQOL @AlmightyEvanz @KizzDaniel Can u imagine?
Mad people everywhere 🤦🤦🤦",1595153151723679748,2022-11-22T20:32:02.000Z
['1595152766930157569'],1572502848222396417,en,"@iamchichio @Naija_PR I naturally look young, y'all should leave me😒",1595152766930157569,2022-11-22T20:30:30.000Z
['1595152259461287936'],1572502848222396417,en,"@jovita_uba @Naija_PR ""Daniel"" not dear.😒👍",1595152259461287936,2022-11-22T20:28:29.000Z
['1595151642697289728'],1572502848222396417,en,"@jovita_uba @Naija_PR Kid??
Who is a kid?
So someone cannot be fresh and look young again?😂",1595151642697289728,2022-11-22T20:26:02.000Z
['1595151384051331072'],1572502848222396417,tl,@chukwuaruKAKA @Naija_PR Agba boss😂🤲🙌🤝,1595151384051331072,2022-11-22T20:25:01.000Z
['1595148815635738629'],1572502848222396417,en,@QueenOfLoveQOL @AlmightyEvanz @KizzDaniel I don't get. What did he say?,1595148815635738629,2022-11-22T20:14:48.000Z
['1595148499930468352'],1572502848222396417,en,@Naija_PR Hello,1595148499930468352,2022-11-22T20:13:33.000Z
['1595148093141684224'],1572502848222396417,en,@Naija_PR Physics and Biology 😭,1595148093141684224,2022-11-22T20:11:56.000Z
['1595147486426865664'],1572502848222396417,en,RT @Tifetemi: How many children would you love to give birth to??,1595147486426865664,2022-11-22T20:09:31.000Z
['1595147347004076032'],1572502848222396417,en,"RT @ade_babyy: Heyyy. Drop your handle, let's follow eachother on IG. 😌",1595147347004076032,2022-11-22T20:08:58.000Z
['1595146674611326976'],1572502848222396417,en,"RT @whoizezaY: e shock YOU???!!! 😆🤣😁

 https://t.co/bvjHU5voC1",1595146674611326976,2022-11-22T20:06:18.000Z
['1595146649915248640'],1572502848222396417,und,@jasfean 😅,1595146649915248640,2022-11-22T20:06:12.000Z
['1595146596219748354'],1572502848222396417,en,RT @jasfean: When the relationship is just 2 days old ..... https://t.co/YM7D04bK5D,1595146596219748354,2022-11-22T20:05:59.000Z
['1595146478418554881'],1572502848222396417,tl,"RT @MYM_Gallery_001: Retweet 😭🙏🏼

Type:handmade 

price : 5k

📍: kaduna
📞: 08060389774

BVO
:
CONGRATULATIONS SHEGGZ G.O.A.T Atiku and Tinu…",1595146478418554881,2022-11-22T20:05:31.000Z
['1595146395551666176'],1572502848222396417,da,@TweetsByUche God abeg o😂,1595146395551666176,2022-11-22T20:05:11.000Z
['1595146346024968192'],1572502848222396417,en,RT @TweetsByUche: Me looking at the F my kid got for the math homework I solved https://t.co/QpPaJDcfvx,1595146346024968192,2022-11-22T20:04:59.000Z
['1595146303398633472'],1572502848222396417,en,RT @naughty_libra07: What advice would you give your younger self about love?,1595146303398633472,2022-11-22T20:04:49.000Z
['1595146271488032768'],1572502848222396417,und,@DavisJrTHEGREAT 😂,1595146271488032768,2022-11-22T20:04:42.000Z
['1595146254417551360'],1572502848222396417,en,RT @DavisJrTHEGREAT: Person wey wan teach me FOREX dey ask if I get garri for hostel. https://t.co/ceyT1gf9sh,1595146254417551360,2022-11-22T20:04:38.000Z
['1595146158326034432'],1572502848222396417,und,@ItsDonUche 😂😂,1595146158326034432,2022-11-22T20:04:15.000Z
['1595146134053584896'],1572502848222396417,en,RT @ItsDonUche: Bruh didn't even flinch 😂😂💪🏽 https://t.co/EgaBTUZnIb,1595146134053584896,2022-11-22T20:04:09.000Z
['1595146058124103682'],1572502848222396417,en,"RT @AkosDen: @Fify_store @AlbicelesteTalk Get this #Messi Jersey for less than 5k.
Description: Preloved Messi Jersey
Price: 4800
Location:…",1595146058124103682,2022-11-22T20:03:51.000Z
['1595146037101924352'],1572502848222396417,es,@anetorial_ Otilo,1595146037101924352,2022-11-22T20:03:46.000Z
['1595146008266444800'],1572502848222396417,en,RT @anetorial_: I no see the 90 billion dollars way I put for my Jean pocket last night.,1595146008266444800,2022-11-22T20:03:39.000Z
['1595145968806428672'],1572502848222396417,en,"RT @doublepanda__: GLAD TO ANNOUNCE MY NEW FULL TIME PARTNERSHIP WITH BYBIT 

CREATE YOUR ACCOUNT WITH MY REFERRAL CODE : 46740 

Do that a…",1595145968806428672,2022-11-22T20:03:29.000Z
['1595145919594647552'],1572502848222396417,en,"RT @nvrf4ll: Promise is a debt ke!!
Omo for trenches na scope o! https://t.co/siPBfMCIoC",1595145919594647552,2022-11-22T20:03:18.000Z
['1595145886497402883'],1572502848222396417,en,@tripplepanda Fresh.,1595145886497402883,2022-11-22T20:03:10.000Z
['1595145835956031488'],1572502848222396417,und,@obisammiee 📌,1595145835956031488,2022-11-22T20:02:58.000Z
['1595145817190342656'],1572502848222396417,en,RT @obisammiee: Never look at your friends as competition and only view them as inspiration.,1595145817190342656,2022-11-22T20:02:53.000Z
['1595145768557744130'],1572502848222396417,und,@MeerahhSZN 😂,1595145768557744130,2022-11-22T20:02:42.000Z
['1595145742209159169'],1572502848222396417,und,RT @MeerahhSZN: 💀 https://t.co/l4vI9HSfRk,1595145742209159169,2022-11-22T20:02:35.000Z
['1595145650789703680'],1572502848222396417,qam,@Olayemisamuelo_ !,1595145650789703680,2022-11-22T20:02:14.000Z
['1595145633907675136'],1572502848222396417,en,RT @Olayemisamuelo_: Courtesy 101 - Respect people's opinions before politely making your point.,1595145633907675136,2022-11-22T20:02:10.000Z
['1595145603360919557'],1572502848222396417,en,"RT @SouthcarNg: CALL IT BRAND NEW!!!
Foreign Used Full option Lexus Is250 2012 FSPORT (Extra Luxury Edition) fully Pimped to 2021(TotalAcci…",1595145603360919557,2022-11-22T20:02:02.000Z
['1595145574000791552'],1572502848222396417,en,@She_is_Elsa Lol us wey be baboon😑,1595145574000791552,2022-11-22T20:01:55.000Z
['1595145498599776256'],1572502848222396417,en,"RT @She_is_Elsa: Can everybody on this app stop being so cute 🥰☺️😘😍🥰😍
I can't fall in love with everyone",1595145498599776256,2022-11-22T20:01:37.000Z
['1595145449098600448'],1572502848222396417,und,@Varanecousin 😂,1595145449098600448,2022-11-22T20:01:26.000Z
['1595145439703027713'],1572502848222396417,en,"RT @Varanecousin: This one for just become bouncer at once make we know say na bodyguard en dey do
🤣🤣😂😂😂😂😂😂 https://t.co/R98MLtX0d1",1595145439703027713,2022-11-22T20:01:23.000Z
['1595145379234091008'],1572502848222396417,und,@Veektoh93 📌🤝,1595145379234091008,2022-11-22T20:01:09.000Z
['1595145348615667712'],1572502848222396417,en,RT @Veektoh93: Who is around you and who is down for you are two totally different things,1595145348615667712,2022-11-22T20:01:02.000Z
['1595145284006604800'],1572502848222396417,en,"RT @Ingswayszn: No cast this Update🙏

Check Thread👇",1595145284006604800,2022-11-22T20:00:46.000Z
['1595145239484067841'],1572502848222396417,en,RT @26xxth: Expect disappointments so you won’t be disappointed,1595145239484067841,2022-11-22T20:00:36.000Z
['1595145183666262016'],1572502848222396417,en,RT @therealtadeola: After Argentina shit virtual pay for it 5k to 1m @Ekitipikin @sportingking365 https://t.co/YXHV8BnQbN,1595145183666262016,2022-11-22T20:00:22.000Z
['1595145128670527488'],1572502848222396417,qam,@AdeForex01 !,1595145128670527488,2022-11-22T20:00:09.000Z
['1595145109527744512'],1572502848222396417,en,"RT @AdeForex01: As you’re winning on Twitter, make sure you’re winning in the real world as well!🤴",1595145109527744512,2022-11-22T20:00:05.000Z
['1595145054615572481'],1572502848222396417,en,"RT @Dolap_B: Which combo would you like to have ?A      or      B 

Bespoke made in Lagos by @Dolapbespoke 

Kindly RT

N.B : Comes with ba…",1595145054615572481,2022-11-22T19:59:52.000Z
['1595144994062749696'],1572502848222396417,en,"RT @teftuzi: Omo Argentina, sent a lot of people  to the Hospital  today 😩",1595144994062749696,2022-11-22T19:59:37.000Z
['1595144966044778496'],1572502848222396417,und,@bigtimini 🤦,1595144966044778496,2022-11-22T19:59:30.000Z
['1595144925154541568'],1572502848222396417,en,RT @bigtimini: Ugly girls and pride 🤝🤝,1595144925154541568,2022-11-22T19:59:21.000Z
['1595144882191888384'],1572502848222396417,en,"RT @jane_janeu: People say ‘Move on’ like it’s easy.
Like you’re supposed to throw away all the memories you had with this person.
People h…",1595144882191888384,2022-11-22T19:59:10.000Z
['1595144847320444928'],1572502848222396417,en,RT @tweetsbydrew7: Control how you respond to things sent to destroy your peace,1595144847320444928,2022-11-22T19:59:02.000Z
['1595144727187578880'],1572502848222396417,und,@Ayomiidetwiits 😂,1595144727187578880,2022-11-22T19:58:33.000Z
['1595144700809609216'],1572502848222396417,en,"RT @Ayomiidetwiits: As a good woman, when you truly love a man, you must love everything he loves. If he loves another woman, love her too…",1595144700809609216,2022-11-22T19:58:27.000Z
['1595144640897818624'],1572502848222396417,en,RT @Fowosere_design: Na fight we dey fight which one be wetin dey your aza wey you dey talk na... You wan shame emi Honorable Fowosere😩😩😩 h…,1595144640897818624,2022-11-22T19:58:13.000Z
['1595144320201342977'],1572502848222396417,en,"RT @itsSh0la: So tomorrow is my birthday, sensational💦",1595144320201342977,2022-11-22T19:56:56.000Z
['1595143955565654016'],1572502848222396417,en,"RT @hesvado1: Qatar boy
Yemisi and cough at World cup tomorrow",1595143955565654016,2022-11-22T19:55:30.000Z
['1595143849403625472'],1572502848222396417,en,@__waleedy 😂I used to think it's only me that feel thesame way😂,1595143849403625472,2022-11-22T19:55:04.000Z
