id,created_at,text,lang,author_id,edit_history_tweet_ids
1595174443084615692,2022-11-22T21:56:38.000Z,RT @IdlemanShane: Why did I say the names of the 12 Republican senators who voted for the Respect for Marriage act? Take a listen and find…,en,911454705292685313,['1595174443084615692']
1595152820419919873,2022-11-22T20:30:43.000Z,"RT @ProjectBubbly: Bubbly &amp; Friends 🫧 x Hey! Reap3r💀
2 WL Spots Giveaway (Free Mint)

To Enter👇
✅Follow @Hey_Reap3r &amp; @ProjectBubbly &amp; @Ice…",en,911454705292685313,['1595152820419919873']
1595133515871518720,2022-11-22T19:14:00.000Z,"RT @moyo_world: We're moving our manufacturing plant 🏭👩‍🏭👨‍🏭!
Shenzhen is too nice of a city not to have a factory there!  #Shenzhen   #ele…",en,911454705292685313,['1595133515871518720']
1595098475934482432,2022-11-22T16:54:46.000Z,"RT @winwinbank: 🏆Dünya Kupasında Da Güvenin Adresi #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/oUiDnuefFE",tr,911454705292685313,['1595098475934482432']
1595070977309900811,2022-11-22T15:05:30.000Z,"RT @LandofConquest: ✅ Get your Land NFT
✅ Work on it, more daily active points
✅ Make your land Super Rare
✅ Earn XTAL",en,911454705292685313,['1595070977309900811']
1595054782712086528,2022-11-22T14:01:09.000Z,RT @TheEMWNews: African-American Muslim man serving as Chief Judge @caryleepeterson  of an Indian tribal court files a Mandamus suit agains…,en,911454705292685313,['1595054782712086528']
1595041793858486273,2022-11-22T13:09:32.000Z,"RT @NakamotoGames: We have tournaments like this taking place almost every week 🎉

Some with a prize pool as high as 10K $USD 💰

Test your…",en,911454705292685313,['1595041793858486273']
1595028612637499393,2022-11-22T12:17:10.000Z,"RT @JamersonRoxie: Will you love me in this dark night
❤️：p991p992
#杭州
#杭州学生
#杭州上门 https://t.co/6E9QMyfxlm",en,911454705292685313,['1595028612637499393']
1595016863444250626,2022-11-22T11:30:28.000Z,RT @yule886: #世界杯投注平台 #世界杯 #阿根廷梅西 #爱游戏 #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票    May there be enough clouds in your life to ma…,en,911454705292685313,['1595016863444250626']
1595004639153618945,2022-11-22T10:41:54.000Z,"RT @0orkd: رامي الاسطورة 

مشاهدة مباراة السعوديه والارجنتين بث مباشر 

البث المباشر هنا : https://t.co/m5tWkVZQk9

البث المباشر هنا : http…",ar,911454705292685313,['1595004639153618945']
1594983616970383360,2022-11-22T09:18:22.000Z,RT @Sohnneliving: It's so important for people to have a space that they love and wake up happy every morning. A big part is what you have…,en,911454705292685313,['1594983616970383360']
1594938405619523584,2022-11-22T06:18:43.000Z,RT @yule886: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划   The longest day has an end。 https://t.co/ylKHIQFlgN,en,911454705292685313,['1594938405619523584']
1594926432865505280,2022-11-22T05:31:08.000Z,"RT @nylonmberengaaa: you want to play with water
 💦💦💦💦💦💦💦💦
#北京线下 #北京 https://t.co/MYIQGaNSwB",en,911454705292685313,['1594926432865505280']
1594911525994926082,2022-11-22T04:31:54.000Z,"RT @thekubieth: 🎁 AMAZING WL GIVEAWAY 🎁

🏆 20x Winner WL

Own your football museum ⚽️ 

To Enter🎫

1️⃣ RT + Like
2️⃣ Follow me &amp; @GolGoals…",en,911454705292685313,['1594911525994926082']
1594899063920533505,2022-11-22T03:42:23.000Z,RT @daPang70456438: #世界杯投注平台  #阿根廷梅西 #爱游戏  #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票   No pains， no gains。 https://t.co/Z0gZclfhGS,en,911454705292685313,['1594899063920533505']
1594871430411616256,2022-11-22T01:52:34.000Z,"RT @thekubieth: 🎁 OG GIVEAWAY 🎁

Giveaway 100 OG roles! 🔮

To enter 🎫 

1️⃣ Register https://t.co/9nBQhjHIZg
2️⃣ Follow me &amp; @lines_communi…",en,911454705292685313,['1594871430411616256']
1594859004290772993,2022-11-22T01:03:12.000Z,RT @Brazy617: Roddy Ricch &amp; Lil Durk | Twin @JerryPHD https://t.co/LgYzLvkZDT,en,911454705292685313,['1594859004290772993']
1594815469315584000,2022-11-21T22:10:12.000Z,RT @novels_books: ـ تضعون جثمان الشاعر في التابوت، وتخرجون من الباب نفسه، وعندما تصلون إلى المكان الذي انطلقتم منه ستكون بانتظاركم سيارة جي…,ar,911454705292685313,['1594815469315584000']
1594747145009221635,2022-11-21T17:38:42.000Z,"RT @Aaron_Kuczynski: 🫶💰 #ROZDANIE!

Wykonaj 4 kroki i bądź 1 z 5 szczęśliwców #Giveaway💵

1. Daj #Fallow na ten profil
2. Zostaw komentarz…",pl,911454705292685313,['1594747145009221635']
1594650017825964033,2022-11-21T11:12:46.000Z,"RT @kaiyun830: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐 Sorry,I have been used to the things which I'm not supposed to. https://t.co/pzhozbXrt4",en,911454705292685313,['1594650017825964033']
1594624704014417922,2022-11-21T09:32:10.000Z,RT @yule886: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划 Some people will never be forgotten while some are al…,en,911454705292685313,['1594624704014417922']
1594418693559439362,2022-11-20T19:53:34.000Z,"RT @FWCInu: @elonmusk FifaWorldCupInu just started! 100k Mcap at #WorldCup2022 opening!

https://t.co/XbIapoE5hd

https://t.co/iR7m46sifs…",en,911454705292685313,['1594418693559439362']
1594216944919777282,2022-11-20T06:31:53.000Z,"RT @thekubieth: 🎁 AMAZING WL GIVEAWAY 🎁

🏆 5x WL

Join the underground 🦾

1️⃣ RT + Like
2️⃣ Follow me &amp; @Machina_NFT 
3️⃣ Tag frens
4️⃣ Joi…",en,911454705292685313,['1594216944919777282']
1593968369186783232,2022-11-19T14:04:08.000Z,"RT @thomas_fells: The source has been created, and the phase is born from the heart.
🛰️KT31133
#杭州
#杭州学生 https://t.co/wjB5huLzjb",en,911454705292685313,['1593968369186783232']
1593097477217034240,2022-11-17T04:23:31.000Z,"RT @NcraftsC: Design Cut Basswood Quality Crafted Earrings
https://t.co/At7TyWsltd
##woodcrafted #woodcraftstudio #earrings #earrings  #ear…",en,911454705292685313,['1593097477217034240']
1592800130767388672,2022-11-16T08:41:58.000Z,"RT @daPang70456438: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐  Just like a shoe, if someone is meant for you, they will fit perfectly; no forcing, no…",en,911454705292685313,['1592800130767388672']
1592030044058255360,2022-11-14T05:41:55.000Z,"RT @transition57: 🚨 Giveaway Alert 🚨 

Prize 🏆 
- 2 $SOL

To Enter👇
1️⃣ Follow @DikeReality 
2️⃣ ❤️ + ♻️ &amp; Tag 3 Friends 
3️⃣ Subscribe - h…",en,911454705292685313,['1592030044058255360']
1591705463082471426,2022-11-13T08:12:09.000Z,"RT @DRAC_Network: DRAC Chain is about 1/100th as busy as Binance Chain
But the market value of DRAC Chain is 1/30,000 of Binance Chain.
Thi…",en,911454705292685313,['1591705463082471426']
1581762485488525312,2022-10-16T21:42:18.000Z,"RT @Fatma_Zehra55: #SesimiDuyanVarmı ... 

Bendeniz FATMA ZEHRA ALTUNTAŞ'ın kaleminden... 

""Mutluluk insanın kendisi olabilmesidir.Yanlış…",tr,911454705292685313,['1581762485488525312']
1581628733387329541,2022-10-16T12:50:49.000Z,"RT @TheSavageNeo: Hey @kkundrra Do You Also Think @munawar0018 Is Gracious? 

GRACIOUS MUNAWAR FARUQUI
#MunawarFaruqui",en,911454705292685313,['1581628733387329541']
1581438881097883649,2022-10-16T00:16:25.000Z,"RT @suzukazeroa: ∵Vtuber準備中∵

恐竜と人間のハーフでメンヘラの男の子の涼風ろあです〜！！！

おともだちがほしくてVtuber始めようとしてるのでおともだちになってください🦖

タグ▹#ろあろあパレット #ろあくんがいちばん 
ファンマ🐣
YouTu…",ja,911454705292685313,['1581438881097883649']
1581433499533594624,2022-10-15T23:55:02.000Z,"RT @___mizore: 子猫として活動するみぞれです🐈
皆様よろしくです！

🌸YouTube ：https://t.co/73PJlNRRnj
🌸BOOTH　：https://t.co/g9LXdhK9s6
🌸Bili Bili　  :https://t.co/9cNx…",ja,911454705292685313,['1581433499533594624']
1581427090221457408,2022-10-15T23:29:34.000Z,"RT @pinkecosystem: 👉 #Pinksale is proud to announce the team from @BloomSocialFi is coming onboard for their #Fairlaunch.

👌 Round the cloc…",en,911454705292685313,['1581427090221457408']
1581424296370413570,2022-10-15T23:18:28.000Z,"RT @WorldAthletics: Female Athlete of the Year nominee 🇵🇪  

Retweet to vote for Kimberly Garcia in the #AthleticsAwards. https://t.co/mUXJ…",en,911454705292685313,['1581424296370413570']
1581421549873115137,2022-10-15T23:07:33.000Z,"RT @zignaly: 🔥Gear up for @0xPolygon ecosystem carnival, powered by @kucoincom!🎉

🎁 Use $ZIG to bid for @SharkyFi minted #NFT, EXCLUSIVELY…",en,911454705292685313,['1581421549873115137']
1581418808719597568,2022-10-15T22:56:39.000Z,"RT @TsutsumiMika: 保険証廃止とマイナンバーについて
動画で整理してみました🐈
（こちらは全商連の緊急署名→https://t.co/YGaaL5IkUX）
￼
概要欄に厚労省の意見フォームURLを貼ってあります。
https://t.co/4giyaKGOQs…",ja,911454705292685313,['1581418808719597568']
1581410189198381057,2022-10-15T22:22:24.000Z,"RT @Velvetelvis_68: 盗QQ密码
查地址
盗QQ 
盗微信
查记录
跑分 盗号
微信找回密码
QQ被盗找回
修改成绩
盗微博
王者荣耀
专业找回密码
专业找回QQ密保
查看微信QQ记录
杳资料
查身份证信息
开房记录盗百度云网盘
人肉各种信息
查名下财立
查名…",zh,911454705292685313,['1581410189198381057']
1581407524716433408,2022-10-15T22:11:49.000Z,"RT @VerronHaynes: Well done Champ way to articulate your point of view, give the credit to God first and foremost then the BIG men upfront…",en,911454705292685313,['1581407524716433408']
1581404819277119488,2022-10-15T22:01:04.000Z,RT @Dives_Defi_DDF: #Dives Defi is building more tools for WEB3 asset trading and we aim to progress towards #PancakeSwap https://t.co/2iKd…,en,911454705292685313,['1581404819277119488']
