created_at,text,author_id,id,edit_history_tweet_ids,lang
2022-11-22T22:50:33.000Z,"@YossiShow @LeftismForU @elonmusk Chromosomes matter

Left is science deniers",1486396851163119616,1595188011335041024,['1595188011335041024'],en
2022-11-22T22:25:00.000Z,"RT @trend_bullish: API Crude 📈🛢🚀

Crude -4.8M
Cushing -1.4m
Gasoline -400k
Distillate +1.1m

Expected -2.20M",1486396851163119616,1595181581773201409,['1595181581773201409'],en
2022-11-22T21:34:25.000Z,@LockeanNode @RonColeman @realchrisrufo @SeattleBryn @sciam It’s like how they use “threat to our democracy” for anything that goes against their narrative,1486396851163119616,1595168852408733697,['1595168852408733697'],en
2022-11-22T21:22:09.000Z,@DsrPrivate Interesting,1486396851163119616,1595165763249356802,['1595165763249356802'],en
2022-11-22T21:14:39.000Z,"@AbbyMachines Are you even living? 97% of people have had Covid, have antibodies.  If you don’t trust your vax, why should they?",1486396851163119616,1595163874315362305,['1595163874315362305'],en
2022-11-22T21:11:53.000Z,@Tejanobrown Awesome,1486396851163119616,1595163178866208769,['1595163178866208769'],en
2022-11-22T21:09:07.000Z,"RT @MerissaHansen17: @Carmen4Congress informs the court that her team has evidence of voter fraud, her forensic team stated there was:
-ove…",1486396851163119616,1595162483387666432,['1595162483387666432'],en
2022-11-22T21:05:59.000Z,"@Logically_JC That’s not the worst thing. He lied, lost credibility, and now you’re all surprised no one trusts him anymore",1486396851163119616,1595161695407976448,['1595161695407976448'],en
2022-11-22T20:27:33.000Z,@MerissaHansen17 Poems are the ammunition of the infantile,1486396851163119616,1595152024534159361,['1595152024534159361'],en
2022-11-22T19:15:58.000Z,RT @alifarhat79: Twitter just fack checked The Wall Street Journal lmao https://t.co/j6Gw4t9pfj,1486396851163119616,1595134006714339328,['1595134006714339328'],en
2022-11-22T18:31:36.000Z,@KelleyKga @greg_price11 He’s still an idiot. Underlying conditions disagree,1486396851163119616,1595122842018156544,['1595122842018156544'],en
2022-11-22T18:30:46.000Z,"@greg_price11 @MerissaHansen17 He doesn’t really believe this, and if he does he should lose his medical license",1486396851163119616,1595122632864980992,['1595122632864980992'],en
2022-11-22T18:29:55.000Z,"RT @thebradfordfile: If the laptop was Don Jr.’s the entire family would’ve already been raided, prosecuted, and in prison.",1486396851163119616,1595122421656616960,['1595122421656616960'],en
2022-11-22T18:24:52.000Z,@willrayvalentin @realDailyWire @Oilfield_Rando Oilfield rando is my primary care physician,1486396851163119616,1595121148630429696,['1595121148630429696'],en
2022-11-22T18:24:11.000Z,@realDailyWire Random dude is usually the correct one. Govt ruined their credibility and refuse to admit it.,1486396851163119616,1595120975120855040,['1595120975120855040'],en
2022-11-22T18:05:39.000Z,@lexfridman Lex. Great content.  Enjoyed listening to the Roger Reaves podcast recently. It was awesome,1486396851163119616,1595116313625923584,['1595116313625923584'],en
2022-11-22T18:02:45.000Z,"RT @PursuitOfEnough: @Blind__Luck Without health does anything else matter?

“The healthy person want a million things, the sick person wan…",1486396851163119616,1595115585180143616,['1595115585180143616'],en
2022-11-22T17:54:28.000Z,@MerissaHansen17 And people believe their bullshit.,1486396851163119616,1595113500615274497,['1595113500615274497'],en
2022-11-22T17:49:04.000Z,@greg_price11 liar,1486396851163119616,1595112139270021120,['1595112139270021120'],es
2022-11-22T17:48:18.000Z,@DizzleTheRizzle Agree.,1486396851163119616,1595111947078598656,['1595111947078598656'],en
2022-11-22T17:29:56.000Z,@DizzleTheRizzle Missing bias.,1486396851163119616,1595107324317896713,['1595107324317896713'],en
2022-11-22T17:29:31.000Z,@BS2KZ https://t.co/QsdAbHPyrA,1486396851163119616,1595107221490511873,['1595107221490511873'],qme
2022-11-22T17:16:33.000Z,@BS2KZ It’s a great way for kids to become self-reliant and creative,1486396851163119616,1595103957348929536,['1595103957348929536'],en
2022-11-22T17:14:18.000Z,RT @hkuppy: https://t.co/u6f3mPG7uU,1486396851163119616,1595103389435715585,['1595103389435715585'],zxx
2022-11-22T17:06:26.000Z,"RT @MerissaHansen17: Also, Lina Hidalgo’s indicted chief of staff Alex Triantaphyllis is also a member of COH",1486396851163119616,1595101408965308416,['1595101408965308416'],en
2022-11-22T17:05:46.000Z,@JOHNEHUME @CalltoActivism Indeed!!!,1486396851163119616,1595101241465511938,['1595101241465511938'],en
2022-11-22T16:50:26.000Z,@MerissaHansen17 I think that’s the essence of Democrat strategy,1486396851163119616,1595097384178049024,['1595097384178049024'],en
2022-11-22T16:38:30.000Z,@blueshirt_plus True. The BTFD mindset still ingrained many though.,1486396851163119616,1595094382298169345,['1595094382298169345'],en
2022-11-22T16:37:36.000Z,@bluewolfpack1 Destination Fcked https://t.co/UFuDKk5tvY,1486396851163119616,1595094156485197826,['1595094156485197826'],en
2022-11-22T16:19:38.000Z,RT @trend_bullish: Oil Rises as OPEC Reaffirms Commitment to Output Cuts | Barron's https://t.co/WYvxMiuNwz,1486396851163119616,1595089634975158273,['1595089634975158273'],en
2022-11-22T15:41:49.000Z,@joebev49 @NetsukeWarrior @Una_Paloma1 https://t.co/k58Iw1SLWV,1486396851163119616,1595080114110631936,['1595080114110631936'],qme
2022-11-22T15:20:59.000Z,"@joebev49 @NetsukeWarrior @Una_Paloma1 If I were emperor, he and many others would be https://t.co/BytGOLszf4",1486396851163119616,1595074872648032258,['1595074872648032258'],en
