text,author_id,lang,created_at,id,edit_history_tweet_ids
RT @IdlemanShane: Why did I say the names of the 12 Republican senators who voted for the Respect for Marriage act? Take a listen and find…,841296886539702272,en,2022-11-22T21:56:21.000Z,1595174372582752256,['1595174372582752256']
"RT @ProjectBubbly: Bubbly &amp; Friends 🫧 x Hey! Reap3r💀
2 WL Spots Giveaway (Free Mint)

To Enter👇
✅Follow @Hey_Reap3r &amp; @ProjectBubbly &amp; @Ice…",841296886539702272,en,2022-11-22T20:30:34.000Z,1595152782800977921,['1595152782800977921']
"RT @moyo_world: We're moving our manufacturing plant 🏭👩‍🏭👨‍🏭!
Shenzhen is too nice of a city not to have a factory there!  #Shenzhen   #ele…",841296886539702272,en,2022-11-22T19:14:00.000Z,1595133513237352450,['1595133513237352450']
"RT @winwinbank: 🏆Dünya Kupasında Da Güvenin Adresi #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/oUiDnuefFE",841296886539702272,tr,2022-11-22T16:54:47.000Z,1595098480665821184,['1595098480665821184']
"RT @NFT_SalesRoom: The four mining consensus mechanisms of global blockchain will officially launch the online voting activities (POW, POS,…",841296886539702272,en,2022-11-22T15:05:25.000Z,1595070954295762951,['1595070954295762951']
"RT @icbexchange: Scheme administrators want as many individuals as possible to participate and invest as much money as possible. 
To encour…",841296886539702272,en,2022-11-22T14:02:48.000Z,1595055199751614464,['1595055199751614464']
"RT @TheshopNFT: Happy Holidays Creams🍦
ThanksGiving is about giving back to the community and society.
#TheShopNFT is giving #FreeMints to…",841296886539702272,en,2022-11-22T13:09:45.000Z,1595041848158224384,['1595041848158224384']
RT @daPang70456438: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐  Don‘t cry because it is over， smile because it happened。 https://t.co/y6YQxIphho,841296886539702272,en,2022-11-22T12:17:26.000Z,1595028681591730178,['1595028681591730178']
RT @kaiyun830: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划  When falling in love， some lose their head， others…,841296886539702272,en,2022-11-22T11:31:50.000Z,1595017207146225674,['1595017207146225674']
RT @daPang70456438: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐   Just because someone doesn‘t love you the way you want them to， doesn’t mean they don…,841296886539702272,en,2022-11-22T10:42:15.000Z,1595004728814862336,['1595004728814862336']
RT @NOSAFunder: The NOSA Funder European Community is discussing the launch of PancakeSwap https://t.co/EvfrtIfbSM via @YouTube,841296886539702272,en,2022-11-22T09:18:56.000Z,1594983761199788036,['1594983761199788036']
"RT @THENFTSTAR: You have been selected! Congrats Neymar Jr. NFT cheerleader winners!
@2OOvbBatWkEXCuW @LorieB233 @x0chihiro https://t.co/ta…",841296886539702272,en,2022-11-22T06:58:16.000Z,1594948360703995905,['1594948360703995905']
"RT @Desire04540897: you want to play with water
 💦💦💦💦💦💦💦💦
#无锡线下 #无锡 https://t.co/sLXdGMijoJ",841296886539702272,en,2022-11-22T05:34:47.000Z,1594927349539012608,['1594927349539012608']
"RT @thekubieth: 🎁 AMAZING WL GIVEAWAY 🎁

🏆 20x Winner WL

Own your football museum ⚽️ 

To Enter🎫

1️⃣ RT + Like
2️⃣ Follow me &amp; @GolGoals…",841296886539702272,en,2022-11-22T04:37:15.000Z,1594912870558359558,['1594912870558359558']
RT @daPang70456438: #2022世界杯预测冠军 #开云体育 #世界杯 #足球 #亚博 #游戏  You must always have faith in who you are！ https://t.co/dp0vnwJWEC,841296886539702272,en,2022-11-22T03:44:06.000Z,1594899495388602368,['1594899495388602368']
"RT @thekubieth: 🎁 OG GIVEAWAY 🎁

Giveaway 100 OG roles! 🔮

To enter 🎫 

1️⃣ Register https://t.co/9nBQhjHIZg
2️⃣ Follow me &amp; @lines_communi…",841296886539702272,en,2022-11-22T01:54:46.000Z,1594871982981632009,['1594871982981632009']
"RT @thekubieth: 🎁 AMAZING AIRDROP GIVEAWAY 🎁

🏆 2x Winner Ocat Batch NFT

This is airdrop of the fifth batch Ocat 🔥

To Join 🎫
1️⃣ RT + Lik…",841296886539702272,en,2022-11-22T01:06:00.000Z,1594859710590595072,['1594859710590595072']
"RT @novels_books: ومن بغداد 2003م تبدأ
حيث ""أكرم""خائن توأمه،خائن العراق وطنه،سارق تحفة الرمّال
وما من شاهد على خسته؛ إلا سجين المنور الغربي…",841296886539702272,ar,2022-11-21T22:06:20.000Z,1594814495318331393,['1594814495318331393']
RT @Marvin_Inu: @elonmusk @lenjin2 @catturd2 I think he needs some Bossy Martian! 🐶 https://t.co/3XQ2sDbjfT,841296886539702272,en,2022-11-21T19:41:20.000Z,1594778003136880640,['1594778003136880640']
"RT @ETXInfinity: At the same time, it will undertake all developers' new project AMA calls and project application demonstrations. All inco…",841296886539702272,en,2022-11-21T17:11:58.000Z,1594740413407059975,['1594740413407059975']
"RT @SoLinusx: 📍Project @OracleRacers #Giveaway 

Prize🎁:
🏅10x #FreeMint NFTs of OracleRacers
🏆 1x $5 $USDT 💵

🎲Enter:
☑️Follow @OracleRacer…",841296886539702272,en,2022-11-21T16:02:58.000Z,1594723052885102614,['1594723052885102614']
"RT @TawandaZindi: It's not crowded around, you're the only one here.
#无锡 
#无锡线下 https://t.co/lZ6wmxlGnm",841296886539702272,en,2022-11-21T13:31:54.000Z,1594685034102894592,['1594685034102894592']
RT @yule886: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划 Sometimes it's the smallest decisions that can change…,841296886539702272,en,2022-11-21T12:22:31.000Z,1594667572288446466,['1594667572288446466']
RT @NicoleKrohn7: miss you  #女高中生 #裸聊 #黑丝 #磕炮 #视频裸聊 #母狗 #反差 https://t.co/hm2ec9sDXO,841296886539702272,en,2022-11-21T11:32:26.000Z,1594654968425971713,['1594654968425971713']
RT @kaiyun830: #2022世界杯预测冠军 #英格兰 #伊朗 #开云体育 #世界杯 #足球 #亚博 #游戏 Sometimes，forgotten，is the best of liberation．And sometimes，silence，is the best…,841296886539702272,en,2022-11-21T10:42:56.000Z,1594642511284379650,['1594642511284379650']
RT @kaiyun830: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划 Some people will never be forgotten while some are…,841296886539702272,en,2022-11-21T09:52:03.000Z,1594629706728480768,['1594629706728480768']
"RT @BirkesVanesa: kiss✨
#射屏 #磕炮 #调教 #后入 #裸聊 #视频裸聊 https://t.co/wnZDHQvqFQ",841296886539702272,en,2022-11-21T09:03:45.000Z,1594617550440206336,['1594617550440206336']
"RT @AnphatCAPITAL: The biggest gift is coming.  To celebrate our private partnership with #HBIT, we are donating 10,000 USD equivalent to 1…",841296886539702272,en,2022-11-21T08:10:53.000Z,1594604245919010817,['1594604245919010817']
"RT @AlisaApps: https://t.co/m9WkDRErTg
https://t.co/m9WkDRErTg
https://t.co/m9WkDRErTg",841296886539702272,zxx,2022-11-21T04:48:05.000Z,1594553211884535813,['1594553211884535813']
"RT @kaiyun830: #世界杯投注平台  #阿根廷梅西 #爱游戏  #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票 There is no rehearsal in the life , once missing…",841296886539702272,en,2022-11-21T03:52:11.000Z,1594539142792499202,['1594539142792499202']
RT @yule886: #2022世界杯预测冠军 #开云体育 #世界杯 #足球 #亚博 #游戏 The most precious possession that ever comes to a man in this world is a woman’s heart. ht…,841296886539702272,en,2022-11-21T03:05:05.000Z,1594527289777201153,['1594527289777201153']
"RT @ZonaJuliana6: Do one thing at a time, and do well.              #连麦 #裸聊 #文爱 https://t.co/aknJdFiuUF",841296886539702272,en,2022-11-21T01:48:04.000Z,1594507908959592448,['1594507908959592448']
RT @bitbroscrypto: All #FTX investors rekt besides @binance @cz_binance https://t.co/Tihzv5encr,841296886539702272,no,2022-11-20T23:04:45.000Z,1594466809528438788,['1594466809528438788']
"RT @EnjayMultimedia: Karibu @BillGates @gatesfoundation 

@WilliamsRuto #GatesFoundation #EnjayMultimedia

https://t.co/BuBBhwENqU https://…",841296886539702272,in,2022-11-20T20:38:20.000Z,1594429963280809985,['1594429963280809985']
RT @GamblingLabs: ETH Gambling Labs coming to bring real passion.The first revenue-sharing project with 0% flip FEE and own affiliate progr…,841296886539702272,en,2022-11-20T18:55:32.000Z,1594404089084772352,['1594404089084772352']
"RT @MaverickGamersX: Absolutely gutted to see this... 
Sending love to my community today 
❤️🏳️‍🌈l
#ClubQ #LGBTQIA https://t.co/Mq2DEHy5BU",841296886539702272,en,2022-11-20T17:20:04.000Z,1594380065654988801,['1594380065654988801']
"RT @verkygotvision: Finishing at the first place! Reigning from Bali, Indonesia. Representing The Garden. The undisputed champion of F1 Abu…",841296886539702272,en,2022-11-20T15:52:06.000Z,1594357928655364096,['1594357928655364096']
RT @daPang70456438: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐 There is always that one person who can send you a text and cause you to smile instantl…,841296886539702272,en,2022-11-20T13:55:27.000Z,1594328572038189057,['1594328572038189057']
"RT @bangcan12: Dukungan juga banyak untuk Panglima @Puspen_TNI  usut intervensi tambang ilegal bro, harusnya kan si KASAD Dudung yg usut, a…",841296886539702272,in,2022-11-20T12:45:02.000Z,1594310851275759616,['1594310851275759616']
"RT @winwinbank: 🏆Dünya Kupası Bugün Başlyor . Senin Favori Takımın Kim ? #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/wSafe…",841296886539702272,tr,2022-11-20T11:18:15.000Z,1594289010981031936,['1594289010981031936']
RT @daPang70456438: #2022世界杯 #开云 #世界杯 #足球 #亚博 #游戏    The greatest pleasure in life is doing what people say you cannot do. https://t.co/SSm…,841296886539702272,en,2022-11-20T09:26:27.000Z,1594260878031216640,['1594260878031216640']
"RT @ryandcrypto: 🎉 @kaizendesu Whitelist Raffle! 🎉

To enter:
- Follow @kaizendesu &amp; @VinlandOfficial 
- Like + RT
- Tag your friends!

Goo…",841296886539702272,en,2022-11-20T07:53:52.000Z,1594237577950908417,['1594237577950908417']
RT @daPang70456438: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐  Who is able to be egotistical needs to be strong too. https://t.co/MLZQxfo7by,841296886539702272,en,2022-11-20T06:02:55.000Z,1594209655437271040,['1594209655437271040']
RT @StargazeZone: Should Stargaze rebrand to JoeZone?,841296886539702272,en,2022-11-20T04:49:56.000Z,1594191287049015296,['1594191287049015296']
"RT @JaymeKnyx: The verdict is in!! Trump is back!🔥
Thank you Elon Musk! #TrumpIsBack #Trump2024 @realDonaldTrump @DanScavino @elonmusk 
Its…",841296886539702272,en,2022-11-20T02:54:00.000Z,1594162112376414208,['1594162112376414208']
"RT @nj_ayuk: No deal is often better than a bad deal for Africans, our fight against energy poverty, natural gas development and our young…",841296886539702272,en,2022-11-19T23:38:24.000Z,1594112888838438912,['1594112888838438912']
"RT @therealpunt: https://t.co/D8sq3nxaAW is doing a $100,000 Giveaway! 🔥
$10,000 to 10 different Punters! 🤑💸💰

(1) Create Punt account; ✅
(…",841296886539702272,en,2022-11-19T21:10:00.000Z,1594075541040431104,['1594075541040431104']
"RT @Razorredge1: @RoiLennon Ah bah t'as dû être content de voir Fanta agir comme un connard égoïste, hein Bob?",841296886539702272,fr,2022-11-19T19:05:39.000Z,1594044249728696321,['1594044249728696321']
"RT @kaiyun830: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐  What is adhere to? Is day, and one day, you tell yourself, insist again one day. https://t.…",841296886539702272,en,2022-11-19T14:30:16.000Z,1593974946304335874,['1593974946304335874']
