edit_history_tweet_ids,author_id,lang,text,id,created_at
['1595174311349915674'],923204835230416898,en,RT @IdlemanShane: Why did I say the names of the 12 Republican senators who voted for the Respect for Marriage act? Take a listen and find…,1595174311349915674,2022-11-22T21:56:07.000Z
['1595152734684123139'],923204835230416898,en,"RT @ProjectBubbly: Bubbly &amp; Friends 🫧 x Hey! Reap3r💀
2 WL Spots Giveaway (Free Mint)

To Enter👇
✅Follow @Hey_Reap3r &amp; @ProjectBubbly &amp; @Ice…",1595152734684123139,2022-11-22T20:30:23.000Z
['1595133515934629888'],923204835230416898,en,"RT @moyo_world: We're moving our manufacturing plant 🏭👩‍🏭👨‍🏭!
Shenzhen is too nice of a city not to have a factory there!  #Shenzhen   #ele…",1595133515934629888,2022-11-22T19:14:01.000Z
['1595098524500230144'],923204835230416898,tr,"RT @winwinbank: 🏆Dünya Kupasında Da Güvenin Adresi #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/oUiDnuefFE",1595098524500230144,2022-11-22T16:54:58.000Z
['1595071341748625408'],923204835230416898,en,"RT @NFT_SalesRoom: The four mining consensus mechanisms of global blockchain will officially launch the online voting activities (POW, POS,…",1595071341748625408,2022-11-22T15:06:57.000Z
['1595055281012150272'],923204835230416898,en,RT @TheEMWNews: African-American Muslim man serving as Chief Judge @caryleepeterson  of an Indian tribal court files a Mandamus suit agains…,1595055281012150272,2022-11-22T14:03:08.000Z
['1595042270222245888'],923204835230416898,ja,"RT @sololeveling_pr: ◤￣￣￣￣￣￣￣￣￣￣￣◥
『俺だけレベルアップな件』

ANIMATION PROJECT
COMING 2023
◣＿＿＿＿＿＿＿＿＿＿＿◢

https://t.co/FzYJIWI3V8

#俺レベ #SoloLeveling…",1595042270222245888,2022-11-22T13:11:26.000Z
['1595029125596594179'],923204835230416898,en,RT @daPang70456438: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划  When falling in love， some lose their head， o…,1595029125596594179,2022-11-22T12:19:12.000Z
['1595017680553054208'],923204835230416898,en,RT @daPang70456438: #世界杯投注平台  #阿根廷梅西 #爱游戏  #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票  Only you can control your future。 https://t…,1595017680553054208,2022-11-22T11:33:43.000Z
['1595005548830679042'],923204835230416898,en,RT @yule886: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐   Just because someone doesn‘t love you the way you want them to， doesn’t mean they don‘t love…,1595005548830679042,2022-11-22T10:45:31.000Z
