lang,id,author_id,edit_history_tweet_ids,created_at,text
en,1595174440425426954,852098436782587904,['1595174440425426954'],2022-11-22T21:56:38.000Z,RT @IdlemanShane: Why did I say the names of the 12 Republican senators who voted for the Respect for Marriage act? Take a listen and find…
en,1595153060476915713,852098436782587904,['1595153060476915713'],2022-11-22T20:31:40.000Z,"RT @ProjectBubbly: Bubbly &amp; Friends 🫧 x Hey! Reap3r💀
2 WL Spots Giveaway (Free Mint)

To Enter👇
✅Follow @Hey_Reap3r &amp; @ProjectBubbly &amp; @Ice…"
en,1595133514512355328,852098436782587904,['1595133514512355328'],2022-11-22T19:14:00.000Z,"RT @moyo_world: We're moving our manufacturing plant 🏭👩‍🏭👨‍🏭!
Shenzhen is too nice of a city not to have a factory there!  #Shenzhen   #ele…"
tr,1595098466639822849,852098436782587904,['1595098466639822849'],2022-11-22T16:54:44.000Z,"RT @winwinbank: 🏆Dünya Kupasında Da Güvenin Adresi #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/oUiDnuefFE"
en,1595071285964333056,852098436782587904,['1595071285964333056'],2022-11-22T15:06:44.000Z,"RT @NFT_SalesRoom: The four mining consensus mechanisms of global blockchain will officially launch the online voting activities (POW, POS,…"
en,1595055183272321025,852098436782587904,['1595055183272321025'],2022-11-22T14:02:45.000Z,RT @TheEMWNews: African-American Muslim man serving as Chief Judge @caryleepeterson  of an Indian tribal court files a Mandamus suit agains…
en,1595054881362018304,852098436782587904,['1595054881362018304'],2022-11-22T14:01:33.000Z,"RT @icbexchange: Scheme administrators want as many individuals as possible to participate and invest as much money as possible. 
To encour…"
en,1595041846946070529,852098436782587904,['1595041846946070529'],2022-11-22T13:09:45.000Z,RT @daPang70456438: #世界杯投注平台 #世界杯 #阿根廷梅西 #爱游戏   #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票  What seems to us as bitter trials are…
en,1595028668941991936,852098436782587904,['1595028668941991936'],2022-11-22T12:17:23.000Z,RT @daPang70456438: #2022世界杯 #开云 #世界杯 #足球 #亚博 #游戏      I am not afraid of tomorrow for I have seen yesterday and love today。 https://t.co/8…
en,1595017162095472643,852098436782587904,['1595017162095472643'],2022-11-22T11:31:40.000Z,"RT @NakamotoGames: We have tournaments like this taking place almost every week 🎉

Some with a prize pool as high as 10K $USD 💰

Test your…"
en,1595000275403956224,852098436782587904,['1595000275403956224'],2022-11-22T10:24:33.000Z,RT @daPang70456438: #阿根廷梅西 #开云 #世界杯冠军预测 #足球 #亚博 #游戏     #真人百家乐  #棋牌 #彩票 #电竞    And forever has no end。 https://t.co/BvLW2uAStj
en,1594983262426128387,852098436782587904,['1594983262426128387'],2022-11-22T09:16:57.000Z,"RT @Las_Fro: A gold mine is still a CRT TV.  Connect the electricity from 
the solar panel 📺

Solar panels cost $500〜$1,000

🎫 Fair launch…"
en,1594947469376380928,852098436782587904,['1594947469376380928'],2022-11-22T06:54:44.000Z,RT @_paiverse: Paiverse collaborates with trustworthy and reputable shipping partners. All assets are delivered to your destination fully i…
en,1594928235183210496,852098436782587904,['1594928235183210496'],2022-11-22T05:38:18.000Z,RT @yule886: #世界杯投注平台 #世界杯 #阿根廷梅西 #爱游戏 #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票    May there be enough clouds in your life to ma…
en,1594914218016382976,852098436782587904,['1594914218016382976'],2022-11-22T04:42:36.000Z,"RT @thekubieth: 🎁 AMAZING WL GIVEAWAY 🎁

🏆 20x Winner WL

Own your football museum ⚽️ 

To Enter🎫

1️⃣ RT + Like
2️⃣ Follow me &amp; @GolGoals…"
en,1594900056062451712,852098436782587904,['1594900056062451712'],2022-11-22T03:46:19.000Z,RT @daPang70456438: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划   The longest day has an end。 https://t.co/jM2…
zh,1594874495319576576,852098436782587904,['1594874495319576576'],2022-11-22T02:04:45.000Z,RT @jiaoshouli4781: 我的黑丝屁股，自己看都上火，何况是你们呢，是吧小鸡吧弟弟们 https://t.co/kHZl7bEpZ4
en,1594860568086982657,852098436782587904,['1594860568086982657'],2022-11-22T01:09:25.000Z,RT @Brazy617: Roddy Ricch &amp; Lil Durk | Twin @JerryPHD https://t.co/LgYzLvkZDT
en,1594819310488363010,852098436782587904,['1594819310488363010'],2022-11-21T22:25:28.000Z,"RT @ATMrank: And we are ready to power the social economy with our consensus algorithm 💪

#Connect2Earn 
#blockchain 
#DeFi 
#SocialFi http…"
en,1594786609249062915,852098436782587904,['1594786609249062915'],2022-11-21T20:15:32.000Z,"RT @MYSTFinance: Today, we have begun our journey to change the DeFi industry as we know it 💪

""MYST IS A BUSINESS, NOT A TOKEN.""
👉🏻👉🏻 Find…"
en,1594744749428117504,852098436782587904,['1594744749428117504'],2022-11-21T17:29:11.000Z,RT @enid_becher: Love you again #文爱 #视频裸聊     #裸聊 #母狗 #反差 https://t.co/XuLAVXUPRM
en,1594742301209014272,852098436782587904,['1594742301209014272'],2022-11-21T17:19:28.000Z,"RT @NeoFilmsNFT: NeoFilmsNFT🤝@polygonstudios

We’re PUMPED and Excited to announce that NEO Masterpiece Films is teaming up with POLYGON St…"
en,1594723935970623490,852098436782587904,['1594723935970623490'],2022-11-21T16:06:29.000Z,"RT @TheifMonkey: My name is Doctor Oleefyer, I'll tell you a little about our goal

Those who are active enough will get a decent role to p…"
en,1594686477375574022,852098436782587904,['1594686477375574022'],2022-11-21T13:37:38.000Z,"RT @TawandaZindi: A little deep, a little frequent

🎈🎈🎈🎈🎈🎈🎈🎈🎈

#西安 https://t.co/xkpxNBUzAI"
en,1594668621816438786,852098436782587904,['1594668621816438786'],2022-11-21T12:26:41.000Z,"RT @MalanFernando5: Grab Your $10,000 Now! https://t.co/n3jO496Tkd
#giveaway #chance #win #christmas #gift#holiday 
 #video #ends #giftcard…"
en,1594656095364173824,852098436782587904,['1594656095364173824'],2022-11-21T11:36:55.000Z,RT @daPang70456438: #世界杯投注平台  #阿根廷梅西 #爱游戏  #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票  Sometimes the things that seems messed up t…
ar,1594643628747624448,852098436782587904,['1594643628747624448'],2022-11-21T10:47:22.000Z,"RT @fahad_alahmdi88: سحب على قيمة ايفون14📱💸
""موزعه على٣٠فائز""

الشروط سهله:
🔻تابع👈🏻 @AShareef92

•السحب عشوائي من #الرتويت🔥

(العدد كبير) ش…"
en,1594631148658774017,852098436782587904,['1594631148658774017'],2022-11-21T09:57:47.000Z,RT @yule886: #2022世界杯 #开云 #世界杯 #足球 #亚博 #游戏    Sometimes our hearts just need time to accept what our heads already know. https://t.co/9neq4…
en,1594618640875364352,852098436782587904,['1594618640875364352'],2022-11-21T09:08:05.000Z,"RT @yule886: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐 Sometimes,I just need someone to talk to. https://t.co/lFTpHRYkgS"
en,1594605807408136195,852098436782587904,['1594605807408136195'],2022-11-21T08:17:05.000Z,"RT @iBeReviewin: Good morning my friends and my family.

⚪ C U X 7 2 1 3 ⚪

⚪ C U X 7 2 1 3 ⚪

.
iBeReviewin https://t.co/i64NjOzOT5"
en,1594556902783954944,852098436782587904,['1594556902783954944'],2022-11-21T05:02:45.000Z,"RT @AnphatCAPITAL: The biggest gift is coming.  To celebrate our private partnership with #HBIT, we are donating 10,000 USD equivalent to 1…"
en,1594540031850553344,852098436782587904,['1594540031850553344'],2022-11-21T03:55:43.000Z,"RT @yule886: There’s only one corner of the universe you can be sure of improving,  #世界杯投注平台 #世界杯 #阿根廷梅西 #爱游戏 and that’s your own self   #开…"
