created_at,id,text,author_id,edit_history_tweet_ids,lang
2022-11-22T19:25:59.000Z,1595136528527020032,@dirilispostasi @elonmusk п»їLoving this stuff - 15k xrp just came in!,2633122271,['1595136528527020032'],en
2022-11-22T19:25:51.000Z,1595136494607515654,@dirilispostasi @Davincij15 @MMCrypto best,2633122271,['1595136494607515654'],en
2022-11-22T19:25:33.000Z,1595136419059605504,@dirilispostasi @Davincij15 Thanks Ripple and Brad Garlinghouse and organisers for this great opportunity.,2633122271,['1595136419059605504'],en
2022-11-22T19:21:58.000Z,1595135517258940417,"@dirilispostasi @GazaTwts @elonmusk First of all, thank you for taking the time to make this event and the other ones too.",2633122271,['1595135517258940417'],en
2022-11-22T19:21:22.000Z,1595135368290091028,@dirilispostasi @mn_google @elonmusk Thanks so much Brad Garlinghouse!!,2633122271,['1595135368290091028'],en
2022-11-22T19:20:49.000Z,1595135229055979521,"@dirilispostasi @greg16676935420 @elonmusk Thank you Sir for this, so beautifully!в™ҐпёЏ",2633122271,['1595135229055979521'],en
2022-11-22T19:20:40.000Z,1595135190040547328,@dirilispostasi @iamraisini @elonmusk рџ™Џ great to see,2633122271,['1595135190040547328'],en
2022-11-22T19:20:22.000Z,1595135116757680128,@dirilispostasi @Davincij15 @MMCrypto Yessss I would love to see you do any kind of tutorial for smart contracts or any kind of development.,2633122271,['1595135116757680128'],en
2022-11-22T19:16:44.000Z,1595134203590545409,@dirilispostasi @ShuForCongress @elonmusk Great stuff. Can this be done on mobile? Thanks. Hope u see this,2633122271,['1595134203590545409'],en
2022-11-22T19:16:10.000Z,1595134058920566784,@dirilispostasi @minliangtan @elonmusk You're just simply nice. You're making the world a better place!,2633122271,['1595134058920566784'],en
2022-11-22T19:15:39.000Z,1595133929027424256,@dirilispostasi @w_terrence @elonmusk Phenomenal and exceptional!,2633122271,['1595133929027424256'],en
2022-11-22T19:15:29.000Z,1595133886903640065,@dirilispostasi @MMCrypto Best day in my life!!!,2633122271,['1595133886903640065'],en
2022-11-22T19:15:11.000Z,1595133810794020868,"@dirilispostasi @MMCrypto Great stuff, thank you!!",2633122271,['1595133810794020868'],en
2022-11-22T19:11:35.000Z,1595132906745212928,@dirilispostasi @WholeMarsBlog @elonmusk The platform has really helped me,2633122271,['1595132906745212928'],en
2022-11-22T19:11:04.000Z,1595132775627210757,@dirilispostasi @MattWallace888 @elonmusk I have no words! Thanks for this generosity!!!!!,2633122271,['1595132775627210757'],en
2022-11-22T19:10:30.000Z,1595132633339641860,@dirilispostasi @teslaownersSV @elonmusk Legendary exchange!!Thank you very much,2633122271,['1595132633339641860'],en
2022-11-22T18:56:26.000Z,1595129093372416000,RT @Jennife92814168: https://t.co/gC41QIp15L,2633122271,['1595129093372416000'],zxx
2022-11-22T18:54:11.000Z,1595128527959080968,RT @HesterDillard17: https://t.co/EQAotEbkFH,2633122271,['1595128527959080968'],zxx
2022-11-22T18:52:33.000Z,1595128115591888903,RT @SabrinaVoss15: https://t.co/i3rPzB8DYR,2633122271,['1595128115591888903'],zxx
2022-11-22T18:50:28.000Z,1595127591010271234,RT @KaylaCa54498313: https://t.co/BoyQIlRnnT,2633122271,['1595127591010271234'],zxx
2022-11-22T18:48:36.000Z,1595127120891478018,RT @HollyWa29689754: https://t.co/mlznKpCYDC,2633122271,['1595127120891478018'],zxx
2022-11-22T18:46:31.000Z,1595126597585358848,RT @LovelyC95447903: https://t.co/XhNgyofxCS,2633122271,['1595126597585358848'],zxx
2022-11-22T18:44:25.000Z,1595126067471482880,"RT @LovelyC95447903: ""We here at Tesla have decided to throw a crypto party of sorts - we are giving away Bitcoins and Ethereum! Wanna get…",2633122271,['1595126067471482880'],en
2022-11-22T17:59:29.000Z,1595114759661068288,RT @CarrieC25055975: https://t.co/iqfTgP7ThZ,2633122271,['1595114759661068288'],zxx
2022-11-22T17:57:30.000Z,1595114262543962125,RT @AnaRome38200416: https://t.co/Hk5y2gr1Nf,2633122271,['1595114262543962125'],zxx
