text,lang,id,author_id,edit_history_tweet_ids,created_at
"@InstituteGC Sir Tony Blair,
People of Iran desperately need that IRGC be recognized as a terrorist group. They have attacked the unarmed people of Iran, and killing children, women and men everyday.",en,1595184979864358912,1584684618862690304,['1595184979864358912'],2022-11-22T22:38:30.000Z
"RT @mikesh111: @InstituteGC Dear Mr. Blair, 
Well said! You have a lot of influence pls ask both UK &amp; US governments to announce no negotia…",en,1595184231893827584,1584684618862690304,['1595184231893827584'],2022-11-22T22:35:32.000Z
"RT @InstituteGC: The people of Iran have shown incredible bravery over the past two months, despite the regime’s violent crackdown.

Read T…",en,1595184156480503808,1584684618862690304,['1595184156480503808'],2022-11-22T22:35:14.000Z
RT @OutFarsiiiiiii: خواستم قبل اینکه حواستون به هر چیزی پرت بشه. تمام ایران متفق شدن که 5شنبه در حمایت از کردستان در خیابانند.ایران فرزندش…,fa,1595184042508488710,1584684618862690304,['1595184042508488710'],2022-11-22T22:34:47.000Z
@HMwghly چه مدارکی,fa,1595182523281297410,1584684618862690304,['1595182523281297410'],2022-11-22T22:28:45.000Z
@HMwghly آقای حیدر خان یه توضیح می‌دی,fa,1595182476716118016,1584684618862690304,['1595182476716118016'],2022-11-22T22:28:34.000Z
RT @IranIntl: شاهزاده رضا پهلوی در واکنش به سرکوب مناطق کردنشین خواستار حمایت از مردم بوکان، مهاباد، پیرانشهر، مریوان و جوانرود از طریق اعت…,fa,1595179744819126273,1584684618862690304,['1595179744819126273'],2022-11-22T22:17:42.000Z
"RT @FardadFarahzad: تروئیکای اروپایی غنی‌سازی ۶۰ درصدی در فردو را محکوم کرد؛ ابراز نگرانی شدید آمریکا
#مهسا_امینی #ایران #اورانیوم
https://…",fa,1595172209353494547,1584684618862690304,['1595172209353494547'],2022-11-22T21:47:46.000Z
RT @Firouz_Naderi: این پسر جوان باید الان در مدرسه میبود و بعد برای شام بخانه و اغوش باز مادر پدرش بر میگشت  --- ونه بر مزار پدرش.  جنایات…,fa,1595172122011181056,1584684618862690304,['1595172122011181056'],2022-11-22T21:47:25.000Z
RT @IranIntl: محمدرضا نقدی،‌ معاون سپاه پاسداران،‌ با اشاره به خیزش انقلابی علیه جمهوری اسلامی گفت: «هرکسی غش کرده و افتاده می‌گویند رژیم ک…,fa,1595172081217507365,1584684618862690304,['1595172081217507365'],2022-11-22T21:47:15.000Z
@pouriazeraati @ShahbanouFarah what is the significance of this while people in Iran are rolling in blood on the streets of Iran?! I was following your news...,en,1595169721225252881,1584684618862690304,['1595169721225252881'],2022-11-22T21:37:53.000Z
@lil_nashee صدا خیلی بد میاد…,fa,1595164563686973440,1584684618862690304,['1595164563686973440'],2022-11-22T21:17:23.000Z
@lil_nashee Hundred percent for open challenge and conversations,en,1595159286476607491,1584684618862690304,['1595159286476607491'],2022-11-22T20:56:25.000Z
"RT @Sima_Sabet: جوانان محلات تهران: «سر مار در تهران است و ما نابودش می‌کنیم»

#مهسا_امینی",fa,1595158726507663361,1584684618862690304,['1595158726507663361'],2022-11-22T20:54:11.000Z
@lil_nashee چرا detail نمیدن,und,1595151912231661568,1584684618862690304,['1595151912231661568'],2022-11-22T20:27:07.000Z
@lil_nashee میشه اندیشه هاش و توضیح بدین,fa,1595151839871533057,1584684618862690304,['1595151839871533057'],2022-11-22T20:26:49.000Z
"RT @1500tasvir: اندیمشک اول آذر
#مهسا_امینی https://t.co/c1QqMp5BPT",fa,1595139092961906688,1584684618862690304,['1595139092961906688'],2022-11-22T19:36:10.000Z
"@accountisfreeee I love this space, eyval… 👍🏻",en,1595137002638540800,1584684618862690304,['1595137002638540800'],2022-11-22T19:27:52.000Z
