created_at,id,author_id,lang,text,edit_history_tweet_ids
2022-11-22T22:49:44.000Z,1595187806925717504,418410620,en,RT @lavern_spicer: Congress needs to ban private investment firms like Blackrock from buying entire neighborhoods.,['1595187806925717504']
2022-11-22T22:49:34.000Z,1595187764148211712,418410620,en,"RT @Anti__Globalism: If these ""vaccines"" are truly safe and effective..
Congress must act to remove their liability shield.",['1595187764148211712']
2022-11-22T22:49:14.000Z,1595187680349921280,418410620,en,RT @JamesBradleyCA: Fauci should’ve been escorted off the stage in handcuffs.😡😡,['1595187680349921280']
2022-11-22T22:48:29.000Z,1595187490478063616,418410620,es,"@Vahia_ Hola, Victoria! Saludos hermosa! Hoy, mañana y siempre para mi vas a ser la mujer más bella, Linda y hermosa de este mundo eres una hermosura de mujer te envío un abrazo muchos besitos muy fuerte cuídate mucho princesa I❤️U🌹🌷🌻🌼🌸🌺💐🍷 https://t.co/W7nJk2nHSR",['1595187490478063616']
2022-11-22T22:26:20.000Z,1595181917435006977,418410620,en,"RT @PamelaHensley22: Zelensky just said Russia is using the cold weather as a ""weapon of mass destruction."" Let me guess, he wants another…",['1595181917435006977']
2022-11-22T22:25:37.000Z,1595181736450727939,418410620,en,RT @laurenboebert: .@AdamKinzinger taking time out of his day to threaten to beat up @Catturd2 over a Twitter meme really underscores why h…,['1595181736450727939']
2022-11-22T22:25:13.000Z,1595181634235531266,418410620,en,RT @johnrackham82: Who else will NOT comply with any mandate ever?,['1595181634235531266']
2022-11-22T22:24:58.000Z,1595181572780605444,418410620,en,RT @DrAndrewJackson: Katie Hobbs certifying her own election is like Charles Manson being the head of the parole board.,['1595181572780605444']
2022-11-22T22:24:37.000Z,1595181482527657986,418410620,en,"RT @catturd2: If you haven't noticed, citizens of the USA are over the COVID cult.",['1595181482527657986']
2022-11-22T22:22:18.000Z,1595180900622503939,418410620,en,"RT @GRDecter: I’ll keep you updated on anything else I find out.

Make sure to follow for updates and subscribe for MORE 👇
https://t.co/p6E…",['1595180900622503939']
2022-11-22T22:22:01.000Z,1595180829340274688,418410620,en,"RT @GRDecter: The phishing scams taking advantage of FTX victims have ramped up. Take a look at this one:

https://t.co/62ZFMMSDk4",['1595180829340274688']
2022-11-22T22:21:54.000Z,1595180801028653056,418410620,en,"RT @GRDecter: Alameda Research lost $3.7 billion from its inception through 2021.

Despite a raging crypto bull market in 2020-21, Alameda…",['1595180801028653056']
2022-11-22T22:21:43.000Z,1595180752756424705,418410620,en,"RT @GRDecter: The FTX Token (FTT) is not even close to dead.

Its market cap is still over $400 million.

And it’s trading at about the sam…",['1595180752756424705']
2022-11-22T22:21:36.000Z,1595180724612644868,418410620,en,"RT @GRDecter: And who did the due diligence for all these investors who put millions into FTX?

According to Blockworks, Bain &amp; Co received…",['1595180724612644868']
2022-11-22T22:21:32.000Z,1595180706912735232,418410620,en,"RT @GRDecter: By the way, SBF’s parents are both professors at Stanford.

They’re successful, but hard to imagine they didn’t get some help…",['1595180706912735232']
2022-11-22T22:21:20.000Z,1595180656224608256,418410620,en,"RT @GRDecter: Sam Bankman-Fried’s parents own a $16.4 million vacation home in the Bahamas

And FTX purchased at least $121 million in luxu…",['1595180656224608256']
2022-11-22T22:21:06.000Z,1595180598221488128,418410620,en,"RT @GRDecter: The FTX story keeps getting crazier.

Here are new details that have come out in the last 24 hours:",['1595180598221488128']
2022-11-22T22:20:13.000Z,1595180374933504001,418410620,en,"RT @NickAdamsinUSA: I don’t care about President Trump’s tax returns, I’d much rather see what’s on Hunter Biden’s laptop.",['1595180374933504001']
2022-11-22T22:19:31.000Z,1595180202459643907,418410620,en,"RT @johnrackham82: There were 4.2 million more mail in votes than registered voters in PA. 

The PA election was a SCAM. 

Fetterman and Sh…",['1595180202459643907']
2022-11-22T22:19:02.000Z,1595180077695762432,418410620,en,"RT @PamelaHensley22: Karine Jean-Pierre just snapped at a reporter for asking about the origins of covid. ""I'm done with you!"" This is how…",['1595180077695762432']
2022-11-22T22:18:43.000Z,1595180000524787712,418410620,en,RT @ksorbs: Leftists aren’t getting unbanned because leftists were never banned to begin with.,['1595180000524787712']
2022-11-22T22:16:51.000Z,1595179530284503040,418410620,en,McCarthy calls on Mayorkas to resign or potentially face impeachment inquiry: 'Enough is enough' - Fox News https://t.co/zvKruVyiSn,['1595179530284503040']
2022-11-22T21:57:53.000Z,1595174755811921938,418410620,en,"RT @angie_anson: Please allow me to educate you radical left, LGBTQUVXYZ or whatever you call yourself…No one gave two flips what any of yo…",['1595174755811921938']
2022-11-22T21:53:41.000Z,1595173701443588122,418410620,und,@voluntee01 @jim76960437 🤡🤡🤡🤡💩💩💩💩🤢🤢🤢🤢🦠🦠🦠🦠🤮🤮🤮🤮👿👿👿👿,['1595173701443588122']
2022-11-22T21:51:57.000Z,1595173264342585371,418410620,en,"RT @IanJaegerNPC: Liberals want to raise the age for buying a gun to 21.

But also want to lower the age to transition your gender to 4.",['1595173264342585371']
2022-11-22T21:51:36.000Z,1595173174873886727,418410620,en,@Anti__Globalism I wouldn’t doubt it for a second 🤔,['1595173174873886727']
2022-11-22T21:50:55.000Z,1595173003167469595,418410620,en,"RT @Anti__Globalism: Are Democrats also laundering money through Pfizer / Moderna?
🤔",['1595173003167469595']
2022-11-22T21:50:32.000Z,1595172907893854228,418410620,en,RT @SweetPeaBell326: Waking up to a great question.  Patricia nails it. Happy Tuesday everyone. https://t.co/g0njCqbzPP,['1595172907893854228']
2022-11-22T21:49:19.000Z,1595172599574708225,418410620,en,"@JamesBradleyCA Exactly those ppl R pawns 4 Satan going around killing, stealing &amp; destroying as many innocent souls as they can for the kingdom of Satan. Those ppl know exactly what they’re doing and have committed their lives to to Satan. Sooner or later those innocent ppl will figure it out.",['1595172599574708225']
2022-11-22T21:40:09.000Z,1595170293051494421,418410620,en,"RT @charliekirk11: There is no such thing as ""family friendly"" drag queen shows.",['1595170293051494421']
2022-11-22T21:39:59.000Z,1595170249741111298,418410620,en,RT @DineshDSouza: We don’t hear much about Democrats and leftists being let back on Twitter. Why? Because they were never kicked off in the…,['1595170249741111298']
2022-11-22T21:39:45.000Z,1595170191050215453,418410620,en,"RT @RealJamesWoods: So liberals applauded the suppression of millions of conservatives, including a POTUS. They now have their panties in a…",['1595170191050215453']
2022-11-22T19:24:19.000Z,1595136111507972096,418410620,en,"RT @Vickisanger6: Another 4.5 billion dollars to Ukraine . 
Stolen from us - given to them",['1595136111507972096']
2022-11-22T19:23:53.000Z,1595136001927966720,418410620,en,RT @Daytobehappy: Please join us in a prayer chain to pray for a Herschel Walker victory on December 6th!,['1595136001927966720']
2022-11-22T19:23:39.000Z,1595135942607925248,418410620,en,"RT @gehrig38: To be clear, not getting vaccinated means you are 100% guaranteed NOT to die from vaccine side effects and 99.8% protected fr…",['1595135942607925248']
2022-11-22T19:22:10.000Z,1595135568647983104,418410620,en,@kylenabecker @catturd2 Exactly or one right hook and an upper left hand cut and 💥,['1595135568647983104']
2022-11-22T19:19:26.000Z,1595134879641239552,418410620,en,"RT @JamesBradleyCA: Arizona is still “counting” the votes 2 WEEKS LATER, because they don’t want a Republican governor to win.

Kari Lake m…",['1595134879641239552']
2022-11-22T19:18:36.000Z,1595134673331851265,418410620,en,"RT @MrReaganUSA: Why hasn’t BLM founder, Patrisse Cullors, been arrested?",['1595134673331851265']
2022-11-22T19:17:55.000Z,1595134501327605761,418410620,en,RT @RepMTG: Pass my Protect Children’s Innocence Act to stop communist groomers like this from using state government power to take childre…,['1595134501327605761']
2022-11-22T19:17:35.000Z,1595134415629611008,418410620,en,RT @IanJaegerNPC: Voter IDs in every state and make voting a national holiday.,['1595134415629611008']
2022-11-22T19:17:24.000Z,1595134368204587008,418410620,en,"RT @Anti__Globalism: Why is Fauci ""retiring"" right before the new Congress is sworn in???
🤔",['1595134368204587008']
2022-11-22T19:16:53.000Z,1595134238676119553,418410620,en,RT @GuntherEagleman: Dr Fauci MUST be held accountable.,['1595134238676119553']
2022-11-22T19:16:46.000Z,1595134208887750656,418410620,en,RT @RepTroyNehls: The wife of the special counsel appointed by the DOJ to go after President Trump produced the Michelle Obama documentary.…,['1595134208887750656']
2022-11-22T19:16:19.000Z,1595134095318994944,418410620,en,RT @RealMarkFinchem: I am a Selection Denier.,['1595134095318994944']
2022-11-22T19:16:05.000Z,1595134039304073218,418410620,en,RT @johnrackham82: Gates and Fauci are mass murderers.,['1595134039304073218']
