created_at,text,author_id,lang,edit_history_tweet_ids,id
2022-11-22T21:56:20.000Z,RT @IdlemanShane: Why did I say the names of the 12 Republican senators who voted for the Respect for Marriage act? Take a listen and find…,1490624143699726336,en,['1595174365469020180'],1595174365469020180
2022-11-22T20:30:40.000Z,"RT @ProjectBubbly: Bubbly &amp; Friends 🫧 x Hey! Reap3r💀
2 WL Spots Giveaway (Free Mint)

To Enter👇
✅Follow @Hey_Reap3r &amp; @ProjectBubbly &amp; @Ice…",1490624143699726336,en,['1595152806578626562'],1595152806578626562
2022-11-22T19:14:00.000Z,"RT @moyo_world: We're moving our manufacturing plant 🏭👩‍🏭👨‍🏭!
Shenzhen is too nice of a city not to have a factory there!  #Shenzhen   #ele…",1490624143699726336,en,['1595133514818560000'],1595133514818560000
2022-11-22T16:54:51.000Z,"RT @winwinbank: 🏆Dünya Kupasında Da Güvenin Adresi #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/oUiDnuefFE",1490624143699726336,tr,['1595098497174446080'],1595098497174446080
2022-11-22T15:05:25.000Z,"RT @UtilityNet_: 🧐🧐🧐#UtilityNet Will start a new and unmissable #technological #revolution 

#utility #utilitynet #BigData #Analytics #Data…",1490624143699726336,en,['1595070955985985538'],1595070955985985538
2022-11-22T14:02:45.000Z,"RT @icbexchange: 🔹Cryptocurrency just got even better and its value keeps on increasing even more.

Buy and sell crypto with ICBROKER and e…",1490624143699726336,en,['1595055183322828800'],1595055183322828800
2022-11-22T13:08:09.000Z,"RT @nj_ayuk: Instead of being daunted by the vast numbers of Africans without electricity, shrugging our shoulders, and giving up, I hope t…",1490624143699726336,en,['1595041443046825989'],1595041443046825989
2022-11-22T12:15:58.000Z,"RT @sololeveling_pr: ◤￣￣￣￣￣￣￣￣￣￣￣◥
『俺だけレベルアップな件』

ANIMATION PROJECT
COMING 2023
◣＿＿＿＿＿＿＿＿＿＿＿◢

https://t.co/FzYJIWI3V8

#俺レベ #SoloLeveling…",1490624143699726336,ja,['1595028311091994625'],1595028311091994625
2022-11-22T11:30:15.000Z,RT @daPang70456438: #世界杯投注平台 #世界杯 #阿根廷梅西 #爱游戏 #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票    I never consider ease and joyfulness t…,1490624143699726336,en,['1595016806808551424'],1595016806808551424
2022-11-22T10:41:49.000Z,RT @VIP_Automationy: https://t.co/dIqFakVd1p,1490624143699726336,zxx,['1595004620228919298'],1595004620228919298
2022-11-22T09:17:30.000Z,"RT @Sohnneliving: Design is not just what it looks like and feels like. Design is how it works 🔎
⁠
Limited September special offer, link in…",1490624143699726336,en,['1594983400259084288'],1594983400259084288
2022-11-22T06:54:51.000Z,RT @_paiverse: Paiverse collaborates with trustworthy and reputable shipping partners. All assets are delivered to your destination fully i…,1490624143699726336,en,['1594947499394940928'],1594947499394940928
