author_id,id,lang,edit_history_tweet_ids,created_at,text
178769737,1595167034169561091,und,['1595167034169561091'],2022-11-22T21:27:12.000Z,@muawiya_sarina 😂 😂 😂
178769737,1595166758062669824,und,['1595166758062669824'],2022-11-22T21:26:06.000Z,RT @Engr_ASB: @LDahyru 😂😆
178769737,1595166717147287557,en,['1595166717147287557'],2022-11-22T21:25:56.000Z,@khaleelabba Honestly. It's getting out of hand. From 6 to 8 to 10 to 14 — for no justifiable reason.
178769737,1595166196827312128,in,['1595166196827312128'],2022-11-22T21:23:52.000Z,@_asmieh Madarasatu-haroon Memorial Islamiyya.
178769737,1595160999447138304,en,['1595160999447138304'],2022-11-22T21:03:13.000Z,"RT @ESPNFC: Marcus Thuram, the son of 1998 World Cup winner Lilian Thuram, just made his World Cup debut for France.

What it's all about…"
178769737,1595160818274140160,en,['1595160818274140160'],2022-11-22T21:02:30.000Z,"@_asmieh Bolari, behind govt house, adjacent A. A. Haruna's house."
178769737,1595160104567181312,en,['1595160104567181312'],2022-11-22T20:59:40.000Z,"RT @OptaJean: 51 - Olivier Giroud has scored his 51st goal for France, joining Thierry Henry as France's topscorer. Olive. #FRAAUS https://…"
178769737,1595159735346421760,en,['1595159735346421760'],2022-11-22T20:58:12.000Z,The amount of added time given in this World Cup is just ridiculous.
178769737,1595157158601314304,en,['1595157158601314304'],2022-11-22T20:47:57.000Z,RT @amylawrence71: At the age of 21 Olivier Giroud was playing in the third tier of French football. A pro career of any description was by…
178769737,1595156896834457600,in,['1595156896834457600'],2022-11-22T20:46:55.000Z,"@Haleemarh_Gumel @Ibrhym_atk Toh, Allah Ya amsa miki"
178769737,1595155915447341057,en,['1595155915447341057'],2022-11-22T20:43:01.000Z,"RT @G_sparking: Gumsu Sani Abacha M.M Buni
Wife of the Governor of Yobe State."
178769737,1595155529856602112,art,['1595155529856602112'],2022-11-22T20:41:29.000Z,😂 😂 https://t.co/FKRbbX37MR
178769737,1595154141592326145,en,['1595154141592326145'],2022-11-22T20:35:58.000Z,Giroud again
178769737,1595150990881456130,en,['1595150990881456130'],2022-11-22T20:23:27.000Z,"RT @Saddam_KE: “But Saliba is top of the table”

Deschamps:  https://t.co/riVvhK8fWK"
178769737,1595145223356628992,in,['1595145223356628992'],2022-11-22T20:00:32.000Z,RT @bbchausa: Mutumin da ba ya iya bacci a dakin da babu hoton Buhari. https://t.co/5FacVySGjP
178769737,1595143983520690176,in,['1595143983520690176'],2022-11-22T19:55:36.000Z,RT @Cobratate: Haram.
178769737,1595138213815123969,en,['1595138213815123969'],2022-11-22T19:32:41.000Z,Oliver Giroud!
178769737,1595137256586870784,en,['1595137256586870784'],2022-11-22T19:28:52.000Z,"Adel Rabiot equalises. Game on!
#FIFAWorldCup
#Qatar2022"
178769737,1595134667136454657,en,['1595134667136454657'],2022-11-22T19:18:35.000Z,RT @MattWallace888: The Twitter employees Elon Musk fired are struggling to find new jobs because all of the offers they are getting involv…
178769737,1595134407123533825,en,['1595134407123533825'],2022-11-22T19:17:33.000Z,RT @totalcristiano: Ochoa coming on our screens every 4 years to put on a World Cup masterclass is inevitable.
178769737,1595134345714741248,en,['1595134345714741248'],2022-11-22T19:17:18.000Z,"RT @Nawas_masood: Anything wey concern Messi and Barcelona fans downfall, you fit wake me by 2am make I still thank you for the opportunity…"
178769737,1595133220643041281,en,['1595133220643041281'],2022-11-22T19:12:50.000Z,Another 8 minutes added time to come.
178769737,1595132757231140866,en,['1595132757231140866'],2022-11-22T19:11:00.000Z,"RT @Herve_Renard_HR: Congratulations to the team and the staff for this game, I dedicate this victory to the Saudi people. We are waiting f…"
178769737,1595132679724634112,en,['1595132679724634112'],2022-11-22T19:10:41.000Z,RT @9Azizd: @GrantWahl Respect and respect You are here in an Arab Islamic country that prohibits homosexuality and the promotion of homose…
178769737,1595132627538784261,en,['1595132627538784261'],2022-11-22T19:10:29.000Z,"RT @ZakiyaGoje: Our Crude oil sample.
Proudly from Gombe State🛢️🙌🏼 https://t.co/CDCs2t5D3E"
178769737,1595132514527776768,en,['1595132514527776768'],2022-11-22T19:10:02.000Z,Australia draw first blood.
178769737,1595127662154231809,en,['1595127662154231809'],2022-11-22T18:50:45.000Z,"RT @Blaqqkoffi: A team plays and you clearly see the handy work of the Coach

Clearly Saudi playing to a specific plan deployed by their Co…"
178769737,1595127010132520960,en,['1595127010132520960'],2022-11-22T18:48:09.000Z,"RT @CoachesVoice: Brave high-line to push Argentina back, fantastic team pressing, resolute defending and quality in the final third. A bri…"
178769737,1595126767303659520,en,['1595126767303659520'],2022-11-22T18:47:12.000Z,RT @Fentuo_: We should have hired Herve Renard! Coaches make a difference I swear! Talent is not enough!
178769737,1595126265388077056,en,['1595126265388077056'],2022-11-22T18:45:12.000Z,RT @sportbible: Herve Renard. Take a bow. What a tactical masterclass! 👏 https://t.co/xVrSGEANnC
178769737,1595126202477740032,fr,['1595126202477740032'],2022-11-22T18:44:57.000Z,"RT @ActuFoot_: Chapeau, Monsieur Hervé Renard. 👏 https://t.co/ksYuNz8mUK"
178769737,1595125747160862721,en,['1595125747160862721'],2022-11-22T18:43:08.000Z,RT @alb_chapo: Ronaldo to Chelsea. Here we go! https://t.co/NdHVXt66Ur
178769737,1595125480281497600,en,['1595125480281497600'],2022-11-22T18:42:05.000Z,"RT @ProfIsaPantami: Minyetti Ala rene @MBuhari!

With my principal, His Exc., President @MBuhari during the commissioning of the first oil…"
178769737,1595125228157665280,en,['1595125228157665280'],2022-11-22T18:41:05.000Z,RT @Abdull_tjay: Saudi high line so perfect you can tell they pray together in congregation.
178769737,1595124840540737537,en,['1595124840540737537'],2022-11-22T18:39:32.000Z,"RT @SkySportsPL: Explained: Why Cristiano Ronaldo has left Manchester United...🔴

https://t.co/t1ujffLECp"
178769737,1595123827792805888,en,['1595123827792805888'],2022-11-22T18:35:31.000Z,"RT @yakubwudil: By this singular act of drilling CRUDE OIL well in the North, President @MBuhari would leave a legacy that he'll forever be…"
178769737,1595123741826068480,en,['1595123741826068480'],2022-11-22T18:35:10.000Z,RT @OvieNews: FLASH: Ministry of Defence of Sierra Leone takes delivery of Made-In-Nigeria vehicles from Innoson Vehicle Manufacturing. The…
178769737,1595123719466549250,en,['1595123719466549250'],2022-11-22T18:35:05.000Z,RT @ukange_davidx: Make sure you are not the weapon fashioned against yourself that’s causing you to not prosper
178769737,1595123393057423362,en,['1595123393057423362'],2022-11-22T18:33:47.000Z,RT @farouklitis: History is being made in NE Nigeria. Better days ahead for the region and Nigeria at large in sha Allah. https://t.co/9JR2…
178769737,1595122777912381442,en,['1595122777912381442'],2022-11-22T18:31:20.000Z,RT @Al__Quraan: Things Qatar did for World Cup 2022 we can appreciate.🧵 https://t.co/lEGkKfEYto
178769737,1595114568279556097,en,['1595114568279556097'],2022-11-22T17:58:43.000Z,RT @_ataas_: Nah this is the most perfectly executed Saudi tactic since Khalid bin Walid’s double flanking manoeuvre
178769737,1595114039583322112,en,['1595114039583322112'],2022-11-22T17:56:37.000Z,RT @Iris_Chronicles: I am open to love… Unconditional love for the sake of God. Let’s help each other grow both in this Dunya and the pursu…
178769737,1595114020918661122,in,['1595114020918661122'],2022-11-22T17:56:33.000Z,RT @ZakiyaGoje: Allah Ya bada sa’a my Sister💕
178769737,1595105198208593923,art,['1595105198208593923'],2022-11-22T17:21:29.000Z,😂 😂 https://t.co/0L9R5NOcir
178769737,1595096901178822659,en,['1595096901178822659'],2022-11-22T16:48:31.000Z,@leelRaees @Maxajee Yes. They should do more.
178769737,1595095211918647297,en,['1595095211918647297'],2022-11-22T16:41:48.000Z,"RT @hsharifain: Royal Court:

“By order of the Custodian of the Two Holy Mosques King Salman bin Abdulaziz, it is directed that tomorrow, W…"
178769737,1595095154314338305,en,['1595095154314338305'],2022-11-22T16:41:34.000Z,RT @FaruqBashar: A Muslim will tweet a random thing about their religion and you people will come and tell them it’s not solving Nigerias p…
178769737,1595095079081107461,en,['1595095079081107461'],2022-11-22T16:41:16.000Z,"RT @KawuGarba: I have reported over 4,000 underage voters within 5 days from Anambra, Benue, Imo, Akwa Ibom, and Cross Rivers states. This…"
178769737,1595094960763723781,en,['1595094960763723781'],2022-11-22T16:40:48.000Z,"RT @AdekunleAbolaj1: "" Today, Rt, General Muhammad Buhari has chart forward a path of multiplicity, prosperity,  economic gains, and #Renew…"
178769737,1595094423272038400,en,['1595094423272038400'],2022-11-22T16:38:40.000Z,RT @433: Football. https://t.co/15KU0uqPlq
178769737,1595094247375609859,en,['1595094247375609859'],2022-11-22T16:37:58.000Z,"The FG has done extremely well in helping the SMEs. You know, nothing can be enough. https://t.co/wg82AB1OCK"
178769737,1595081887608963072,in,['1595081887608963072'],2022-11-22T15:48:51.000Z,RT @BodnaSoor: Mohammed bin Salman doing sajdah ash-shukr after Saudi Arabias win #السعوديه_الارجنتين https://t.co/ZGoKxRSCuQ
178769737,1595081785775357954,en,['1595081785775357954'],2022-11-22T15:48:27.000Z,RT @talkSPORT: 🇸🇦 Saudi Arabia's King Salman has announced that tomorrow will be a public holiday after their win against Argentina at the…
178769737,1595081688480112640,en,['1595081688480112640'],2022-11-22T15:48:04.000Z,RT @AbuHafsah1: That’s probably because you’re struggling to define what a woman is in 2022.
178769737,1595080877830463489,in,['1595080877830463489'],2022-11-22T15:44:51.000Z,RT @KhaleephYakasai: Addu'ar da za ka na Karantawa in kana so Kasuwancin ka ya Ci Gaba. https://t.co/66gNEweXLz
178769737,1595080639908306947,en,['1595080639908306947'],2022-11-22T15:43:54.000Z,Well! https://t.co/bTqvbLZQ8c
178769737,1595079907352236032,en,['1595079907352236032'],2022-11-22T15:40:59.000Z,RT @zain_iiii: This is what the media will never show smh https://t.co/o27VdEpmwV
178769737,1595079815840792577,en,['1595079815840792577'],2022-11-22T15:40:37.000Z,RT @Al__Quraan: “🇸🇦 Saudi Arabia become the first Muslim country to win a game at this World Cup by defeating one of the tournament favouri…
178769737,1595058688926318594,en,['1595058688926318594'],2022-11-22T14:16:40.000Z,RT @Imranmuhdz: Bauchi state will vote for whoever President is supporting- Governor Bala Muhammad 😎 https://t.co/Q63cbyVxC4
