created_at,author_id,edit_history_tweet_ids,lang,text,id
2022-11-22T22:21:43.000Z,778895864,['1595180753931096064'],en,"RT @NickCastele: Good evening from everyone’s favorite architectural feature, the skybridge. https://t.co/MNsLzaKupn",1595180753931096064
2022-11-22T21:30:20.000Z,778895864,['1595167824565018624'],en,RT @NickCastele: Chris Ronayne on the firing of Akram Boutros: https://t.co/1zs4sRJ7z4,1595167824565018624
2022-11-22T21:15:08.000Z,778895864,['1595163996189229058'],en,RT @marknaymik: Fired MetroHealth CEO Akram Boutros is represented by attorney Jason R. Bristol. He's been a board member of MetroHealth Fo…,1595163996189229058
2022-11-22T21:10:59.000Z,778895864,['1595162952235356160'],en,RT @NickCastele: Cuyahoga County Council at this moment debating whether to move forward with measure to set aside $53.6 million in ARPA fu…,1595162952235356160
2022-11-22T19:17:50.000Z,778895864,['1595134479668252673'],en,"RT @NeighborUpCle: Join us Monday, Dec. 5 for Drive to Justice: Storytelling Series 2.0! Over 3 million Ohioans annually experience debt-re…",1595134479668252673
2022-11-22T19:16:47.000Z,778895864,['1595134215095394304'],en,"RT @NickCastele: As it happens, Cuyahoga County Council was going to review MetroHealth's proposed budget update today. The hospital has re…",1595134215095394304
2022-11-22T14:59:48.000Z,778895864,['1595069542451249152'],en,"RT @Cleveland_FFs: Funeral arrangements for Cleveland Firefighter Johnny Tetrick: open to the public.                
Wake:
Friday 11/25/22…",1595069542451249152
2022-11-22T14:39:55.000Z,778895864,['1595064540470906883'],en,RT @ClevelandScene: Cuyahoga County Prosecutor Mike O'Malley tells Scene his office will review Akram Boutros case for possible criminal ch…,1595064540470906883
2022-11-22T04:22:32.000Z,778895864,['1594909168808480769'],en,"RT @marknaymik: METRO HEALTH fires CEO Dr. Akram Boutros, claiming in statement ""by his own admission, [Boutros] established specific metri…",1594909168808480769
2022-11-22T03:22:15.000Z,778895864,['1594893997033537537'],en,"RT @marknaymik: Full statement from MetroHealth on firing of CEO 

https://t.co/L3roTPUltB",1594893997033537537
2022-11-21T21:44:55.000Z,778895864,['1594809105725661188'],en,"RT @NickCastele: After a rough go in January and February, Cleveland gets ready for its next at-bat against snow season. https://t.co/qXjEx…",1594809105725661188
2022-11-21T20:15:27.000Z,778895864,['1594786590999646232'],en,RT @themattrichmond: External members of board in Cuyahoga County prosecutor's office that reviews potentially wrongful convictions have qu…,1594786590999646232
2022-11-21T20:15:10.000Z,778895864,['1594786518174142464'],en,"RT @signalcleveland: Every Saturday, our Managing Editor, News, @marknaymik, sends #Clevelanders his Weekly Chatter newsletter full of news…",1594786518174142464
2022-11-21T15:36:24.000Z,778895864,['1594716363456937984'],en,RT @MarkPuente: Here is The Marshall Project-Cleveland's first investigation into ticketing practices in Bratenhal: Bratenahl Mayor: If Bla…,1594716363456937984
2022-11-21T14:34:36.000Z,778895864,['1594700813045305345'],en,Residents urge Cleveland City Council to seat a police commission https://t.co/k9a3n5KB9X @signalcleveland @cledocumenters #publiccommentCLE,1594700813045305345
2022-11-21T13:29:24.000Z,778895864,['1594684406341726208'],en,"RT @DrKenSchneck: Holding space in Ohio for grief — and action — about Colorado Springs.

Important commentary.

https://t.co/jDfIKE2L1D",1594684406341726208
2022-11-21T12:13:24.000Z,778895864,['1594665277085687808'],en,RT @MarkPuente: “It’s just harassment.” Many Cleveland residents say Bratenahl police target Black drivers to raise money for the village o…,1594665277085687808
2022-11-20T15:48:46.000Z,778895864,['1594357087559356416'],en,"RT @TheBuckeyeFlame: On this day each year, we honor the memories of those we have lost — and commit to building a safer, healthier, more j…",1594357087559356416
