text,created_at,author_id,edit_history_tweet_ids,id,lang
@altrux45 Hi there. Thanks for the suggestion! Could you also submit this as a feature request here: https://t.co/mOR67C0YbU &gt; help ('?' icon) &gt; Send feedback? Appreciate it.,2022-11-22T23:05:00.000Z,32468665,['1595191647125803008'],1595191647125803008,en
"@JohnBoardCT Hi there. Please submit feedback, you can also send it here: Google Drive app &gt; Menu &gt; Help &amp; feedback &gt; Send feedback.",2022-11-22T22:14:51.000Z,32468665,['1595179025567125504'],1595179025567125504,en
"@Errkgoswami Hi, Rajan. Are you having trouble using Google Drive? Give us the details &amp; we'd be happy to help.",2022-11-22T21:15:44.000Z,32468665,['1595164149973073920'],1595164149973073920,en
"@evanengel Hi, Evan. Please report the files to remove them and help train our systems (https://t.co/laF0d4Mhh2). We are constantly working to make our detection better and give users more options for managing the spam that sneaks through.",2022-11-22T20:11:54.000Z,32468665,['1595148086888009728'],1595148086888009728,en
@NikKundra Hi there. Let's connect you with our Support Team for help. Follow the link to get some help: https://t.co/oraycJxDBh. Keep us posted!,2022-11-22T19:17:44.000Z,32468665,['1595134451457073152'],1595134451457073152,en
"Sometimes you can’t get the whole family together for the big event. You can create a shared recipe folder in #GoogleDrive so you can still share a meal, even when you’re far apart. ❤️ → https://t.co/4GdXAWdcWi https://t.co/QxDOHgXHPm",2022-11-22T17:45:07.000Z,32468665,['1595111144993091584'],1595111144993091584,en
"@puneetkkala Hi, Puneet. Please report the files to remove them and help train our systems (https://t.co/laF0d4LJru). We are constantly working to make our detection better and give users more options for managing the spam that sneaks through.",2022-11-22T13:59:39.000Z,32468665,['1595054404545249280'],1595054404545249280,en
"@KRKamble2000 Hi there. Learn more on what will happen in your backups here: https://t.co/NbhjMf8D1e (see, ""Other apps""). Hope this helps!",2022-11-22T13:39:42.000Z,32468665,['1595049383854501889'],1595049383854501889,en
"@chrisevans937 Hi, Christopher. If an uploaded video appears to be still processing, you can download it from Google Drive and play it locally - even if you can't play it in the browser.",2022-11-22T12:59:09.000Z,32468665,['1595039180715069440'],1595039180715069440,en
"@chrisevans937 Hi, Christopher. Anything we can help you with? Let us know &amp; we'll look into it.",2022-11-22T11:44:18.000Z,32468665,['1595020341033979908'],1595020341033979908,en
"@NealBeforeZod Hi there. If you're having trouble viewing a file in Google Drive, you can consult our troubleshooting guide: https://t.co/stgrRsvFAe. Hope this helps!",2022-11-22T09:14:56.000Z,32468665,['1594982753061273600'],1594982753061273600,en
@NealBeforeZod Hi there. Are you having trouble using Google Drive? Give us the details &amp; we'd be happy to help.,2022-11-22T09:09:02.000Z,32468665,['1594981268374052864'],1594981268374052864,en
@VaradhKrish Hi there. Let's see if we can help further with this. Please follow us and let us know when you have so that we can reach out over DM. We’re here to help.,2022-11-22T07:45:41.000Z,32468665,['1594960294862028801'],1594960294862028801,en
@ytftuufrfvn Hi there. Thanks for reaching out! You can follow the instructions here to recover your account: https://t.co/dSleLvyjdO or start the process here: https://t.co/LimzItmS25.,2022-11-22T07:39:12.000Z,32468665,['1594958660286832640'],1594958660286832640,en
@NikKundra Hi there. Are you having trouble using Google Drive? Give us the details &amp; we'd be happy to help.,2022-11-22T04:01:24.000Z,32468665,['1594903848858095616'],1594903848858095616,en
"@Errkgoswami Hi, Rajan. What's going on with your Google Drive? Let us know &amp; we'll see if we can help.",2022-11-21T21:00:07.000Z,32468665,['1594797830988001281'],1594797830988001281,en
"@bubethi Hi again. Just checking in, are you still facing this issue? Let us know. We’re here to help.",2022-11-21T17:52:57.000Z,32468665,['1594750731034460160'],1594750731034460160,en
Find old files using search in #GoogleDrive ⬇️ https://t.co/xBu6gyuM46,2022-11-21T17:45:00.000Z,32468665,['1594748728581443584'],1594748728581443584,en
"@Chad_Ribarich Hi, Chad. Anything we can help you with? Let us know &amp; we'll look into it.",2022-11-21T17:07:57.000Z,32468665,['1594739402475012097'],1594739402475012097,en
@rodoxter Hi there. Dark mode is only available on Google Drive app. You can always let us know what you'd like to see in the future by going to Drive &gt; Help (question-mark icon) &gt; Send feedback.,2022-11-21T16:17:40.000Z,32468665,['1594726751250194432'],1594726751250194432,en
"@NeoParis Hi, Paris. Are you having trouble using Google Drive? Give us the details &amp; we'd be happy to help.",2022-11-21T08:54:23.000Z,32468665,['1594615193061019654'],1594615193061019654,en
@RVoucher Hi again. Let's connect you with our Support Team for help. Follow the link to get some help: https://t.co/oraycJxDBh. Keep us posted!,2022-11-21T08:47:49.000Z,32468665,['1594613540815572992'],1594613540815572992,en
@RVoucher Hi there. You can share the files and folders that you store in Google Drive with anyone. Learn more here: https://t.co/Brfy4diQOg. Let us know if that helps!,2022-11-21T08:15:19.000Z,32468665,['1594605364380520449'],1594605364380520449,en
@De__Vita__ Hi there. We'd like to chat further about this. Please follow us &amp; let us know when you do so we can reach out over DM.,2022-11-21T06:43:00.000Z,32468665,['1594582131723931651'],1594582131723931651,en
@drohaxs Hi there. Anything we can help you with? Let us know &amp; we'll look into it.,2022-11-20T23:11:03.000Z,32468665,['1594468393507516416'],1594468393507516416,en
@Hidden_Gem_LLC Hi there. Let's connect you with our Support Team for help. Follow the link to get some help: https://t.co/oraycJxDBh. Keep us posted!,2022-11-20T23:05:20.000Z,32468665,['1594466957042016260'],1594466957042016260,en
@Hidden_Gem_LLC Hi there. Clearing your browser's cache and cookies first may help: https://t.co/41qlXsXU5K. Let us know if that helps!,2022-11-20T22:16:00.000Z,32468665,['1594454539733962752'],1594454539733962752,en
"@IAMMAK_92 Hi, Mohammed. Review our tips here: https://t.co/SL7u6OX0BA Hope that helps!",2022-11-20T18:39:31.000Z,32468665,['1594400058237423616'],1594400058237423616,en
"@bubethi Hi, Fuanah. Are you having trouble using Google Drive? Give us the details &amp; we'd be happy to help.",2022-11-20T16:31:30.000Z,32468665,['1594367841557516290'],1594367841557516290,en
"@Hidden_Gem_LLC Hi there. If you're syncing large numbers of files at the same time, please try doing them separately. Let us know if that works.",2022-11-19T23:11:11.000Z,32468665,['1594106039024193536'],1594106039024193536,en
"@RaWhoolVijay Hi, Rahul. Please check your internet connection by doing a Google search for 'internet speed test' as connection may be poor. Keep us updated!",2022-11-19T21:52:36.000Z,32468665,['1594086262943752193'],1594086262943752193,en
"@jain_mehul53 Hi, Mehul. Let's connect you with our Support Team for help. Follow the link to get some help: https://t.co/oraycJybqP. Keep us posted!",2022-11-19T19:32:56.000Z,32468665,['1594051116903587841'],1594051116903587841,en
"@jain_mehul53 Hi, Mehul. Check out our tips to fix payments issues here: https://t.co/KcObQpqhgm. Let us know if it helps!",2022-11-19T19:23:56.000Z,32468665,['1594048851953991681'],1594048851953991681,en
