id,edit_history_tweet_ids,created_at,author_id,lang,text
1595185812097961987,['1595185812097961987'],2022-11-22T22:41:49.000Z,1396604901162168322,en,"RT @RepAndyBiggsAZ: These sick individuals should have never been in our country in the first place. 

The Biden Administration should be e…"
1595185341316595713,['1595185341316595713'],2022-11-22T22:39:57.000Z,1396604901162168322,en,RT @44MagnumBlue1: U.S. Marine Corps Staff Sergeant Kenneth Alvin Baker selflessly sacrificed his life in the service of our country on Nov…
1595184912566571011,['1595184912566571011'],2022-11-22T22:38:14.000Z,1396604901162168322,en,"RT @44MagnumBlue1: U.S. Army Private First Class Kenneth Grant Owens was killed in action on November 22, 1967 in Kontum Province, South Vi…"
1595183905761550336,['1595183905761550336'],2022-11-22T22:34:14.000Z,1396604901162168322,en,"RT @44MagnumBlue1: United States Army Specialist Four George Osborne Jr. was killed in action on November 22, 1967 in Kontum Province, Sout…"
1595183248107311106,['1595183248107311106'],2022-11-22T22:31:38.000Z,1396604901162168322,en,"RT @44MagnumBlue1: United States Marine Corps Lance Corporal George Lee Barnes was killed in action on November 22, 1968 in Quang Nam Provi…"
1595183090657382403,['1595183090657382403'],2022-11-22T22:31:00.000Z,1396604901162168322,en,"RT @44MagnumBlue1: U.S. Army Private First Class McElree Mays Jr. was killed in action on November 22, 1967 in Binh Thuan Province, South V…"
1595182951272177664,['1595182951272177664'],2022-11-22T22:30:27.000Z,1396604901162168322,en,"RT @44MagnumBlue1: United States Marine Corps Corporal Ben Carlos Burge was killed in action on November 22, 1968 in Quang Nam Province, So…"
1595133692263157760,['1595133692263157760'],2022-11-22T19:14:43.000Z,1396604901162168322,en,"RT @willo1246: #NeverForget LCpl Demarkus D. Brown, 22, of Martinsville, Va.; assigned to 1st Battalion, 8th Marine Regiment, 2nd Marine Di…"
1595133419675324416,['1595133419675324416'],2022-11-22T19:13:38.000Z,1396604901162168322,en,"RT @44MagnumBlue1: United States Army Corporal James Leonard Travis Jr. was killed in action on November 22, 1967 in Binh Dinh Province, So…"
1595133340092596225,['1595133340092596225'],2022-11-22T19:13:19.000Z,1396604901162168322,en,"RT @ScottPresler: Republicans must have an all-of-the-above approach when it comes to voting.

Waiting until Election Day to vote means we’…"
1594894524798668800,['1594894524798668800'],2022-11-22T03:24:21.000Z,1396604901162168322,en,"RT @Rach_IC: As promised, here is the ""pretty bombshell"" article. Contrary to the MSM's (WaPo #FakeNews) whitewashing of how heavily GOP th…"
1594894110040936450,['1594894110040936450'],2022-11-22T03:22:42.000Z,1396604901162168322,en,RT @usmc1940: #OnThisDay 1943 D+1 Battle of Tarawa.  1stLt Alexander “Sandy” Bonnyman Jr. led a team of Marines in an assault on a bombproo…
