id,created_at,text,lang,author_id,edit_history_tweet_ids
1595134427621101568,2022-11-22T19:17:38.000Z,"RT @Brett_McMurphy: Butkus Award finalists, signifying nation’s top linebacker

Jack Campbell, Iowa
Jamon Dumas-Johnson, Georgia
Daiyan Hen…",en,1461914065383698433,['1595134427621101568']
1595038855723368450,2022-11-22T12:57:52.000Z,"RT @JRown32: In his first 5 full games played in the NFL (not counting Tampa game he was injured in), Kenny Pickett has attempted 206 passe…",en,1461914065383698433,['1595038855723368450']
1594952871954747392,2022-11-22T07:16:12.000Z,"@CincySlangin All super fair points…definitely love play the pups too. We’re a bubble team at best so let’s get some minutes for them

Vik definitely will dictate the Ws and Al’s",en,1461914065383698433,['1594952871954747392']
1594925980103098370,2022-11-22T05:29:20.000Z,@GoBearcatsMBB @_jarretthensley Chargeeeeee 🔥,en,1461914065383698433,['1594925980103098370']
1594925876021444608,2022-11-22T05:28:55.000Z,@ChadBrendel We definitely took the momentum into the 2nd,en,1461914065383698433,['1594925876021444608']
1594925785164701696,2022-11-22T05:28:34.000Z,Never felt better about being down 10! Grit!,en,1461914065383698433,['1594925785164701696']
1594923975079075843,2022-11-22T05:21:22.000Z,@ChadBrendel Real quick,en,1461914065383698433,['1594923975079075843']
1594853758562930688,2022-11-22T00:42:21.000Z,RT @acsmith37: #BearcatsInTheNFL,qht,1461914065383698433,['1594853758562930688']
1594637216697155585,2022-11-21T10:21:54.000Z,RT @Blitz_Burgh: Bengals linebacker Germaine Pratt on the Steelers offense: “Just settling down. It was us giving them plays. We knew what…,en,1461914065383698433,['1594637216697155585']
1594540407601463296,2022-11-21T03:57:12.000Z,"RT @mattwensing: i still work at twitter

i used to attend meetings about tweaking the icons

last night i drank 8 redbulls and rewrote the…",en,1461914065383698433,['1594540407601463296']
1594516780399136769,2022-11-21T02:23:19.000Z,"RT @TheSpursUpShow: “Just drop yo nuts.”

Cam Smith with an all-time quote in the postgame 😂😂😂😂😂 https://t.co/fjNIHx8cL0",en,1461914065383698433,['1594516780399136769']
1594430863986638848,2022-11-20T20:41:55.000Z,"RT @AlbertBreer: Sauce Gardner make plays every single week.

Defensive Rookie of the Year leader by a decent market right now.",en,1461914065383698433,['1594430863986638848']
1594356906163855360,2022-11-20T15:48:02.000Z,@AllanHenle @BranH2003 😂😂😂,und,1461914065383698433,['1594356906163855360']
1594316000463581185,2022-11-20T13:05:30.000Z,RT @theRealKiyosaki: I love Elon Musk. When his employees refused to come to work he told them to look for new jobs. When one of his woke e…,en,1461914065383698433,['1594316000463581185']
1594315874902904835,2022-11-20T13:05:00.000Z,"RT @TheStateOfCincy: Win against Tulane on Friday… we are in the AAC champions at Nippert Stadium.

Win the AAC championship… we are going…",en,1461914065383698433,['1594315874902904835']
1594315382583709698,2022-11-20T13:03:02.000Z,RT @elonmusk: @nypost Oh forget it who cares,en,1461914065383698433,['1594315382583709698']
1594315366565552130,2022-11-20T13:02:58.000Z,RT @RenataKonkoly: @elonmusk @nypost https://t.co/x4g3OWLQF7,qme,1461914065383698433,['1594315366565552130']
1594171019303976961,2022-11-20T03:29:23.000Z,RT @PamelaHensley22: Elon Musk is running twitter with only 50 employees? It is going to become profitable very quickly. What were those 75…,en,1461914065383698433,['1594171019303976961']
1594170382189268993,2022-11-20T03:26:52.000Z,RT @Patrick_Huffman: Gino might be the worst red zone play caller I’ve ever seen.,en,1461914065383698433,['1594170382189268993']
1594123299721826304,2022-11-20T00:19:46.000Z,@BearcatJournal @ChadBrendel @acsmith37 live nightcap???,en,1461914065383698433,['1594123299721826304']
1593984498563162112,2022-11-19T15:08:13.000Z,RT @elonmusk: Trump poll getting ~1M votes/hour!,en,1461914065383698433,['1593984498563162112']
1593082723723538432,2022-11-17T03:24:54.000Z,@Williams_Justin This UC team gonna smack that ass next year,en,1461914065383698433,['1593082723723538432']
1593082609193881602,2022-11-17T03:24:26.000Z,RT @ChadBrendel: Therapy session Night Cap incoming. Rough day for the #Bearcats,en,1461914065383698433,['1593082609193881602']
1592971912602615808,2022-11-16T20:04:34.000Z,RT @vito141414: @ChadBrendel No need to talk about this any further ... Keep grinding @CoachWesMiller,en,1461914065383698433,['1592971912602615808']
1592369706727608320,2022-11-15T04:11:37.000Z,@isaiahcollier04 https://t.co/R8BmAUDQmz,qme,1461914065383698433,['1592369706727608320']
1592259166768594944,2022-11-14T20:52:22.000Z,"RT @ChadBrendel: If both teams win this weekend, this will be for a spot in the AAC championship game. Noon. Nippert. See everyone there. #…",en,1461914065383698433,['1592259166768594944']
1592133567756529664,2022-11-14T12:33:17.000Z,@bridgtowndaniel @ChadBrendel @isaiahcollier04 What a dumb take,en,1461914065383698433,['1592133567756529664']
1592011697031901186,2022-11-14T04:29:01.000Z,@On3Recruits @Camcalhoun01 @samspiegs @ChadSimmons_ @JeremyO_Johnson I just hope he doesn’t choose UK. Talk about going to a school to live in the shadows and never win a championship.,en,1461914065383698433,['1592011697031901186']
1592010889024180224,2022-11-14T04:25:48.000Z,RT @SKBearcatReport: After a UK visit - Winton Woods DB decommits from Cincinnati. UK gave Vandy their first SEC win since 2019 yesterday,en,1461914065383698433,['1592010889024180224']
1591956141747363842,2022-11-14T00:48:15.000Z,@marqueseasley10 @GoBearcatsFB https://t.co/2kGxjKJfkb,qme,1461914065383698433,['1591956141747363842']
