author_id,text,created_at,lang,edit_history_tweet_ids,id
1490542953328173056,RT @IdlemanShane: Why did I say the names of the 12 Republican senators who voted for the Respect for Marriage act? Take a listen and find…,2022-11-22T21:56:19.000Z,en,['1595174363258826752'],1595174363258826752
1490542953328173056,"RT @ProjectBubbly: Bubbly &amp; Friends 🫧 x Hey! Reap3r💀
2 WL Spots Giveaway (Free Mint)

To Enter👇
✅Follow @Hey_Reap3r &amp; @ProjectBubbly &amp; @Ice…",2022-11-22T20:30:21.000Z,en,['1595152729759830017'],1595152729759830017
1490542953328173056,"RT @moyo_world: We're moving our manufacturing plant 🏭👩‍🏭👨‍🏭!
Shenzhen is too nice of a city not to have a factory there!  #Shenzhen   #ele…",2022-11-22T19:14:01.000Z,en,['1595133519075987458'],1595133519075987458
1490542953328173056,"RT @winwinbank: 🏆Dünya Kupasında Da Güvenin Adresi #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/oUiDnuefFE",2022-11-22T16:55:01.000Z,tr,['1595098536588107783'],1595098536588107783
1490542953328173056,"RT @UtilityNet_: 🧐🧐🧐#UtilityNet Will start a new and unmissable #technological #revolution 

#utility #utilitynet #BigData #Analytics #Data…",2022-11-22T15:06:44.000Z,en,['1595071286497140736'],1595071286497140736
1490542953328173056,"RT @DaoNfinity: Bears are lovely, so would be the bear market.🐻🐻🐻

@iteunkkiant @Octofan_NFT @Degenxulka @JpegFKVCVP @jaypeNTEOD @Luckypunk…",2022-11-22T13:46:52.000Z,en,['1595051187170152448'],1595051187170152448
1490542953328173056,RT @daPang70456438: #2022世界杯预测冠军 #开云体育 #世界杯 #足球 #亚博 #游戏 Better to light one candle than to curse the darkness。 https://t.co/pX3u2JlQvZ,2022-11-22T12:57:06.000Z,en,['1595038662290378752'],1595038662290378752
1490542953328173056,"RT @malena_rector: I really want to see a midnight movie
❤️：p991p992
#杭州
#杭州学生
#杭州上门 https://t.co/IRgoQGdrAv",2022-11-22T12:06:09.000Z,en,['1595025842132094979'],1595025842132094979
1490542953328173056,RT @kaiyun830: #2022世界杯预测冠军 #开云体育 #世界杯 #足球 #亚博 #游戏 Happiness is good health and a bad memory。 https://t.co/RQ2OYU1OUj,2022-11-22T11:17:55.000Z,en,['1595013705279881216'],1595013705279881216
1490542953328173056,RT @corkstr11: There is no garden without its weeds.           #文爱 #裸聊 #视频 #磕炮 https://t.co/jKyVRPGvqN,2022-11-22T10:11:40.000Z,en,['1594997031042523140'],1594997031042523140
