id,edit_history_tweet_ids,created_at,author_id,lang,text
1595134421333553152,['1595134421333553152'],2022-11-22T19:17:36.000Z,937760573365743616,qht,RT @larryelder: #WeveGotACountryToSave
1595134378275147776,['1595134378275147776'],2022-11-22T19:17:26.000Z,937760573365743616,en,"@RivalIndigo @77caneboy @veryrealbatman @DavidWolfe We were the first nation to put Chains on what the government can and can't do! 
A government that isn't restricted runs rough shod over it's citizens!"
1595133719521611776,['1595133719521611776'],2022-11-22T19:14:49.000Z,937760573365743616,en,"@CharlesAugust33 @welintukonis @DavidWolfe Slavery is also alive and well with the Sex Trafficking that's coming in over the border! 
Any great nation has had
 it's flaws.
And in the US one is as oppressed as they ""CHOOSE"" to be internally 
Not externally!"
1595131568615723009,['1595131568615723009'],2022-11-22T19:06:16.000Z,937760573365743616,en,"@atensnut 
Hey Juanita! 
How ya been! 
Been a while since I've seen you in my TL !"
1595097611492642818,['1595097611492642818'],2022-11-22T16:51:20.000Z,937760573365743616,en,@c_cgottlieb @chadfelixg @HouseGOP Oh yeah we can hope!
1595096315851329537,['1595096315851329537'],2022-11-22T16:46:11.000Z,937760573365743616,en,@HHyperinflation @AmiHorowitz @fringe_canadian Yet they failed to mention he tried to make himself president for life like Hugo Chavez did!
1595096082056241152,['1595096082056241152'],2022-11-22T16:45:16.000Z,937760573365743616,en,"@HHyperinflation @AmiHorowitz @fringe_canadian More than just Soros! 
Also the Former President of El Salvador.
Zeleyas! 
You remember him!?.
He's the one who tried to make himself a dictator and the government threw him out of office .
Obama and Hillary pitched a fit saying the removed a duely elected president."
1595093034600759297,['1595093034600759297'],2022-11-22T16:33:09.000Z,937760573365743616,en,@c_cgottlieb @chadfelixg @HouseGOP Don't count on to much really happening Carl! Especially where the Freedom caucus is on things. And Garland will drag his feet on any criminal referrals!
1595071151914766337,['1595071151914766337'],2022-11-22T15:06:12.000Z,937760573365743616,en,"@chadfelixg @c_cgottlieb Well the left is trying to connect his actions to his estranged Grandfather who is a Republican Assemblyman in Riverside county CA.
They are calling for him to resign before he has to step down after he lost re election!"
1595070166618214401,['1595070166618214401'],2022-11-22T15:02:17.000Z,937760573365743616,en,"OMG! 
Is @wapo using a R-R-R-RACIST Trope!? 
@larryelder @DiamondandSilk @TheOfficerTatum @SebGorka @MrReaganUSA https://t.co/PXZ3eOvbw2"
1595069374683287553,['1595069374683287553'],2022-11-22T14:59:08.000Z,937760573365743616,en,"@its_the_Dr Plus the nutty left is trying to connect his actions to his Grandfather who is a California Republican Assemblyman here in Riverside county CA. Calling for him to resign! 
Like it's his fault! 
@MattWalshBlog"
1595057533487415296,['1595057533487415296'],2022-11-22T14:12:05.000Z,937760573365743616,en,@julie_kelly2 And ya notice that she puts Work before Family!?
1595057370505383939,['1595057370505383939'],2022-11-22T14:11:26.000Z,937760573365743616,en,"@julie_kelly2 I love how some liberals say that if Trump didn't cooperate with a deposition that  he's guilty! 
It's good that the Judge called her BS !"
1594782328374628372,['1594782328374628372'],2022-11-21T19:58:31.000Z,937760573365743616,en,"RT @BreitbartNews: Republican state treasurers from across the country launched their strategies against leftist Environmental, Social, and…"
1594782112355389446,['1594782112355389446'],2022-11-21T19:57:39.000Z,937760573365743616,en,Hell the FBI denied for decades that the Italian Mafia existed! https://t.co/ZoJDqH4ON7
1594781499710050304,['1594781499710050304'],2022-11-21T19:55:13.000Z,937760573365743616,en,@NUforever52 @FordFleetRacing The equipment issues at the centers that had machine and printer issues!
1594781218809450496,['1594781218809450496'],2022-11-21T19:54:06.000Z,937760573365743616,en,"@NUforever52 @FordFleetRacing Good! 
Was listening to Kirk and he's had thousands of people emailing him about their experience in Maricopa county! 
One said that the line was over a mile long ,the vote center was a small church. Up to 5 hour wait! 
63 percent of centers had issues due to"
1594780027895263232,['1594780027895263232'],2022-11-21T19:49:22.000Z,937760573365743616,en,"@c_cgottlieb @AFTunion @NEAToday I remember this! 
UTLA wanted the same!"
1594778602456854528,['1594778602456854528'],2022-11-21T19:43:43.000Z,937760573365743616,en,@WalkAwayDamo There should be no crying in Soccer!. https://t.co/tdsNmP6r7c
1594751072517558273,['1594751072517558273'],2022-11-21T17:54:19.000Z,937760573365743616,en,@pvtjokerus But wasn't that what the FBI was foolishly doing John!
1594439981270900736,['1594439981270900736'],2022-11-20T21:18:09.000Z,937760573365743616,en,"@JoJoFromJerz Ok Jo! 
So are these guys exempt because that aren't White Supremacists or Oath keepers,or Proud Boys!?
@BYLuvJedi 
https://t.co/uHMCLbPCak"
