text,created_at,author_id,edit_history_tweet_ids,id,lang
@N76247476Man Oh gees why does that matter . I talked to someone on Facebook for a year and neither of us knew each others race. She was black and of course I am white. We are still friends. People dwell too much on stuff.,2022-11-22T23:14:29.000Z,283729215,['1595194033382498306'],1595194033382498306,en
@ksorbs It is great they are canceling themselves. That creates a void for others who can think for themselves.,2022-11-22T23:12:17.000Z,283729215,['1595193479168229376'],1595193479168229376,en
"@mosstache @elonmusk Yeah but his response is so hilarious, it makes you want to keep coming back to see what he says next.",2022-11-22T23:11:32.000Z,283729215,['1595193290399399942'],1595193290399399942,en
@vgclements1 They do not like the posting of scriptures. I got put in Facebook jail for a week once because I posted a scripture on how we are to forgive our enemies. They considered it hate speech.,2022-11-22T23:08:56.000Z,283729215,['1595192637052669952'],1595192637052669952,en
@EdibleWildFood There is an advantage to it's invasiveness. It breaks down wood very quickly and makes forest more fertile.,2022-11-22T23:07:00.000Z,283729215,['1595192151948025857'],1595192151948025857,en
"RT @EdibleWildFood: Garlic mustard (Alliaria petiolata) may be a plant that's invasive to North America, but it is green and edible through…",2022-11-22T23:06:07.000Z,283729215,['1595191926772441088'],1595191926772441088,en
@N76247476Man Wow I think her and Pelosi compete on who can say the most senseless and mindless stuff.,2022-11-22T23:04:28.000Z,283729215,['1595191513469820932'],1595191513469820932,en
@ACTBrigitte It will crash their stock. He should wait until their stock drops then buy them. I know many I have already switched from apple devices to android. I could switch a lot more over to android it they removed the Twitter app.,2022-11-22T23:01:58.000Z,283729215,['1595190882185220100'],1595190882185220100,en
My friends awarded me this because I get out of facebook jail for about a week and then I get another 30 days lol. https://t.co/SYIKnkdJQj,2022-11-22T23:00:22.000Z,283729215,['1595190480647643138'],1595190480647643138,en
"RT @thepairodocs: Our latest Substack looks at how doctors are ""educated"" and how scientific ""facts"" are created. My own red pill moment...…",2022-11-22T22:53:15.000Z,283729215,['1595188688610332672'],1595188688610332672,en
@BohemianAtmosp1 None of the unvaccinated people I know got long Covid. I don't know any unvaccinated who died from Covid but I do know a few vaccinated who died from Covid.,2022-11-22T22:52:23.000Z,283729215,['1595188472691757060'],1595188472691757060,en
@TomFitton The DOJ and FBI would take them back if they did.,2022-11-22T22:50:52.000Z,283729215,['1595188090720731136'],1595188090720731136,en
@GioBruno1600 He experimented on infants and many of them died and he did not go to jail so it is unlikely to happen now.,2022-11-22T22:49:12.000Z,283729215,['1595187672108204034'],1595187672108204034,en
"@PeterDClack Yeah but wait till they see what the deforestation does that they will need to do in order to put up their wind and solar farms. It will reduce soil fertility, cause flooding and erosion, and drive many animals to extinction.",2022-11-22T22:48:22.000Z,283729215,['1595187459750789120'],1595187459750789120,en
We better prepare for the negative consequences when they deforest to set up their wind and solar farms. https://t.co/xQqOMhzDUW,2022-11-22T21:16:31.000Z,283729215,['1595164347348619265'],1595164347348619265,en
We need to get use to this because they will have to deforest about 50% of the forest in the U.S. in order to set up their wind and solar farms. https://t.co/OMxYmbmdoL,2022-11-22T21:11:46.000Z,283729215,['1595163151024427008'],1595163151024427008,en
Since they say we will have to deforest half the forest in the U.S. for solar farms and wind farms lets see how that effects the environment. https://t.co/Jnu8hsL2Lj,2022-11-22T21:07:47.000Z,283729215,['1595162147516223489'],1595162147516223489,en
Yeah lets cut those trees down to put up wind and solar farms. https://t.co/G6kT3ktLXi,2022-11-22T21:00:54.000Z,283729215,['1595160416157851649'],1595160416157851649,en
Time to show the climate alarmist what they are doing to the environment.,2022-11-22T20:48:40.000Z,283729215,['1595157335961669632'],1595157335961669632,en
https://t.co/cVjZQ9mLj0,2022-11-22T20:43:16.000Z,283729215,['1595155977568862208'],1595155977568862208,zxx
Path to Extinction: Giant Wind &amp; Solar Farms Destroying Habitat &amp; Threatening Endangered Species https://t.co/dc3z1uiPu1 via @StopTheseThings,2022-11-22T20:40:24.000Z,283729215,['1595155256660594690'],1595155256660594690,en
Huge areas of forest destroyed to make way for 7 wind farms https://t.co/U8bLBxe4Lz,2022-11-22T20:37:43.000Z,283729215,['1595154580387815424'],1595154580387815424,en
https://t.co/pP6y5RQ9cj,2022-11-22T20:34:04.000Z,283729215,['1595153661654896640'],1595153661654896640,zxx
@ClayTravis The PCR test was the biggest scam during the shamdemic. https://t.co/8Je2ueKgNQ,2022-11-22T20:15:30.000Z,283729215,['1595148991871975424'],1595148991871975424,en
RT @Dorrie027: 👇🏻👇🏻 https://t.co/vTDTxIZvNU,2022-11-22T20:12:31.000Z,283729215,['1595148239044763648'],1595148239044763648,und
@drsimonegold @AFLDSorg I researched all you all before I accepted what you was saying as being truthful. Anyone with a bit of intelligence would . So they would know when people are lying about you.,2022-11-22T20:10:50.000Z,283729215,['1595147817206841344'],1595147817206841344,en
"RT @SpacePirate144: Trust the science, even though it keeps leading straight back to multi-national, profit driven, corporate pharmaceutica…",2022-11-22T20:07:15.000Z,283729215,['1595146913761808384'],1595146913761808384,en
@DiedSuddenly_ Says the man who experimented on orphans and many of them died.,2022-11-22T20:05:56.000Z,283729215,['1595146582215000064'],1595146582215000064,en
@samanthamarika1 Has been for 50 years I remember when he experimented on orphans and many of them died. I remember when HIV patients were begging him to stop killing them. Why has no one put him in jail?,2022-11-22T20:04:44.000Z,283729215,['1595146281135280128'],1595146281135280128,en
@catturd2 Made my day lol,2022-11-22T20:01:39.000Z,283729215,['1595145506346663936'],1595145506346663936,en
"RT @KEriksenV2: To everyone that supports Central Bank Digital Currencies......

What happens when the power goes out?",2022-11-22T20:01:06.000Z,283729215,['1595145367145746433'],1595145367145746433,en
RT @DrAseemMalhotra: We don’t need more data to stop the mRNA jabs now. What’s going on can ONLY be explained by the downstream effect of a…,2022-11-22T20:00:33.000Z,283729215,['1595145226762739713'],1595145226762739713,en
@catturd2 @BreitbartNews Rofl this is the hardest I have laughed all day. You definitely made Twitters most hilarious today.,2022-11-22T19:38:53.000Z,283729215,['1595139775912357888'],1595139775912357888,en
"I doubt they ever investigate this. 

https://t.co/1rwc2h7N7Z",2022-11-22T19:34:01.000Z,283729215,['1595138550391267328'],1595138550391267328,en
"@JayGordonDesign @NaturallyFTW The amish take care of each other. A few got the vaccine. It harmed them, word spread rapidly through the community not to get the vaccine. I had talked to quite a few of them.",2022-11-22T19:21:14.000Z,283729215,['1595135333209104385'],1595135333209104385,en
@RealJamesWoods You only have to suppress truth it defends itself. When a lie needs defended it takes more lies until it becomes obvious they are lying. By suppressing the truth they do not have to defend the lie. They fear the truth.,2022-11-22T19:19:44.000Z,283729215,['1595134957529485312'],1595134957529485312,en
@TonyClimate It doesn't even take a science degree to see their error. They have deforested many areas in order to put up wind farms and solar farms. Can you imagine what that is going to do to the climate. Seems they are doing the opposite of what they should be doing.,2022-11-22T19:17:06.000Z,283729215,['1595134292166082560'],1595134292166082560,en
@SpacePirate144 Even ones that used to promote vaccines are now speaking out.,2022-11-22T19:13:47.000Z,283729215,['1595133457256312833'],1595133457256312833,en
@POTUS Why are you all working so hard to hide the covid vaccine deaths? https://t.co/J7gT3M1YDB,2022-11-22T19:10:50.000Z,283729215,['1595132715569143810'],1595132715569143810,en
@POTUS That is a lie and you know it because the CDC data came out showing the vaccinated are the ones spreading disease. https://t.co/rR2hPQhKAJ,2022-11-22T19:10:07.000Z,283729215,['1595132538447888385'],1595132538447888385,en
@awakeandseeing I warned this was going to happen. It makes me sad it is happening but many of the animals they tested the jabs on got cancer.,2022-11-22T19:08:30.000Z,283729215,['1595132131680083968'],1595132131680083968,en
"RT @gehrig38: To be clear, not getting vaccinated means you are 100% guaranteed NOT to die from vaccine side effects and 99.8% protected fr…",2022-11-22T19:06:51.000Z,283729215,['1595131715592531968'],1595131715592531968,en
@RepAndyBiggsAZ I could list a long list of immoral practices and possibly illegal things Fauci has done over the years. Why did it take 50 years before anyone decided to do anything about it?,2022-11-22T18:59:56.000Z,283729215,['1595129973295452160'],1595129973295452160,en
@RepAndyBiggsAZ I remember when he experimented on orphans and many of them died. Why was he not put in jail then? I remember when HIV patients were begging him to stop killing them. The drugs he was recommending was killing more HIV patients then they helped. Why was his licensed not revoked?,2022-11-22T18:58:27.000Z,283729215,['1595129602183409665'],1595129602183409665,en
"RT @woodymatters: I call it the spider web… 

How Money, Government, and Big Pharma Are Intricately Intertwined https://t.co/q5r64fwZ3P",2022-11-22T18:53:47.000Z,283729215,['1595128424737427456'],1595128424737427456,en
RT @whatgives1313: Imagine taking vaccine after vaccine after vaccine for an illness with a 99.7% survival rate….,2022-11-22T18:51:43.000Z,283729215,['1595127907063848960'],1595127907063848960,en
@MarshaBlackburn Nope I didn't when they implemented them the first time. I have friends that work in the medical industry and they new it does not stop the spread of disease.,2022-11-22T18:40:28.000Z,283729215,['1595125075123924993'],1595125075123924993,en
"@ZubyMusic You , Clint Eastwood.",2022-11-22T18:38:51.000Z,283729215,['1595124666548752385'],1595124666548752385,en
@Arwenstar It is why they are trying to force vaccines on the unvaccinated. We are proof of the harm being done because we are healthier.,2022-11-22T18:36:22.000Z,283729215,['1595124042004299776'],1595124042004299776,en
RT @DarlaShine: I was woken up with a 6am text from a friend. Her son's bff found dead in bed this morning. 25. Healthy. Worked in finance…,2022-11-22T18:35:35.000Z,283729215,['1595123846365208578'],1595123846365208578,en
@elonmusk @waitbutwhy Those who suppressed free speech for Hitler thought they were the good guys. So glad I can say that. I said that on Facebook and got put in Facebook jail for a month.,2022-11-22T18:34:45.000Z,283729215,['1595123635685326849'],1595123635685326849,en
@POTUS You depleted our oil reserves what will our military do if they need that oil?,2022-11-22T18:33:15.000Z,283729215,['1595123258063736832'],1595123258063736832,en
"RT @Censored4sure: If “Covid” isn’t real then what killed “a million” people? 

•Malnutrition 
•Vaccines
•Weakened lymphatic system/ can’t…",2022-11-22T18:32:30.000Z,283729215,['1595123070708375552'],1595123070708375552,en
PARP1 and XRCC1 exhibit a reciprocal relationship in genotoxic stress response .Overexpressed in cancer. https://t.co/82s0Pimeb9,2022-11-22T17:38:57.000Z,283729215,['1595109592354078720'],1595109592354078720,en
https://t.co/RU6fFhe9Jm,2022-11-22T16:24:16.000Z,283729215,['1595090797275533313'],1595090797275533313,zxx
@consequence He always has been a drama queen even in school he was. What has he done to protect free speech or to help others?,2022-11-22T16:22:37.000Z,283729215,['1595090384878723072'],1595090384878723072,en
Turtles All The Way Down https://t.co/5qWP7Lo3H2,2022-11-22T15:09:20.000Z,283729215,['1595071940598833152'],1595071940598833152,en
https://t.co/M61H2GAfuV,2022-11-22T14:43:21.000Z,283729215,['1595065402895245321'],1595065402895245321,zxx
"RT @CheriVanders: A must read! 
Turtles All The Way Down https://t.co/V0McKoXGaW",2022-11-22T14:43:04.000Z,283729215,['1595065332494106624'],1595065332494106624,en
"RT @Censored4sure: What’s the worst that can happen? It’s rare they said. They took the jab &amp; nothing happened to them, so it must be fake…",2022-11-22T14:42:56.000Z,283729215,['1595065299543392257'],1595065299543392257,en
"RT @BernieSpofforth: CANADA - Your bank is preparing to roll out CBDCs. 

Those vaccine passports didn’t set you free, they forced you down…",2022-11-22T14:33:23.000Z,283729215,['1595062895444131841'],1595062895444131841,en
Those who live in Pennsylvania and are stuck using dailup internet. Starlink is now available in Pennsylvania. https://t.co/Du39xbzXKb,2022-11-22T14:31:03.000Z,283729215,['1595062307339792385'],1595062307339792385,en
@SpaceX Awesome now available in Pennsylvania. I can't wait to tell people they can get rid of their dailup internet.,2022-11-22T14:30:08.000Z,283729215,['1595062077336727552'],1595062077336727552,en
@LongCovidWeekly Yes people who are vaccine injured or get tick born illness experience this. Research CIRS. It is chronic systemic low grade inflammation and excess oxidative stress. Caused by someone having a comorbidity and something pushed the body too far for it to heal.,2022-11-22T14:28:20.000Z,283729215,['1595061621772226562'],1595061621772226562,en
@bratat22 https://t.co/gojE5w6rFt,2022-11-22T14:26:29.000Z,283729215,['1595061158381248513'],1595061158381248513,qme
@elonmusk You missed Pennsylvania. We need Starlink here. Many are still using dailup internet.,2022-11-22T14:25:12.000Z,283729215,['1595060832886755328'],1595060832886755328,en
@VeronikaSimms My mom was perceptive. She told me to stay away from the hippies because they are gullible and can be talked into anything. Looks like she was right.,2022-11-22T14:24:23.000Z,283729215,['1595060629370724360'],1595060629370724360,en
RT @Liz_Wheeler: Ontario doctors are instructed to medicate you if you don't want to take the COVID vaccine. More here: https://t.co/hBDcKu…,2022-11-22T14:23:12.000Z,283729215,['1595060329989505024'],1595060329989505024,en
@lord_brouhaha https://t.co/HNwbmfxHcv,2022-11-22T14:22:40.000Z,283729215,['1595060197621366784'],1595060197621366784,qme
@lord_brouhaha https://t.co/rR2hPQhcLb,2022-11-22T14:22:08.000Z,283729215,['1595060061369507842'],1595060061369507842,qme
@lord_brouhaha Most likely increase vaccination which will increase the spread of disease. https://t.co/Is2iOFprfH,2022-11-22T14:21:38.000Z,283729215,['1595059935867506688'],1595059935867506688,en
@Veritatem2021 They throw statistics and data around to manipulate people to get them to believe what they want but ignore obvious and basic facts from history. Why do they ignore the impact deforesting will have in order to put up their green energy?,2022-11-22T14:20:10.000Z,283729215,['1595059566735237122'],1595059566735237122,en
@Veritatem2021 They need to research what happened in the west when the settlers did mass deforesting. Most of the land that did that do remain a desert even now.,2022-11-22T14:18:10.000Z,283729215,['1595059065486708736'],1595059065486708736,en
@Veritatem2021 Here we go again. How many trees are cut down to produce gas? If any are cut down during gas production they are usually replanted. Once they cut down trees to put up wind farms or solar farms the trees are not replaced they cannot be.,2022-11-22T14:17:23.000Z,283729215,['1595058866462539781'],1595058866462539781,en
@catturd2 Going to sit around eating our cans of beans reminiscing about the times before Biden when we could afford turkey.,2022-11-22T14:15:33.000Z,283729215,['1595058404330180608'],1595058404330180608,en
@DrCameronMurray They will most likely be dead. While they were panicking most of the rest of us was learning how to prevent getting ill by supporting the body with nutrients. The rest gave in to false fears and now their bodies are slowly being destroyed.,2022-11-22T14:14:30.000Z,283729215,['1595058143372902402'],1595058143372902402,en
@Arwenstar The same ones gripping about Alex Jones also support abortion. They are having contradicting ideals. No wonder those people are never happy they have no self identity.,2022-11-22T14:12:51.000Z,283729215,['1595057726551429122'],1595057726551429122,en
They use nano particles in Vaccines and processed foods. This causes DNA replicative stress which can cause cancer. https://t.co/UgPyEm7wk1,2022-11-22T14:10:55.000Z,283729215,['1595057241492709377'],1595057241492709377,en
@pkaxiom Projecting a person's guilt onto others is a common tactic of narcissist. When someone accuses other of things with no evidence or they exaggerate the evidence a person should be very cautious about believing them.,2022-11-22T13:00:39.000Z,283729215,['1595039555148828672'],1595039555148828672,en
@SwannRose1 I have been warning about how toxic our food supply is and how it is changing peoples gender identities. https://t.co/4LRPb1dWbo,2022-11-22T12:58:32.000Z,283729215,['1595039025374679083'],1595039025374679083,en
@SwannRose1 Yep they both are high in glyphosate which is a known endocrine disruptor.,2022-11-22T12:57:32.000Z,283729215,['1595038773376684032'],1595038773376684032,en
@Natasha_Walter https://t.co/FZSldgfKfr,2022-11-22T12:56:34.000Z,283729215,['1595038531554279425'],1595038531554279425,qme
@Natasha_Walter https://t.co/wIOp6H9I85,2022-11-22T12:56:03.000Z,283729215,['1595038398372347905'],1595038398372347905,qme
"@Natasha_Walter Lets see you all want to cut down trees to put up solar farms and wind farms. Tell me again how cutting down forest is protecting the environment. Beside you broke the law, you should go to jail. Shame on you pushing false fears to get your agenda pushed on others.",2022-11-22T12:55:35.000Z,283729215,['1595038280147410944'],1595038280147410944,en
@POTUS Yep as they share their cans of beans for thanksgiving because you have caused such high food prices they cannot afford anything else.,2022-11-22T12:54:03.000Z,283729215,['1595037897929162752'],1595037897929162752,en
"RT @Censored4sure: Get vaccinated, don’t be selfish! Think about your loved ones &amp; the elderly, it should be your main priority. https://t.…",2022-11-22T12:51:41.000Z,283729215,['1595037300639006720'],1595037300639006720,en
@OrlaHards @CheriVanders Television,2022-11-22T12:50:53.000Z,283729215,['1595037099518042116'],1595037099518042116,es
@SwannRose1 They are teaching their children to do acts of worship to Satan. https://t.co/fGj8URAkfQ,2022-11-22T12:50:00.000Z,283729215,['1595036875022299136'],1595036875022299136,en
@SwannRose1 Yep they set their children up to be easily lied to. https://t.co/PgK3HyxMuL,2022-11-22T12:49:02.000Z,283729215,['1595036634617085952'],1595036634617085952,en
@ljd216 They are so driven by the false fear of climate change they do not realize the real problem is our food supply is on the verge of collapsing and green energy will speed that up. https://t.co/gQCHQnmpTq,2022-11-22T12:47:21.000Z,283729215,['1595036209583104009'],1595036209583104009,en
@ljd216 Those climate alarmist are being misled and need to look at the science instead of letting false fears drive them. https://t.co/FZSldgfcpT,2022-11-22T12:46:19.000Z,283729215,['1595035951146868737'],1595035951146868737,en
@ljd216 Yep their green energy is not so green. How is cutting forest down to put up wind and solar farms benefiting the environment? https://t.co/wIOp6H9I85,2022-11-22T12:45:00.000Z,283729215,['1595035619352264704'],1595035619352264704,en
"RT @ljd216: When green power dream turns to nightmare https://t.co/9WqhrsiVDG. Bowen said we will need 22,000 solar panels every day and 40…",2022-11-22T12:43:21.000Z,283729215,['1595035203206012928'],1595035203206012928,en
Those climate alarmist are probably some of the least intelligent people. Do they realize in order to set up wind farms and solar farms they have to cut forest down which does the opposite of what they are trying to achieve.,2022-11-22T12:35:13.000Z,283729215,['1595033156285087744'],1595033156285087744,en
@Censored4sure If they cared about trees why would they want to cut them all down to put up wind farms and solar farms? Cutting down trees actually does the opposite of what they claim they are doing.,2022-11-22T12:33:55.000Z,283729215,['1595032830169554944'],1595032830169554944,en
RT @Liz_Wheeler: Can we take a moment &amp; thank @elonmusk for ridding Twitter of child pornography &amp; child trafficking hashtags? Of all the b…,2022-11-22T12:32:45.000Z,283729215,['1595032534403932161'],1595032534403932161,en
@lavern_spicer Yep well Elon said he will not tolerate those who threaten others so once reported he should be banned. He needs held accountable for his behavior. They get away with talking like that they need to learn there are consequences. Ones like that got their butts kicked in my hood.,2022-11-22T12:32:12.000Z,283729215,['1595032399573925890'],1595032399573925890,en
"RT @ZubyMusic: When you travel to foreign countries, it's prudent to be respectful of their culture, traditions, and laws.

If you strongly…",2022-11-22T12:29:54.000Z,283729215,['1595031818369212417'],1595031818369212417,en
"@elonmusk I would say yes , your Tweets are funny and draw more to Twitter.",2022-11-22T10:15:04.000Z,283729215,['1594997885019779080'],1594997885019779080,en
Since they found out it was the medical treatment killing Covid patients many have sued hospitals and are winning.,2022-11-22T06:13:19.000Z,283729215,['1594937046686388224'],1594937046686388224,en
