text,lang,author_id,created_at,id,edit_history_tweet_ids
RT @JoyceMeyer: Developing a very thankful attitude for God's present goodness in your life will open the door for God to do even more. Let…,en,1569792088308613123,2022-11-22T20:14:44.000Z,1595148796513898496,['1595148796513898496']
RT @JosephPrince: The key to your breakthrough is to focus on Christ.,en,1569792088308613123,2022-11-22T19:42:31.000Z,1595140691927400450,['1595140691927400450']
"RT @Proverbs31org: Sweet girl, only Jesus can satisfy your craving for contentment.",en,1569792088308613123,2022-11-22T19:39:30.000Z,1595139930652827648,['1595139930652827648']
"RT @jesse_duplantis: Motivation for service to God is born out of time spent in His presence. During those precious moments, God can reveal…",en,1569792088308613123,2022-11-22T19:39:20.000Z,1595139887178518528,['1595139887178518528']
RT @TheresaArueyin1: Whatever comes my way my victory is assured because greater is He that is with me than he that's in the world.,en,1569792088308613123,2022-11-22T19:34:23.000Z,1595138644066504705,['1595138644066504705']
RT @PastorMattHagee: He is preparing a table before you in the presence of your enemies so that when you arrive at the place of your confli…,en,1569792088308613123,2022-11-22T19:16:13.000Z,1595134070945873920,['1595134070945873920']
RT @greglaurie: Maybe the person we think has been lost forever will greet us when we get to Heaven one day because in the last moments of…,en,1569792088308613123,2022-11-22T18:39:51.000Z,1595124920224477186,['1595124920224477186']
"RT @vakinduphilliam: I know the plans I have for you, declares the LORD, plans for welfare and not for evil, to give you a future and a hop…",en,1569792088308613123,2022-11-22T18:39:24.000Z,1595124805547982849,['1595124805547982849']
"RT @MMcLaughlinsong: For God so loved the world that He gave His only begotten  Son, that whoever believes in Him should not perish but hav…",en,1569792088308613123,2022-11-22T17:45:44.000Z,1595111298777247744,['1595111298777247744']
"RT @JoyceMeyer: Thank You, Father, that I can live in faith and not in fear. Regardless of the difficulty of the situation I may be facing,…",en,1569792088308613123,2022-11-22T17:41:39.000Z,1595110274641854464,['1595110274641854464']
"RT @stevenfurtick: ""Blessed are the peacemakers, for they will be called children of God."" (Matthew 5:9)",en,1569792088308613123,2022-11-22T17:36:36.000Z,1595109001049493506,['1595109001049493506']
RT @BrandonLBlair: Praying for everyone who will be missing someone at the table this Thanksgiving. May our Heavenly Father who knows your…,en,1569792088308613123,2022-11-22T17:28:16.000Z,1595106904719884288,['1595106904719884288']
RT @VictoriaOsteen: God’s promises are spoken in the unseen realm. That’s why God lifts the veil so that we can get a glimpse of what He’s…,en,1569792088308613123,2022-11-22T17:26:37.000Z,1595106488833671168,['1595106488833671168']
