text,created_at,author_id,edit_history_tweet_ids,id,lang
RT @IdlemanShane: Why did I say the names of the 12 Republican senators who voted for the Respect for Marriage act? Take a listen and find…,2022-11-22T21:56:19.000Z,794937834226458624,['1595174361236897792'],1595174361236897792,en
"RT @ProjectBubbly: Bubbly &amp; Friends 🫧 x Hey! Reap3r💀
2 WL Spots Giveaway (Free Mint)

To Enter👇
✅Follow @Hey_Reap3r &amp; @ProjectBubbly &amp; @Ice…",2022-11-22T20:30:33.000Z,794937834226458624,['1595152778770251778'],1595152778770251778,en
"RT @moyo_world: We're moving our manufacturing plant 🏭👩‍🏭👨‍🏭!
Shenzhen is too nice of a city not to have a factory there!  #Shenzhen   #ele…",2022-11-22T19:13:59.000Z,794937834226458624,['1595133508149821457'],1595133508149821457,en
"RT @winwinbank: 🏆Dünya Kupasında Da Güvenin Adresi #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/oUiDnuefFE",2022-11-22T16:54:51.000Z,794937834226458624,['1595098495634923528'],1595098495634923528,tr
"RT @NFT_SalesRoom: The four mining consensus mechanisms of global blockchain will officially launch the online voting activities (POW, POS,…",2022-11-22T15:05:34.000Z,794937834226458624,['1595070993499795457'],1595070993499795457,en
RT @mikeverdish: We have been working on network security for a long time in the crypto community. This new blockchain will change the worl…,2022-11-22T14:02:44.000Z,794937834226458624,['1595055182903115776'],1595055182903115776,en
RT @yule886: #世界杯投注平台 #世界杯 #阿根廷梅西 #爱游戏 #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票    May there be enough clouds in your life to ma…,2022-11-22T13:08:00.000Z,794937834226458624,['1595041405084217345'],1595041405084217345,en
"RT @DaoNfinity: Bears are lovely, so would be the bear market.🐻🐻🐻

@iteunkkiant @Octofan_NFT @Degenxulka @JpegFKVCVP @jaypeNTEOD @Luckypunk…",2022-11-22T12:17:10.000Z,794937834226458624,['1595028614399070208'],1595028614399070208,en
RT @daPang70456438: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐   Just because someone doesn‘t love you the way you want them to， doesn’t mean they don…,2022-11-22T11:30:06.000Z,794937834226458624,['1595016769277771779'],1595016769277771779,en
RT @daPang70456438: #世界杯投注平台 #世界杯 #阿根廷梅西 #爱游戏 #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票    I never consider ease and joyfulness t…,2022-11-22T10:41:37.000Z,794937834226458624,['1595004569477693440'],1595004569477693440,en
"RT @Sohnneliving: Furniture is art, I don't think that art is just for walls. I think everything that someone has made is a piece of art.…",2022-11-22T09:15:21.000Z,794937834226458624,['1594982859743367168'],1594982859743367168,en
