lang,id,author_id,edit_history_tweet_ids,created_at,text
en,1595158901737259008,455137159,['1595158901737259008'],2022-11-22T20:54:53.000Z,@TerribleMaps Chile is a pinwheel steak. 😍
en,1595136814830190592,455137159,['1595136814830190592'],2022-11-22T19:27:07.000Z,"@Wana____ Thanks for giving me an opportunity to explain, I appreciate your asking me."
en,1595136381793480704,455137159,['1595136381793480704'],2022-11-22T19:25:24.000Z,"@Wana____ The responses to my tongue in cheek posit only serve to prove the point. We have more excuses than desire when it comes to football, but that's IT. That's the only excuse we could have for not being better at the game, because the resources are there."
en,1595135909284171777,455137159,['1595135909284171777'],2022-11-22T19:23:31.000Z,"@Wana____ We lack the ability, at this point, to produce those players, both at the youth and professional level. It doesn't have anything to do with which players play which sports. There's no guarantee ODJ would have been good at soccer, but we have players who COULD be world class."
en,1595135220805931008,455137159,['1595135220805931008'],2022-11-22T19:20:47.000Z,"@Wana____ In the US, there's a long history of producing great athletes, and based on sheer numbers, we should be able to find enough talented players to challenge the top nations at the international level, but we haven't. Why? Well, look where our top players play now."
en,1595134781595226113,455137159,['1595134781595226113'],2022-11-22T19:19:02.000Z,"@Wana____ How come China and India don't dominate!?

This is the most idiotic response. Simply put, India and China don't have a pedigree of producing world class athletes at the rate of the United States. I'm sure they could, but they too busy kicking our ass in the classroom."
en,1595134346091864064,455137159,['1595134346091864064'],2022-11-22T19:17:18.000Z,"@Wana____ We don't care!!!

Soccer is the largest growing sport in the nation, fueled mostly by the children of immigrants. I coach for a program for underprivileged kids, and several of them are direct immigrants, and several more the children of. They care. A LOT."
en,1595133853475418112,455137159,['1595133853475418112'],2022-11-22T19:15:21.000Z,"@Wana____ There's no money in MLS.

That's true, but there's lots of money in leagues in other countries, which accept American players. You can makes as much or more as a world class footballer, and there's more leagues to do it (also, more competition)."
en,1595133498343362560,455137159,['1595133498343362560'],2022-11-22T19:13:56.000Z,"@Wana____ The world wrote the book on Football (soccer), we just refused to read it for years. And Americans love to come up with every excuse as to why, so let me address those in their turn."
en,1595133039885316096,455137159,['1595133039885316096'],2022-11-22T19:12:07.000Z,"@Wana____ I'm glad you asked. The United States wrote the book on football (american), baseball, and basketball. Other nations have read those books, and are producing players capable of playing in our leagues now. Just look at how many Latin American players are in the MLB now."
