author_id,edit_history_tweet_ids,lang,created_at,text,id
4734633338,['1595194231575937024'],en,2022-11-22T23:15:16.000Z,"@GeraldKutney Name one, you old fool.",1595194231575937024
4734633338,['1595192746276438016'],en,2022-11-22T23:09:22.000Z,"@OneWayJil94 @backtolife_2023 I'm afraid that for the last 30 years or more Washington has been the source of demonic agendas aimed at hegemonic world domination &amp; care nothing for anybody's constitution, including America's. Treasonous? You bet, but they hold all the cards.",1595192746276438016
4734633338,['1595185732909416450'],en,2022-11-22T22:41:30.000Z,"@WallStreetSilv I'm an agnostic, but this is literally Biblical in the 'without the mark of the beast, one will be unable to buy or sell' sense, something I would have thought impossibly not that many years ago, but now... not only possible but almost certain. Just sayin'. https://t.co/x3eYV0NavO",1595185732909416450
4734633338,['1595182988274401282'],en,2022-11-22T22:30:36.000Z,"RT @WallStreetSilv: Tucker nails it, linking this to CBDCs also.

“Vaccine mandates and vaccine passports are the beginning of a social cre…",1595182988274401282
4734633338,['1595182305986977794'],en,2022-11-22T22:27:53.000Z,"@GreyHun59720021 @Retiremyass I never defined genocide so that's entirely a product of your rubbish filled little brain, Nazi bot.",1595182305986977794
4734633338,['1595181873625501696'],en,2022-11-22T22:26:10.000Z,"@GreyHun59720021 @Retiremyass Yer head is obviously full of fake news rubbish. Against all odds? Given that the Kiev regime began with a numerically superior military trained by nato to nato standards with all the hardware &amp; US intelligence at their disposal, their Nazis shelling Donbas for 9 years
&amp; counting",1595181873625501696
4734633338,['1595179402337320960'],en,2022-11-22T22:16:21.000Z,"@teslectrics @cubsgeek @WallStreetSilv Maybe this would be more mock-worthyingly appropriate, but I do appreciate @ cubsgeek's. https://t.co/xnMBHqmseP",1595179402337320960
4734633338,['1595178047963123715'],en,2022-11-22T22:10:58.000Z,@teslectrics @WallStreetSilv It hardly matters in his case. The evil fuck uses every instrument of control his filthy $billions can buy &amp; of which his malevolence can conceive. The context where Soros is concerned is he being altogether iniquitous &amp; entirely self-serving.,1595178047963123715
4734633338,['1595175079788351501'],en,2022-11-22T21:59:10.000Z,"@All_Knowing_Bio @WReynolds20 @B_Bolshevik100 @JR4_Truth @momoknows4415 @mentalmal1 @AtomsksSanakan @aSinister @Spencerfletch0 @glinch72 @variegated2 @PaprikaLady @BernaB_2013 @automatrix66_KC @MicWelshman @Veritatem2021 @GordonDHG_clim8 @Climate_Takes @ejwwest @Roark_Architect @ClimateSkeptic4 @Robert76907841 @richmclean24 @samphireisland @BrknMan @Kenneth72712993 @LouisCy72344053 @LunusOfGayTakes @jpgcrowley @Lo_VVriter @BJChippindale @JohnDublin10 @TomPlesier @MikeDel21893959 @RoyPentland @OG_Advisors @InaneDragon @AnsgarTOdinson @roger_clague @obannan @MartinJBern @odyssey_bow @GlennCarr6 @Jaisans @BointonGiles @JamesHT @Robertchef77 @aldavidson99 @BubbasRanch @SteveJenks63 It's indulging irresponsibility in the most morally repugnant manner and predictably, the practice only 
sees massive growth while reasonable restrictions fall be the wayside &amp; hyperbole soon becomes reality.  
https://t.co/KDMhC7Dz8H",1595175079788351501
4734633338,['1595172947098218496'],en,2022-11-22T21:50:42.000Z,"@All_Knowing_Bio I can see you are subject to compulsivity, as being on the spectrum would indicate. I may have to block you but it's for your own good. You don't have to thank me.",1595172947098218496
4734633338,['1595172180131717120'],en,2022-11-22T21:47:39.000Z,"@All_Knowing_Bio @WReynolds20 @B_Bolshevik100 @JR4_Truth @momoknows4415 @mentalmal1 @AtomsksSanakan @aSinister @Spencerfletch0 @glinch72 @variegated2 @PaprikaLady @BernaB_2013 @automatrix66_KC @MicWelshman @Veritatem2021 @GordonDHG_clim8 @Climate_Takes @ejwwest @Roark_Architect @ClimateSkeptic4 @Robert76907841 @richmclean24 @samphireisland @BrknMan @Kenneth72712993 @LouisCy72344053 @LunusOfGayTakes @jpgcrowley @Lo_VVriter @BJChippindale @JohnDublin10 @TomPlesier @MikeDel21893959 @RoyPentland @OG_Advisors @InaneDragon @AnsgarTOdinson @roger_clague @obannan @MartinJBern @odyssey_bow @GlennCarr6 @Jaisans @BointonGiles @JamesHT @Robertchef77 @aldavidson99 @BubbasRanch @SteveJenks63 For fuck sakes man, your # AbortionIsHealthcare is the odious thing I was responding to. You didn't # the pill is healthcare, did you? Which it is. Abortion as birth control is MURDER, not fucking healthcare.",1595172180131717120
4734633338,['1595170680789733377'],en,2022-11-22T21:41:41.000Z,"@All_Knowing_Bio Now you're gonna play the victim? That really is reprehensible. Log on to Autistic Twitter if you can't take the heat or don't have the courage of your convictions. Take no prisoners, no quarter asked nor given is my unapologetic style so you are free to withdraw, anytime.",1595170680789733377
4734633338,['1595168772373221376'],en,2022-11-22T21:34:06.000Z,"@All_Knowing_Bio @WReynolds20 @B_Bolshevik100 @JR4_Truth @momoknows4415 @mentalmal1 @AtomsksSanakan @aSinister @Spencerfletch0 @glinch72 @variegated2 @PaprikaLady @BernaB_2013 @automatrix66_KC @MicWelshman @Veritatem2021 @GordonDHG_clim8 @Climate_Takes @ejwwest @Roark_Architect @ClimateSkeptic4 @Robert76907841 @richmclean24 @samphireisland @BrknMan @Kenneth72712993 @LouisCy72344053 @LunusOfGayTakes @jpgcrowley @Lo_VVriter @BJChippindale @JohnDublin10 @TomPlesier @MikeDel21893959 @RoyPentland @OG_Advisors @InaneDragon @AnsgarTOdinson @roger_clague @obannan @MartinJBern @odyssey_bow @GlennCarr6 @Jaisans @BointonGiles @JamesHT @Robertchef77 @aldavidson99 @BubbasRanch @SteveJenks63 Abortion for the purpose of birth control is infanticide. You really are slow on the uptake, pal, calling into question your education level claims. IMO.",1595168772373221376
4734633338,['1595166387340972032'],en,2022-11-22T21:24:38.000Z,@All_Knowing_Bio Didn't say that. Being so afflicted and thereby being in the best position to diagnose the affliction is patently absurd. I mean look at your woeful reading comprehension skills. That does not inspire confidence in your abilities.,1595166387340972032
4734633338,['1595160763261652992'],en,2022-11-22T21:02:17.000Z,"@greengo92613983 @Retiremyass With the 8 to 1 kill rate, that's one fuck of a lot of Ukrainians, Poles &amp; ISIS head hunters no longer sucking air.",1595160763261652992
4734633338,['1595159753877229578'],en,2022-11-22T20:58:16.000Z,@ATULRAJ43555801 @Retiremyass Only with Washington enjoying abject global hegemony.,1595159753877229578
4734633338,['1595158786263896066'],en,2022-11-22T20:54:25.000Z,@GreyHun59720021 @Retiremyass Sure. Right. And Putin is Hitler. Nah. Wilful ignorance is on the evil side of the ledger.,1595158786263896066
4734633338,['1595155227220418560'],en,2022-11-22T20:40:17.000Z,"@PoeBrianL @B_Bolshevik100 @Paul204731131 @TomPlesier @BubbasRanch @ejwwest @JohnDublin10 @AndryGiles @IcnirpMick @Kenneth72712993 @LouisCy72344053 @jpgcrowley @roger_clague @Climate_Takes @drolkrad_ehT @MikeDel21893959 @WReynolds20 @glinch72 @aSinister @TheKingsTrigger @automatrix66_KC @ClimateSkeptic4 @BrknMan @Tedblake1968Ted @torpet002 @BJChippindale @Robert76907841 @butchhackett @Veritatem2021 @Spencerfletch0 @Roark_Architect @richmclean24 @samphireisland @LunusOfGayTakes @Lo_VVriter @RoyPentland @variegated2 @OG_Advisors @InaneDragon @AnsgarTOdinson @obannan @Electroversenet I guess as a ""science"" communicator, you're pretty much deaf, dumb &amp; blind. How completely unsurprising.",1595155227220418560
4734633338,['1595153750309888000'],en,2022-11-22T20:34:25.000Z,"@DaClementMusic @surfmissy @BrandonStraka @PeteButtigieg If you are silent about the grooming that does go on, you're giving tacit approval, so, guilty as charged.",1595153750309888000
4734633338,['1595152944995127296'],en,2022-11-22T20:31:13.000Z,"@PeteButtigieg When DemocRats indulge crime, violence, degeneracy, pedophilia &amp; child grooming &amp; mutilation to the extent you have, don't be surprised when this kind of violence follows.",1595152944995127296
4734633338,['1595151542461468672'],en,2022-11-22T20:25:38.000Z,@ECOWARRIORSS @Desk_of_Dave Why destroy civilization because of an evidence-free hypothesis/cult religion with a dismal record of failed predictions? What's the timeframe for your's?,1595151542461468672
4734633338,['1595147679499051013'],en,2022-11-22T20:10:17.000Z,"@BigG95938 @ECOWARRIORSS @rhosking252 Aside from alarmist science's inability to find evidence for, &amp; quantification of, CAGW, dim bulbs like yourself could just as easily do the same by disproving that the Flying Spaghetti Monster is not the creator &amp; ruler of the universe.",1595147679499051013
4734633338,['1595146351100461057'],en,2022-11-22T20:05:01.000Z,@ECOWARRIORSS Like that never happened before CAGW. At how many co2 ppm did that previously unseen phenomena begin?,1595146351100461057
4734633338,['1595144666206568449'],en,2022-11-22T19:58:19.000Z,"@bleasdale_r @UncleChopperRIP @GeraldKutney Talk about damned with faint praise. A potted plant could do better than BoJo, Truss &amp; the new boy wonder. 
Why bother tweeting me at all if you only have more of the same old idiocy to offer?",1595144666206568449
4734633338,['1595143812556652544'],en,2022-11-22T19:54:55.000Z,"@bleasdale_r @UncleChopperRIP @GeraldKutney Historical data has no scientific value? Do the wrong predictions of science not have a bearing on the validity of the theory on which those predictions are based?
Can you explain your shoddy thinking in an adult, comprehensible manner?",1595143812556652544
4734633338,['1595141520260501504'],en,2022-11-22T19:45:49.000Z,"@bleasdale_r @UncleChopperRIP @GeraldKutney Between 1.0 &amp; 3.7*C? Am I supposed to be impressed with that absurd, laughable level of non-precision? That's climate charlatanism, not science. 
&gt;1.0*C warming above what optimal global mean they plucked from their collective rectums? It's got scam written all over it. https://t.co/PRWHZOeIyz",1595141520260501504
4734633338,['1595139324063850497'],en,2022-11-22T19:37:05.000Z,"@bleasdale_r @UncleChopperRIP @GeraldKutney In1959, from the calculations of climate science, employing the laws of radiative transfer &amp; GHE theory, Edward Teller declared that a 10% increase of co2, then 316 ppm, would see NYC &amp; all coastal cities under water. They were obviously wrong in '59 &amp; remain clueless to this day https://t.co/Ox8hcsRZgs",1595139324063850497
4734633338,['1595136121583079424'],en,2022-11-22T19:24:22.000Z,"@fuzzyblumonster @Lo_VVriter @All_Knowing_Bio @WReynolds20 @B_Bolshevik100 @JR4_Truth @momoknows4415 @mentalmal1 @AtomsksSanakan @aSinister @Spencerfletch0 @glinch72 @variegated2 @PaprikaLady @BernaB_2013 @automatrix66_KC @MicWelshman @Veritatem2021 @GordonDHG_clim8 @Climate_Takes @ejwwest @Roark_Architect @ClimateSkeptic4 @Robert76907841 @richmclean24 @samphireisland @BrknMan @Kenneth72712993 @LouisCy72344053 @LunusOfGayTakes @jpgcrowley @BJChippindale @JohnDublin10 @TomPlesier @MikeDel21893959 @RoyPentland @OG_Advisors @InaneDragon @AnsgarTOdinson @roger_clague @obannan @MartinJBern @odyssey_bow @GlennCarr6 @Jaisans @BointonGiles @JamesHT @Robertchef77 @aldavidson99 @BubbasRanch &gt;an individual gets to define their disability and how disabling it is&lt;
Bullshit. This is what we see with gender absurdity. Deluded people are simply not equipped for the task &amp; indulging delusion is a recipe for disaster.",1595136121583079424
