created_at,id,author_id,lang,text,edit_history_tweet_ids
2022-11-22T22:09:37.000Z,1595177707159130112,1103627522955202561,en,@ZheRytsel I’m good thanks,['1595177707159130112']
2022-11-22T22:08:11.000Z,1595177346667102212,1103627522955202561,en,@Drkelvx I’m okay dear. Thanks,['1595177346667102212']
2022-11-22T22:07:56.000Z,1595177286940114944,1103627522955202561,en,Accident scene* not science,['1595177286940114944']
2022-11-22T19:16:43.000Z,1595134198138175488,1103627522955202561,en,I experienced an accident science today and it’s really not pleasant. Take out a few seconds to say Thank you God.,['1595134198138175488']
2022-11-22T19:15:41.000Z,1595133938137452544,1103627522955202561,en,"See, seriously thank God every single time you leave your house in the morning, cross the roads, drive around and return home safely.
It's nothing of our doing.",['1595133938137452544']
2022-11-17T06:17:01.000Z,1593126039261446149,1103627522955202561,hi,@i_am_Loveline @girl_like_Sasha Chai 🤣,['1593126039261446149']
2022-11-17T06:16:43.000Z,1593125966372831232,1103627522955202561,und,@girl_like_Sasha 🤣🤣🤣,['1593125966372831232']
2022-11-16T20:50:03.000Z,1592983358010953729,1103627522955202561,en,@AgamoleE Yes indeed,['1592983358010953729']
2022-11-16T14:37:14.000Z,1592889536421691395,1103627522955202561,en,@EmekaOgbugh Oh I thought this was a question. 😅,['1592889536421691395']
2022-11-16T14:32:18.000Z,1592888295633358849,1103627522955202561,en,@EmekaOgbugh We are saying the same thing,['1592888295633358849']
2022-11-16T14:30:11.000Z,1592887760503066626,1103627522955202561,und,@Drkelvx 🤣,['1592887760503066626']
2022-11-16T14:30:04.000Z,1592887732044718085,1103627522955202561,en,@Drkelvx I know 🤍,['1592887732044718085']
2022-11-16T14:29:55.000Z,1592887694287249408,1103627522955202561,en,"@EmekaOgbugh So yea, waiting on the Lord gives you strength.",['1592887694287249408']
