created_at,author_id,edit_history_tweet_ids,lang,text,id
2022-11-22T19:01:37.000Z,420900119,['1595130396622360576'],en,RT @JamiluSufi: Mustapha Musa a residence of Yawuri and an adent supporter of @PeterObi explain to us today how his two children were kidna…,1595130396622360576
2022-11-22T18:46:48.000Z,420900119,['1595126667525386240'],en,"RT @JamiluSufi: @NgLabour Yawuri LGA and 10 wards representative about 3:40pm today, we are moving to Shanga LGA. https://t.co/yRQrNgSV3A",1595126667525386240
2022-11-22T18:44:04.000Z,420900119,['1595125982851366912'],en,"RT @JamiluSufi: Live at Shanga LGA, 10 wards, 268 Polling Units, the mobilization team of Shanga presented 2900 volunteers, aswear this tea…",1595125982851366912
2022-11-22T18:40:09.000Z,420900119,['1595124994061012992'],en,"RT @JamiluSufi: We arrived at Shanga Local Government, 10 wards leadership are here with us together with ACP Emmanuel Danjuma, PCC Kebbi S…",1595124994061012992
2022-11-22T17:53:14.000Z,420900119,['1595113188890071041'],en,"RT @Jack_ng01: Tomorrow we shutdown Ibadan

If you are anywhere around SW, please make find your way to the venue 😁😁😁

#OyoWelcomesObiDatti…",1595113188890071041
2022-11-22T17:47:40.000Z,420900119,['1595111788861100034'],en,RT @YarKafanchan: H.E @PeterObi and the leadership of the Labour Party met with members of the #ObidientNetwork earlier on today. Thankful…,1595111788861100034
2022-11-22T17:46:29.000Z,420900119,['1595111490524418048'],en,"RT @IruefiNG: The PCC media took correction and recorded the full video of Peter Obi's speech today. I hope it continues like this, well do…",1595111490524418048
2022-11-22T17:46:19.000Z,420900119,['1595111446740099072'],en,RT @suleima85943548: UpNorth4Obi Katsina team please you with another painting project just to keep the fire burning upon the Heart of does…,1595111446740099072
2022-11-22T17:46:06.000Z,420900119,['1595111391869882369'],en,"RT @PeterObi: This evening, I will be on Twitter Spaces to discuss topical political issues and other issues germane to nation-building and…",1595111391869882369
2022-11-22T17:41:39.000Z,420900119,['1595110274302111745'],en,"RT @Topboychriss: Peter Obi should be protected at all cost. Peter Obi should please double his security.

He is a stumbling block to Atiku…",1595110274302111745
2022-11-22T16:47:52.000Z,420900119,['1595096739576700929'],en,"RT @chude__: When I was in Abuja in April, people were doubting Peter Obi’s chances at presidency but today, the story is totally different…",1595096739576700929
2022-11-22T16:27:51.000Z,420900119,['1595091700095090691'],en,RT @multimeverse: Peter obi will be on twitter space today with @DavidHundeyin from 7pm-9pm. Don't forget to pass this message by sharing t…,1595091700095090691
2022-11-22T16:27:21.000Z,420900119,['1595091573066584064'],en,RT @SavvyRinu: PDP boys are still very pained Peter Obi left the party.,1595091573066584064
2022-11-22T16:16:18.000Z,420900119,['1595088794277056512'],en,RT @FS_Yusuf_: Atiku will not be attending Kadaria’s Interview! This is d second time he is rejecting opportunities to speak to Nigerians.…,1595088794277056512
2022-11-22T15:53:06.000Z,420900119,['1595082956036575233'],en,RT @Morris_Monye: I think we’ve been too lenient on Atiku. We have focused too much on Tinubu.,1595082956036575233
2022-11-22T15:46:13.000Z,420900119,['1595081221352357888'],en,"RT @IruefiNG: I can confidently tell you that APC in it's entirety has been REJECTED by the people of the North, they know Peter Obi but no…",1595081221352357888
2022-11-22T15:42:54.000Z,420900119,['1595080387927097345'],en,"RT @IruefiNG: I too love my Edo people, the love you have shown Peter Obi is totally unmatched, I have never seen anything like this before…",1595080387927097345
2022-11-22T15:42:43.000Z,420900119,['1595080342616129537'],en,RT @UchePOkoye: Peter Obi is coming to Twitter! https://t.co/nDMrxmaauz,1595080342616129537
2022-11-22T15:19:55.000Z,420900119,['1595074606846672896'],en,"RT @solakafinta: Mission to rescue 9ja has taken over me,I don't leave a day without doing Sensitization and preach the gospel of @PeterObi…",1595074606846672896
2022-11-22T15:16:33.000Z,420900119,['1595073756229255168'],en,"RT @MuchTalksBlog1: Ibadan wan shock people tomorrow ooo as am telling u🤔

Some major markets don officially announce shutdow tomorrow.

Yo…",1595073756229255168
2022-11-22T15:13:12.000Z,420900119,['1595072916537987076'],en,RT @Topboychriss: Governor Nyesom Wike today revealed how President Goodluck Jonathan (then incumbent) traveled to London to meet Atiku at…,1595072916537987076
2022-11-22T15:00:38.000Z,420900119,['1595069753307045889'],en,RT @SAMKLEF: My name is Peter obi are u not tired of darkness? I came to give u light 💡 Nigerians deserves better.  Free yourself from the…,1595069753307045889
2022-11-22T15:00:26.000Z,420900119,['1595069703264813057'],en,"RT @realYangaB: Obidients with Sauce✊

The Lord's Work! https://t.co/gnMTlfa86r",1595069703264813057
2022-11-22T15:00:10.000Z,420900119,['1595069634155352066'],en,RT @OselokaHObaze: @PeterObi PO is a about relentless constructive engagement. https://t.co/SQsiVjkyFU,1595069634155352066
2022-11-22T14:59:55.000Z,420900119,['1595069570196324355'],en,"RT @YarKafanchan: Earlier on today, H.E @PeterObi met with Christian Association of Nigeria (CAN). CAN presented a wonderful document on th…",1595069570196324355
2022-11-22T14:59:34.000Z,420900119,['1595069481650372609'],en,"RT @PeterObi: Nollywood Actors Summit on my mind. Congratulations on the success of your summit on the 21st of November, 2022. I regret my…",1595069481650372609
2022-11-22T14:03:07.000Z,420900119,['1595055276994220035'],en,RT @JamiluSufi: We just arrived Yawuri Local Government and meet with the leadership of 10 wards. Our assignment to them is to see with our…,1595055276994220035
2022-11-22T13:56:49.000Z,420900119,['1595053690699792384'],en,RT @RhodaSanda: Plateau State Car-Rally coordinator and EXCO had their meeting today to plan ahead of our forth coming Car Rally. Am callin…,1595053690699792384
2022-11-22T13:53:15.000Z,420900119,['1595052794540597248'],en,"RT @IruefiNG: Please donate to help us raise 50m Naira for Ebonyi mobilization. There's no presence of Labour Party in the state, no billbo…",1595052794540597248
2022-11-22T13:53:03.000Z,420900119,['1595052742300651520'],en,RT @_weyimi: Who is a devoted obidient in badagry axis? Kindly send a dm.,1595052742300651520
2022-11-22T13:52:54.000Z,420900119,['1595052707244548096'],en,"RT @UpNorth4Obi: Let’s tell you all about this day. This last Saturday, Our plateau state team led by the state coordinator @Icydasick stor…",1595052707244548096
2022-11-22T13:51:43.000Z,420900119,['1595052408333369345'],en,"RT @_weyimi: Tinubu says “if I am elected president, I will recharge lake chad”

I didn’t know lake chad had a low battery. What’s worse ar…",1595052408333369345
2022-11-22T13:47:57.000Z,420900119,['1595051462261972996'],en,"RT @akintollgate: #OBIDATTI IS COMING TO OYO !!!
#OBIDIENTS  YOU ARE READY ???

Drop a note if you are attending and can organize t-shirts.…",1595051462261972996
2022-11-22T13:47:46.000Z,420900119,['1595051415583473671'],en,"RT @AishaYesufu: My husband used to be so frustrated whenever I am filling a form and I write trader under occupation.

Thanks to Peter Obi…",1595051415583473671
2022-11-22T13:47:32.000Z,420900119,['1595051355332349954'],en,RT @winterbreeze_1: Ibadan Oyo state is ready to host the incoming President and his campaign train. Ibadan Arise https://t.co/371qoko4FW,1595051355332349954
2022-11-22T13:44:23.000Z,420900119,['1595050562776621057'],en,"RT @iam_ayooyewumi: On the 23rd day in the 11th month of the 7th year reign of King Buhari, the sons &amp; daughters of Oduduwa gathered in ten…",1595050562776621057
2022-11-22T12:58:58.000Z,420900119,['1595039132018958336'],en,RT @GRVLagosMedia: Me and you... WE ARE THE STRUCTURE! https://t.co/Utw2sNkj5h,1595039132018958336
2022-11-22T12:58:33.000Z,420900119,['1595039030021967873'],en,RT @PeterObi: I just arrived at the venue of the Presidential Dialogue with Christian Association of Nigeria (CAN) in Abuja. -PO https://t.…,1595039030021967873
2022-11-22T12:27:08.000Z,420900119,['1595031123301629953'],en,"RT @_weyimi: Tomorrow we apply pressure all over oyo state. Operation shut down oyo state is on the go.

Are we readyyyyyyyyyyyyy

#OyoWelc…",1595031123301629953
2022-11-22T12:09:30.000Z,420900119,['1595026686160306176'],en,"RT @PeterObi: Today, I met with the High Commissioner of Canada to Nigeria, H.E. James Christoff. The conversation was quite animated. I sh…",1595026686160306176
2022-11-22T12:06:19.000Z,420900119,['1595025883672240129'],en,"RT @JamiluSufi: Ngaski LGA, Warra town: we met with the leadership of 10 wards and Polling Units under Ngaski LGA, @NgLabour @PeterObi 💪💪💪…",1595025883672240129
2022-11-22T12:06:09.000Z,420900119,['1595025841263632385'],en,"RT @JamiluSufi: We reached River Tungan Mairuwa, we're going to share complete documentary if we enter the Ferry to reach Tungan -Idi, Kosh…",1595025841263632385
2022-11-22T12:04:59.000Z,420900119,['1595025549608751104'],en,RT @JamiluSufi: Our mobilization team are waiting for the Ferry to cross to the communities across River Tunga to deliver the message of @N…,1595025549608751104
2022-11-22T12:03:50.000Z,420900119,['1595025260877053953'],en,"RT @JamiluSufi: We just enter Warra town and received by entire PUs Leadership of Ingaski LGA, our only target are PU canversers. https://t…",1595025260877053953
2022-11-22T12:03:05.000Z,420900119,['1595025071734661121'],en,"RT @alexottiofr: Across the South-East and South-South geopolitical zones of Nigeria, we have seen tremendous improvements in states with l…",1595025071734661121
2022-11-22T12:00:47.000Z,420900119,['1595024492849684487'],en,"RT @NanaKazaure: Someone said ""Nana fights a focused fight🤷🏾‍♀️🙌🏽🙈 for @PeterObi"" and @NgLabour. Her candidate who till this day hasn't sho…",1595024492849684487
2022-11-22T11:59:53.000Z,420900119,['1595024264922820611'],en,"RT @Princeujay: Our Iron Lady! @NanaKazaure serving them HOT Soup!
They no know their MATE!

 https://t.co/S8Nehku4eI",1595024264922820611
2022-11-22T11:55:30.000Z,420900119,['1595023161141374978'],en,"RT @Truthfully83: VOTE WISELY is two offensive words in, Southwest Nigeria.",1595023161141374978
2022-11-22T11:55:27.000Z,420900119,['1595023147601895424'],en,"RT @IruefiNG: My dear good people of Ebonyi state, we need a very generous donor to donate their building or office complex in Abakiliki to…",1595023147601895424
2022-11-22T11:55:18.000Z,420900119,['1595023113133363202'],en,RT @torty_mercy: Just a friendly reminder that Nigeria is ours to take! And this Peter's girl here will do all in her capacity to take back…,1595023113133363202
