text,created_at,author_id,edit_history_tweet_ids,id,lang
@KobiAndRosie https://t.co/RxeL1je4d8,2022-11-22T23:16:30.000Z,2331011791,['1595194542835523584'],1595194542835523584,qme
RT @GlasnostGone: Goodnight #Ukraine. Stay safe on the frontline people. And everyone... keep a sharp look out for orcs. https://t.co/X9UnO…,2022-11-22T22:57:13.000Z,2331011791,['1595189688884551681'],1595189688884551681,en
RT @JimLaPorta: I have a couple of friends over at @WBTV_News - I’m sad to hear this news out of their station. Terrible loss.,2022-11-22T22:54:58.000Z,2331011791,['1595189122532249600'],1595189122532249600,en
"RT @samstein: An army vet, ""He said he never thought he would have to deal with that kind of violence at home.

“I was done with war,” he s…",2022-11-22T22:51:37.000Z,2331011791,['1595188280139489280'],1595188280139489280,en
RT @LizSzabo: Over half of Mississippi's rural hospitals risk closing https://t.co/UZDBtKtyEF,2022-11-22T22:45:38.000Z,2331011791,['1595186772455043072'],1595186772455043072,en
"RT @StevenBeynon: Tulsi Gabbard, long know for her pushing of conspiracies and Russian talking points, briefs special ops students on the r…",2022-11-22T22:44:14.000Z,2331011791,['1595186420682850304'],1595186420682850304,en
"RT @ODragas: Fans of RU are looking forward to the winter conditions of war in UKR, forgetting that winter is nothing new and terrible for…",2022-11-22T22:41:57.000Z,2331011791,['1595185846432374784'],1595185846432374784,en
RT @BrianKarem: NOW: The mother of a teen victim of the Parkland shooting has just DEFEATED the school board chair hand-picked by Gov. Ron…,2022-11-22T22:41:32.000Z,2331011791,['1595185741306290177'],1595185741306290177,en
@Norwegian_Lars https://t.co/VxCDUpQjcL,2022-11-22T22:04:07.000Z,2331011791,['1595176325081272320'],1595176325081272320,qme
@Julius_Kim https://t.co/h0GB0oArVT,2022-11-22T22:00:51.000Z,2331011791,['1595175503106670592'],1595175503106670592,qme
@democracy_lvr @ryanjreilly https://t.co/pTBhddAPsz,2022-11-22T21:45:12.000Z,2331011791,['1595171565116608513'],1595171565116608513,qme
"RT @ryanjreilly: ""it was noted that Walter’s public
Facebook posts had numerous comments stating beliefs that half the Senators, the FBI, C…",2022-11-22T21:42:30.000Z,2331011791,['1595170883529691136'],1595170883529691136,en
"RT @ryanjreilly: Wrote ""I will kill you director Wray"" on the FBI's Facebook page.",2022-11-22T21:42:24.000Z,2331011791,['1595170858011480064'],1595170858011480064,en
RT @nicholaswu12: The family of the late USCP Officer Howie Liebengood says in a statement DOJ has notified them his death (he died by suic…,2022-11-22T21:39:09.000Z,2331011791,['1595170043028856833'],1595170043028856833,en
"RT @GabbyGiffords: After I was shot, and before I had even opened my eyes, then-President @BarackObama visited me in the hospital.

He was—…",2022-11-22T21:34:22.000Z,2331011791,['1595168838005374976'],1595168838005374976,en
"RT @EricTopol: Illuminating new @CDCMMWR repot for real world Paxlovid reduction of hospitalization by ~50% across all subgroups by age, va…",2022-11-22T21:27:13.000Z,2331011791,['1595167039127048192'],1595167039127048192,en
"RT @EricTopol: Vaccine effectiveness vs reinfection, a Denmark nationwide study
The reduction of reinfection after primary vaccination was…",2022-11-22T21:26:51.000Z,2331011791,['1595166947254992896'],1595166947254992896,en
"RT @coffeeordie1754: Multiple international bodies have recently condemned Russia for its war crimes in Ukraine.
Story by @nolanwpeterson…",2022-11-22T21:24:16.000Z,2331011791,['1595166298153005058'],1595166298153005058,en
