text,author_id,lang,created_at,id,edit_history_tweet_ids
@WholeMarsBlog Mercedes 🤮. Audi is the only acceptable ICE vehicle. https://t.co/GtbkBs3FQO,1571516993819246593,en,2022-11-22T23:04:33.000Z,1595191535636779009,['1595191535636779009']
@Not_the_Bee That’s methed up @Not_the_Bee 🐝 https://t.co/oG7LmO4ZTA,1571516993819246593,en,2022-11-22T23:01:33.000Z,1595190780322250754,['1595190780322250754']
"@keenakeena123 @Grimezsz @diviacaroline Social moral superiority is the problem with Society today.  Instead of their own shortcomings, they hunt down people for the sole purposes of pointing out what they are dosing wrong, whilst acting sinless and morally superior.",1571516993819246593,en,2022-11-22T22:57:39.000Z,1595189795927592960,['1595189795927592960']
@elonmusk  Community Notes 📝 https://t.co/0T3snfNFx9,1571516993819246593,en,2022-11-22T21:41:36.000Z,1595170658815774754,['1595170658815774754']
@Jimda_T_Mariano @elonmusk @Twitter @TwitterSupport @TwitterSafety @TwitterBlue @verified @mayemusk @WholeMarsBlog @teslaownersSV It doesn’t have a bearing. I just haven’t switched over my new address yet until I can get an appointment with the DMV here in NC. It’s all legally registered to me regardless.,1571516993819246593,en,2022-11-22T21:40:14.000Z,1595170315147087890,['1595170315147087890']
@NASA_Technology @NASA_Technology ❤️ I absolutely love and applaud this! We’ve needed this drive for so long now! ❤️,1571516993819246593,en,2022-11-22T21:36:23.000Z,1595169346137083905,['1595169346137083905']
"RT @grimsr3ap3r79: Falcon Heavy’s Demo Mission. April 6, 2018. Payload included ⁦@Tesla⁩ Roadster and Starman 👨‍🚀.  Starman as of 2022 is n…",1571516993819246593,en,2022-11-22T21:23:29.000Z,1595166100018589697,['1595166100018589697']
RT @grimsr3ap3r79: Starman as of 2022 is somewhere near the Libra ♎️ constellation 🌌.. 👨‍🚀 The next closest pass to Earth 🌍 won’t be until…,1571516993819246593,en,2022-11-22T21:23:06.000Z,1595166003268575232,['1595166003268575232']
RT @grimsr3ap3r79: @elonmusk @TrungTPhan 👀 Whoa 😳 https://t.co/AVY4OEYap8,1571516993819246593,en,2022-11-22T21:22:53.000Z,1595165948855877633,['1595165948855877633']
"RT @grimsr3ap3r79: Beautiful SpaceWalk with @NASA_Astronauts @astro_reid .
Original video: @NASA 
Edited for content: @grimsr3ap3r79 https:…",1571516993819246593,en,2022-11-22T21:21:08.000Z,1595165507451518982,['1595165507451518982']
RT @grimsr3ap3r79: ⁦@elonmusk⁩ you’ve made it main stream via ⁦@tiktok_us⁩ . https://t.co/wQbPWjODyc,1571516993819246593,en,2022-11-22T21:20:56.000Z,1595165457132449793,['1595165457132449793']
@Jason We should wear signs as to not get confused. 😂,1571516993819246593,en,2022-11-22T21:18:24.000Z,1595164819585667074,['1595164819585667074']
@arstechnica @SciGuySpace Japan lost their cubesat that was to land on the moon after it was released into space from Artemis.,1571516993819246593,en,2022-11-22T21:13:37.000Z,1595163617896587265,['1595163617896587265']
"For the first time in history, @NASA and the @esa are teaming up to retrieve samples from the Martian surface and return them to Earth 🌍.  This, is the Mars Sample Return Mission coming to you in 2033. ❤️ 🚀 🌍 👨‍🚀 
Original video by @NASA 
Edited for content: @grimsr3ap3r79 https://t.co/bENcedNzEt",1571516993819246593,en,2022-11-22T21:04:04.000Z,1595161214396530688,['1595161214396530688']
"RT @SpaceX: Due to unfavorable weather, we are standing down from today's launch of CRS-26. Next launch opportunity is Saturday, November 2…",1571516993819246593,en,2022-11-22T20:54:53.000Z,1595158900369952768,['1595158900369952768']
RT @SpaceX: Watch Falcon 9 launch Dragon to the @space_station → https://t.co/oXa4P2AWg7  https://t.co/uEVL1rgljV,1571516993819246593,en,2022-11-22T20:30:46.000Z,1595152831027515394,['1595152831027515394']
"@WholeMarsBlog It’ll drag out until the Election Primaries and we will once again hear “ If you vote for me, I’ll cancel student debt.” Same ole dog and pony show for all the same ole sheep.",1571516993819246593,en,2022-11-22T20:30:33.000Z,1595152778711613443,['1595152778711613443']
@TaraBull808 @elonmusk Absolutely 👍🏻,1571516993819246593,en,2022-11-22T20:25:39.000Z,1595151545041289216,['1595151545041289216']
RT @TaraBull808: RT if you have @elonmusk's back!,1571516993819246593,en,2022-11-22T20:25:15.000Z,1595151443010670592,['1595151443010670592']
@TaraBull808 So I’m ghost 👻 banned? I’ve never had an infraction. Ever. https://t.co/QB959ZdEzd,1571516993819246593,en,2022-11-22T19:44:53.000Z,1595141286486749184,['1595141286486749184']
"@MishaElbers @mayemusk Well well well. Serves me right for misinterpreting the text. I maintain she’s stil the coolest Mom. BUT, your PINK Tesla is totally BITCHIN’ ❤️",1571516993819246593,en,2022-11-22T19:38:44.000Z,1595139739317055488,['1595139739317055488']
