created_at,author_id,edit_history_tweet_ids,lang,text,id
2022-11-22T21:39:12.000Z,1148367807198969857,['1595170054274011136'],en,RT @fowlytweets: Minecraft players spotting diamond at the bottom of a ravine https://t.co/3ita5NVx41,1595170054274011136
2022-11-22T21:39:00.000Z,1148367807198969857,['1595170006186266628'],en,RT @amongusyaoi: a little meme #PokemonScarletViolet https://t.co/aib61XdrI9,1595170006186266628
2022-11-22T21:34:48.000Z,1148367807198969857,['1595168949355876382'],en,RT @buitengebieden: The eyes.. 😊 https://t.co/uPtvgHPGe2,1595168949355876382
2022-11-22T21:29:54.000Z,1148367807198969857,['1595167715517468672'],en,"RT @FieldExplores: Sprigatito and Fuecoco see Quaxly grow stronger.

Inspired by @TheFantasticIan's Quaxly. https://t.co/mf1DZME4RE",1595167715517468672
2022-11-22T21:10:07.000Z,1148367807198969857,['1595162733925629953'],en,RT @atdanwhite: So proud of my wife’s marathon training. https://t.co/L09K5kmgLZ,1595162733925629953
2022-11-22T21:06:43.000Z,1148367807198969857,['1595161878074130432'],ja,RT @USGMEN_GIF: クワッスの群れが現れた https://t.co/xz7i3rcbiu,1595161878074130432
2022-11-22T20:45:02.000Z,1148367807198969857,['1595156423167840257'],zxx,RT @DPPt_Shitpost: https://t.co/GxCAgENs5I,1595156423167840257
2022-11-22T20:44:51.000Z,1148367807198969857,['1595156378519498753'],en,RT @heatcrash_: the #PokemonScarletViolet experience https://t.co/LAD37hgP6r,1595156378519498753
2022-11-22T20:44:45.000Z,1148367807198969857,['1595156352007311360'],zxx,RT @WholesomeMeme: https://t.co/nkwePmpWKs,1595156352007311360
2022-11-22T20:43:31.000Z,1148367807198969857,['1595156042148884480'],en,RT @fowlytweets: I'm never pirating Smash Bros again... https://t.co/voPcktiXMp,1595156042148884480
2022-11-22T20:41:47.000Z,1148367807198969857,['1595155606112829441'],zxx,RT @kapebeansies: https://t.co/HnNBkoTb4m,1595155606112829441
2022-11-22T20:41:16.000Z,1148367807198969857,['1595155476693815296'],en,RT @_neitheror: maushold #PokemonScarletViolet https://t.co/csUYolXSCQ,1595155476693815296
2022-11-22T19:15:50.000Z,1148367807198969857,['1595133974719799296'],en,RT @EvernightStudio: Small child gets drilled in the middle of a public street #PokemonScarletViolet https://t.co/TcqPk1FDOH,1595133974719799296
2022-11-22T09:20:00.000Z,1148367807198969857,['1594984029316603905'],en,RT @stimmyturner331: This one has no right to be so clean https://t.co/sJSh475Fng,1594984029316603905
2022-11-22T09:19:24.000Z,1148367807198969857,['1594983879064096768'],zxx,RT @ImagesDeltarune: https://t.co/R9AenEedbr,1594983879064096768
2022-11-22T09:19:18.000Z,1148367807198969857,['1594983853521014784'],en,RT @buitengebieden: A smile for your timeline.. 😊 https://t.co/IRLaiOj3G4,1594983853521014784
2022-11-22T09:09:50.000Z,1148367807198969857,['1594981471302868996'],zxx,RT @wildtiktokss: https://t.co/qwj0eP2Fml,1594981471302868996
2022-11-22T09:09:46.000Z,1148367807198969857,['1594981451778658304'],en,RT @buitengebieden: Why? Just Why? 😅 https://t.co/WP5m5ufhda,1594981451778658304
2022-11-22T09:00:57.000Z,1148367807198969857,['1594979233151221761'],en,RT @CatWorkers: (Morning commute.) https://t.co/Vc9jTGCZYT,1594979233151221761
2022-11-22T09:00:17.000Z,1148367807198969857,['1594979067635589120'],en,RT @yakirisuu: oh lord he spinning https://t.co/wXXyS5ErGP,1594979067635589120
2022-11-22T09:00:09.000Z,1148367807198969857,['1594979031669411842'],en,RT @buitengebieden: Freezing of soap bubble.. ❄️ https://t.co/zV03WKhbjt,1594979031669411842
2022-11-22T08:59:51.000Z,1148367807198969857,['1594978958247972865'],en,RT @RyanJamesDee: Maybe Game Freak shouldn’t patch the game if we keep getting content like this 💀🤪 #PokemonScarletViolet https://t.co/B8UH…,1594978958247972865
2022-11-22T08:59:46.000Z,1148367807198969857,['1594978936433303552'],en,RT @tanijrou: i’ve never moved on from this https://t.co/3hbXxFS4bQ,1594978936433303552
2022-11-22T08:59:43.000Z,1148367807198969857,['1594978922458152960'],en,RT @khyleri: New maxipad commercial just dropped https://t.co/9mNzQ7XZyT,1594978922458152960
2022-11-22T08:59:37.000Z,1148367807198969857,['1594978898336485378'],en,RT @poorlycatdraw: studying means drawing the eepy kitten everywhere https://t.co/753uz1B96K,1594978898336485378
2022-11-22T08:59:10.000Z,1148367807198969857,['1594978785610575872'],en,RT @nevermindsonia: five years ago today gundam guy proposed to me and i’ve been mrs. gundam since 2019 ✨ thank you for believing in us!!!,1594978785610575872
2022-11-22T08:58:42.000Z,1148367807198969857,['1594978669663252480'],tl,RT @DontShowYourCat: oh hell naw https://t.co/uckUPM9fIz,1594978669663252480
2022-11-22T08:58:03.000Z,1148367807198969857,['1594978505900658688'],en,RT @Touyarokii: I just realised that the ‘Herba Mystica’ from Pokemon Scarlet &amp; Violet stands for ‘HM’ which is why you unlock HM moves aft…,1594978505900658688
2022-11-22T08:57:57.000Z,1148367807198969857,['1594978479095025665'],en,RT @OddOblivion: The first time I saw this clip I almost threw up from laughing so hard.,1594978479095025665
2022-11-22T08:57:25.000Z,1148367807198969857,['1594978347226140673'],en,RT @_gaem_0n: This animates like a WarioWare microgame https://t.co/eNHDZCmpdh,1594978347226140673
2022-11-21T22:41:14.000Z,1148367807198969857,['1594823279180910592'],en,RT @OoCPokemon: they are so fucking cute https://t.co/F8VOoFNbHc,1594823279180910592
2022-11-21T22:31:28.000Z,1148367807198969857,['1594820819351478301'],zxx,RT @kapebeansies: https://t.co/x4A0c7O0ua,1594820819351478301
2022-11-21T22:31:21.000Z,1148367807198969857,['1594820789349531649'],zxx,RT @RespectfulMemes: https://t.co/NGkoBknjP3,1594820789349531649
2022-11-21T20:08:05.000Z,1148367807198969857,['1594784735305338901'],en,RT @CAPYBARA_MAN: gaming https://t.co/RiuK2XbyBX,1594784735305338901
