text,created_at,author_id,edit_history_tweet_ids,id,lang
"@joncoopertweets Whatever gets rid of him on the hill!
Been trying to do it for years in SC...",2022-11-22T19:17:28.000Z,40874035,['1595134384327495680'],1595134384327495680,en
@757DeAngelis @ABrownMichael Yeah honestly very little feature to be used when you should probably be asleep,2022-11-22T07:41:51.000Z,40874035,['1594959328305455104'],1594959328305455104,en
@david_t_daniels @MikeDizzll @RjeyTech Lol not even close. They even give you profiles in the settings for different color calibrations.,2022-11-20T21:50:44.000Z,40874035,['1594448179591876609'],1594448179591876609,en
"@MikeDizzll @RjeyTech Samsung displays are far from color calibrated and usually favor over contrasting and adding saturation to all content … darker and more colorful. 

iPhones are color accurate. What you see on screen should match real life side by side.",2022-11-20T12:57:34.000Z,40874035,['1594314006520811521'],1594314006520811521,en
@Ryve_Ethan @JamJonJim @MikeDizzll @RjeyTech LG has become a large supplier in the last few years and it looks like Apple is shifting to them.,2022-11-20T12:55:28.000Z,40874035,['1594313477727870976'],1594313477727870976,en
@its_menieb @elonmusk Buh bye security nightmare know as TikTok,2022-11-17T17:55:16.000Z,40874035,['1593301761850228744'],1593301761850228744,en
@hasanyahya04 Is it not better to have options instead of being railroaded into a single option?,2022-11-17T17:54:19.000Z,40874035,['1593301523144101892'],1593301523144101892,en
@RjeyTech Nah,2022-11-15T22:31:08.000Z,40874035,['1592646407542157313'],1592646407542157313,und
"@sondesix If it weren’t for the hardware back doors installed by the Chinese government, they’d be a lot more interesting.",2022-11-15T22:28:43.000Z,40874035,['1592645801276506112'],1592645801276506112,en
@elonmusk @cb_doge Needs more Mini Me!,2022-11-15T05:38:40.000Z,40874035,['1592391614248673282'],1592391614248673282,en
"@Meta This is a really crappy way to try and help someone recover their account who had their email and phone changed. Granted she gave away the 2FA, but the recovery process is really only helpful if the email hasn't been changed. This isn't ok. https://t.co/PYYYOM17Jk",2022-11-12T03:15:19.000Z,40874035,['1591268372670713857'],1591268372670713857,en
"@realseamusdykmg @sondesix Ever used a Samsung appliance long term? Go look up reviews… thousands of people who swear they’ll never buy another and loads of used ones for bottom barrel prices. 

Samsung makes a lot of things, but that doesn’t mean it’s an ecosystem",2022-11-11T00:46:45.000Z,40874035,['1590868600512204802'],1590868600512204802,en
@Govindsarda61 @mweya @yoboigucci2 @sondesix I see what you did there,2022-11-11T00:44:07.000Z,40874035,['1590867937816379392'],1590867937816379392,en
@Lemonz999 @theSilkyLife @Pioneer0475 @POTUS Blue voters tend to clump together. Red voters tend to separate and have their space.,2022-11-10T18:00:46.000Z,40874035,['1590766428017553408'],1590766428017553408,en
@ilyakuZo @DestinyTheGame Clearly lol,2022-11-10T17:49:12.000Z,40874035,['1590763520064245760'],1590763520064245760,en
@dbrand @MKBHD It’s funnier when Elon does it,2022-11-10T16:08:23.000Z,40874035,['1590738145804693504'],1590738145804693504,en
"@kmtzlr @Prfz_ @DestinyTheGame Every time the season nears end and people run out of content so they take a break, people cry dead game",2022-11-10T16:06:55.000Z,40874035,['1590737780271087622'],1590737780271087622,en
@ilyakuZo @DestinyTheGame Sounds like a ban well deserved,2022-11-10T16:05:07.000Z,40874035,['1590737324077617152'],1590737324077617152,en
@aerostar26 @cryptic_cute @Star__Beacon @RjeyTech @ToxicNgcobo There's other advantages to the M2 ... like dual monitor support. I don't know why that wasn't a thing with the M1 but... yeah,2022-11-10T15:51:36.000Z,40874035,['1590733923432402944'],1590733923432402944,en
"@elonmusk The DM bots still seem to trickle in from time to time, but they're pretty absent from the feed.",2022-11-10T15:50:47.000Z,40874035,['1590733720054820866'],1590733720054820866,en
"@Surrenic @DylanSc19665115 @BeenoxCODPC Wow… lol 

Maybe do a full wipe of drivers and the game files and reinstall everything",2022-11-09T23:09:36.000Z,40874035,['1590481763880513536'],1590481763880513536,en
@DonnaLe08949795 @epicwargamer @TomFitton @LeaderMcConnell Can we please? Nanci too,2022-11-09T20:14:28.000Z,40874035,['1590437688263421952'],1590437688263421952,en
@chocol8chiptrip @RjeyTech I’m sure you’re jk ;),2022-11-09T19:59:22.000Z,40874035,['1590433887833899008'],1590433887833899008,en
"@rusdjendk @RjeyTech I love my iPhone lol 

Could care less if it’s “luxury”",2022-11-09T19:56:50.000Z,40874035,['1590433249129472000'],1590433249129472000,en
@criticalkids @RjeyTech Oh yeah? Like what. That’s like $400 at best,2022-11-09T19:55:51.000Z,40874035,['1590433004291137537'],1590433004291137537,en
@RjeyTech @ToxicNgcobo Hard to tell without knowing the rest of the context but this seems less of a rich flex and more like “iPhones are not that expensive”,2022-11-09T19:54:41.000Z,40874035,['1590432708236546048'],1590432708236546048,en
@JesseyRichard22 @itsJeffTiedrich It’s too complicated for Twitter. Look on YouTube.,2022-11-09T02:37:21.000Z,40874035,['1590171656479469568'],1590171656479469568,en
"@keith_solomon @FedEx Whalp, Protoss have it now.",2022-11-09T00:14:01.000Z,40874035,['1590135586421362691'],1590135586421362691,en
@keith_solomon @FedEx That’s their main hub so…,2022-11-08T23:33:00.000Z,40874035,['1590125264230526976'],1590125264230526976,en
@LateNightHalo @OpTicTexas Was Vanguard's campaign really that bad?,2022-11-08T20:00:42.000Z,40874035,['1590071836137574400'],1590071836137574400,en
"@joncoopertweets B &amp; C are just absurd fearmongering... 
D is a possibility with both parties. 
A may happen if the budget runs out given how many baby boomers are about to retire / have retired.",2022-11-08T19:49:25.000Z,40874035,['1590068995197374464'],1590068995197374464,en
"@32nds I seriously don't get the people who think democracy is going to suddenly collapse if either party wins... 

Has anyone seen how fast our Government works? It'd take decades for this boat to run aground...",2022-11-08T19:43:30.000Z,40874035,['1590067509419704320'],1590067509419704320,en
"@mehdi_benk @elonmusk I like where your heart is at helping the people of the world, but those who are poor and given a large sum of money (in any form) generally never helps. Being smart with money is just as important as having it. Guarantee you 20% would immediately blow it on junk instead of needs",2022-11-08T19:41:23.000Z,40874035,['1590066974339760128'],1590066974339760128,en
"@Lady_Arsenic_ @Snipes266 @InfinityWard It's changed from general insults and fun stabs at your mom to direct insults and attempts at tearing you down as a person. Just sad

It's even better when you beat them and they still talk crap... mentioning their poor performance or how they couldn't carry gets them going good",2022-11-08T17:39:43.000Z,40874035,['1590036358244237313'],1590036358244237313,en
"@Surrenic @DylanSc19665115 @BeenoxCODPC Lol what’s your card? Maybe the 516 drivers would work better. 

This is a pretty big blunder by Nvidia.",2022-11-07T19:12:40.000Z,40874035,['1589697360120414209'],1589697360120414209,en
"@Surrenic @DylanSc19665115 @BeenoxCODPC Game, but I pulled them from here

https://t.co/VwPNn9PNxA",2022-11-07T01:29:30.000Z,40874035,['1589429806487465984'],1589429806487465984,en
"@LateNightHalo @Flurriously Even the new Modern Warfare 2 rewards you for being slower and methodical. You have the option of sprinting, but the people calling in Chopper Gunners and Gunships are usually those who don't use sprint.",2022-11-07T00:00:00.000Z,40874035,['1589407281313353729'],1589407281313353729,en
"@kestrelhawk_ Some people get wayyyyy too into football. It can't be good for their health.

(that also applies for English Football)",2022-11-06T23:54:23.000Z,40874035,['1589405866876604416'],1589405866876604416,en
@engineers_feed A guide to social interaction lol,2022-11-06T20:21:06.000Z,40874035,['1589352194150572032'],1589352194150572032,en
"@Julius062944752 @cmfilet88 @joncoopertweets Maturity is doing the right thing even when others don’t deserve it. 

Don’t stoop to their level",2022-11-06T20:18:51.000Z,40874035,['1589351628377055232'],1589351628377055232,en
@Surrenic @DylanSc19665115 @BeenoxCODPC Did you do a verify files? Also you could try and use a third party program to clean out Nvidia drivers,2022-11-06T20:16:01.000Z,40874035,['1589350914397437952'],1589350914397437952,en
@laithmalky @Casey You’ve clearly never made a video before,2022-11-06T19:59:57.000Z,40874035,['1589346870685732864'],1589346870685732864,en
@UrAvgConsumer It can only get better,2022-11-06T15:30:51.000Z,40874035,['1589279152288706560'],1589279152288706560,en
"@j_shirar @BillBlackerby @joncoopertweets Technically by reducing the police force and setting the bar for theft at $100 in many cities, many Democrats have basically told criminals that crime is fine as long as it's not over $100.",2022-11-06T13:13:42.000Z,40874035,['1589244633875632128'],1589244633875632128,en
@Lovishjain2004 @elonmusk Your math is a bit off…,2022-11-06T02:37:38.000Z,40874035,['1589084563195965441'],1589084563195965441,en
