created_at,text,author_id,lang,edit_history_tweet_ids,id
2022-11-22T19:18:01.000Z,"Our office will be closed on Thursday, November 24 and Friday, November 25 for Thanksgiving. ⁠
Shuttles will not run on either day, but the Crimson Line service will resume on Saturday, November 26. https://t.co/sjYIoGNo9j",102693320,en,['1595134523863289857'],1595134523863289857
2022-11-11T15:45:06.000Z,https://t.co/XqTnGDWr2J,102693320,zxx,['1591094673879273472'],1591094673879273472
2022-11-09T17:42:14.000Z,"RT @ISPBremen: It won’t be long until this is what our weather looks like. Snow ❄️ is inevitable.

Is your 🚙 ready?
❄️Service up to date
❄️…",102693320,en,['1590399376400470018'],1590399376400470018
2022-11-09T14:32:25.000Z,"IUPUI has just been named a Bicycle Friendly University by the League of American Bicyclists!

Congrats, Jags!
https://t.co/9RH9XhwHEq https://t.co/6ILA9AfwZW",102693320,en,['1590351609808453632'],1590351609808453632
2022-10-31T12:37:00.000Z,"Happy Halloween, Jags!

Please enjoy this scary pumpkin https://t.co/7yfuYK6Zy1",102693320,en,['1587061074083422210'],1587061074083422210
2022-10-19T15:31:17.000Z,RT @BikeIndpls: Wondering where you can find an accurate map of #Indy bike trails? The 2022 edition of our Indy Bike Guide can be found on…,102693320,en,['1582756278547656704'],1582756278547656704
2022-10-18T20:29:02.000Z,RT @IUPUISustain: We've partnered with @BicycleGarage to bring bike mechanics to campus for a pop-up bike repair shop where we'll offer FRE…,102693320,en,['1582468820081352704'],1582468820081352704
2022-10-06T20:21:47.000Z,"RT @IUPUISustain: Please help support @IUPUI's application for Bike Friendly University designation by filling out this brief survey 🚲📋 

T…",102693320,en,['1578118344410124289'],1578118344410124289
2022-10-04T13:52:39.000Z,"It's time to announce our grand prize winners. ⁠
⁠
Abigail D.⁠
Curtis W.⁠
Piper V.⁠
Maria S.⁠
Jacob G. ⁠
⁠
Have all won a free parking permit! ⁠
Each will receive a full refund for their fall parking permit. Thanks to all who visited our tent!⁠
⁠
#yougottaregatta https://t.co/5mvtKjtXF2",102693320,en,['1577295637539872770'],1577295637539872770
2022-09-26T13:42:50.000Z,"Thanks so much to everyone who stopped by our tent on Saturday. We will be announcing our winners later this week, including five lucky students who will win a free parking permit! https://t.co/ZOEFUf78Nd",102693320,en,['1574394065289850880'],1574394065289850880
2022-09-21T20:31:46.000Z,"RT @IUPUISustain: Tomorrow is @IUPUI Car Free Day, and we’re here to help you get to and around campus without your car 😉👍🏼 This Car Free G…",102693320,en,['1572685036910006275'],1572685036910006275
2022-09-20T12:11:55.000Z,"RT @IUPUISustain: Did you know that 93% of staff and 87% of students commute to campus by car? 😮

We know not everyone can be car-free, but…",102693320,en,['1572196855647444998'],1572196855647444998
2022-09-19T18:05:01.000Z,"Car Free Day is this Thursday, September 22nd sponsored by @CommuteIndy

Consider public transportation, walking, or biking to get to campus and see the difference! https://t.co/LG4oJZKclc",102693320,en,['1571923329170153480'],1571923329170153480
2022-09-19T14:58:39.000Z,"RT @IUPUIRegatta: The week we have all been waiting for... 🥁
Regatta Week is HERE! 🥳🥳 Join us for a full week of fun leading up to the icon…",102693320,en,['1571876431067488257'],1571876431067488257
2022-09-15T16:43:37.000Z,"RT @IUPUISustain: Participate in @IUPUI Car Free Day next Thursday by ditching your car and commuting to campus by bike, bus, walking, scoo…",102693320,en,['1570453292949323776'],1570453292949323776
