id,edit_history_tweet_ids,created_at,author_id,lang,text
1595182721504092161,['1595182721504092161'],2022-11-22T22:29:32.000Z,124279999,en,"“This is going to backfire and, if passed, it will destroy communities across Ontario for decades to come,"" said Coun. Leanne Caron during a special meeting on Tuesday. @ward5leanne https://t.co/cpQO2zmtLH"
1595167298721288192,['1595167298721288192'],2022-11-22T21:28:15.000Z,124279999,en,RT @MikeSchreiner: Ford's plan to pave the #Greenbelt is not about solving the housing crisis. It will help wealthy land speculators turn m…
1595133820646305792,['1595133820646305792'],2022-11-22T19:15:13.000Z,124279999,en,"RT @GreenbeltAllies: 💥A rare coalition of farmers, housing advocates, urban planners, environmentalists, labour unions, healthcare workers…"
1595133779126800385,['1595133779126800385'],2022-11-22T19:15:03.000Z,124279999,en,"RT @GreenbeltAllies: Bill 23 will NOT create more housing or improve affordability but will supercharge wasteful urban sprawl, undermine en…"
1595048405784576000,['1595048405784576000'],2022-11-22T13:35:49.000Z,124279999,en,RT @Global_Guelph: Municipal planning staff have predicted that changes proposed under Bill 23 could dramatically increase the rate of prop…
1594766427587739648,['1594766427587739648'],2022-11-21T18:55:20.000Z,124279999,en,"RT @PlanSmarter: In York Region there are 50,000 homes approved but not yet built plus land set aside for 30 years of housing. What is lack…"
1594677418635190272,['1594677418635190272'],2022-11-21T13:01:38.000Z,124279999,en,"RT @holdthelineWR: We know that opening up the countryside to more sprawl won’t solve our housing crisis, especially not if affordability s…"
1594436715200274432,['1594436715200274432'],2022-11-20T21:05:10.000Z,124279999,en,"RT @yvieinguelph: Farmland is a non-renewable resource: once it’s gone, it’s gone. As transportation costs go up and climate change makes s…"
1594330323545980930,['1594330323545980930'],2022-11-20T14:02:25.000Z,124279999,en,RT @iamdavidmiller: It’s wrong. And not just because it is so corrupt. It’s a bad idea to pave over farmland and wild space for badly desig…
1594180768514777088,['1594180768514777088'],2022-11-20T04:08:08.000Z,124279999,en,RT @girls_can: If you want to #SaveOntarioWetlands there are two places we need you to comment! Changes to the Wetland Evaluation System ht…
1594180497709694977,['1594180497709694977'],2022-11-20T04:07:03.000Z,124279999,en,"RT @MoreHamOnt: Housing advocates say no to Bill 23.
Farmers say no to Bill 23. 
Environmentalists say no to Bill 23.
Just developers say y…"
1594007706079498240,['1594007706079498240'],2022-11-19T16:40:27.000Z,124279999,en,"RT @AlabasterRevel1: Bill 23 shifts the cost of growth from developers to your property taxes. Are you okay with that?? 
@fordnation #onpol…"
1594007524721631233,['1594007524721631233'],2022-11-19T16:39:43.000Z,124279999,en,RT @GuelphToday: ‘No demonstrable evidence' Bill 23 will reduce home prices https://t.co/6HyNDppkkm
1593957855983452164,['1593957855983452164'],2022-11-19T13:22:21.000Z,124279999,en,"RT @eyeonthefly: Hey #ldnont— did you know that the Sifton Bog wetland in west London, which took nearly 10,000 years to form, is about to…"
1593941754524450816,['1593941754524450816'],2022-11-19T12:18:22.000Z,124279999,en,"RT @OntarioFarms: Once farmland is paved over, it’s gone forever. Help protect local, fresh, home grown food in Ontario before it’s too lat…"
1593738478122143749,['1593738478122143749'],2022-11-18T22:50:38.000Z,124279999,en,"RT @CamGuthrie: This report is a must read!
On Monday, #Guelph city council will hold a special council meeting regarding the impacts of #B…"
1593738354041962504,['1593738354041962504'],2022-11-18T22:50:08.000Z,124279999,en,"RT @iamgmcnaughton: New: According to a report from city staff, preliminary calculations have the City of Guelph losing out of millions of…"
1593729583085256704,['1593729583085256704'],2022-11-18T22:15:17.000Z,124279999,en,"RT @cityofguelph: Hey #Guelph, there is a special Council meeting on Tuesday, Nov. 22, related to the challenges and impacts of new provinc…"
1593729003789099009,['1593729003789099009'],2022-11-18T22:12:59.000Z,124279999,en,"RT @MikeDarmon1: Please take survey/comment &amp;make our downtown a DESTINATION with equitable access &amp;more public space for all to enjoy. 

D…"
1593631533595779074,['1593631533595779074'],2022-11-18T15:45:40.000Z,124279999,en,"RT @globeandmail: Ontario housing bill to short municipalities by $5 billion, AMO says https://t.co/MRE8dVWdxS"
1593631498506223617,['1593631498506223617'],2022-11-18T15:45:32.000Z,124279999,en,"RT @maywarren11: An explainer on all the concerns (spoiler alert, there are many) with the new provincial housing bill, from @TessKalinowsk…"
1593630970216849408,['1593630970216849408'],2022-11-18T15:43:26.000Z,124279999,en,"RT @bowker_john: The Association of Municipalities of Ontario warns that while the Ford government’s Bill 23 may benefit private interests,…"
1593440983164669952,['1593440983164669952'],2022-11-18T03:08:29.000Z,124279999,en,RT @CamGuthrie: Ontario housing bill #Bill23 to short municipalities by $5 billion: Both @ONBigCityMayors and @AMOPolicy ➡️ https://t.co/DV…
1593327991970463746,['1593327991970463746'],2022-11-17T19:39:30.000Z,124279999,en,"RT @10Carden: 10C and the Guelph Farmers' Market is preparing for something special this December just for you! ❄️

⛄️Join us every Thursda…"
1593327559655264257,['1593327559655264257'],2022-11-17T19:37:47.000Z,124279999,en,"RT @AMOPolicy: We agree that change is needed to improve #housing supply and affordability. As written, #Bill23 does not get us there. http…"
1593218401237110787,['1593218401237110787'],2022-11-17T12:24:02.000Z,124279999,en,"RT @mattgallowaycbc: ""In September, a company run by a prominent Ontario developer paid $80 million for two parcels of land that could not…"
1593217701295820801,['1593217701295820801'],2022-11-17T12:21:15.000Z,124279999,en,RT @thenarwhalca: INVESTIGATION: Over half the parcels of land set to lose long-standing Ontario Greenbelt protections include properties p…
1592935162387759104,['1592935162387759104'],2022-11-16T17:38:32.000Z,124279999,en,RT @faisal_moola: Only 5% of Canada's entire land base is suitable for growing food. Which is why @fordnation idea to pave over sections of…
1592856122498895873,['1592856122498895873'],2022-11-16T12:24:28.000Z,124279999,en,@ward5leanne @cathy_downer Always been a pleasure to work with Leanne!
1592724841681268742,['1592724841681268742'],2022-11-16T03:42:48.000Z,124279999,en,"RT @ward5leanne: Let the work begin! ""Howdy pardner"" to @cathy_downer I am looking forward to working with you again on behalf of the resid…"
1592607737103683586,['1592607737103683586'],2022-11-15T19:57:28.000Z,124279999,en,RT @GuelphPolice: *COMMUNITY ALERT - The intersection of Gordon St/Stone Rd in #Guelph has been closed as @GuelphFire investigates a truck…
1592555569030004736,['1592555569030004736'],2022-11-15T16:30:10.000Z,124279999,en,"“Trevor Wilcox, general manager of corporate performance, explained the estimated impact on the county would be a loss of at least $175 million in development charges (DCs) during the next 10 to 15 years.”

https://t.co/nlxGRfQIEf"
1592553368089939969,['1592553368089939969'],2022-11-15T16:21:25.000Z,124279999,en,RT @PlanSmarter: @ reggcohn Municipalities plan for housing 20+ years out. Land and housing for 2022 -25 was set aside in 2010. Planning al…
1592218742096027648,['1592218742096027648'],2022-11-14T18:11:44.000Z,124279999,en,"RT @saugeenca: Provincially significant status is granted to wetlands that experts deem so valuable, they should be protected from developm…"
1592121947537932288,['1592121947537932288'],2022-11-14T11:47:07.000Z,124279999,en,"RT @TMrakas: York Regional Council has passed a motion requesting the province halt Bill 23, the More Homes Built Faster Act, 2022 to allow…"
1591938967574048768,['1591938967574048768'],2022-11-13T23:40:01.000Z,124279999,en,"RT @iamdavidmiller: Good question.  Why did land speculators buy land that could not legally be developed, once DF was in power?  And now c…"
1591539933038133249,['1591539933038133249'],2022-11-12T21:14:24.000Z,124279999,en,"RT @jen_keesmaat: Prioritizing sprawl undermines reinvestment in existing urban places, like the shores of the Ottawa River, here. Growing…"
1591463888016801792,['1591463888016801792'],2022-11-12T16:12:13.000Z,124279999,en,RT @AnixEco: This will slow down environmental studies when reviewed by municipalities...it also duplicates work done by CAs and create con…
1591404263351386113,['1591404263351386113'],2022-11-12T12:15:17.000Z,124279999,en,"RT @thenarwhalca: “It feels like we don’t matter.”

“Once you turn farmland into concrete you can never go back.”

From Hamilton to Halton,…"
1591038767334576128,['1591038767334576128'],2022-11-11T12:02:56.000Z,124279999,en,"RT @jen_keesmaat: Land is available, both inside the existing built-up areas and on undeveloped land outside greenbelts, for more and bette…"
