text,lang,id,author_id,edit_history_tweet_ids,created_at
"RT @Nigel_Farage: Keir Starmer says we must end our reliance on cheap foreign workers and start training our own people. 

Labour are now t…",en,1595146725588508672,1297207077362958336,['1595146725588508672'],2022-11-22T20:06:30.000Z
"RT @AnnetteSmith66: @suzseddon So they threatened blackouts tonight, then cancelled it as we're charged a 200% increase. 

But then saw thi…",en,1595144737924972544,1297207077362958336,['1595144737924972544'],2022-11-22T19:58:36.000Z
"RT @suzseddon: 🚨 Breaking: The National Grid has issued a power issue warning for tonight. 

Get your candles ready FFS! 🤬",en,1595144520739745794,1297207077362958336,['1595144520739745794'],2022-11-22T19:57:44.000Z
"RT @juneslater17: An Inverness hotel and holiday  accommodation on Loch Ness 
Now has economic migrants.",en,1595143963484524544,1297207077362958336,['1595143963484524544'],2022-11-22T19:55:31.000Z
RT @DarwinAwards_: https://t.co/tWqezXoheH,zxx,1595143247349026816,1297207077362958336,['1595143247349026816'],2022-11-22T19:52:41.000Z
RT @DarwinAwards_: https://t.co/KKl798XzrP,zxx,1595143112309235713,1297207077362958336,['1595143112309235713'],2022-11-22T19:52:08.000Z
RT @Ingyme: Do you think mass immigration is The Great Replacement of the English community in England?,en,1595142987675471872,1297207077362958336,['1595142987675471872'],2022-11-22T19:51:39.000Z
"RT @PeterDClack: Two trillion dollars - that's just the start of yearly reparations to nations who claim to be victims of climate change, a…",en,1595141484252393472,1297207077362958336,['1595141484252393472'],2022-11-22T19:45:40.000Z
"RT @PatrioticPizzas: They knew Vitamin D worked.
They knew Ivermectin worked.
They knew natural immunity worked.
They knew masks didn't wor…",en,1595141326282313728,1297207077362958336,['1595141326282313728'],2022-11-22T19:45:03.000Z
"RT @alkemp57: Shamima Begum says she was transported to Syria by ISIS for sexual exploitation 

I don’t believe a word of it, she was 15 at…",en,1595141302961967104,1297207077362958336,['1595141302961967104'],2022-11-22T19:44:57.000Z
RT @PorkCho70916880: https://t.co/RkRosjo1KV @iamyesyouareno @colinflaherty @Klaus_Arminius @Wot_the_Actual @MagicBelle1,qme,1595141121944190977,1297207077362958336,['1595141121944190977'],2022-11-22T19:44:14.000Z
RT @DaveAtherton20: This is Nottingham imam @HusnainYaqoob10 explaining that if a married man commits a homosexual act then he should be st…,en,1595141071255633920,1297207077362958336,['1595141071255633920'],2022-11-22T19:44:02.000Z
RT @Proud2BScotBrit: @DaveAtherton20 @Stop_The_EU @HusnainYaqoob10 As shown in Qatar.  We cannot take our values to Muslim countries.  So w…,en,1595141018558423040,1297207077362958336,['1595141018558423040'],2022-11-22T19:43:49.000Z
"RT @Rachael_Swindon: Tory MP @KemiBadenoch claimed £1,827 on expenses to pay her utility bill. 

This seems morally wrong to me. 

Retweet…",en,1595140878636838912,1297207077362958336,['1595140878636838912'],2022-11-22T19:43:16.000Z
"RT @Rockenjud: Just found out my sons former classmate, 14 y/o female ( I home school) just suffered her 4th stroke. They started after her…",en,1595140815868739584,1297207077362958336,['1595140815868739584'],2022-11-22T19:43:01.000Z
"RT @KHarveyProctor: Appalling for FIFA to allow Qatar to host the World Cup; homosexuality is outlawed &amp; women are second-class citizens.
T…",en,1595140732842827776,1297207077362958336,['1595140732842827776'],2022-11-22T19:42:41.000Z
RT @BucksBreaking: @RealMessageEire Recent refugee to Ireland states he lived in England illegally for 15 years before he decided to claim…,en,1595140452839481345,1297207077362958336,['1595140452839481345'],2022-11-22T19:41:34.000Z
"RT @scalyonee1977: Thought of the day, for the first time in history the Prime minister is richer than the Current monarch. @RishiSunak &amp; h…",en,1595140307968217089,1297207077362958336,['1595140307968217089'],2022-11-22T19:41:00.000Z
"RT @RealMessageEire: And again, locals gather tonight in East Wall against the hundreds of unvetted young foreign men being put into their…",en,1595140276326014976,1297207077362958336,['1595140276326014976'],2022-11-22T19:40:52.000Z
RT @CitizenStayn: https://t.co/flvNU2u6zy,zxx,1595139921010110464,1297207077362958336,['1595139921010110464'],2022-11-22T19:39:28.000Z
"RT @iancollinsuk: The Mayor of London wanted to (or did) ban hamburger ads. But he’s OK with this? Not only is it demonstrably a lie, but w…",en,1595139807336103936,1297207077362958336,['1595139807336103936'],2022-11-22T19:39:00.000Z
"RT @TORQAEM: Why cant Sunak, Hunt and Starmer lead by example and take the bulk in their own constituencies.

All MPs supporting illegal un…",en,1595139531950329856,1297207077362958336,['1595139531950329856'],2022-11-22T19:37:55.000Z
"RT @seavixen893: Whilst illegal immigrants are welcomed with open arms and given free board and lodging, charities are begging us to give m…",en,1595139479941296129,1297207077362958336,['1595139479941296129'],2022-11-22T19:37:42.000Z
RT @Wishfullthinki9: @Bbmorg Get real I started work at 15. I knew exactly what I was doing. Certainly watching beheadings wasn't on my age…,en,1595138286443728897,1297207077362958336,['1595138286443728897'],2022-11-22T19:32:58.000Z
"RT @debbiebarnes66: I am so done with politics. I used to follow
the goings on in Westminster, but they're
taking the p*ss.  Their Christma…",en,1595138161147285505,1297207077362958336,['1595138161147285505'],2022-11-22T19:32:28.000Z
"RT @Wayne57072607: Romanian national who sexually assaulted vulnerable teenager to remain in jail while awaiting deportation

https://t.co/…",en,1595138033648799745,1297207077362958336,['1595138033648799745'],2022-11-22T19:31:58.000Z
RT @BirdyBrexit: AND WE WANT OUR HOTELS EMPTIED and ALL ILLEGALS (each and everyone) DEPORTED,en,1595137988320583681,1297207077362958336,['1595137988320583681'],2022-11-22T19:31:47.000Z
RT @Steve92592444: How some offences between ethnic groups are treated more leniently than ... https://t.co/7qtKNgdkG6 MANCHESTER SOUTH ASI…,en,1595137748855574528,1297207077362958336,['1595137748855574528'],2022-11-22T19:30:50.000Z
RT @ashajadeja325: Why do Pakistani restaurants call themselves “Indian” in US &amp; Europe ?🤔,en,1595137551882670080,1297207077362958336,['1595137551882670080'],2022-11-22T19:30:03.000Z
RT @LeoKearse: I get that David Baddiel can criticise other people's racism even though he himself wore blackface in the 90s. He's just apo…,en,1595137342830170114,1297207077362958336,['1595137342830170114'],2022-11-22T19:29:13.000Z
"RT @Klaus_Arminius: 🇫🇷#France

""I'm 16, France colonized my country, that's why I came"", Abubakar told C News. 

Abubakar is among thousand…",en,1595136842235772928,1297207077362958336,['1595136842235772928'],2022-11-22T19:27:14.000Z
"RT @Travistritt: Always remember that when you mix country with rap, you get crap!",en,1595136633166524416,1297207077362958336,['1595136633166524416'],2022-11-22T19:26:24.000Z
RT @Ray_Norshine: 🤦‍♂️ https://t.co/wb1GreqI9c,und,1595136396985262080,1297207077362958336,['1595136396985262080'],2022-11-22T19:25:27.000Z
RT @Ray_Norshine: 😱 https://t.co/JbbTSBoTPR,und,1595136301803933696,1297207077362958336,['1595136301803933696'],2022-11-22T19:25:05.000Z
RT @Ray_Norshine: 30 people at Cornwall asylum seeker hotel being treated for 'rash'  https://t.co/OmOnCeTb1u,en,1595136200607948800,1297207077362958336,['1595136200607948800'],2022-11-22T19:24:41.000Z
"RT @Wayne57072607: Girl, 14, kidnapped outside school and found dead in an abandoned house

https://t.co/eglePKrqQT https://t.co/plBQYqhIdR",en,1595135793127100416,1297207077362958336,['1595135793127100416'],2022-11-22T19:23:03.000Z
RT @YorksRose_84: What a Surprise!  Plans to house 72 asylum seekers in hotel in Rishi Sunak's constituency 'scrapped' https://t.co/4ChFSGM…,en,1595135761955061760,1297207077362958336,['1595135761955061760'],2022-11-22T19:22:56.000Z
