created_at,id,text,author_id,edit_history_tweet_ids,lang
2022-11-22T19:37:16.000Z,1595139368032776194,"@GZzyzyx @RogerCoppock @tan123 Do the analysis.  Run the numbers.  

Loans?  Match?  Why would they?  There is a scam going on.

Remember when Tesla had ""free charging"" and the car cost $70,000?  People fail basic math.

How much fuel can $40k buy?  10,000 gal. = 300,000 miles.",60453854,['1595139368032776194'],en
2022-11-22T19:32:32.000Z,1595138177211121666,@eclipsethis2003 Criminals.  All need jail...,60453854,['1595138177211121666'],en
2022-11-22T19:31:56.000Z,1595138027655135232,@DawnTJ90 Because they want to DEAD...,60453854,['1595138027655135232'],en
2022-11-22T19:30:27.000Z,1595137653951057920,"@GZzyzyx @RogerCoppock @tan123 The problem is you don't have the facts about solar and batteries.  They are NOT cheap.  Do some research.

Making junk with slave labor is also silly wrong.  China is a slave camp of a sick joke.",60453854,['1595137653951057920'],en
2022-11-22T19:28:50.000Z,1595137245916573696,"@GZzyzyx @RogerCoppock @tan123 A solar PV + battery system is around 60 cents/kwh on grid.  It might be 30-40 cents/kwh at home.

That is silly expensive.

NET will be 1-6 cents/kwh.  Day?  1 cent/kwh.  Night after 5 days, 6.

Their tech will all be bankrupt.

When everybody has solar, nobody makes $$$.",60453854,['1595137245916573696'],en
2022-11-22T19:25:39.000Z,1595136446981029888,"@nxgrs74 @GZzyzyx @RogerCoppock @tan123 Yes, atm cools earth and also insUlates at night.

Yes, the balances are all silly.

GHE theory is trash.

Yes, CO2 is irrelevant to temperature.  Molar density vs Pressure plots show this.",60453854,['1595136446981029888'],en
2022-11-22T19:23:29.000Z,1595135899129761792,"@GZzyzyx @RogerCoppock @tan123 How much / kwh does that ""free"" energy cost?

New engine type is 1/4th for panels.  No AC inverters needed at 3xto make fuel = 1/12th the cost/area.

NET solar captures 6 times the energy as PV

12 x 6= 72 times less than solar PV.

Then there is storage.

You need to do analysis",60453854,['1595135899129761792'],en
2022-11-22T19:17:38.000Z,1595134427453358080,"@GZzyzyx @RogerCoppock @tan123 You, me, the world.

Right now you spend 25% of income for energy.

Biden's junk will drive up costs to 50%.

NET will drive them down to 3-5% of income.

Waste 50% on Biden junk.  Or spend 5% on NET.

I won't need oil for drive (4 cars) or house energy needs.",60453854,['1595134427453358080'],en
2022-11-22T19:15:21.000Z,1595133852640346112,"@GZzyzyx @RogerCoppock @tan123 An EV vs NET?

Home: 12 cents/kwh = $4/gallon
super C: 36 cents/kwh = $12/gallon

Battery = $12/gal.  $15k/150k miles= 10 cent/mile... x 120 mpge = $12/gal fuel equivalent.

SC = $12+$12= $24/gallon.

NET = EV = 120 mpge

24/1=24 times more for EV than NET.",60453854,['1595133852640346112'],en
2022-11-22T19:09:23.000Z,1595132352266502144,"@GZzyzyx @RogerCoppock @tan123 Look, the choice for RE is simple

1) charge a battery
2) make fuel.

Fuel making is much cheaper, faster, safer, and does not need new infrastruture.

RE fuels make an old ICE car 1/2 the CO2 than an EV on 100% RE.  Game over if CO2 is the issue.  Just make RE fuels!",60453854,['1595132352266502144'],en
2022-11-22T19:07:52.000Z,1595131969976745984,"@ALLFACTSALLDAY @GregConsigliere @KariLake No, you can't think.  I can lead a Donkey to water, but I can't make it think.  Later...",60453854,['1595131969976745984'],en
2022-11-22T19:07:06.000Z,1595131779140108288,"@GZzyzyx @RogerCoppock @tan123 NET can use oil or sun.  Solar PV is 6 times less energy capture than solar thermal.

Thermal loads are key in Winter.

Make fuel all year long, use in Winter.  Ethanol is ideal fuel.  No battery or EV junk needed as driver.

NET is 72 times less cost than Solar PV.",60453854,['1595131779140108288'],en
2022-11-22T19:04:58.000Z,1595131240511729664,"@GZzyzyx @RogerCoppock @tan123 No it is not.  https://t.co/9Ln00YrfEs NET tech will be 120 mpg (Ethanol), $1/gal fuel.

No oil or old ICE car can compete.

Old ICE =30 mpg and $4/gal

NET 120 mpg and $1/gal

120/30 x 4/1= 16 times lower costs for RE driven car, no EV junk.   EVs are obsolete too.",60453854,['1595131240511729664'],en
2022-11-22T19:01:49.000Z,1595130449847730176,"@GZzyzyx @nxgrs74 @RogerCoppock @tan123 Learn ONE thing.  Attenuation...  Until you grasp that, you can't go beyond that.

Like first learning to add.  Then subtract, etc.  

Start with adding.  Attenuation.",60453854,['1595130449847730176'],en
2022-11-22T18:58:26.000Z,1595129597469032448,"@GZzyzyx @nxgrs74 @RogerCoppock @tan123 It does not matter what I cite as you will just say that person is not right.  I don't make an appeal to some fake authority via citations.  

The physics is simple.  Attenuation.  Understand it.  Game is over.  One word...done.",60453854,['1595129597469032448'],en
