author_id,id,lang,edit_history_tweet_ids,created_at,text
1394751012590792706,1595194596388212738,en,['1595194596388212738'],2022-11-22T23:16:43.000Z,"RT @SamanArbabi: Today, seven year-old #HastiNarouyi was shot in the head w/ a teargas cartridge, only to inhale enough toxic fumes and suf…"
1394751012590792706,1595192156519546881,en,['1595192156519546881'],2022-11-22T23:07:02.000Z,"RT @N4F4S8: By watching this footage you may think,ISIS forces are shooting,while yelling:”Alahu Akbar”,but it’s not the case.These are the…"
1394751012590792706,1595191088377204737,en,['1595191088377204737'],2022-11-22T23:02:47.000Z,"RT @AlirezaNader: .@PahlaviReza attends discussion  on the documentary “752 Is Not a Number” to show support for @esmaeilion. 
#IranRevoIut…"
1394751012590792706,1595190185188270080,fa,['1595190185188270080'],2022-11-22T22:59:12.000Z,"@i_am_pooya چقدر شرف میتونه برای بعضی انسانها واژه غریبی باشه
#مهسا_امینی"
1394751012590792706,1595189722120392705,en,['1595189722120392705'],2022-11-22T22:57:21.000Z,"RT @weimers: The Islamic Republic is not a legitimate representative of the Iranian people. 

#MahsaAmini #IranProtests2022 https://t.co/Tv…"
1394751012590792706,1595188683392647168,en,['1595188683392647168'],2022-11-22T22:53:13.000Z,"RT @Sima_Sabet: #BreakingNews

Hangaw a human right group in #Kurdistan reported that #Bukan is under attack by Islamic Republic forces. Se…"
1394751012590792706,1595159908781273089,en,['1595159908781273089'],2022-11-22T20:58:53.000Z,"RT @IranIntl_En: Ghazal Ranjkesh, an Iranian girl who lost one of her eyes after the Islamic Republic's security forces shot her in the fac…"
1394751012590792706,1595132159874174978,fa,['1595132159874174978'],2022-11-22T19:08:37.000Z,RT @RoshiRouzbehani: بعد از حمله تروریستی دو سال پیش داعش به دانشگاه کابل آخرین پیام پدری که به دنبال فرزندش بود #جان_پدر_کجاستی در فضای فا…
1394751012590792706,1595131071254839296,en,['1595131071254839296'],2022-11-22T19:04:18.000Z,"RT @N4F4S8: ""Definitely, we will come again.”
This sentence was written on the wall inside a residence in #Mahabad by Iranian regime forces…"
1394751012590792706,1595130020238065665,en,['1595130020238065665'],2022-11-22T19:00:07.000Z,"@Wayfarer8005 @5Pillarsuk 1. Read my second tweet it is still there
2. Unlike some ppl's thoughts sience updates itself by time
3.I have no problem with any religion until they don't force others to follow
4.why are so out raged just by hearing my personal experiences?"
1394751012590792706,1595087438787252225,en,['1595087438787252225'],2022-11-22T16:10:55.000Z,@Wayfarer8005 @5Pillarsuk I said belief and ideology didn't talk about scientific facts and honestly if you do not understand the difference between them I have no time to clear that for you
1394751012590792706,1594805532392837120,fa,['1594805532392837120'],2022-11-21T21:30:43.000Z,"RT @Sima_Sabet: مشابهت خامنه‌ای و صدام روز به روز بیشتر می‌شود. 

امروز در #جوانرود برای سرکوب مردم از گاز هگزاکلرواتان، یک عامل اعصاب که م…"
1394751012590792706,1594805083753127936,en,['1594805083753127936'],2022-11-21T21:28:56.000Z,RT @NotAnExpert___: The Islamic Republic has been using live ammunition to suppress the protesters in #Kurdistan while they only have piece…
1394751012590792706,1594804423955456018,fa,['1594804423955456018'],2022-11-21T21:26:19.000Z,RT @helyadarchin: دانشگاه گیلان از اول هفته تو اعتصاب کامل بوده. بچه‌ها به شکل یکدستی کلاسارو شرکت نکردند و علی‌رغم تهدید‌های آموزشی به اعت…
1394751012590792706,1594802701413781505,en,['1594802701413781505'],2022-11-21T21:19:28.000Z,"@UN
@UNICEF
@amnesty
While you choose to stay silent the Islamic regime is killing innocent civilians in Kurdish majority parts of Iran.Just asking,what's your plan?any useful ACTION? 
#MahsaAmini
#SaveKurdistan 
#Iran"
1394751012590792706,1594801987282935812,en,['1594801987282935812'],2022-11-21T21:16:38.000Z,"RT @Sima_Sabet: This is what happened today in #Javanrud #Iran, a massacre is happening. 

The city’s Hospital sent urgent requests for blo…"
1394751012590792706,1594800440755060737,fa,['1594800440755060737'],2022-11-21T21:10:29.000Z,RT @AliTagh30207454: #علی_اسداللهی، دانشجوی ارشد زبان و ادبیات فارسی دانشگاه تهران، شاعر و نویسنده، امروز ۳۰ آبان توسط نیروهای امنیتی مجددا…
1394751012590792706,1594799937010761729,en,['1594799937010761729'],2022-11-21T21:08:29.000Z,RT @ellay85: Families keep their kids' lifeless bodies at home covered in ice so that the regime doesn't steal them before they're buried -…
1394751012590792706,1594798550478905345,fa,['1594798550478905345'],2022-11-21T21:02:59.000Z,RT @janana653: محض اطلاع کسانی که میگن با همسایه‌هاتون متحد شید عرض کنم شبی که #مجید_توکلی دستگیر شد یکی از اهالی در  رو براشون باز کرد که…
1394751012590792706,1594797164978380821,en,['1594797164978380821'],2022-11-21T20:57:28.000Z,"@WisdomSeeker123 @KhosroKalbasi Please talk about us,tweet about us,ask your governments to help us,amplify our voice ,if you can call organizations like @unisefworld and ask what they are doing while I.R has killed at least 60 child during these days?Each of these means beyond the world to us
#مهسا_امینی"
1394751012590792706,1594793264242200581,fa,['1594793264242200581'],2022-11-21T20:41:58.000Z,"RT @yarrahimehdi: #سرود_زندگى
تقديم به زنان و مردان شريف سرزمينم

زن زندگى آزادى
⁩
#مهسا_امینی 
#اعتراضات_سراسرى https://t.co/PcZnNZPdEk"
1394751012590792706,1594792796879294466,en,['1594792796879294466'],2022-11-21T20:40:07.000Z,"RT @R1703Y92: Many injured and killed by IRGC forces in the city of #Javanrud, in the kurdish majority regions of Iran. This small city doe…"
1394751012590792706,1594716970972336129,en,['1594716970972336129'],2022-11-21T15:38:48.000Z,"RT @Nasibeh530: While world is busy watching #Qatar2022, IR regime is wagging a war against Iranians in Kurd regions.

Footage is showing a…"
1394751012590792706,1594714623499968514,en,['1594714623499968514'],2022-11-21T15:29:29.000Z,"@UN_HRC
Your silence is literally killing us
#save_kurdistan"
1394751012590792706,1594713050816577536,en,['1594713050816577536'],2022-11-21T15:23:14.000Z,"RT @NotAnExpert___: The IRGC has blocked all the entrances to #Javanrood #جوانرود
At the same time there are many people killed/injured due…"
1394751012590792706,1594712961343438849,en,['1594712961343438849'],2022-11-21T15:22:52.000Z,"While many are watching the #ENGIRN game and the failure of Islamic regime's team Iranians are getting killed each sec
If u want understand the situation watch this video filmed today a new bride come to see his killed husband for the last time in the bridal dress
#Qatar2022 https://t.co/xE7bvWrVhw"
1394751012590792706,1594709391013720064,en,['1594709391013720064'],2022-11-21T15:08:41.000Z,"RT @sarapeymanpour: Hey @Twitter,
The IR regime is massacaring people in #Mahabad and #Javanroud right now. @Me_Unstoppable_ tweets a video…"
