author_id,id,lang,edit_history_tweet_ids,created_at,text
1541860322763542528,1595190311529193480,en,['1595190311529193480'],2022-11-22T22:59:42.000Z,@KaylaChowShow My handwriting use to be perfect. Now it's sloppy trash.
1541860322763542528,1595189576540295169,en,['1595189576540295169'],2022-11-22T22:56:46.000Z,"I am amazed how many don't know a photon does not carry heat.

What is happening in academia?"
1541860322763542528,1595185598733623296,en,['1595185598733623296'],2022-11-22T22:40:58.000Z,"@5MinAbs79 @joett78902 @SydneyLWatson True fact if guns didn't exist nobody would die from a gun. People, however, would still murder. You aren't seeing the problem."
1541860322763542528,1595176049448521730,es,['1595176049448521730'],2022-11-22T22:03:01.000Z,@5MinAbs79 @joett78902 @SydneyLWatson Gun control= https://t.co/sIf9aTYCyJ
1541860322763542528,1595134303541022720,en,['1595134303541022720'],2022-11-22T19:17:08.000Z,@HAWTToys NHL flunked science. https://t.co/4XgYlRHvKP
1541860322763542528,1595133829488193538,en,['1595133829488193538'],2022-11-22T19:15:15.000Z,"@5MinAbs79 @joett78902 @SydneyLWatson ""Gun control"" only applies to legal gun owners, not criminals. So when you say gun control you want criminals to have more power than a legal gun owner."
1541860322763542528,1595133357427687425,en,['1595133357427687425'],2022-11-22T19:13:23.000Z,@5MinAbs79 @joett78902 @SydneyLWatson Yes we need less guns for that has ALWAYS worked out for the civilians. Funny how your reply is we need less guns NOT guns out of the hands of criminals. You don't even care about the crime you only want gun control.
1541860322763542528,1595124059020595200,en,['1595124059020595200'],2022-11-22T18:36:26.000Z,@MilkRoadDaily AND she has a sex tape? 🥳
1541860322763542528,1595123055520780288,en,['1595123055520780288'],2022-11-22T18:32:27.000Z,@HAWTToys Not scientists. Activists with a science degree.
1541860322763542528,1595122618218459136,en,['1595122618218459136'],2022-11-22T18:30:42.000Z,@MelonieMac Boom! 👍
1541860322763542528,1595121688827813888,en,['1595121688827813888'],2022-11-22T18:27:01.000Z,@RCAnnaKate @deaflibertarian Not only are Leftists predictable they are pretty stupid.
1541860322763542528,1595121564445704193,en,['1595121564445704193'],2022-11-22T18:26:31.000Z,@TuesdayRae11 @RCAnnaKate @deaflibertarian Darwin award #3.
1541860322763542528,1595120626397683717,en,['1595120626397683717'],2022-11-22T18:22:47.000Z,@deaflibertarian My brother is a special forces vet and current gun trainer/self-defense his only concern is civilians being properly trained.  Negligence is dangerous.
1541860322763542528,1595088037498990592,en,['1595088037498990592'],2022-11-22T16:13:18.000Z,@ClownWorld_ Science denial is IQ adjacent.
1541860322763542528,1595083885205147649,qme,['1595083885205147649'],2022-11-22T15:56:48.000Z,@ClownWorld_ https://t.co/GASHyHo9f8
1541860322763542528,1595083610708709381,en,['1595083610708709381'],2022-11-22T15:55:42.000Z,@Landorcan @SeshWSteph @RCAnnaKate @deaflibertarian Darwin wins again. Are you her brother? https://t.co/P3TuikpS7v
1541860322763542528,1595081476026290177,qme,['1595081476026290177'],2022-11-22T15:47:13.000Z,@ewarren https://t.co/1fQZptKxnC
1541860322763542528,1595081141568307200,qme,['1595081141568307200'],2022-11-22T15:45:53.000Z,@nazmith @Selftaughtchef2 @TRHLofficial https://t.co/ARlhMtaibS
1541860322763542528,1595080673781776384,en,['1595080673781776384'],2022-11-22T15:44:02.000Z,@ShuForCongress @elonmusk I'm sure Musk was slapped with a gag order on that.
