text,created_at,author_id,edit_history_tweet_ids,id,lang
RT @AnnCoulter: https://t.co/IzduXSGlXA,2022-11-22T19:51:36.000Z,1555465111313211392,['1595142974580883457'],1595142974580883457,zxx
"RT @laurenboebert: Every single day @ElonMusk is bringing back people to this platform who have been wrongfully silenced.

There’s so many…",2022-11-22T19:47:50.000Z,1555465111313211392,['1595142028660158465'],1595142028660158465,en
RT @elonmusk: @WSJ @WSJopinion @AllysiaFinley Yeah umm … that is definitely not the reason it failed,2022-11-22T19:42:22.000Z,1555465111313211392,['1595140651607552000'],1595140651607552000,en
"RT @Huku1King: Elder bro employed me to manage finances at his butchery in Chingola
It’s my 5th week now.I’ve managed to reduce shortages f…",2022-11-22T19:38:33.000Z,1555465111313211392,['1595139692261171200'],1595139692261171200,en
RT @inmortalcrypto: After all this shit the bullrun is going to be massive.,2022-11-22T19:37:33.000Z,1555465111313211392,['1595139440439365632'],1595139440439365632,en
RT @lowkeyalbert: dating someone with the same sense of humor as u &gt;&gt;&gt;,2022-11-22T19:29:01.000Z,1555465111313211392,['1595137294683746304'],1595137294683746304,en
RT @WhaleChart: BREAKING: ​FTX's in-house psychiatrist says employees weren't having enough sex.,2022-11-22T19:20:23.000Z,1555465111313211392,['1595135119043723265'],1595135119043723265,en
@bwantu My condolences,2022-11-22T19:18:42.000Z,1555465111313211392,['1595134695842250752'],1595134695842250752,en
"RT @ACTBrigitte: If Apple takes Twitter out of the app store, Elon Musk should buy them next.",2022-11-22T19:17:50.000Z,1555465111313211392,['1595134476702879744'],1595134476702879744,en
"RT @PeterObi: This evening, I will be on Twitter Spaces to discuss topical political issues and other issues germane to nation-building and…",2022-11-22T19:17:03.000Z,1555465111313211392,['1595134283362226176'],1595134283362226176,en
RT @kevinolearytv: How you handle failure is the truest indicator of future success.,2022-11-22T19:12:05.000Z,1555465111313211392,['1595133032926629888'],1595133032926629888,en
RT @cz_binance: @BTC_Archive False,2022-11-22T19:09:40.000Z,1555465111313211392,['1595132423708164096'],1595132423708164096,en
RT @elonmusk: @DineshDSouza Correct,2022-11-22T19:09:22.000Z,1555465111313211392,['1595132349208895489'],1595132349208895489,en
RT @DineshDSouza: We don’t hear much about Democrats and leftists being let back on Twitter. Why? Because they were never kicked off in the…,2022-11-22T19:09:20.000Z,1555465111313211392,['1595132339394207744'],1595132339394207744,en
"RT @SatoshiBTCss: Gm CORE millionaires, have a great day ahead.",2022-11-22T14:58:12.000Z,1555465111313211392,['1595069140078940163'],1595069140078940163,en
"RT @WhaleChart: BREAKING: Genesis needs a $1 billion liquidity injection by Monday.

Say goodbye to your money on #Gemini Earn",2022-11-20T12:54:28.000Z,1555465111313211392,['1594313226640326656'],1594313226640326656,en
"RT @HHichilema: To ensure our children grow up in an environment in which they thrive, our Govt enacted Child Code Act 2022, based on @UN C…",2022-11-20T12:38:57.000Z,1555465111313211392,['1594309321877241859'],1594309321877241859,en
RT @WhaleChart: JUST IN: 120 firms affiliated with #FTX are filing for bankruptcy.,2022-11-20T12:38:38.000Z,1555465111313211392,['1594309239958282240'],1594309239958282240,en
RT @MillsReggie: Your future needs you. Your past doesn't.,2022-11-20T12:36:17.000Z,1555465111313211392,['1594308649081765889'],1594308649081765889,en
"RT @JuanfraEscudero: 🗣️I will send $300 #BNB or #BTC in 24 hours to someone who follow me and retweet this tweet.

Good luck fam 🫡💛",2022-11-20T12:21:13.000Z,1555465111313211392,['1594304858877632512'],1594304858877632512,en
RT @elonmusk: @JGreenblattADL @ADL Hey stop defaming me!,2022-11-20T12:12:51.000Z,1555465111313211392,['1594302750287880193'],1594302750287880193,en
@dYdX BUSD,2022-11-20T12:11:01.000Z,1555465111313211392,['1594302291154124800'],1594302291154124800,vi
RT @elonmusk: And … we just hit another all-time high in Twitter usage lol,2022-11-19T10:56:13.000Z,1555465111313211392,['1593921079021559808'],1593921079021559808,en
"RT @coinbureau: So, according to the bankruptcy filings, Alameda was *exempt* from being liquidated when trading on FTX!?

Yet they still s…",2022-11-19T10:56:00.000Z,1555465111313211392,['1593921024034209794'],1593921024034209794,en
"RT @cz_binance: Ironic how people say ""Twitter is dead"", on Twitter.",2022-11-19T10:54:56.000Z,1555465111313211392,['1593920757834612736'],1593920757834612736,en
"RT @schin_tomar: Life is about learning from the events as they unfold in front of u and to become better than yesterday. 
We learnt how di…",2022-11-18T13:10:49.000Z,1555465111313211392,['1593592562610311169'],1593592562610311169,en
"RT @schin_tomar: From ideation in May to the launch of Biconomy SDK in Nov, it's great to see how gradually we are learning about why the w…",2022-11-18T13:10:34.000Z,1555465111313211392,['1593592499326648326'],1593592499326648326,en
"RT @balajis: Binance sold crypto
FTX stole crypto

There’s a difference",2022-11-18T12:18:34.000Z,1555465111313211392,['1593579413513195520'],1593579413513195520,en
"RT @cz_binance: @balajis Binance hold crypto (on behalf of sellers and buyers).
FTX ...",2022-11-18T12:18:29.000Z,1555465111313211392,['1593579394798436360'],1593579394798436360,en
"RT @kevinolearytv: Trust me, if you don't take the risks, you will ALWAYS lose.",2022-11-18T11:58:59.000Z,1555465111313211392,['1593574485495513089'],1593574485495513089,en
RT @MMCrypto: CZ is not to blame for FTX!,2022-11-18T11:11:01.000Z,1555465111313211392,['1593562413881778184'],1593562413881778184,en
RT @Coredao_Org: The nature of public blockchain is a decentralized ledger to execute smart contracts. This role is so vital that it needs…,2022-11-18T10:57:44.000Z,1555465111313211392,['1593559071814213632'],1593559071814213632,en
"RT @Coredao_Org: Several valuable lessons in @stankovic_stef piece on the FTX meltdown. Most notably, crypto began with decentralization, a…",2022-11-18T10:52:52.000Z,1555465111313211392,['1593557848050601985'],1593557848050601985,en
"RT @MichaelGuimarin: @elonmusk Elon, there's a bunch of us in SV who will come up tonight to help on the infra side to keep the site up.…",2022-11-18T10:49:47.000Z,1555465111313211392,['1593557070946648064'],1593557070946648064,en
RT @dYdX: Don't be distracted by the noise. DeFi is the endgame.,2022-11-18T10:49:26.000Z,1555465111313211392,['1593556983273193474'],1593556983273193474,en
"RT @HHichilema: The figure is K171,500,000 not K171,500 https://t.co/n6Qz2h3YsK",2022-11-18T10:48:13.000Z,1555465111313211392,['1593556679647531010'],1593556679647531010,en
"RT @Core_002: As we all await the big updates, as a show of support to our satoshi CORE coredao team, Lets all retweet this tweet by tweeti…",2022-11-18T10:47:38.000Z,1555465111313211392,['1593556530519056385'],1593556530519056385,en
Thank you @Coredao_Org for this great opportunity https://t.co/s2wCqChpDP,2022-11-18T07:14:48.000Z,1555465111313211392,['1593502971253428224'],1593502971253428224,en
