text,created_at,author_id,edit_history_tweet_ids,id,lang
RT @IdlemanShane: Why did I say the names of the 12 Republican senators who voted for the Respect for Marriage act? Take a listen and find…,2022-11-22T21:56:23.000Z,819968859591606273,['1595174380362874880'],1595174380362874880,en
"RT @ProjectBubbly: Bubbly &amp; Friends 🫧 x Hey! Reap3r💀
2 WL Spots Giveaway (Free Mint)

To Enter👇
✅Follow @Hey_Reap3r &amp; @ProjectBubbly &amp; @Ice…",2022-11-22T20:30:34.000Z,819968859591606273,['1595152782176423936'],1595152782176423936,en
"RT @moyo_world: We're moving our manufacturing plant 🏭👩‍🏭👨‍🏭!
Shenzhen is too nice of a city not to have a factory there!  #Shenzhen   #ele…",2022-11-22T19:14:01.000Z,819968859591606273,['1595133516916088832'],1595133516916088832,en
"RT @winwinbank: 🏆Dünya Kupasında Da Güvenin Adresi #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/oUiDnuefFE",2022-11-22T16:54:47.000Z,819968859591606273,['1595098480011513856'],1595098480011513856,tr
"RT @NFT_SalesRoom: The four mining consensus mechanisms of global blockchain will officially launch the online voting activities (POW, POS,…",2022-11-22T15:05:31.000Z,819968859591606273,['1595070980510126081'],1595070980510126081,en
"RT @DaoNfinity: Bears are lovely, so would be the bear market.🐻🐻🐻

@iteunkkiant @Octofan_NFT @Degenxulka @JpegFKVCVP @jaypeNTEOD @Luckypunk…",2022-11-22T14:01:10.000Z,819968859591606273,['1595054787397132291'],1595054787397132291,en
RT @TheEMWNews: African-American Muslim man serving as Chief Judge @caryleepeterson  of an Indian tribal court files a Mandamus suit agains…,2022-11-22T13:09:41.000Z,819968859591606273,['1595041830973964288'],1595041830973964288,en
RT @daPang70456438: #世界杯投注平台  #阿根廷梅西 #爱游戏  #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票 Friendship is a sheltering tree。 https://t.c…,2022-11-22T12:17:24.000Z,819968859591606273,['1595028671206916096'],1595028671206916096,en
RT @daPang70456438: #2022世界杯预测冠军 #开云体育 #世界杯 #足球 #亚博 #游戏 Happiness is good health and a bad memory。 https://t.co/SKlXnFfIW3,2022-11-22T11:31:40.000Z,819968859591606273,['1595017164993355777'],1595017164993355777,en
RT @corkstr11: i can #裸聊 #视频裸聊 #母狗 #反差女 https://t.co/yGKkhnddWt,2022-11-22T10:42:04.000Z,819968859591606273,['1595004681553694720'],1595004681553694720,en
"RT @Sohnneliving: Design is not just what it looks like and feels like. Design is how it works 🔎
⁠
Limited September special offer, link in…",2022-11-22T09:18:44.000Z,819968859591606273,['1594983711010951171'],1594983711010951171,en
