text,author_id,lang,created_at,id,edit_history_tweet_ids
RT @IdlemanShane: Why did I say the names of the 12 Republican senators who voted for the Respect for Marriage act? Take a listen and find…,1489645853329575943,en,2022-11-22T21:56:18.000Z,1595174359798149120,['1595174359798149120']
"RT @ProjectBubbly: Bubbly &amp; Friends 🫧 x Hey! Reap3r💀
2 WL Spots Giveaway (Free Mint)

To Enter👇
✅Follow @Hey_Reap3r &amp; @ProjectBubbly &amp; @Ice…",1489645853329575943,en,2022-11-22T20:30:33.000Z,1595152778141179904,['1595152778141179904']
"RT @moyo_world: We're moving our manufacturing plant 🏭👩‍🏭👨‍🏭!
Shenzhen is too nice of a city not to have a factory there!  #Shenzhen   #ele…",1489645853329575943,en,2022-11-22T19:13:59.000Z,1595133510443888641,['1595133510443888641']
"RT @winwinbank: 🏆Dünya Kupasında Da Güvenin Adresi #Marsbahis 

✅https://t.co/d39euhucwI

#MarsBet https://t.co/oUiDnuefFE",1489645853329575943,tr,2022-11-22T16:54:47.000Z,1595098480464125955,['1595098480464125955']
"RT @UtilityNet_: The Rules for the First Test Mining of UtilityNet https://t.co/4hJuOKd1WG 

#utility #utilitynet #BigData #Analytics #Data…",1489645853329575943,en,2022-11-22T15:05:24.000Z,1595070952659771397,['1595070952659771397']
"RT @icbexchange: Scheme administrators want as many individuals as possible to participate and invest as much money as possible. 
To encour…",1489645853329575943,en,2022-11-22T14:02:45.000Z,1595055184903737344,['1595055184903737344']
"RT @NakamotoGames: We have tournaments like this taking place almost every week 🎉

Some with a prize pool as high as 10K $USD 💰

Test your…",1489645853329575943,en,2022-11-22T13:07:59.000Z,1595041403955859456,['1595041403955859456']
RT @kaiyun830: #2022世界杯 #开云 #世界杯 #足球 #亚博 #游戏  Don‘t cry because it is over， smile because it happened。 https://t.co/VR1bOJdP9E,1489645853329575943,en,2022-11-22T12:17:10.000Z,1595028614520578054,['1595028614520578054']
RT @daPang70456438: #世界杯投注平台  #阿根廷梅西 #爱游戏  #开云体育 #BG真人 #世界杯 #NBA  #真人百家乐  #PG电子 #捕鱼  #云游棋牌 #彩票  Only you can control your future。 https://t…,1489645853329575943,en,2022-11-22T11:30:06.000Z,1595016769785106433,['1595016769785106433']
RT @daPang70456438: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐  Don‘t cry because it is over， smile because it happened。 https://t.co/y6YQxIphho,1489645853329575943,en,2022-11-22T10:41:38.000Z,1595004572044443648,['1595004572044443648']
"RT @Las_Fro: A gold mine is still a CRT TV.  Connect the electricity from 
the solar panel 📺

Solar panels cost $500〜$1,000

🎫 Fair launch…",1489645853329575943,en,2022-11-22T09:15:26.000Z,1594982878386872321,['1594982878386872321']
"RT @Desire04540897: you want to play with water
 💦💦💦💦💦💦💦💦
#无锡线下 #无锡 https://t.co/sLXdGMijoJ",1489645853329575943,en,2022-11-22T06:46:07.000Z,1594945302636597248,['1594945302636597248']
RT @yule886: #足球 #盘口 #开云体育 #2022塔卡尔世界杯  #NBA #真人百家乐 #棋牌 #PG电子  #五大联赛 #捕鱼  #双赢棋牌 #彩票计划   The longest day has an end。 https://t.co/rBjn28cbM2,1489645853329575943,en,2022-11-22T05:34:38.000Z,1594927314982141952,['1594927314982141952']
"RT @thekubieth: 🎁 AMAZING WL GIVEAWAY 🎁

🏆 20x Winner WL

Own your football museum ⚽️ 

To Enter🎫

1️⃣ RT + Like
2️⃣ Follow me &amp; @GolGoals…",1489645853329575943,en,2022-11-22T04:35:37.000Z,1594912459814359040,['1594912459814359040']
RT @enid_becher: All things in their being are good for something.         #裸聊 #意淫 #红绿灯 #寸止 #磕炮 https://t.co/xuwGlHw1WZ,1489645853329575943,en,2022-11-22T03:42:35.000Z,1594899116168863744,['1594899116168863744']
"RT @thekubieth: 🎁 OG GIVEAWAY 🎁

Giveaway 100 OG roles! 🔮

To enter 🎫 

1️⃣ Register https://t.co/9nBQhjHIZg
2️⃣ Follow me &amp; @lines_communi…",1489645853329575943,en,2022-11-22T01:53:55.000Z,1594871770321809409,['1594871770321809409']
"RT @xtinaxminaj: You are not a rapper, you are a READER! @Latto",1489645853329575943,en,2022-11-22T00:52:27.000Z,1594856299891597312,['1594856299891597312']
RT @Baghera__Jones: Antoine pue du cul,1489645853329575943,fr,2022-11-21T21:31:35.000Z,1594805750907355136,['1594805750907355136']
RT @realdavidrey: Special thanks to @chaptersindigo for supporting my memoir “Larceny on 34th Street.” It is great to see my book sold in s…,1489645853329575943,en,2022-11-21T19:20:23.000Z,1594772732897480704,['1594772732897480704']
"RT @ETXInfinity: ANNOUNCEMENT 🔥🔥🔥

Please check Out ETX Infinity Decentralised swap exchange and learn how to use it.

We are just getting…",1489645853329575943,en,2022-11-21T17:09:52.000Z,1594739884761047042,['1594739884761047042']
"RT @SoLinusx: 📍Project @OracleRacers #Giveaway 

Prize🎁:
🏅10x #FreeMint NFTs of OracleRacers
🏆 1x $5 $USDT 💵

🎲Enter:
☑️Follow @OracleRacer…",1489645853329575943,en,2022-11-21T16:00:49.000Z,1594722507814150144,['1594722507814150144']
"RT @TawandaZindi: It's not crowded around, you're the only one here.
#无锡 
#无锡线下 https://t.co/lZ6wmxlGnm",1489645853329575943,en,2022-11-21T13:29:25.000Z,1594684409063477248,['1594684409063477248']
RT @kaiyun830: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐  Sometimes our vision clears only after our eyes are washed away with tears. https://t.co/Lh…,1489645853329575943,en,2022-11-21T12:12:41.000Z,1594665097879638017,['1594665097879638017']
RT @NicoleKrohn7: miss you  #女高中生 #裸聊 #黑丝 #磕炮 #视频裸聊 #母狗 #反差 https://t.co/hm2ec9sDXO,1489645853329575943,en,2022-11-21T11:22:25.000Z,1594652450132090881,['1594652450132090881']
RT @yule886: #2022世界杯 #开云 #世界杯 #足球 #亚博 #游戏    Sometimes our hearts just need time to accept what our heads already know. https://t.co/9neq4…,1489645853329575943,en,2022-11-21T10:32:53.000Z,1594639983695929345,['1594639983695929345']
RT @ATMrank: Wouldn't it be even better if that vision of social media included income generation that didn't rely on advertising now and e…,1489645853329575943,en,2022-11-21T09:43:30.000Z,1594627553322409986,['1594627553322409986']
"RT @abner_toynbee: Dad to me 

#磕炮 #母狗 #反差婊 #呻吟 #黑丝 #女喘 #女高中生 #连麦 #视频爱爱 https://t.co/Dgu8cfxJ4S",1489645853329575943,en,2022-11-21T08:52:07.000Z,1594614625609261056,['1594614625609261056']
"RT @AnphatCAPITAL: The biggest gift is coming.  To celebrate our private partnership with #HBIT, we are donating 10,000 USD equivalent to 1…",1489645853329575943,en,2022-11-21T04:33:04.000Z,1594549430761709568,['1594549430761709568']
"RT @yule886: There’s only one corner of the universe you can be sure of improving,  #世界杯投注平台 #世界杯倒计时 #阿根廷梅西 #爱游戏 and that’s your own self…",1489645853329575943,en,2022-11-21T03:46:15.000Z,1594537651247337472,['1594537651247337472']
RT @yule886: #2022世界杯预测冠军 #开云体育 #世界杯 #足球 #亚博 #游戏 The most precious possession that ever comes to a man in this world is a woman’s heart. ht…,1489645853329575943,en,2022-11-21T02:58:19.000Z,1594525586893905920,['1594525586893905920']
"RT @TheFreeGuyNFT: Free Airdrop Giveaway (48H) 🎁
1. Like + RT
2. Tag 1 friend
3. Turn on🔔
#NFT #NFTGiveaway #NFTs #ETH #Cryptocurency https…",1489645853329575943,en,2022-11-21T01:23:07.000Z,1594501628614545408,['1594501628614545408']
RT @DrChalmers1: Just because you’ve always done it that way doesn’t mean you have to keep doing it that way... #sundaythoughts,1489645853329575943,en,2022-11-20T22:55:10.000Z,1594464394620022784,['1594464394620022784']
"RT @FWCInu: @elonmusk FifaWorldCupInu just started! 100k Mcap at #WorldCup2022 opening!

https://t.co/XbIapoE5hd

https://t.co/iR7m46sifs…",1489645853329575943,en,2022-11-20T19:47:12.000Z,1594417093406912512,['1594417093406912512']
RT @TendermintTimmy: https://t.co/wjmS3iSHkg,1489645853329575943,zxx,2022-11-20T18:14:50.000Z,1594393846418243584,['1594393846418243584']
"RT @thekubieth: 🎁 AMAZING AIRDROP GIVEAWAY 🎁

🏆 2x Winner Ocat Batch NFT

This is airdrop of the fifth batch Ocat 🔥

To Join 🎫
1️⃣ RT + Lik…",1489645853329575943,en,2022-11-20T17:10:28.000Z,1594377649916215297,['1594377649916215297']
"RT @Investw1thAlen: Hey @netflix when you make the movie about @SBF_FTX can you not paint him as the ""kid who got in too deep"". 

He's not.…",1489645853329575943,en,2022-11-20T15:29:24.000Z,1594352213635190784,['1594352213635190784']
RT @daPang70456438: #塔卡尔世界杯 #世界杯冠军预测 #足球 #开云 #真人百家乐 There is always that one person who can send you a text and cause you to smile instantl…,1489645853329575943,en,2022-11-20T13:50:18.000Z,1594327277482872837,['1594327277482872837']
