id,edit_history_tweet_ids,created_at,author_id,lang,text
1595164921074851840,['1595164921074851840'],2022-11-22T21:18:48.000Z,432114683,en,"RT @USMNT: Recovery Day ☑️

Next up: England https://t.co/RA9wq9PKgU"
1595164753202069504,['1595164753202069504'],2022-11-22T21:18:08.000Z,432114683,en,@BabiLira_ @mariaakemi_ @TheFelipeVexx Agreed
1595164623807729664,['1595164623807729664'],2022-11-22T21:17:37.000Z,432114683,en,@MaxBretosSports Good point https://t.co/NwgQ7FhxnS
1595137284235735042,['1595137284235735042'],2022-11-22T19:28:59.000Z,432114683,en,"RT @MozoFootball: 🇺🇸 Christian Pulisic against Wales:

🔘73 Touches
🔘29 Passes
🔘1/2 Long Balls
🔘13 Crosses
🔘2 Chances Created
🔘1 Big Chance…"
1595136716423118848,['1595136716423118848'],2022-11-22T19:26:44.000Z,432114683,en,#LesBleus are struggling atm 😯#FRAAUS #FIFAWorldCup
1595134401649971200,['1595134401649971200'],2022-11-22T19:17:32.000Z,432114683,en,"RT @ChelseaLoanArmy: Ethan Ampadu vs USA (World Cup Debut):

• 61 touches
• 5 long balls completed
• 4/6 ground duels won
• 3 clearances
•…"
1595133407427964929,['1595133407427964929'],2022-11-22T19:13:35.000Z,432114683,en,"Socceroos 😂 - the best part of the #TeamAustralia goal is the fact the PA played Men at Work, ""We come from The Land DownUnder* 😂 #FRAAUS #FIFAWorldCup https://t.co/A4IJ7CcHMw"
1595125333711200256,['1595125333711200256'],2022-11-22T18:41:30.000Z,432114683,en,"RT @KevinAstrokev: Composite image of the #Uranus system from last night, 20 Nov

I've added a Stellarium schematic to show orbits of the m…"
1595125170556977153,['1595125170556977153'],2022-11-22T18:40:51.000Z,432114683,en,@ChelsForLife32 I have been saying it for years. The dude is from manure &amp; I am down with Chelsea. I have zero love for the dirty red mancs. https://t.co/QmuNYXHNhA
1595124442824220672,['1595124442824220672'],2022-11-22T18:37:57.000Z,432114683,en,@CFCBlues_com Dude is washed https://t.co/C1YMrdj2vK
1595124218219618305,['1595124218219618305'],2022-11-22T18:37:04.000Z,432114683,en,@ChelsForLife32 Fake Ronaldo is washed bro. He will kick it with Becks https://t.co/Y1pBYWUN5u
1595122511246929920,['1595122511246929920'],2022-11-22T18:30:17.000Z,432114683,en,"RT @usmntonly: Christian Pulisic was the most fouled player on the pitch in the USMNT World Cup opener against Wales.

Wales were only give…"
1595121054740987904,['1595121054740987904'],2022-11-22T18:24:30.000Z,432114683,en,@ChelsForLife32 Fake Ronaldo is Beckham FC bound
