id,created_at,text,lang,author_id,edit_history_tweet_ids
1595191063974748160,2022-11-22T23:02:41.000Z,HOLY SHIT! https://t.co/LLoh9gnl03,en,1195551799303950336,['1595191063974748160']
1595134432402636800,2022-11-22T19:17:39.000Z,"RT @KrazyKariana: “Spyro’s Secret”, written by Jason Root, gives us a look at the dragon’s hideaway located in Stone Hill, sourced from the…",en,1195551799303950336,['1595134432402636800']
1595134115866902528,2022-11-22T19:16:24.000Z,"RT @mr_gallop: HAPPY #SPYROCOMMUNITYDAY 💎💜🔥
I chose to draw #Spyrofanart to celebrate! 

Before, Spyro &amp; Sparx risked their lives saving co…",en,1195551799303950336,['1595134115866902528']
1595133120814018560,2022-11-22T19:12:26.000Z,RT @conkerfan91: So what happens when you replace other Spyro models' eyes with the Reignited eyes? You get some... very interesting result…,en,1195551799303950336,['1595133120814018560']
1594918779942846468,2022-11-22T05:00:43.000Z,"RT @tsitra360: Big Day at Summer Forest.
Phew, finally finished this. Looks like a portal malfunctioned as Spyro went through, oh well, thi…",en,1195551799303950336,['1594918779942846468']
1594546398049218560,2022-11-21T04:21:01.000Z,"WHAT THE F***, SPYRO?! YOU GOT BEAMED TO HELL?! https://t.co/GXcYDEdPaT",en,1195551799303950336,['1594546398049218560']
1594504169012006921,2022-11-21T01:33:13.000Z,"@r_Spyro1 So this is basically ""what happens when 'TLoS' recreates the pottery wheel scene from 'Ghost.'""",en,1195551799303950336,['1594504169012006921']
1594503803851931648,2022-11-21T01:31:45.000Z,RT @r_Spyro1: A piece featuring two of my TLoS ocs https://t.co/JSlndYgRHE https://t.co/a7dIAMc4aG,en,1195551799303950336,['1594503803851931648']
1594503767789301760,2022-11-21T01:31:37.000Z,RT @r_Spyro1: the POWER https://t.co/qtziikSZ6h https://t.co/4oe89iA3iq,en,1195551799303950336,['1594503767789301760']
1594107579038253056,2022-11-19T23:17:18.000Z,"RT @SteveBH_: Just incase ya didn't know, custom levels in OG Spyro is completely possible! This rom hack was quietly released on the Mod t…",en,1195551799303950336,['1594107579038253056']
1592737764642271232,2022-11-16T04:34:09.000Z,RT @spyro155: Who else fell down many times on the slides in Crystal Islands and in Hunted Tomb in Spyro3? https://t.co/FyOuBYWWq7,en,1195551799303950336,['1592737764642271232']
1591990572222664706,2022-11-14T03:05:04.000Z,This still creeps me out. https://t.co/l9mJ2YFh0Y,en,1195551799303950336,['1591990572222664706']
1591271035697070085,2022-11-12T03:25:53.000Z,"RT @VoiceOf_Dragons: Took some time to make a little vent sketch that didn't end up very vent-y. I liked it though so I gave her colors.
#a…",en,1195551799303950336,['1591271035697070085']
