author_id,id,lang,edit_history_tweet_ids,created_at,text
1518651353928806400,1595134337586192385,en,['1595134337586192385'],2022-11-22T19:17:16.000Z,"RT @nathaliejacoby1: The attacks on me are getting worse. MAGA’s are angry that I help boost Democrats. 

But they are not going to scare m…"
1518651353928806400,1595134037634732032,en,['1595134037634732032'],2022-11-22T19:16:05.000Z,@Danak65 Yes a lot Dana
1518651353928806400,1594909972445683712,en,['1594909972445683712'],2022-11-22T04:25:44.000Z,"RT @lindyli: Amy Coney Barrett refuses to recuse herself from an LGBT case, despite being paid 5 times by the anti-LGBT group involved

Ket…"
1518651353928806400,1594888337139056642,en,['1594888337139056642'],2022-11-22T02:59:45.000Z,"RT @OccupyDemocrats: BREAKING: AOC shreds Lauren Boebert for offering her “prayers” to the victims of a mass shooting at a gay club, tells…"
1518651353928806400,1594888088559685632,en,['1594888088559685632'],2022-11-22T02:58:46.000Z,RT @thedesertginger: Does any rational person give 2 shits about Hunter Biden or his laptop? He was never a government employee. I'm more i…
1518651353928806400,1594887948134383616,en,['1594887948134383616'],2022-11-22T02:58:13.000Z,RT @OccupyDemocrats: BREAKING: Rep. Ilhan Omar wrecks Republican Leader Kevin McCarthy for threatening to strip her of committee assignment…
1518651353928806400,1594887847026245633,en,['1594887847026245633'],2022-11-22T02:57:48.000Z,RT @AvengerResister: We have Katie Porter and Jamie Raskin. They have MTG and Boebert. Enough said.
1518651353928806400,1594887778885681153,en,['1594887778885681153'],2022-11-22T02:57:32.000Z,"RT @WalshFreedom: I’m hearing from lots of folks who follow me that, much to their surprise, Twitter stopped them from following me. Don’t…"
1518651353928806400,1594887629685903363,en,['1594887629685903363'],2022-11-22T02:56:57.000Z,"RT @marla_vous: I’d rather sit next to two men holding hands than two men holding guns. 

#FreshWords"
1518651353928806400,1594887565009723392,en,['1594887565009723392'],2022-11-22T02:56:41.000Z,RT @harryjsisson: Justice Alito is partisan and corrupt. He needs to resign.
1518651353928806400,1594887484110172160,en,['1594887484110172160'],2022-11-22T02:56:22.000Z,"RT @mmpadellan: BREAKING: President Obama is set to hold a rally to help re-elect Raphael Warnock to the Senate!

AWESOME!!!!💪💪💪"
1518651353928806400,1594887456989528064,en,['1594887456989528064'],2022-11-22T02:56:15.000Z,"RT @mmpadellan: Kari Lake refuses to accept the election results of her loss.

What a pathetic loser."
1518651353928806400,1594887320649568256,und,['1594887320649568256'],2022-11-22T02:55:43.000Z,@mhdksafa ❤️
1518651353928806400,1594887094308151296,en,['1594887094308151296'],2022-11-22T02:54:49.000Z,"RT @JoJoFromJerz: For the people in the back - I am staying right here to fight.
For as long as this ship is even remotely afloat.
I will b…"
1518651353928806400,1594886979824541696,en,['1594886979824541696'],2022-11-22T02:54:22.000Z,"RT @mmpadellan: I still haven't seen ONE Republican plan for dealing with inflation.

Have you?"
1518651353928806400,1594886949059559424,en,['1594886949059559424'],2022-11-22T02:54:14.000Z,"RT @DanRather: I remember the old saying, “Better to be thought a fool than to buy Twitter and remove all doubt.”"
1518651353928806400,1594886888393179137,und,['1594886888393179137'],2022-11-22T02:54:00.000Z,@_Peace_Love_US Yes
1518651353928806400,1594886836538818562,en,['1594886836538818562'],2022-11-22T02:53:48.000Z,RT @JDCocchiarella: The “drag queens are dangerous” crowd is really quiet right now.
1518651353928806400,1594886775360593921,en,['1594886775360593921'],2022-11-22T02:53:33.000Z,RT @JoJoFromJerz: House Republicans are going to fight harder for the January 6th insurrectionists than they are for the American people.…
1518651353928806400,1594886533857042432,en,['1594886533857042432'],2022-11-22T02:52:35.000Z,"RT @joncoopertweets: BREAKING: A federal judge has sentenced Todd Chrisley to 12 years in prison plus 16 months probation. His wife, Julie,…"
1518651353928806400,1594886320450674688,en,['1594886320450674688'],2022-11-22T02:51:45.000Z,"RT @JoJoFromJerz: Republicans claim to be the party of “freedom”.

But they want to decide your gender, your sexuality, your pronouns and i…"
1518651353928806400,1594886236275105792,en,['1594886236275105792'],2022-11-22T02:51:24.000Z,"RT @ericareport: BREAKING: A top election official in Maricopa County, Arizona has been moved to undisclosed location after death threats f…"
1518651353928806400,1594883639187496961,en,['1594883639187496961'],2022-11-22T02:41:05.000Z,@lpackard Following you with pride
1518651353928806400,1594882925476155392,en,['1594882925476155392'],2022-11-22T02:38:15.000Z,RT @rmayemsinger: Maybe we just require a man to locate a clitoris in order to buy a gun.
1518651353928806400,1594882809608474625,en,['1594882809608474625'],2022-11-22T02:37:47.000Z,RT @JDCocchiarella: Marjorie Taylor Greene shouldn’t be on Twitter or in Congress.
1518651353928806400,1594880349720428544,en,['1594880349720428544'],2022-11-22T02:28:01.000Z,RT @AnnOkla: Gym Jordan is upset that Jack Smith was appointed special counsel this makes me happy! 😉😃😆💙💙
1518651353928806400,1594879896765042688,en,['1594879896765042688'],2022-11-22T02:26:13.000Z,@Danak65 Feel for you Dana
1518651353928806400,1594879483089399813,und,['1594879483089399813'],2022-11-22T02:24:34.000Z,@funder 💙
1518651353928806400,1594879427959218177,en,['1594879427959218177'],2022-11-22T02:24:21.000Z,"RT @joncoopertweets: THIS IS HUGE: President Obama will hold a rally for Raphael Warnock ahead of the Senate runoff. 

HELL YEAH!!!!!!"
1518651353928806400,1594879330081210370,en,['1594879330081210370'],2022-11-22T02:23:58.000Z,"RT @Emywinst: What is on Matt Gaetz's laptop?
What is on Jim Jordan's laptop?
What is on Josh Hawley's laptop?
What is on Chuck Grassley's…"
1518651353928806400,1594879106948255746,en,['1594879106948255746'],2022-11-22T02:23:05.000Z,@MadScientistFF Liver
1518651353928806400,1594879068012412928,en,['1594879068012412928'],2022-11-22T02:22:55.000Z,"RT @AmoneyResists: If you want Hunter Biden—a private citizen who has never worked for the U.S. gov’t—investigated, but don’t want Jared or…"
1518651353928806400,1594878933941587969,en,['1594878933941587969'],2022-11-22T02:22:23.000Z,"RT @mmpadellan: TWEEPS: Twitter is doing it again, and unfollowing many of us from each other for some reason.

I'm not going ANYWHERE. RT…"
1518651353928806400,1594878566797279233,en,['1594878566797279233'],2022-11-22T02:20:56.000Z,@mentalcasemama Looks yummy Rose.   And how about the patriots?
1518651353928806400,1594878240925122566,en,['1594878240925122566'],2022-11-22T02:19:38.000Z,RT @MayoIsSpicyy: A treasonous dickhead stole Top Secret documents from the White House and he’s allowed to run for president. WTF?
1518651353928806400,1594878102039330818,und,['1594878102039330818'],2022-11-22T02:19:05.000Z,@ericareport ✋
1518651353928806400,1594877956945494021,und,['1594877956945494021'],2022-11-22T02:18:30.000Z,@Emywinst 👍
1518651353928806400,1594684224669454337,en,['1594684224669454337'],2022-11-21T13:28:41.000Z,RT @mhdksafa: Twitter shadow banned me and removed thousands of my followers. all my hard work and my human rights’ voice i built here gone…
1518651353928806400,1594469294527725574,und,['1594469294527725574'],2022-11-20T23:14:38.000Z,@nathaliejacoby1 C
1518651353928806400,1594469193562394627,en,['1594469193562394627'],2022-11-20T23:14:14.000Z,RT @Danak65: Please advice to BLOCK this trash 🗑 https://t.co/udGF7cVxjK
1518651353928806400,1594469112083877888,en,['1594469112083877888'],2022-11-20T23:13:54.000Z,"RT @ericareport: Madison Cawthorn just bought a million dollar home in Cape Coral, Florida. WHERE did he get the money?"
1518651353928806400,1594469053657395200,en,['1594469053657395200'],2022-11-20T23:13:40.000Z,RT @JoJoFromJerz: Something stinks on the Supreme Court.
1518651353928806400,1594469025228070912,en,['1594469025228070912'],2022-11-20T23:13:34.000Z,RT @MayoIsSpicyy: Colorado should be ashamed of Lauren Boebert. Her hate filled rhetoric is getting people killed.
1518651353928806400,1594440277871280129,en,['1594440277871280129'],2022-11-20T21:19:20.000Z,RT @JoJoFromJerz: Waiting for the 37 Republican Senators who voted against The Respect for Marriage Act to offer their “thoughts and prayer…
1518651353928806400,1594440243956023297,en,['1594440243956023297'],2022-11-20T21:19:12.000Z,RT @MayoIsSpicyy: I blame the GOP for America’s mass shootings. #MassShooting
1518651353928806400,1594439880486301696,en,['1594439880486301696'],2022-11-20T21:17:45.000Z,RT @Paultx890: Is there anything more pathetic than a white Republican male?
1518651353928806400,1594439007055876099,en,['1594439007055876099'],2022-11-20T21:14:17.000Z,"RT @mmpadellan: Don't leave Twitter, you guys.

If you leave, the twice-impeached, boneheaded insurrection inciter and his smooth brain fol…"
1518651353928806400,1594438734623440896,en,['1594438734623440896'],2022-11-20T21:13:12.000Z,@TristanSnell @NancyMa900 I'm following you
1518651353928806400,1594387478701449216,und,['1594387478701449216'],2022-11-20T17:49:31.000Z,@BillyBaldwin ✋
1518651353928806400,1594386839539896320,qme,['1594386839539896320'],2022-11-20T17:46:59.000Z,RT @MzWakeNBaker: @_Peace_Love_US https://t.co/W2K0Bwhojm
1518651353928806400,1594386776868601856,qme,['1594386776868601856'],2022-11-20T17:46:44.000Z,RT @ZemanyCatherine: @_Peace_Love_US https://t.co/hjiduDTgXp
1518651353928806400,1594386666243997703,qme,['1594386666243997703'],2022-11-20T17:46:18.000Z,RT @trashcity: @_Peace_Love_US https://t.co/cZSFDlkxLA
1518651353928806400,1594386513202237445,und,['1594386513202237445'],2022-11-20T17:45:41.000Z,@_Peace_Love_US ❤️
1518651353928806400,1594158711534141442,en,['1594158711534141442'],2022-11-20T02:40:29.000Z,"RT @ReverendWarnock: I'm ready to keep the good work going, Georgia. Are you? https://t.co/xwtbIqgUee"
1518651353928806400,1594158490330845185,en,['1594158490330845185'],2022-11-20T02:39:36.000Z,"RT @ReverendWarnock: Thank you for braving the cold, Cherokee County -- Your energy brightened this cloudy day! https://t.co/lb2llRRjN7"
1518651353928806400,1594158164051517440,und,['1594158164051517440'],2022-11-20T02:38:18.000Z,@nathaliejacoby1 Yes
1518651353928806400,1594158113451540480,en,['1594158113451540480'],2022-11-20T02:38:06.000Z,"RT @nathaliejacoby1: If you are planning on staying on Twitter even though Donald Trump is back, then please retweet this and follow me @na…"
1518651353928806400,1594157926129709056,und,['1594157926129709056'],2022-11-20T02:37:22.000Z,@KimComstock5 Yes
1518651353928806400,1594157388487352320,en,['1594157388487352320'],2022-11-20T02:35:14.000Z,RT @ReverendWarnock: I'm kicking off my bus tour today! Hope to see you there 🚌
1518651353928806400,1594157004725043201,en,['1594157004725043201'],2022-11-20T02:33:42.000Z,"RT @lpackard: Hi! This is me, the cancer patient that Donald Trump blocked on Twitter while trying to strip away our health care. But now T…"
1518651353928806400,1594156872881377282,en,['1594156872881377282'],2022-11-20T02:33:11.000Z,"RT @JoJoFromJerz: I’m not going to stop fighting.
Not now.
Not ever.
Who’s with me?"
1518651353928806400,1594156787137060865,en,['1594156787137060865'],2022-11-20T02:32:50.000Z,@TheFungi669 I'm sure you have
1518651353928806400,1594156200773312513,und,['1594156200773312513'],2022-11-20T02:30:30.000Z,@CalltoActivism ❤️
1518651353928806400,1594153548203581441,und,['1594153548203581441'],2022-11-20T02:19:58.000Z,@nathaliejacoby1 No
1518651353928806400,1594153162914484227,en,['1594153162914484227'],2022-11-20T02:18:26.000Z,@TomFitton @elonmusk @Twitter Blow me Tom
1518651353928806400,1594148939116191744,en,['1594148939116191744'],2022-11-20T02:01:39.000Z,@RealCandaceO @realDonaldTrump Blow me candance
1518651353928806400,1594148152927461376,en,['1594148152927461376'],2022-11-20T01:58:32.000Z,@mmpadellan I did
