created_at,id,author_id,lang,text,edit_history_tweet_ids
2022-11-22T19:51:30.000Z,1595142952661094400,1173525207908323328,en,Love to see it https://t.co/O9ZftUZsD0,['1595142952661094400']
2022-11-22T19:22:50.000Z,1595135736407552001,1173525207908323328,en,"Detroit boudabecome 
Zimbabwe 🇿🇼 

It begins: After being elected for a second term, Governor Whitmer pushes sweeping gun-control legislation https://t.co/z1kXrXXtNG",['1595135736407552001']
2022-11-22T19:20:04.000Z,1595135038555054080,1173525207908323328,qme,@mortenbc58 @fineout @Paul_Renner @GovRonDeSantis https://t.co/siosCOLKGd,['1595135038555054080']
2022-11-22T19:19:36.000Z,1595134923748564992,1173525207908323328,qme,@CrouseLuann @DonnaGallipeau @fineout @Paul_Renner @GovRonDeSantis https://t.co/H7zUhsKxAH,['1595134923748564992']
2022-11-22T19:17:36.000Z,1595134419131858945,1173525207908323328,en,"RT @TerchaLee: @BobDobalina84 @RobertKennedyJr @diedsuddenly It is well worth the watch. For all@of the naysayers regretting, yet defending…",['1595134419131858945']
2022-11-22T19:17:27.000Z,1595134382385541120,1173525207908323328,en,"RT @RobertKennedyJr: During the 2022 legislative session, National Vaccine Information Center analyzed, tracked and issued positions on an…",['1595134382385541120']
2022-11-22T19:16:52.000Z,1595134233470590978,1173525207908323328,en,RT @BobDobalina84: @RobertKennedyJr All while ignoring the science.  Watch @diedsuddenly,['1595134233470590978']
2022-11-22T19:16:45.000Z,1595134206786797569,1173525207908323328,en,RT @BobDobalina84: @RobertKennedyJr @diedsuddenly I just noticed the Died Suddenly Twitter account was suspended for telling the truth.  It…,['1595134206786797569']
2022-11-22T19:15:08.000Z,1595133800459407360,1173525207908323328,en,"Fauci was directly involved with development &amp;Release of CCP/Democrat Worldwide Plandemic Terror Attack and along with ALL Congressional Democrats &amp;Gates, Should face Nuremberg Trials for Crimes Against Humanity. https://t.co/DGqmABvs4R",['1595133800459407360']
2022-11-22T19:12:49.000Z,1595133214154424320,1173525207908323328,en,@lisaworks12 Majority of crooked dems is not majority of voters.,['1595133214154424320']
2022-11-22T19:11:38.000Z,1595132918174978048,1173525207908323328,en,@FoxNews Nor should they cover elective surgery!,['1595132918174978048']
2022-11-22T19:11:00.000Z,1595132757482819584,1173525207908323328,qht,"#DemocratsAreDestroyingUSA
#ProsecuteDemocratsNOW https://t.co/ESsbzNuQkl",['1595132757482819584']
2022-11-22T19:09:29.000Z,1595132377009094656,1173525207908323328,en,"Welcome Back Savanah!
Freedom of Speech!! https://t.co/B6TPQlqGq8",['1595132377009094656']
2022-11-22T19:06:00.000Z,1595131502081511424,1173525207908323328,en,"Oddly, This marxist activist Press Puppet didn’t mind when Jim Acosta actually accosted the Trump Press Secretary or President Trump or the Intern trying to retrieve the microphone from that pos https://t.co/Eed6VkADmY",['1595131502081511424']
2022-11-22T19:02:00.000Z,1595130492353150978,1173525207908323328,en,"@kevinhaddad08 @kingojungle 4
The last 4 Years",['1595130492353150978']
2022-11-22T16:48:50.000Z,1595096980065505280,1173525207908323328,qme,RT @JohnC32116200: @IDoTheThinking https://t.co/0eFpf955lR,['1595096980065505280']
