text,lang,id,author_id,edit_history_tweet_ids,created_at
"McKenna: A Mixed Bag, Perhaps the Right Time For Us to Exit Given Our Main Priority https://t.co/31qq8SdkDR #itfc #pompey #papajohnstrophy",en,1595187879684476928,19588360,['1595187879684476928'],2022-11-22T22:50:02.000Z
McKenna: Harness Injury Doesn't Look Great on First Viewing https://t.co/X55y8q3jXC #itfc #pompey #papajohnstrophy,en,1595182846024781824,19588360,['1595182846024781824'],2022-11-22T22:30:02.000Z
Ipswich Town 0-2 Portsmouth - Player Ratings and Reports https://t.co/TTbJY0JFUc #itfc #pompey #papajohnstrophy,en,1595175296826646529,19588360,['1595175296826646529'],2022-11-22T22:00:02.000Z
Ipswich Town 0-2 Portsmouth - Match Report https://t.co/hEP8PbHvnY #itfc #pompey #papajohnstrophy,en,1595174037897912320,19588360,['1595174037897912320'],2022-11-22T21:55:02.000Z
Ipswich Town 0-1 Portsmouth - Half-Time https://t.co/COsSruJJbD #itfc #pompey #papajohnstrophy,en,1595157680791887872,19588360,['1595157680791887872'],2022-11-22T20:50:02.000Z
Camara and Leigh Start Against Pompey https://t.co/CclriELRsA #itfc #pompey #papajohnstrophy,en,1595133773884010497,19588360,['1595133773884010497'],2022-11-22T19:15:02.000Z
Ipswich Town v Portsmouth - Chatroom Open https://t.co/gqFJuTWZQ9 #itfc,et,1595126220575981568,19588360,['1595126220575981568'],2022-11-22T18:45:01.000Z
RT @twtduk: Camara and Leigh Set to Feature as Pompey Visit in Papa Johns Trophy https://t.co/7L8AtonHSt #itfc #pompey #papajohnstrophy,en,1595109152686120960,19588360,['1595109152686120960'],2022-11-22T17:37:12.000Z
RT @twtduk: Cowley: The Toughest of Draws https://t.co/A68VRacdO5 #itfc #pompey #papajohnstrophy,en,1595109124882436096,19588360,['1595109124882436096'],2022-11-22T17:37:05.000Z
"RT @IpswichTown: 🎟 Tickets for next month's trip to Wycombe Wanderers will go on sale to gold members from 10am tomorrow morning.

The Club…",en,1595083085166661632,19588360,['1595083085166661632'],2022-11-22T15:53:37.000Z
Baggott in Indonesia Squad For AFF Cup https://t.co/vu5kJzL0lL #itfc #efl #leagueone #leaguetwo #gills #KitaGaruda #MeraihImpian #timnas,en,1595069597438201856,19588360,['1595069597438201856'],2022-11-22T15:00:01.000Z
"RT @itfchelp: 🎟️ Ticket details for our away fixture against Wycombe will be released today. 

#itfc https://t.co/afBWlr8yOa",en,1595008350768463872,19588360,['1595008350768463872'],2022-11-22T10:56:39.000Z
"RT @TheNearPostEFL: The EFL teams that have scored the most goals per game in their respective leagues so far this season... ⚽️

#PAFC #ITF…",en,1595000584041648128,19588360,['1595000584041648128'],2022-11-22T10:25:47.000Z
Cowley: The Toughest of Draws https://t.co/A68VRacdO5 #itfc #pompey #papajohnstrophy,en,1595000391468429312,19588360,['1595000391468429312'],2022-11-22T10:25:01.000Z
Ashton: We Will Be Active in the January Window https://t.co/1jea6ezhEK #itfc #efl #leagueone,en,1594791521198514179,19588360,['1594791521198514179'],2022-11-21T20:35:03.000Z
"RT @LowerTiers: League One Team Of The Week 🚨

Manager - Joey Barton ⛽️

#OUFC #ITFC #DCFC #SWFC #UTG #Imps #CTFC #Barnsleyfc https://t.co/…",en,1594758288884785152,19588360,['1594758288884785152'],2022-11-21T18:22:59.000Z
"RT @TheLeaguePaper: 𝗟𝗘𝗔𝗚𝗨𝗘 𝗢𝗡𝗘 𝗧𝗘𝗔𝗠 𝗢𝗙 𝗧𝗛𝗘 𝗗𝗔𝗬

Top Boss - Kieran McKenna, @IpswichTown 

Congratulations to Ipswich, @CTFCofficial, @Barns…",en,1594745643746164736,19588360,['1594745643746164736'],2022-11-21T17:32:45.000Z
RT @WeScoutUK1: @twtduk Always nice to see young players our staff scouted as young players at 8 and 9 and brought into the club develop th…,en,1594726354045517824,19588360,['1594726354045517824'],2022-11-21T16:16:06.000Z
Camara and Leigh Set to Feature as Pompey Visit in Papa Johns Trophy https://t.co/7L8AtonHSt #itfc #pompey #papajohnstrophy,en,1594726085635317764,19588360,['1594726085635317764'],2022-11-21T16:15:02.000Z
RT @ITSCofficial: A few Town fans in Qatar. Stay safe boys! 🔵🏴󠁧󠁢󠁥󠁮󠁧󠁿🙌🏻 #ITFC https://t.co/PEir9Blr1H,en,1594680124196409345,19588360,['1594680124196409345'],2022-11-21T13:12:23.000Z
"RT @playmaker_EN: 🚩 Most accurate corners this season (#LeagueOne):

6⃣9⃣: 🎯IPSWICH🎯
6⃣6⃣: Sheffield Wednesday
6⃣5⃣: Exeter
6⃣1⃣: Peterboro…",en,1594680083717005313,19588360,['1594680083717005313'],2022-11-21T13:12:14.000Z
Whittaker and Ferguson on Town's January List https://t.co/lsNQUTvoDc #itfc #efl #leagueone #pafc #swans #bhafc #coybig #bcfc #pnefc #wafc #bristolcity #sufc #millwall #boro,en,1594679527539499008,19588360,['1594679527539499008'],2022-11-21T13:10:01.000Z
"RT @switfc: Bury Blues have arrived en 🦁🇶🇦

#itfc I @BuryTownFC https://t.co/KGUHP8IlqM",en,1594660643101196288,19588360,['1594660643101196288'],2022-11-21T11:54:59.000Z
Burgess Hoping to Finally Make Wembley https://t.co/CCZPB8vE1N #itfc #pompey #papajohnstrophy #salfordcity,en,1594654363691122692,19588360,['1594654363691122692'],2022-11-21T11:30:02.000Z
"RT @TheNearPostEFL: Marcus Harness v Exeter City:

Passing Accuracy - 64.5%
Crosses Attempted - 3
Tackles Won - 3
Shots - 3
Key Passes - 2…",en,1594633468545273856,19588360,['1594633468545273856'],2022-11-21T10:07:00.000Z
"RT @TheNearPostEFL: The EFL teams with the most points per game in their respective leagues so far this season... 🤓

#LOFC #PAFC #ITFC #Ste…",en,1594630588425805826,19588360,['1594630588425805826'],2022-11-21T09:55:33.000Z
[Podcast] Blue Monday - New Podcast Now Online https://t.co/0LhCjQw159 #itfc #efl #leagueone #podcasts #footballpodcasts,en,1594401444748296198,19588360,['1594401444748296198'],2022-11-20T18:45:01.000Z
U18s Beat Reading https://t.co/GMcsb3po4j #itfc #PDL2 #U18PDL #readingfc,en,1594385090024333312,19588360,['1594385090024333312'],2022-11-20T17:40:02.000Z
Duo in Team of the Week https://t.co/4CdDLd3kMr #itfc #efl #leagueone #ecfc #grecians #totw,en,1594382573198749696,19588360,['1594382573198749696'],2022-11-20T17:30:02.000Z
RT @danchd: Printing more letterpress Edward Ebeneezer cards with the typo corrected (𝘊𝘢𝘭𝘭 me Ted — thanks to @twtduk for pointing that out…,en,1594379381085904897,19588360,['1594379381085904897'],2022-11-20T17:17:21.000Z
Tractor Girls Hit Five at Plymouth https://t.co/UgYnyy1whx #itfc #WeAreNational #FAWNL #heartbeatofwomensfootball #pafc,en,1594363699137073160,19588360,['1594363699137073160'],2022-11-20T16:15:02.000Z
"RT @ITFCWomen: 🗞 Your Tractor Girls to take on Plymouth at Home Park.

#itfc https://t.co/8HxLLBWj9G",en,1594324933005512705,19588360,['1594324933005512705'],2022-11-20T13:40:59.000Z
Burgess: After a Couple of Minutes I Don't Even Know Mask is There https://t.co/eGH5ru2ueD #itfc #efl #leagueone #ecfc #grecians #socceroos,en,1594285682926632960,19588360,['1594285682926632960'],2022-11-20T11:05:01.000Z
"Stewart: I Feel Pretty Lucky, the Symptoms Are Slow https://t.co/SpERU11aSb #itfc #efl #leagueone #safc #bristolrovers #bristolcity #ytfc #htafc #ecfc #walsallfc #attackMND",en,1594281908539637761,19588360,['1594281908539637761'],2022-11-20T10:50:01.000Z
Exeter City 0-2 Ipswich Town - Gallery https://t.co/1empVFHyM1 #itfc #ecfc #efl #leagueone,en,1594270585923989506,19588360,['1594270585923989506'],2022-11-20T10:05:02.000Z
TWTD World Cup 2022 Prize Sweepstake https://t.co/aTnSlgcp8y #itfc #FIFAWorldCup #WorldCup2022,en,1594265552389914625,19588360,['1594265552389914625'],2022-11-20T09:45:02.000Z
Ball: Surgery Went Well https://t.co/YxjQgAfp5e #itfc #efl #leagueone #qpr,en,1594264293146402817,19588360,['1594264293146402817'],2022-11-20T09:40:02.000Z
RT @DominicBall6: Surgery went well yesterday and the road to recovery starts! Was able to watch the lads put on a great performance after…,en,1594261825540980740,19588360,['1594261825540980740'],2022-11-20T09:30:13.000Z
Exeter City 0-2 Ipswich Town - Highlights https://t.co/HvL8Fak21F #itfc #efl #leagueone #ecfc #grecians,en,1594260554327244801,19588360,['1594260554327244801'],2022-11-20T09:25:10.000Z
Walton Praise For Key Duo https://t.co/sFBgAe3fSg #itfc #efl #leagueone #ecfc #grecians #pafc,en,1594260516964372480,19588360,['1594260516964372480'],2022-11-20T09:25:01.000Z
"RT @bet365: Ipswich's league record this season when Cameron Burgess starts:

WWWWW

A colossal performance.

#ITFC",en,1594085957233700865,19588360,['1594085957233700865'],2022-11-19T21:51:23.000Z
Tractor Girls at Plymouth https://t.co/k2JBGGiYL6 #itfc #WeAreNational #FAWNL #heartbeatofwomensfootball #pafc,en,1594083096772608000,19588360,['1594083096772608000'],2022-11-19T21:40:01.000Z
"RT @StatsChristian: #Ipswich @SkyBetLeagueOne clean-sheet record under Kieran McKenna:

4️⃣2️⃣ games
2️⃣1️⃣ clean-sheets

@IpswichTown have…",en,1594083092360318976,19588360,['1594083092360318976'],2022-11-19T21:40:00.000Z
"RT @SkyFootball: 🎙 ""The rest of the League 𝙠𝙣𝙤𝙬 the threat we have"" 

Ipswich are now just 1⃣ point behind Plymouth 👀 https://t.co/xABFr5lx…",en,1594076642976362497,19588360,['1594076642976362497'],2022-11-19T21:14:22.000Z
"RT @BBCBreakfast: 'I'm fine, I can walk, talk, I feel pretty lucky if I'm honest' 

Former Premier League footballer Marcus Stewart, who wa…",en,1594076551552925697,19588360,['1594076551552925697'],2022-11-19T21:14:01.000Z
RT @MarkGlennMurphy: The @IpswichTown and  #England legend Terry Butcher has his say on the #Qatar #QatarWorldCup2022 on @BBCSuffolk tomorr…,en,1594075185111781376,19588360,['1594075185111781376'],2022-11-19T21:08:35.000Z
"McKenna: A Good, Solid Away Performance https://t.co/MYGGLgb7LS #itfc #efl #leagueone #ecfc #grecians",en,1593989984867999746,19588360,['1593989984867999746'],2022-11-19T15:30:01.000Z
Exeter City 0-2 Ipswich Town - Player Ratings and Reports https://t.co/lhedFuACX2 #itfc #ecfc #efl #leagueone,en,1593971110135070724,19588360,['1593971110135070724'],2022-11-19T14:15:01.000Z
Exeter City 0-2 Ipswich Town - Match Report https://t.co/OW0kccYl25 #itfc #efl #leagueone #ecfc #grecians,en,1593968595481948160,19588360,['1593968595481948160'],2022-11-19T14:05:02.000Z
Exeter City 0-1 Ipswich Town - Half-Time https://t.co/udKMIb5g71 #itfc #efl #leagueone #ecfc #grecians,en,1593952238220681216,19588360,['1593952238220681216'],2022-11-19T13:00:02.000Z
Burgess Returns at Exeter https://t.co/nehlZO3wtk #itfc #efl #leagueone #ecfc #grecians,en,1593932104299077633,19588360,['1593932104299077633'],2022-11-19T11:40:02.000Z
Exeter City v Ipswich Town - Chatroom Open https://t.co/6F7G4TWC9z #itfc,en,1593922037277691909,19588360,['1593922037277691909'],2022-11-19T11:00:01.000Z
Exeter City v Ipswich Town - Predictions https://t.co/RCjbuw80Wx #itfc #ecfc #efl #leagueone,en,1593899387968946176,19588360,['1593899387968946176'],2022-11-19T09:30:01.000Z
RT @twtduk: Ahadme and Leigh Back Training With Teammates https://t.co/vXRUXSwpIB #itfc #efl #leagueone #ecfc,en,1593896616385134593,19588360,['1593896616385134593'],2022-11-19T09:19:01.000Z
RT @twtduk: McKenna: We Have to Be Ready to Adapt https://t.co/MdHZaFycAu #itfc #efl #leagueone #TheFACup #EmiratesFACup,en,1593896601235456003,19588360,['1593896601235456003'],2022-11-19T09:18:57.000Z
RT @twtduk: McKenna: Nine Positives For Everything We Could Improve https://t.co/6ZzYhBA4F7 #itfc #efl #leagueone #ctfc,en,1593896557392314368,19588360,['1593896557392314368'],2022-11-19T09:18:47.000Z
RT @twtduk: Late Call on Donacien https://t.co/191r2GPSNQ #itfc #efl #leagueone #ecfc,en,1593896545899905026,19588360,['1593896545899905026'],2022-11-19T09:18:44.000Z
RT @twtduk: McKenna: A Really Challenging Game https://t.co/daMhwbUuQz #itfc #efl #leagueone #ecfc #grecians,en,1593896534675972098,19588360,['1593896534675972098'],2022-11-19T09:18:41.000Z
RT @twtduk: Chaplin: High-Scoring Affair Might Be Expected But a Clean Sheet is at the Forefront of Our Minds https://t.co/GqbJSSTkrN #itfc…,en,1593896524009902081,19588360,['1593896524009902081'],2022-11-19T09:18:39.000Z
RT @twtduk: Chaplin: My Goals Always Come in Purple Patches https://t.co/dCU15UpgnF #itfc #efl #leagueone #ecfc,en,1593896486978424834,19588360,['1593896486978424834'],2022-11-19T09:18:30.000Z
Town Appoint Assistant Academy Manager https://t.co/S2ZsaTBBsI #itfc #SuttonUnited #millwall #brentfordfc #efl #leagueone,en,1593677930852679680,19588360,['1593677930852679680'],2022-11-18T18:50:02.000Z
