text,created_at,lang,id,edit_history_tweet_ids,author_id
"Ukraine's forces under sustained attack in Donetsk region, military says",2022-11-22T23:15:45.000Z,en,1595194352434749442,['1595194352434749442'],3628478896
'Love Actually' cast to reunite for 20th anniversary TV special,2022-11-22T23:15:45.000Z,en,1595194352418045952,['1595194352418045952'],3628478896
Manchester United owners exploring potential sale of famed club,2022-11-22T23:11:58.000Z,en,1595193399686094848,['1595193399686094848'],3628478896
Supreme Court clears way for House to get Trump's taxes,2022-11-22T22:15:44.000Z,en,1595179247513096196,['1595179247513096196'],3628478896
Lindsey Graham testifies before Georgia grand jury investigating 2020 election aftermath,2022-11-22T22:15:44.000Z,en,1595179247466958855,['1595179247466958855'],3628478896
Dwarf tomato seeds will launch to space station aboard SpaceX's next resupply flight,2022-11-22T21:45:44.000Z,en,1595171697182838803,['1595171697182838803'],3628478896
Mar-a-Lago documents: Appeals court hearing to determine future of special master review,2022-11-22T21:45:43.000Z,en,1595171694410313728,['1595171694410313728'],3628478896
Saudi Arabia's victory over Argentina greatest upset in World Cup history,2022-11-22T21:45:43.000Z,en,1595171694016360448,['1595171694016360448'],3628478896
'FIFA have made me feel excluded:' Sole gay top flight player hits out on Qatar armband ban,2022-11-22T21:45:43.000Z,en,1595171693630480384,['1595171693630480384'],3628478896
America's Black soldiers had to fight racism too,2022-11-22T21:45:43.000Z,en,1595171693361827867,['1595171693361827867'],3628478896
Saudi Arabia stuns Lionel Messi's Argentina in one of the biggest upsets in World Cup history,2022-11-22T21:11:55.000Z,en,1595163188865208329,['1595163188865208329'],3628478896
A brief history of World Cup shocks,2022-11-22T20:41:55.000Z,en,1595155637184364545,['1595155637184364545'],3628478896
Saudi Arabia stuns Argentina in one of the biggest upsets in World Cup history,2022-11-22T20:15:41.000Z,en,1595149037904314384,['1595149037904314384'],3628478896
Nuclear watchdog says Iran enriching up to 60% at underground Fordow nuclear facility,2022-11-22T20:15:41.000Z,en,1595149037631549440,['1595149037631549440'],3628478896
Elon Musk has upended Twitter's business. Here's how he could fix it,2022-11-22T20:15:41.000Z,en,1595149037551992836,['1595149037551992836'],3628478896
Jeff Bezos announces 40 grants totaling $123 million to combat homelessness,2022-11-22T20:15:41.000Z,en,1595149037237407744,['1595149037237407744'],3628478896
Supreme Court clears way for House to get Trump's taxes,2022-11-22T20:15:41.000Z,en,1595149036780425216,['1595149036780425216'],3628478896
Video shows what it's like on the ground in Indonesia after deadly quake,2022-11-22T19:15:40.000Z,en,1595133931891965968,['1595133931891965968'],3628478896
A rural town's river vanished. Is Chile's constitution to blame?,2022-11-22T19:15:40.000Z,en,1595133931472420864,['1595133931472420864'],3628478896
