edit_history_tweet_ids,author_id,lang,text,id,created_at
['1595134854827757569'],2230877682,ja,"🎉@Ethanim_Network Bastet FIFA World Cup 2022 Bonanza is here!🏆 1 million tEPU prize pool🎁 30-50-20% distribution among participants👑Help me #Findtheluckybastet to win jackpot!👉Join now:https://t.co/NJX79WoBIj#Ethanim #NFTGiveaways #FIFAWorldCup#FIFAモバイル #Argentina",1595134854827757569,2022-11-22T19:19:20.000Z
['1595134406632833024'],2230877682,en,"RT @Ethanim_Network: 🎉Bastet FIFA World Cup 2022 Bonanza is here!

🏆 1 million tEPU prize pool

🎁30-50-20% distribution among participants…",1595134406632833024,2022-11-22T19:17:33.000Z
['1595134339016425472'],2230877682,en,"🎉@Ethanim_Network Bastet FIFA World Cup 2022 Bonanza is here!
🏆 1 million tEPU prize pool
🎁 30-50-20% distribution among participants
👑Help me #Findtheluckybastet to win jackpot!
👉Join now: https://t.co/NJX79WoBIj
#Ethanim #NFTGiveaways #FIFAWorldCup #FIFAモバイル",1595134339016425472,2022-11-22T19:17:17.000Z
['1595134085550460928'],2230877682,en,"🎉@Ethanim_Network Bastet FIFA World Cup 2022 Bonanza is here!
🏆 1 million tEPU prize pool
🎁 30-50-20% distribution among participants
👑Help me #Findtheluckybastet to win jackpot!
👉Join now: https://t.co/NJX79WoBIj
#Ethanim #NFTGiveaways #FIFAWorldCup #FIFAモバイル #Arg",1595134085550460928,2022-11-22T19:16:16.000Z
['1595133451648499712'],2230877682,en,"🎉@Ethanim_Network Bastet FIFA World Cup 2022 Bonanza is here!
🏆 1 million tEPU prize pool
🎁 30-50-20% distribution among participants
👑Help me #Findtheluckybastet to win jackpot!
👉Join now: https://t.co/NJX79WoBIj

#Ethanim #NFTGiveaways #FIFAWorldCup #FIFAモバイル",1595133451648499712,2022-11-22T19:13:45.000Z
['1595133247213961216'],2230877682,en,"@Ethanim_Network Bastet FIFA World Cup 2022 Bonanza is
🏆 1 million tEPU prize pool
🎁 30-50-20% distribution among participants
👑Help me #Findtheluckybastet to win jackpot!
👉Join now: https://t.co/NJX79WoBIj

#Ethanim #NFTGiveaways #FIFAWorldCup #FIFAモバイル #Argentina",1595133247213961216,2022-11-22T19:12:56.000Z
['1595131433613688832'],2230877682,in,"@KasunChandrase3 @cameron_kasky @kasie 
5CQzzVGi9yPhUBUh7f3udmPPz2LijAmnAS8nvxN8u6b https://t.co/ho3Hz4D9zE",1595131433613688832,2022-11-22T19:05:44.000Z
['1595130986966421504'],2230877682,en,"RT @thenoxal: THE NOXAL AIRDROP CAMPAIGN - OPEN NOW

🎁 Reward: $5,000 Worth of $OXA | 600 winners

Complete all tasks 👉 https://t.co/lrOOmY…",1595130986966421504,2022-11-22T19:03:58.000Z
['1595129284125159426'],2230877682,en,"RT @airdropinspect: New airdrop: CD BIO (BUSD)
Total Reward: 2,000 BUSD
Rate: ⭐️⭐️⭐️⭐️
Winners: First 1,000 &amp; 250 Random
Distribution: 9th…",1595129284125159426,2022-11-22T18:57:12.000Z
['1595128630589685761'],2230877682,it,"@Amjad1298770262 @getmasafi @Fowzan95 
0x92B508FA823528B708E4D8c4898404c19F7aD3dc https://t.co/WRJnYx7dAv",1595128630589685761,2022-11-22T18:54:36.000Z
