text,lang,author_id,created_at,id,edit_history_tweet_ids
It's kounde time 🤝,en,914956623801733121,2022-11-22T20:51:45.000Z,1595158113945980928,['1595158113945980928']
Mbappe with another miss,en,914956623801733121,2022-11-22T20:45:47.000Z,1595156611286577159,['1595156611286577159']
"Giroud appreciation tweet 

Let's be mautuals https://t.co/CAp3A9bBPy",en,914956623801733121,2022-11-22T20:40:19.000Z,1595155234724057088,['1595155234724057088']
"This tweet is for DEMBELE 💥💥

Let's appreciate each other 💥 https://t.co/wjsqkEuKj9",en,914956623801733121,2022-11-22T20:39:31.000Z,1595155032722538497,['1595155032722538497']
"Arsenal boys doing well 

🇫🇷 goals 51 https://t.co/IUJtnXRJRr",en,914956623801733121,2022-11-22T20:38:58.000Z,1595154897561079808,['1595154897561079808']
"Franchmen to hit half a century, 

🇫🇷 51 - Thierry Henry
🇫🇷 51 - Olivier Giroud

Arsenal boys doing things https://t.co/7e6m1WrqFv",en,914956623801733121,2022-11-22T20:36:52.000Z,1595154368676139009,['1595154368676139009']
He now equals this run https://t.co/uS2wYsqpdr,en,914956623801733121,2022-11-22T20:36:21.000Z,1595154237348286465,['1595154237348286465']
"Goooaaaallll 

Gitoud equals Henry's goals tally for his country 

FRA 4:1 Aus https://t.co/MIsHAe538R",en,914956623801733121,2022-11-22T20:34:52.000Z,1595153865208659968,['1595153865208659968']
RT @UgoOsinobi: OUSMANEEEEE!! 🇫🇷🏆🦟,ht,914956623801733121,2022-11-22T20:33:52.000Z,1595153611126104065,['1595153611126104065']
He got an assist and that's all that matters https://t.co/DPoEW5BBUl,en,914956623801733121,2022-11-22T20:33:37.000Z,1595153548983275520,['1595153548983275520']
Making his footprint in the world cup https://t.co/NdQIf5XoTq,en,914956623801733121,2022-11-22T20:32:35.000Z,1595153288000782337,['1595153288000782337']
RT @Debbybruno3: Ronaldo auditioning for a new club https://t.co/y2xO7wOegu,en,914956623801733121,2022-11-22T20:31:41.000Z,1595153062502334466,['1595153062502334466']
@joeselfy They are not paying him a dime,en,914956623801733121,2022-11-22T20:31:29.000Z,1595153012456316930,['1595153012456316930']
"Goooooaaaaaallll 

Mbappe makes it 3 for the defending champion as Dembele gets his first world cup assist 

FRA 3:1 AUS",en,914956623801733121,2022-11-22T20:31:07.000Z,1595152921762893824,['1595152921762893824']
😂😅😂😅😂 https://t.co/WJiuKHuQoQ,art,914956623801733121,2022-11-22T20:19:55.000Z,1595150101852610560,['1595150101852610560']
@dasnlives 🎯,und,914956623801733121,2022-11-22T20:18:25.000Z,1595149726235885568,['1595149726235885568']
"Please

What sort of tackle is that? 

Dembele stat fit abeg",en,914956623801733121,2022-11-22T20:18:09.000Z,1595149658921537537,['1595149658921537537']
@NorthZazino Oga that nah sack letter,en,914956623801733121,2022-11-22T20:04:54.000Z,1595146323342536706,['1595146323342536706']
@NorthZazino They would have finish second like the season before him 🔥💥,en,914956623801733121,2022-11-22T20:04:32.000Z,1595146229440081921,['1595146229440081921']
Factos https://t.co/TSIivXOS8g,es,914956623801733121,2022-11-22T19:58:19.000Z,1595144665103478784,['1595144665103478784']
@UgoOsinobi Have to respect his energy,en,914956623801733121,2022-11-22T19:57:24.000Z,1595144437747060739,['1595144437747060739']
RT @Desmund_Oris: I want Ronaldo to go to Chelsea. He should destroy that small club once and for all,en,914956623801733121,2022-11-22T19:56:45.000Z,1595144270616604672,['1595144270616604672']
RT @Debbybruno3: Me looking for Ronaldo’s second league goal for Man United this season https://t.co/RwtvgK4zZb,en,914956623801733121,2022-11-22T19:54:41.000Z,1595143753567997952,['1595143753567997952']
"Dembele fans lets grow each other 💥🔥💥🔥

What's your thought on the first 45 minutes https://t.co/EoKIYFpkIi",en,914956623801733121,2022-11-22T19:54:00.000Z,1595143579248504832,['1595143579248504832']
@NorthZazino With immediate effect 😂😅😂😅,en,914956623801733121,2022-11-22T19:52:57.000Z,1595143316521517057,['1595143316521517057']
"@NorthZazino Yes oo 

Europa",tl,914956623801733121,2022-11-22T19:52:41.000Z,1595143247147724800,['1595143247147724800']
@NorthZazino Daydreaming,en,914956623801733121,2022-11-22T19:52:23.000Z,1595143173244092416,['1595143173244092416']
"Ronald leaving united immediately means 

Cr7 is not coming to camp nou 

Fifa this is not fair. #fight4ponaldo https://t.co/mY4lrmS6CG",en,914956623801733121,2022-11-22T19:52:02.000Z,1595143085201457152,['1595143085201457152']
"Respect this man 

He beats Ronald to his game 😂😅😂 https://t.co/CpUECVorT6",en,914956623801733121,2022-11-22T19:50:36.000Z,1595142724831051776,['1595142724831051776']
RT @Desmund_Oris: Burna Boy was right. Everybody go chop breakfast😂 https://t.co/AdhDg0EgZ3,en,914956623801733121,2022-11-22T19:49:53.000Z,1595142542223233024,['1595142542223233024']
"The moment a certain sack letter was put 

👇👇👇 https://t.co/7W1EMuJEa2",en,914956623801733121,2022-11-22T19:48:11.000Z,1595142117038645250,['1595142117038645250']
@NorthZazino https://t.co/xclxCsoXYJ,qme,914956623801733121,2022-11-22T19:47:06.000Z,1595141843410628610,['1595141843410628610']
How can mpabe miss that?,en,914956623801733121,2022-11-22T19:46:12.000Z,1595141618352680960,['1595141618352680960']
@NorthZazino I thought man utd was the new challenge,en,914956623801733121,2022-11-22T19:45:28.000Z,1595141433283219456,['1595141433283219456']
@NorthZazino Who collect sack letter today 😂😅😂,en,914956623801733121,2022-11-22T19:45:02.000Z,1595141324898209794,['1595141324898209794']
"Franchmen to hit half a century, 

🇫🇷 51 - Thierry Henry
🇫🇷 50 - Olivier Giroud

Arsenal boys doing things https://t.co/k0XQpgDjpJ",en,914956623801733121,2022-11-22T19:44:38.000Z,1595141221676363777,['1595141221676363777']
He is on a beast mood this night https://t.co/0E7fGsAwEK,en,914956623801733121,2022-11-22T19:43:00.000Z,1595140811314065408,['1595140811314065408']
