created_at,text,edit_history_tweet_ids,author_id,lang,id
2022-11-22T23:22:01.000Z,"RT @SamuelSaulsbury: My friend: What up big boss. You ready for the game? Want a beer?

Me (wanting a rosewater macaroon but worried about…",['1595195930424225792'],851974004,en,1595195930424225792
2022-11-22T23:15:23.000Z,"@ike_whitehead Nah, I want like an actual class/discussion structure.",['1595194258780086272'],851974004,en,1595194258780086272
2022-11-22T21:04:26.000Z,Is there somewhere I can take like one off film classes via Zoom? I don't want a degree but I will hand someone money to learn one specific thing.,['1595161303848341504'],851974004,en,1595161303848341504
2022-11-22T21:03:34.000Z,"RT @julia_doubleday: Sure seem to be a lot of leftists who think they’re going to radically reimagine society with mutual care and like, co…",['1595161086059479040'],851974004,en,1595161086059479040
2022-11-22T20:10:41.000Z,"RT @IWriteAllDay_: I don’t want to start slap discourse again, but seeing Will thrown into the same lot as CASEY AFFLECK, ROMAN POLANSKI, W…",['1595147780582170625'],851974004,en,1595147780582170625
2022-11-22T19:21:49.000Z,@DigitalTolkien Is this the only time for section 2?,['1595135479456096256'],851974004,en,1595135479456096256
2022-11-22T19:16:29.000Z,RT @LostWolfling: Incredibly proud to tell you which Silent Hill monsters are the most dateable. I have been quietly doing research for yea…,['1595134140721946625'],851974004,en,1595134140721946625
2022-11-22T09:10:37.000Z,RT @ToniKroos: Nicht nur die Spieler… #OneLove,['1594981665813798912'],851974004,de,1594981665813798912
2022-11-22T06:17:27.000Z,RT @KartDog: Remade my Maria edit to make it cunty #silenthill #mother https://t.co/1Gj5R7NAy7,['1594938089700720641'],851974004,en,1594938089700720641
2022-11-22T03:08:27.000Z,"Incredibly proud to tell you which Silent Hill monsters are the most dateable. I have been quietly doing research for years. In my restless dreams... 
#SilentHill via @getFANDOM 💖🔪🐰
https://t.co/A10feEQScO",['1594890526637031430'],851974004,en,1594890526637031430
2022-11-21T23:24:35.000Z,RT @GBBranstetter: Nearly every trans person is a resource for other trans people--we all show each other new ways of being and becoming. K…,['1594834185675739140'],851974004,en,1594834185675739140
2022-11-21T19:10:40.000Z,"#ICYMI new episode of Be Seeing You! 
💒⚰️🐕🪙☕💥✏️🎻🐎🎭🩰🍣🗡️
#JohnWick https://t.co/GZVQdDSxjF",['1594770288570687489'],851974004,en,1594770288570687489
2022-11-21T11:37:22.000Z,RT @Taniawlt: Cybill Shepherd as Katya Goncharova in Goncharov (1973) dir. Martin Scorsese https://t.co/CMx2MmS7Xj,['1594656209822715905'],851974004,en,1594656209822715905
2022-11-21T11:34:38.000Z,"This is really sad, especially as Germany and Neuer himself were so great about it during Euros. FIFA really going above and beyond to be disgusting. https://t.co/QZ2GsLOMww",['1594655522372059138'],851974004,en,1594655522372059138
