text,lang,author_id,created_at,id,edit_history_tweet_ids
"@MisterChipT BRILLIANT! I mean, that darn Trump! We can't let those crazy Republicans harvest Mail in ballots either! Restrict mail-in ballots, to save abortion as a lifestyle!",en,1586514732605112320,2022-11-22T19:21:18.000Z,1595135348925165568,['1595135348925165568']
"@FoxNews The mask is an improvement, from what I see....",en,1586514732605112320,2022-11-22T19:18:51.000Z,1595134734975533058,['1595134734975533058']
@bobbyjohneats @Justinredalen @DashDobrofsky I know. There's plenty of Dems I love and are for. Our nation isn't completely screwed!,en,1586514732605112320,2022-11-22T19:17:25.000Z,1595134372109508608,['1595134372109508608']
"Don't worry, Abde. It's been 2 days and CBS is ready for Twitter again. 😆 😂 😆 https://t.co/NwUTPIXjZi",en,1586514732605112320,2022-11-22T14:29:14.000Z,1595061848130584576,['1595061848130584576']
"RT @AbrahamHamadeh: I’m confused… CBS, Apple, and all these companies threatening to leave Twitter over Trump’s reinstatement were apparent…",en,1586514732605112320,2022-11-22T14:28:32.000Z,1595061675241385984,['1595061675241385984']
@TedResign @tedcruz @HerschelWalker @LindseyGrahamSC The DNC!,en,1586514732605112320,2022-11-21T17:10:20.000Z,1594740003623833600,['1594740003623833600']
"@caslernoel @elonmusk Are you selling your shares? I don't think Elon cares, but keep posting it like he does!",en,1586514732605112320,2022-11-20T17:01:45.000Z,1594375455913947142,['1594375455913947142']
@bobcesca_go Wow! Where did you find such an array of factual information to support your exceptionally lucid theory?,en,1586514732605112320,2022-11-20T17:00:38.000Z,1594375177001111553,['1594375177001111553']
"RT @w_terrence: HE’S BACK. TRUMP IS BACK and the LEFT IS HAVING A HEART ATTACK

Welcome Back Mr. President @realdonaldtrump🇺🇸

Thank you El…",en,1586514732605112320,2022-11-20T16:58:59.000Z,1594374758682198016,['1594374758682198016']
RT @JeanneJendra: https://t.co/QeFTSQWqKE,zxx,1586514732605112320,2022-11-20T16:58:41.000Z,1594374682845016064,['1594374682845016064']
@JoyceWhiteVance I can't wait until we do this to your guy... #10%forTHEbigGUY  #WheresHunter,en,1586514732605112320,2022-11-20T16:57:55.000Z,1594374489655357440,['1594374489655357440']
"@duty2warn @elonmusk It's OK, I am boycotting coke, gm, apple, Seattle, L.A., Portland,  and whatever dumb backwards place you come from...",en,1586514732605112320,2022-11-20T16:56:55.000Z,1594374240182370305,['1594374240182370305']
"Fine dining and vacation homes? Is that what you call, 'peddling influence?' 
#10%forTHEbigGUY https://t.co/jaEhxYdXfk",en,1586514732605112320,2022-11-20T16:55:07.000Z,1594373789001093121,['1594373789001093121']
"I'm sorry, which verified news reports say this was a, ""right wing nuy job?"" ... https://t.co/xXyZ0uWA70",en,1586514732605112320,2022-11-20T16:53:37.000Z,1594373409148112897,['1594373409148112897']
"@DashDobrofsky This is priceless.  I love reading all the juicy democrat fantasies! Its like you hate Twitter because people can speak freely, so you all just take to Twitter and let the world know!!!  🤣",en,1586514732605112320,2022-11-20T16:48:55.000Z,1594372227503656960,['1594372227503656960']
"@bobbyjohneats @Justinredalen @DashDobrofsky You know Ghislaine and raping kids is a Democrat issue, right?",en,1586514732605112320,2022-11-20T16:45:56.000Z,1594371476115058688,['1594371476115058688']
What school gave you a PhD? Community College? Is your PhD in underwater basket weaving? I'd go get your money back... https://t.co/DrHAd5x519,en,1586514732605112320,2022-11-20T16:44:45.000Z,1594371178361417728,['1594371178361417728']
RT @JJrjones50: @DashDobrofsky Elon Musk has to register as a foreign agent.  Seriously.  I think his destruction of Twitter (and loss of b…,en,1586514732605112320,2022-11-20T16:41:50.000Z,1594370443980713990,['1594370443980713990']
