lang,id,author_id,edit_history_tweet_ids,created_at,text
en,1595145671593824256,14948068,['1595145671593824256'],2022-11-22T20:02:19.000Z,"RT @thelibrafound: As @ProjectSouth reminded us, “where there’s collective action, there’s collective power.” May you take that and gratitu…"
en,1595145649246597121,14948068,['1595145649246597121'],2022-11-22T20:02:13.000Z,"RT @thelibrafound: This week @ProjectSouth announced their ""Our Power is the People"" Year-end Membership Campaign, Now-December 31. To lear…"
en,1595131127437488133,14948068,['1595131127437488133'],2022-11-22T19:04:31.000Z,"RT @ashahshahani: One year ago today, human rights defender Khurram Parvez was arrested from his residence by the National Intelligence Age…"
en,1594723457341734912,14948068,['1594723457341734912'],2022-11-21T16:04:35.000Z,"Where there’s collective action, there’s collective power. 

Partner with us during ""Our Power is the People"" Year-end Membership Campaign, Now-December 31.

Click the link to Contribute to our Work! 
https://t.co/mnNNxJa9vR
#OurPowerIsThePeople #NotDoneYet #StrongerTogether https://t.co/JJdIlnD8Zb"
en,1594026745459625984,14948068,['1594026745459625984'],2022-11-19T17:56:06.000Z,"RT @theYoungCenter: ""It is time for the United States to own up to its human rights obligations, to stop locking up migrants, and to bring…"
en,1594014223579115520,14948068,['1594014223579115520'],2022-11-19T17:06:20.000Z,"RT @ashahshahani: Another lawyer has been arrested in Iran. 

According to his sister, Arash Keykhosravi was arrested in his house and his…"
en,1593784571140706305,14948068,['1593784571140706305'],2022-11-19T01:53:47.000Z,"RT @AnthroHaley: Please read Monthly Updates on the Human Rights Situation in #Kashmir for October 2022

Link here --&gt; https://t.co/hux7tiI…"
en,1593657191826759682,14948068,['1593657191826759682'],2022-11-18T17:27:37.000Z,"RT @ashahshahani: @jlosc9 @TravisMannon @theintercept For more on force-feeding, see this law review article by Priya Arvind Patel and I on…"
en,1593654663508893697,14948068,['1593654663508893697'],2022-11-18T17:17:35.000Z,"RT @ashahshahani: Force-feeding is torture. 

Yet, hunger-striking migrants at an ICE prison near you are in danger of being force-fed by t…"
en,1593357104575807488,14948068,['1593357104575807488'],2022-11-17T21:35:11.000Z,"RT @GaDetWatch: Please continue to contribute to survivors of medical abuse at Irwin in their fight for justice! 

https://t.co/tbvfxxcokr"
en,1593308649241419776,14948068,['1593308649241419776'],2022-11-17T18:22:38.000Z,"“The horrifying reality is, that in many cases, these women did not know exactly what was being done to their bodies..."" Priyanka Bhatt, Senior Staff Attorney for @ProjectSouth tells @Jas_Aguilera of @TIME 
https://t.co/jn4GAwxJbh"
